	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000165694	7	9	0	0
ENSG00000165695	16	12	20	9
ENSG00000165698	16	24	36	27
ENSG00000165699	367	399	188	127
ENSG00000165702	0	0	0	0
ENSG00000165704	692	754	2316	1444
ENSG00000165714	36	41	105	65
ENSG00000165716	369	389	168	91
ENSG00000165724	268	296	338	224
ENSG00000165730	127	102	101	30
ENSG00000165731	10	9	4	5
ENSG00000165732	5176	5973	5667	3566
ENSG00000165733	2205	2476	1169	645
ENSG00000165752	73	66	27	14
ENSG00000165757	150	154	148	82
ENSG00000165762	0	0	0	0
ENSG00000165775	258	284	175	106
ENSG00000165782	124	141	174	107
ENSG00000165792	625	737	479	271
ENSG00000165794	0	1	1	1
ENSG00000165795	69	70	170	100
ENSG00000165799	0	0	0	0
ENSG00000165801	55	77	92	50
ENSG00000165802	390	458	72	37
ENSG00000165804	68	66	23	12
ENSG00000165805	2	1	0	0
ENSG00000165806	169	198	377	195
ENSG00000165807	0	3	0	0
ENSG00000165810	26	28	15	6
ENSG00000165813	270	320	271	153
ENSG00000165816	2	0	3	1
ENSG00000165819	921	1138	684	416
ENSG00000165821	198	214	518	240
ENSG00000165828	0	0	0	0
ENSG00000165832	392	434	670	392
ENSG00000165837	0	0	0	0
ENSG00000165841	0	1	0	0
ENSG00000165861	87	92	113	52
ENSG00000165863	4	8	1	0
ENSG00000165868	132	138	159	104
ENSG00000165879	7	3	10	12
ENSG00000165886	32	19	40	28
ENSG00000165887	3	1	0	1
ENSG00000165891	301	374	359	226
ENSG00000165895	69	85	54	34
ENSG00000165898	123	97	132	68
ENSG00000165899	2	0	1	1
ENSG00000165905	68	82	20	21
ENSG00000165912	143	153	213	132
ENSG00000165914	294	316	266	140
ENSG00000165915	51	48	71	56
ENSG00000165916	1623	1878	1692	986
ENSG00000165917	4	6	0	0
ENSG00000165923	4	2	1	1
ENSG00000165929	132	174	228	147
ENSG00000165934	1307	1636	1589	996
ENSG00000165935	3	1	1	0
ENSG00000165943	168	177	374	242
ENSG00000165948	27	24	25	14
ENSG00000165949	1	3	1	3
ENSG00000165953	0	0	0	0
ENSG00000165959	86	86	123	71
ENSG00000165966	0	0	1	0
ENSG00000165970	0	0	0	0
ENSG00000165972	9	14	0	0
ENSG00000165973	3	5	0	2
ENSG00000165983	164	211	358	190
ENSG00000165985	0	2	4	1
ENSG00000165995	73	81	45	20
ENSG00000165996	64	66	118	76
ENSG00000165997	196	212	376	221
ENSG00000166002	12	14	28	6
ENSG00000166004	1517	1889	318	228
ENSG00000166006	0	0	0	0
ENSG00000166012	618	763	119	81
ENSG00000166016	62	66	117	67
ENSG00000166024	303	386	202	131
ENSG00000166025	407	473	578	313
ENSG00000166033	55	84	39	26
ENSG00000166035	0	0	0	0
ENSG00000166037	604	694	339	203
ENSG00000166046	50	57	202	136
ENSG00000166049	0	0	0	0
ENSG00000166068	71	100	76	39
ENSG00000166069	0	0	0	0
ENSG00000166073	38	48	12	3
ENSG00000166086	264	303	315	208
ENSG00000166090	0	0	0	0
ENSG00000166091	0	0	0	0
ENSG00000166105	27	18	17	11
ENSG00000166106	22	25	36	21
ENSG00000166111	0	0	0	0
ENSG00000166118	0	0	0	0
ENSG00000166123	270	293	277	174
ENSG00000166126	1	2	0	0
ENSG00000166128	40	44	145	89
ENSG00000166130	227	326	486	257
ENSG00000166133	180	191	249	135
ENSG00000166135	196	267	428	296
ENSG00000166136	174	185	159	98
ENSG00000166140	99	97	107	59
ENSG00000166143	0	1	1	1
ENSG00000166145	0	0	81	45
ENSG00000166147	490	581	206	113
ENSG00000166148	0	0	2	0
ENSG00000166152	0	0	0	0
ENSG00000166153	21	22	36	25
ENSG00000166159	0	0	1	0
ENSG00000166160	0	0	0	0
ENSG00000166164	1017	1130	211	96
ENSG00000166165	2885	3019	16643	9711
ENSG00000166166	138	120	331	170
ENSG00000166167	287	309	342	170
ENSG00000166169	160	159	137	107
ENSG00000166170	413	497	422	245
ENSG00000166171	264	290	412	217
ENSG00000166173	70	82	120	83
ENSG00000166181	1307	1537	1096	621
ENSG00000166183	1	0	0	0
ENSG00000166188	30	34	63	37
ENSG00000166189	175	189	274	203
ENSG00000166192	27	34	61	46
ENSG00000166197	2394	2682	4402	2635
ENSG00000166199	221	248	155	95
ENSG00000166200	790	913	1367	814
ENSG00000166206	119	127	133	83
ENSG00000166211	0	0	0	0
ENSG00000166220	0	0	0	0
ENSG00000166224	374	458	604	388
ENSG00000166225	221	225	132	74
ENSG00000166226	6092	7113	10387	6133
ENSG00000166228	116	133	536	328
ENSG00000166233	728	857	601	337
ENSG00000166246	19	14	2	2
ENSG00000166250	11	4	53	20
ENSG00000166257	0	6	5	2
ENSG00000166260	497	564	446	291
ENSG00000166261	221	217	28	19
ENSG00000166262	11	20	4	3
ENSG00000166263	281	337	223	131
ENSG00000166265	0	0	0	0
ENSG00000166266	926	1152	522	343
ENSG00000166268	0	1	0	0
ENSG00000166272	37	43	62	50
ENSG00000166275	0	0	0	0
ENSG00000166278	3	4	0	0
ENSG00000166289	14	8	120	65
ENSG00000166292	4	4	19	15
ENSG00000166295	215	229	269	155
ENSG00000166311	44	44	87	68
ENSG00000166313	396	410	402	223
ENSG00000166317	10	12	0	1
ENSG00000166321	94	102	16	10
ENSG00000166323	21	12	13	7
ENSG00000166326	151	175	302	177
ENSG00000166329	0	0	0	0
ENSG00000166333	429	458	309	184
ENSG00000166337	251	285	281	172
ENSG00000166340	191	248	226	144
ENSG00000166341	45	36	16	11
ENSG00000166342	0	0	0	0
ENSG00000166343	35	44	3	0
ENSG00000166347	231	264	277	198
ENSG00000166348	509	626	222	140
ENSG00000166349	3	1	0	0
ENSG00000166351	0	0	0	0
ENSG00000166352	146	170	109	73
ENSG00000166359	10	16	1	1
ENSG00000166363	4	5	0	0
ENSG00000166368	5	4	0	0
ENSG00000166377	178	225	141	86
ENSG00000166387	23	31	14	2
ENSG00000166391	0	0	0	0
ENSG00000166394	2	0	1	1
ENSG00000166396	0	0	0	0
ENSG00000166398	171	181	333	186
ENSG00000166401	0	3	17	12
ENSG00000166402	281	340	107	71
ENSG00000166405	2	2	3	4
ENSG00000166407	2	5	11	2
ENSG00000166411	706	775	843	511
ENSG00000166415	0	2	0	0
ENSG00000166426	0	0	0	0
ENSG00000166428	3	5	0	0
ENSG00000166432	24	17	3	0
ENSG00000166435	134	148	32	15
ENSG00000166436	100	139	12	9
ENSG00000166439	376	438	164	97
ENSG00000166441	3750	4282	1267	803
ENSG00000166444	73	97	41	22
ENSG00000166446	1	1	72	43
ENSG00000166448	0	0	2	2
ENSG00000166450	211	208	68	34
ENSG00000166451	434	487	233	125
ENSG00000166452	125	122	146	83
ENSG00000166454	516	628	46	36
ENSG00000166455	8	9	5	3
ENSG00000166471	170	223	363	201
ENSG00000166473	0	0	0	0
ENSG00000166477	428	491	554	351
ENSG00000166478	267	264	326	188
ENSG00000166479	249	293	321	201
ENSG00000166482	9	14	0	0
ENSG00000166483	442	548	367	221
ENSG00000166484	150	159	70	46
ENSG00000166501	7	8	109	61
ENSG00000166503	366	434	154	81
ENSG00000166507	29	42	7	3
ENSG00000166508	6147	6967	8148	4897
ENSG00000166509	0	0	0	0
ENSG00000166510	3	2	30	18
ENSG00000166523	0	0	0	0
ENSG00000166526	299	343	140	63
ENSG00000166527	0	0	0	0
ENSG00000166529	111	139	89	60
ENSG00000166532	194	250	86	59
ENSG00000166535	3	5	0	0
ENSG00000166546	0	0	0	0
ENSG00000166548	41	47	30	6
ENSG00000166557	368	378	303	183
ENSG00000166558	0	0	0	0
ENSG00000166562	268	321	357	204
ENSG00000166569	0	0	0	0
ENSG00000166573	0	0	0	1
ENSG00000166575	168	210	248	153
ENSG00000166578	11	12	11	9
ENSG00000166579	209	253	132	79
ENSG00000166582	457	489	417	261
ENSG00000166589	1	0	0	0
ENSG00000166592	0	1	0	1
ENSG00000166595	264	293	502	275
ENSG00000166596	9	5	2	0
ENSG00000166598	6889	8353	8004	4843
ENSG00000166603	0	0	0	0
ENSG00000166619	40	60	152	75
ENSG00000166634	0	0	0	0
ENSG00000166664	4	3	3	0
ENSG00000166669	41	78	14	9
ENSG00000166670	0	0	2	0
ENSG00000166676	1	0	0	0
ENSG00000166681	1761	1990	868	511
ENSG00000166682	12	10	0	3
ENSG00000166685	351	402	383	196
ENSG00000166689	108	112	157	79
ENSG00000166704	48	59	77	35
ENSG00000166707	23	16	1	1
ENSG00000166710	577	639	2903	1710
ENSG00000166716	444	453	206	109
ENSG00000166734	287	315	212	121
ENSG00000166736	0	0	3	0
ENSG00000166741	0	0	0	0
ENSG00000166743	0	0	0	0
ENSG00000166747	1075	1288	1116	678
ENSG00000166750	16	20	35	25
ENSG00000166762	22	30	1	0
ENSG00000166780	4	6	7	2
ENSG00000166783	371	420	254	137
ENSG00000166788	781	841	510	316
ENSG00000166793	0	0	1	1
ENSG00000166794	1738	1929	2635	1594
ENSG00000166796	53	65	74	37
ENSG00000166797	299	323	230	153
ENSG00000166800	3	5	0	0
ENSG00000166801	0	1	34	27
ENSG00000166803	0	0	0	0
ENSG00000166813	503	588	171	113
ENSG00000166816	4	5	7	0
ENSG00000166819	2	1	0	0
ENSG00000166821	71	78	61	37
ENSG00000166822	36	31	27	25
ENSG00000166823	30	15	5	9
ENSG00000166825	0	1	0	0
ENSG00000166828	0	0	0	1
ENSG00000166831	3	9	73	51
ENSG00000166833	61	53	97	62
ENSG00000166839	14	15	1	3
ENSG00000166840	0	0	4	3
ENSG00000166845	89	129	32	27
ENSG00000166847	245	297	390	226
ENSG00000166848	382	437	593	341
ENSG00000166851	854	991	1944	1206
ENSG00000166855	476	554	846	454
ENSG00000166856	7	5	1	0
ENSG00000166860	187	213	129	64
ENSG00000166862	0	0	0	0
ENSG00000166863	1	0	1	2
ENSG00000166866	5	4	0	1
ENSG00000166869	0	0	9	6
ENSG00000166881	386	454	666	356
ENSG00000166884	0	0	0	0
ENSG00000166886	47	43	106	52
ENSG00000166887	316	371	394	245
ENSG00000166888	67	72	12	11
ENSG00000166889	333	428	347	206
ENSG00000166896	41	67	98	76
ENSG00000166897	1	4	10	5
ENSG00000166900	122	124	118	68
ENSG00000166902	683	667	886	550
ENSG00000166908	138	171	349	208
ENSG00000166912	178	201	100	52
ENSG00000166913	1057	1178	4134	2427
ENSG00000166920	1	2	3	3
ENSG00000166922	6	4	2	0
ENSG00000166923	0	0	0	0
ENSG00000166924	4	2	3	2
ENSG00000166925	63	64	94	53
ENSG00000166926	0	0	0	0
ENSG00000166927	0	0	0	0
ENSG00000166928	0	0	0	0
ENSG00000166930	0	0	0	0
ENSG00000166938	876	1099	329	196
ENSG00000166946	254	250	444	260
ENSG00000166947	0	2	0	0
ENSG00000166948	1	0	0	0
ENSG00000166949	47	65	217	141
ENSG00000166959	0	0	0	0
ENSG00000166960	0	3	3	1
ENSG00000166961	0	1	0	0
ENSG00000166963	213	207	196	144
ENSG00000166965	116	139	81	44
ENSG00000166971	79	91	69	31
ENSG00000166974	191	214	552	362
ENSG00000166979	6	8	4	5
ENSG00000166984	0	0	0	0
ENSG00000166986	2774	2993	2881	1662
ENSG00000166987	84	88	112	57
ENSG00000166997	59	61	49	17
ENSG00000167004	1632	1885	2050	1277
ENSG00000167005	641	814	1145	708
ENSG00000167011	0	0	0	0
ENSG00000167014	3	1	0	0
ENSG00000167034	2	3	29	12
ENSG00000167037	25	24	32	21
ENSG00000167065	16	20	13	2
ENSG00000167074	17	23	33	15
ENSG00000167077	2	2	3	0
ENSG00000167080	0	0	0	0
ENSG00000167081	126	131	86	67
ENSG00000167083	0	0	0	0
ENSG00000167085	1953	2220	1959	1083
ENSG00000167088	827	969	1146	624
ENSG00000167094	3	1	0	0
ENSG00000167098	0	0	0	0
ENSG00000167100	2	1	2	0
ENSG00000167103	7	8	3	2
ENSG00000167104	0	0	0	0
ENSG00000167105	0	0	4	0
ENSG00000167106	27	41	10	8
ENSG00000167107	67	81	116	78
ENSG00000167110	280	299	311	149
ENSG00000167112	420	460	627	381
ENSG00000167113	140	137	120	69
ENSG00000167114	416	467	239	130
ENSG00000167117	2	0	0	0
ENSG00000167118	83	81	242	135
ENSG00000167123	211	245	214	127
ENSG00000167130	91	102	278	157
ENSG00000167131	18	21	32	24
ENSG00000167136	171	179	300	171
ENSG00000167139	0	0	0	0
ENSG00000167157	0	0	0	0
ENSG00000167165	0	0	0	0
ENSG00000167173	316	298	411	261
ENSG00000167178	0	1	1	0
ENSG00000167182	38	44	207	135
ENSG00000167183	4	6	0	0
ENSG00000167186	168	190	202	135
ENSG00000167191	18	32	56	24
ENSG00000167193	315	344	370	216
ENSG00000167194	0	0	0	0
ENSG00000167195	0	0	0	0
ENSG00000167196	663	731	313	179
ENSG00000167202	355	401	123	67
ENSG00000167207	2	3	4	2
ENSG00000167208	0	0	0	0
ENSG00000167210	0	0	14	6
ENSG00000167216	22	24	18	17
ENSG00000167220	128	166	253	188
ENSG00000167232	58	70	78	57
ENSG00000167244	0	0	5	8
ENSG00000167257	184	233	308	172
ENSG00000167258	1508	1686	825	504
ENSG00000167261	0	1	0	0
ENSG00000167264	211	218	223	133
ENSG00000167272	196	218	381	234
ENSG00000167280	132	155	59	36
ENSG00000167281	3	0	3	6
ENSG00000167283	896	959	1025	587
ENSG00000167286	0	0	0	0
ENSG00000167291	229	236	59	43
ENSG00000167302	83	73	67	46
ENSG00000167306	102	122	166	78
ENSG00000167311	16	19	18	8
ENSG00000167315	340	330	1077	596
ENSG00000167323	207	247	269	149
ENSG00000167325	3194	3642	4082	2361
ENSG00000167332	0	0	2	0
ENSG00000167333	80	92	52	33
ENSG00000167346	0	0	0	0
ENSG00000167355	0	1	0	0
ENSG00000167359	1	1	0	0
ENSG00000167360	0	0	0	0
ENSG00000167363	5	8	1	0
ENSG00000167371	0	1	0	0
ENSG00000167377	180	228	25	17
ENSG00000167378	115	138	569	321
ENSG00000167380	143	170	294	166
ENSG00000167384	229	257	103	74
ENSG00000167393	195	164	117	79
ENSG00000167394	125	131	106	60
ENSG00000167395	305	329	83	46
ENSG00000167397	125	145	110	85
ENSG00000167414	0	0	0	0
ENSG00000167419	1	0	0	0
ENSG00000167434	0	0	0	0
ENSG00000167447	622	709	630	359
ENSG00000167460	247	281	472	256
ENSG00000167461	328	330	782	469
ENSG00000167468	1066	1263	725	400
ENSG00000167470	67	71	511	303
ENSG00000167476	3	6	1	0
ENSG00000167483	2	4	3	2
ENSG00000167487	43	40	123	75
ENSG00000167491	560	641	523	290
ENSG00000167508	164	152	126	88
ENSG00000167513	460	466	1230	769
ENSG00000167515	288	348	369	179
ENSG00000167522	1330	1538	356	219
ENSG00000167523	24	32	32	11
ENSG00000167524	26	34	0	2
ENSG00000167525	4	8	1	0
ENSG00000167526	6840	7754	3373	2074
ENSG00000167528	92	95	63	38
ENSG00000167531	0	0	0	0
ENSG00000167535	25	29	33	28
ENSG00000167536	26	46	75	47
ENSG00000167543	98	87	113	50
ENSG00000167548	1828	2045	1487	912
ENSG00000167549	14	18	11	10
ENSG00000167550	2	4	42	18
ENSG00000167552	300	376	487	271
ENSG00000167553	1849	2233	2086	1194
ENSG00000167554	0	2	10	2
ENSG00000167555	3	7	12	3
ENSG00000167562	35	44	20	15
ENSG00000167565	45	28	107	51
ENSG00000167566	198	199	304	159
ENSG00000167578	0	0	0	0
ENSG00000167580	0	0	0	0
ENSG00000167588	0	2	10	10
ENSG00000167595	58	40	242	114
ENSG00000167600	0	2	34	23
ENSG00000167601	0	1	3	1
ENSG00000167604	25	19	15	15
ENSG00000167608	20	14	4	0
ENSG00000167612	0	0	0	0
ENSG00000167613	0	0	1	2
ENSG00000167614	8	5	1	1
ENSG00000167615	442	460	338	211
ENSG00000167617	0	0	1	1
ENSG00000167618	0	0	0	0
ENSG00000167619	15	26	10	5
ENSG00000167625	120	110	149	90
ENSG00000167632	149	201	214	135
ENSG00000167633	0	0	0	0
ENSG00000167634	0	0	0	0
ENSG00000167635	907	1107	887	548
ENSG00000167637	151	208	120	62
ENSG00000167641	14	9	69	41
ENSG00000167642	125	129	1057	605
ENSG00000167644	0	1	0	0
ENSG00000167645	224	218	848	537
ENSG00000167646	19	24	10	7
ENSG00000167653	0	0	0	0
ENSG00000167654	0	1	0	0
ENSG00000167656	0	0	0	0
ENSG00000167657	279	268	400	244
ENSG00000167658	23272	24838	23293	13934
ENSG00000167664	0	0	1	1
ENSG00000167670	1212	1354	733	486
ENSG00000167671	273	287	191	119
ENSG00000167674	961	1051	940	621
ENSG00000167676	18	16	0	0
ENSG00000167680	11	20	15	9
ENSG00000167685	39	39	118	87
ENSG00000167693	90	98	403	250
ENSG00000167695	109	116	94	85
ENSG00000167699	524	627	842	546
ENSG00000167700	147	144	71	42
ENSG00000167701	43	38	0	0
ENSG00000167702	78	86	6	6
ENSG00000167703	38	41	162	97
ENSG00000167705	5	14	12	6
ENSG00000167711	1	0	0	0
ENSG00000167716	316	338	255	154
ENSG00000167720	233	285	115	66
ENSG00000167721	2317	2617	2191	1260
ENSG00000167723	2	3	3	1
ENSG00000167733	12	7	6	2
ENSG00000167740	78	76	86	49
ENSG00000167741	0	1	0	0
ENSG00000167747	416	445	30	14
ENSG00000167748	1	0	6	2
ENSG00000167749	0	0	1	0
ENSG00000167751	0	0	0	0
ENSG00000167754	0	0	0	0
ENSG00000167755	0	0	0	1
ENSG00000167757	0	0	0	0
ENSG00000167759	0	0	0	0
ENSG00000167766	16	23	14	8
ENSG00000167767	0	0	0	2
ENSG00000167768	0	0	1	0
ENSG00000167769	0	0	1	0
ENSG00000167770	333	381	1049	684
ENSG00000167771	13	12	18	16
ENSG00000167772	15	12	0	0
ENSG00000167774	0	0	0	0
ENSG00000167775	448	461	932	517
ENSG00000167778	60	72	148	89
ENSG00000167779	1	2	16	3
ENSG00000167780	0	0	0	0
ENSG00000167785	0	0	67	35
ENSG00000167791	0	0	0	0
ENSG00000167792	1551	1672	1300	773
ENSG00000167797	42	52	149	92
ENSG00000167799	49	37	53	33
ENSG00000167800	1	2	0	0
ENSG00000167807	0	0	0	0
ENSG00000167815	1471	1498	3922	2283
ENSG00000167822	0	0	0	0
ENSG00000167825	0	0	0	0
ENSG00000167840	88	126	52	27
ENSG00000167842	183	245	200	115
ENSG00000167850	0	0	0	0
ENSG00000167851	0	0	0	0
ENSG00000167858	0	0	0	0
ENSG00000167861	20	40	146	89
ENSG00000167862	227	258	428	256
ENSG00000167863	1032	1119	944	538
ENSG00000167874	1	2	1	0
ENSG00000167880	0	1	2	1
ENSG00000167881	794	909	1018	618
ENSG00000167889	22	33	2	0
ENSG00000167895	0	0	1	0
ENSG00000167900	409	423	767	437
ENSG00000167904	82	94	102	43
ENSG00000167910	0	1	0	1
ENSG00000167914	0	0	0	0
ENSG00000167916	0	0	0	0
ENSG00000167920	91	102	31	21
ENSG00000167925	104	100	78	28
ENSG00000167930	15	18	22	13
ENSG00000167941	0	0	3	0
ENSG00000167962	488	517	452	300
ENSG00000167964	26	35	14	10
ENSG00000167965	239	251	333	215
ENSG00000167967	465	432	212	135
ENSG00000167968	11	17	4	0
ENSG00000167969	364	384	451	320
ENSG00000167971	30	27	28	20
ENSG00000167972	307	412	269	189
ENSG00000167977	131	135	190	86
ENSG00000167978	7148	8313	7422	4465
ENSG00000167981	31	28	46	35
ENSG00000167984	9	14	0	0
ENSG00000167985	47	48	55	46
ENSG00000167986	5069	5886	5726	3410
ENSG00000167987	59	86	68	40
ENSG00000167992	16	13	0	3
ENSG00000167994	19	19	29	16
ENSG00000167995	12	9	0	1
ENSG00000167996	893	1011	326	179
ENSG00000168000	178	238	169	103
ENSG00000168002	551	637	946	542
ENSG00000168003	1365	1556	1136	638
ENSG00000168004	0	0	0	0
ENSG00000168005	205	226	172	124
ENSG00000168010	52	59	10	12
ENSG00000168014	590	646	204	94
ENSG00000168016	1	1	8	2
ENSG00000168026	16	12	7	12
ENSG00000168028	7219	8242	1398	849
ENSG00000168032	3	3	0	0
ENSG00000168036	6622	7742	5367	3204
ENSG00000168038	256	277	17	8
ENSG00000168040	129	134	243	135
ENSG00000168056	84	72	155	84
ENSG00000168060	3	0	0	0
ENSG00000168061	200	186	117	72
ENSG00000168062	1	1	4	6
ENSG00000168065	0	1	0	0
ENSG00000168066	1313	1437	2509	1536
ENSG00000168067	46	59	34	24
ENSG00000168070	2	1	0	0
ENSG00000168071	6	19	3	0
ENSG00000168077	32	30	110	80
ENSG00000168078	274	307	1796	1071
ENSG00000168079	1	1	6	2
ENSG00000168081	0	0	0	0
ENSG00000168090	578	724	3190	1815
ENSG00000168092	615	755	702	381
ENSG00000168096	144	146	68	35
ENSG00000168101	67	74	183	119
ENSG00000168116	403	555	601	380
ENSG00000168118	342	411	277	167
ENSG00000168124	1	1	1	0
ENSG00000168131	7	5	0	0
ENSG00000168135	7	7	18	9
ENSG00000168137	1578	1764	430	235
ENSG00000168140	17	18	39	16
ENSG00000168143	53	71	146	88
ENSG00000168148	1	2	37	15
ENSG00000168152	147	165	90	34
ENSG00000168158	0	0	0	0
ENSG00000168159	332	339	581	335
ENSG00000168172	398	469	665	420
ENSG00000168175	185	209	723	452
ENSG00000168209	100	111	212	129
ENSG00000168214	366	451	575	347
ENSG00000168216	168	238	495	273
ENSG00000168228	118	135	136	57
ENSG00000168229	0	0	0	0
ENSG00000168234	81	95	114	98
ENSG00000168237	57	71	45	29
ENSG00000168243	26	16	38	9
ENSG00000168246	166	195	106	45
ENSG00000168255	0	0	0	0
ENSG00000168256	148	146	258	122
ENSG00000168259	1391	1667	1582	986
ENSG00000168263	24	24	0	0
ENSG00000168264	471	473	592	335
ENSG00000168267	1	0	2	1
ENSG00000168268	1141	1220	572	344
ENSG00000168269	0	0	0	0
ENSG00000168273	144	149	191	115
ENSG00000168275	324	403	602	378
ENSG00000168280	240	256	283	143
ENSG00000168282	544	702	159	90
ENSG00000168283	0	0	0	0
ENSG00000168286	148	160	255	142
ENSG00000168288	1305	1558	1185	681
ENSG00000168291	1345	1552	1287	832
ENSG00000168297	253	259	185	113
ENSG00000168298	12135	13540	14875	9578
ENSG00000168300	94	111	47	39
ENSG00000168301	81	88	69	34
ENSG00000168303	119	159	352	188
ENSG00000168306	5	2	7	3
ENSG00000168309	0	0	0	0
ENSG00000168310	26	13	74	51
ENSG00000168314	1	0	0	0
ENSG00000168329	0	2	0	0
ENSG00000168333	0	0	0	0
ENSG00000168334	0	2	0	0
ENSG00000168348	1	1	0	2
ENSG00000168350	5	3	14	13
ENSG00000168356	22	13	0	0
ENSG00000168374	608	733	922	541
ENSG00000168385	1727	1924	3987	2409
ENSG00000168386	202	262	14	9
ENSG00000168389	32	43	220	143
ENSG00000168393	484	500	581	348
ENSG00000168394	85	93	223	145
ENSG00000168395	140	145	120	63
ENSG00000168397	343	364	620	387
ENSG00000168398	0	0	2	3
ENSG00000168404	2	1	54	20
ENSG00000168411	898	1061	870	539
ENSG00000168412	2	2	4	1
ENSG00000168418	0	0	0	0
ENSG00000168421	0	0	0	0
ENSG00000168427	0	0	0	0
ENSG00000168434	184	191	260	169
ENSG00000168438	548	638	646	352
ENSG00000168439	3687	4298	3360	2014
ENSG00000168447	0	0	4	1
ENSG00000168453	2	3	1	2
ENSG00000168454	1	0	0	0
ENSG00000168461	59	65	167	114
ENSG00000168476	79	122	299	172
ENSG00000168477	0	0	1	0
ENSG00000168481	0	0	3	0
ENSG00000168484	0	0	0	0
ENSG00000168487	56	75	96	52
ENSG00000168488	724	792	1494	889
ENSG00000168490	0	0	0	1
ENSG00000168491	17	14	23	13
ENSG00000168495	270	292	288	179
ENSG00000168496	997	1184	1087	672
ENSG00000168497	0	0	0	1
ENSG00000168502	205	265	58	27
ENSG00000168505	20	14	47	26
ENSG00000168509	0	0	0	1
ENSG00000168515	0	0	0	0
ENSG00000168517	27	25	26	19
ENSG00000168522	311	412	496	305
ENSG00000168528	19	24	100	50
ENSG00000168530	0	0	1	0
ENSG00000168538	419	524	432	235
ENSG00000168539	0	0	0	0
ENSG00000168542	9	8	19	18
ENSG00000168546	0	0	0	4
ENSG00000168556	84	98	52	28
ENSG00000168564	192	223	218	120
ENSG00000168566	353	451	185	121
ENSG00000168569	91	100	101	66
ENSG00000168575	159	202	114	75
ENSG00000168582	0	0	0	0
ENSG00000168589	0	0	5	1
ENSG00000168591	97	98	121	85
ENSG00000168594	0	0	0	0
ENSG00000168610	363	423	843	490
ENSG00000168612	107	124	222	124
ENSG00000168615	914	1083	519	285
ENSG00000168619	0	0	0	0
ENSG00000168621	2	0	5	2
ENSG00000168631	0	0	0	0
ENSG00000168634	0	0	0	0
ENSG00000168646	71	78	64	39
ENSG00000168653	1143	1333	1726	1080
ENSG00000168658	0	0	0	1
ENSG00000168661	110	116	45	44
ENSG00000168671	16	15	56	32
ENSG00000168672	136	117	8	12
ENSG00000168675	4	2	6	3
ENSG00000168676	13	15	6	5
ENSG00000168679	139	139	6	6
ENSG00000168685	0	0	0	0
ENSG00000168701	165	166	178	94
ENSG00000168702	615	737	67	35
ENSG00000168703	0	0	0	0
ENSG00000168710	664	721	1053	655
ENSG00000168724	515	589	503	292
ENSG00000168734	27	27	40	25
ENSG00000168743	43	50	94	60
ENSG00000168748	3	2	0	2
ENSG00000168754	0	0	1	1
ENSG00000168757	0	0	0	0
ENSG00000168758	116	124	126	64
ENSG00000168763	172	183	182	125
ENSG00000168765	12	12	1	1
ENSG00000168769	453	510	133	65
ENSG00000168772	7	7	40	22
ENSG00000168778	206	207	128	83
ENSG00000168779	6	10	34	21
ENSG00000168781	71	83	31	27
ENSG00000168785	51	51	51	39
ENSG00000168792	28	26	17	11
ENSG00000168795	230	257	104	62
ENSG00000168802	82	101	106	67
ENSG00000168803	91	98	76	48
ENSG00000168806	261	254	273	159
ENSG00000168807	145	180	264	183
ENSG00000168811	16	13	10	6
ENSG00000168813	610	732	804	426
ENSG00000168818	225	262	200	160
ENSG00000168824	15	16	39	26
ENSG00000168826	54	71	23	7
ENSG00000168827	1206	1350	578	355
ENSG00000168828	0	0	0	0
ENSG00000168830	0	0	0	0
ENSG00000168843	3	2	12	7
ENSG00000168872	43	73	81	37
ENSG00000168874	0	1	5	4
ENSG00000168875	0	0	0	0
ENSG00000168876	96	120	32	22
ENSG00000168878	0	1	0	0
ENSG00000168883	838	915	850	502
ENSG00000168884	145	150	107	56
ENSG00000168887	51	48	40	27
ENSG00000168890	22	24	8	11
ENSG00000168894	251	265	416	256
ENSG00000168899	1	1	7	3
ENSG00000168903	0	0	0	0
ENSG00000168904	110	116	48	30
ENSG00000168906	2010	2318	1964	1118
ENSG00000168907	0	0	0	0
ENSG00000168913	7	9	2	3
ENSG00000168916	236	269	257	176
ENSG00000168917	94	133	232	154
ENSG00000168918	2	0	3	5
ENSG00000168924	1035	1153	711	384
ENSG00000168925	0	0	0	0
