	SRR1795409_1	SRR1795425_1
ENSG00000129993	0	2
ENSG00000130005	64	197
ENSG00000130021	36	6
ENSG00000130023	155	137
ENSG00000130024	845	522
ENSG00000130032	0	0
ENSG00000130035	5	0
ENSG00000130037	1	0
ENSG00000130038	99	42
ENSG00000130045	0	0
ENSG00000130052	4	34
ENSG00000130054	34	18
ENSG00000130055	2	0
ENSG00000130066	75	763
ENSG00000130119	960	1347
ENSG00000130147	154	251
ENSG00000130150	141	309
ENSG00000130158	129	117
ENSG00000130159	279	246
ENSG00000130164	392	287
ENSG00000130165	140	375
ENSG00000130167	0	1
ENSG00000130173	2	0
ENSG00000130175	909	4328
ENSG00000130176	0	5
ENSG00000130177	535	909
ENSG00000130182	3	1
ENSG00000130193	18	87
ENSG00000130202	154	336
ENSG00000130203	5	185
ENSG00000130204	961	827
ENSG00000130208	36	68
ENSG00000130222	1	8
ENSG00000130224	233	263
ENSG00000130226	0	0
ENSG00000130227	1009	656
ENSG00000130234	5	1
ENSG00000130244	42	82
ENSG00000130254	635	574
ENSG00000130255	3762	6287
ENSG00000130270	9	0
ENSG00000130283	0	0
ENSG00000130287	1	1
ENSG00000130294	410	1502
ENSG00000130299	489	564
ENSG00000130300	0	0
ENSG00000130303	2	13
ENSG00000130304	16	7
ENSG00000130305	196	221
ENSG00000130307	3	0
ENSG00000130309	452	676
ENSG00000130311	55	287
ENSG00000130312	78	198
ENSG00000130313	202	407
ENSG00000130332	309	434
ENSG00000130338	256	98
ENSG00000130340	528	534
ENSG00000130347	105	208
ENSG00000130348	354	356
ENSG00000130349	74	175
ENSG00000130363	112	74
ENSG00000130368	0	0
ENSG00000130377	5	0
ENSG00000130382	167	470
ENSG00000130383	0	0
ENSG00000130385	0	0
ENSG00000130396	2308	1104
ENSG00000130402	1163	5851
ENSG00000130413	173	100
ENSG00000130414	838	1848
ENSG00000130427	0	0
ENSG00000130429	32	64
ENSG00000130433	0	2
ENSG00000130449	258	339
ENSG00000130475	19	12
ENSG00000130477	1	5
ENSG00000130479	161	653
ENSG00000130487	0	7
ENSG00000130489	0	0
ENSG00000130508	184	407
ENSG00000130511	135	145
ENSG00000130513	1	69
ENSG00000130517	18	89
ENSG00000130518	1	0
ENSG00000130520	580	1256
ENSG00000130522	54	268
ENSG00000130528	1	1
ENSG00000130529	47	33
ENSG00000130538	0	0
ENSG00000130540	23	31
ENSG00000130544	173	127
ENSG00000130545	0	0
ENSG00000130558	3	4
ENSG00000130559	641	281
ENSG00000130560	384	213
ENSG00000130561	1	0
ENSG00000130584	30	28
ENSG00000130589	68	71
ENSG00000130590	5	12
ENSG00000130592	0	0
ENSG00000130595	0	2
ENSG00000130598	0	0
ENSG00000130635	110	65
ENSG00000130638	1408	2313
ENSG00000130640	989	845
ENSG00000130643	1	0
ENSG00000130649	22	1
ENSG00000130653	14	3
ENSG00000130656	1	0
ENSG00000130669	163	625
ENSG00000130675	32	118
ENSG00000130684	415	121
ENSG00000130695	589	353
ENSG00000130699	186	203
ENSG00000130700	0	1
ENSG00000130701	0	0
ENSG00000130702	179	469
ENSG00000130703	209	358
ENSG00000130706	771	1763
ENSG00000130707	246	419
ENSG00000130711	0	5
ENSG00000130713	778	936
ENSG00000130714	347	396
ENSG00000130717	236	227
ENSG00000130720	0	1
ENSG00000130723	2661	1614
ENSG00000130724	261	571
ENSG00000130725	465	932
ENSG00000130726	4920	6614
ENSG00000130731	283	449
ENSG00000130733	151	258
ENSG00000130734	187	116
ENSG00000130741	2786	4582
ENSG00000130748	71	162
ENSG00000130749	477	417
ENSG00000130751	39	88
ENSG00000130755	0	2
ENSG00000130758	74	30
ENSG00000130762	33	70
ENSG00000130764	483	1030
ENSG00000130766	228	299
ENSG00000130768	88	96
ENSG00000130770	709	1370
ENSG00000130772	74	153
ENSG00000130775	29	18
ENSG00000130779	695	476
ENSG00000130783	16	2
ENSG00000130787	267	313
ENSG00000130803	362	163
ENSG00000130810	115	101
ENSG00000130811	1307	2768
ENSG00000130812	2	0
ENSG00000130813	1	2
ENSG00000130816	3061	3423
ENSG00000130818	74	116
ENSG00000130821	558	158
ENSG00000130822	12	2
ENSG00000130826	2152	1554
ENSG00000130827	156	169
ENSG00000130829	79	50
ENSG00000130830	275	604
ENSG00000130844	21	72
ENSG00000130856	380	88
ENSG00000130876	2	0
ENSG00000130881	357	148
ENSG00000130921	89	113
ENSG00000130935	1856	2189
ENSG00000130939	671	770
ENSG00000130940	47	78
ENSG00000130943	25	1
ENSG00000130948	1	0
ENSG00000130950	0	0
ENSG00000130956	132	110
ENSG00000130957	2	0
ENSG00000130958	1	17
ENSG00000130962	21	22
ENSG00000130985	4552	11073
ENSG00000130988	1	0
ENSG00000130997	143	20
ENSG00000131013	734	941
ENSG00000131015	12	28
ENSG00000131016	1850	1386
ENSG00000131018	419	492
ENSG00000131019	64	110
ENSG00000131023	719	582
ENSG00000131037	21	5
ENSG00000131042	0	0
ENSG00000131043	279	310
ENSG00000131044	2	3
ENSG00000131050	0	0
ENSG00000131051	3196	1825
ENSG00000131055	0	0
ENSG00000131059	0	0
ENSG00000131061	25	35
ENSG00000131067	108	94
ENSG00000131068	0	0
ENSG00000131069	145	102
ENSG00000131080	29	56
ENSG00000131089	137	14
ENSG00000131094	10	29
ENSG00000131095	1	0
ENSG00000131096	0	0
ENSG00000131097	9	0
ENSG00000131100	627	1678
ENSG00000131115	228	412
ENSG00000131116	256	619
ENSG00000131126	0	0
ENSG00000131127	0	0
ENSG00000131142	0	0
ENSG00000131143	1444	2711
ENSG00000131148	280	377
ENSG00000131149	297	615
ENSG00000131152	0	0
ENSG00000131153	618	579
ENSG00000131165	246	496
ENSG00000131171	144	222
ENSG00000131174	969	2503
ENSG00000131183	0	0
ENSG00000131187	23	44
ENSG00000131188	28	73
ENSG00000131196	33	152
ENSG00000131203	0	0
ENSG00000131233	3	0
ENSG00000131236	1022	2484
ENSG00000131238	534	1153
ENSG00000131242	123	71
ENSG00000131263	1177	1096
ENSG00000131264	0	0
ENSG00000131269	753	807
ENSG00000131323	298	124
ENSG00000131351	154	211
ENSG00000131355	0	0
ENSG00000131368	351	424
ENSG00000131370	190	172
ENSG00000131373	558	856
ENSG00000131374	166	261
ENSG00000131375	881	875
ENSG00000131378	51	185
ENSG00000131379	13	0
ENSG00000131381	566	129
ENSG00000131386	2	0
ENSG00000131389	165	237
ENSG00000131398	18	15
ENSG00000131400	6	1
ENSG00000131408	83	81
ENSG00000131409	15	34
ENSG00000131435	10	0
ENSG00000131437	495	827
ENSG00000131446	269	149
ENSG00000131459	114	144
ENSG00000131462	460	505
ENSG00000131467	882	1204
ENSG00000131469	5248	5064
ENSG00000131470	147	64
ENSG00000131471	9	4
ENSG00000131473	4479	5084
ENSG00000131475	400	447
ENSG00000131477	2	15
ENSG00000131480	52	2
ENSG00000131482	0	0
ENSG00000131495	264	863
ENSG00000131503	18	7
ENSG00000131504	1299	793
ENSG00000131507	315	1097
ENSG00000131508	336	931
ENSG00000131558	669	974
ENSG00000131584	197	94
ENSG00000131591	37	53
ENSG00000131620	0	3
ENSG00000131626	1036	504
ENSG00000131634	11	0
ENSG00000131650	8	8
ENSG00000131652	403	232
ENSG00000131653	411	175
ENSG00000131668	15	0
ENSG00000131669	23	84
ENSG00000131686	0	0
ENSG00000131697	225	122
ENSG00000131711	969	2162
ENSG00000131721	0	0
ENSG00000131724	212	268
ENSG00000131725	653	510
ENSG00000131730	50	9
ENSG00000131732	251	198
ENSG00000131737	0	0
ENSG00000131738	0	0
ENSG00000131746	0	0
ENSG00000131747	5481	5195
ENSG00000131748	112	113
ENSG00000131759	38	73
ENSG00000131771	0	0
ENSG00000131773	106	147
ENSG00000131778	1645	609
ENSG00000131779	94	179
ENSG00000131781	13	11
ENSG00000131788	149	197
ENSG00000131791	86	78
ENSG00000131808	0	0
ENSG00000131828	1283	2622
ENSG00000131831	5	304
ENSG00000131844	766	1095
ENSG00000131845	98	95
ENSG00000131848	48	18
ENSG00000131849	25	1
ENSG00000131864	0	0
ENSG00000131871	243	216
ENSG00000131873	468	78
ENSG00000131876	439	943
ENSG00000131899	981	380
ENSG00000131910	0	0
ENSG00000131914	0	0
ENSG00000131931	69	152
ENSG00000131941	188	494
ENSG00000131943	37	126
ENSG00000131944	37	102
ENSG00000131951	24	13
ENSG00000131966	389	881
ENSG00000131969	26	0
ENSG00000131979	63	167
ENSG00000131981	18	376
ENSG00000132000	1	0
ENSG00000132002	391	693
ENSG00000132003	10	42
ENSG00000132004	100	200
ENSG00000132005	62	268
ENSG00000132010	13	12
ENSG00000132016	48	46
ENSG00000132017	168	394
ENSG00000132024	244	515
ENSG00000132026	2	1
ENSG00000132031	4	33
ENSG00000132109	47	87
ENSG00000132122	42	82
ENSG00000132128	763	1821
ENSG00000132141	14	33
ENSG00000132153	2879	1502
ENSG00000132155	1236	527
ENSG00000132164	47	2
ENSG00000132170	153	166
ENSG00000132182	1752	1967
ENSG00000132185	0	0
ENSG00000132196	63	46
ENSG00000132199	197	146
ENSG00000132205	315	109
ENSG00000132207	9	0
ENSG00000132254	578	420
ENSG00000132256	20	91
ENSG00000132259	1	0
ENSG00000132274	0	1
ENSG00000132275	266	153
ENSG00000132286	0	0
ENSG00000132294	397	149
ENSG00000132297	0	0
ENSG00000132300	1095	951
ENSG00000132305	1618	1880
ENSG00000132313	251	240
ENSG00000132321	19	1
ENSG00000132323	432	497
ENSG00000132326	91	59
ENSG00000132329	22	191
ENSG00000132330	257	321
ENSG00000132334	0	25
ENSG00000132341	5191	5995
ENSG00000132356	414	663
ENSG00000132357	5	48
ENSG00000132359	68	189
ENSG00000132361	1086	1806
ENSG00000132376	119	243
ENSG00000132382	2003	3564
ENSG00000132383	1143	2636
ENSG00000132386	62	35
ENSG00000132388	238	548
ENSG00000132394	148	240
ENSG00000132405	518	153
ENSG00000132406	69	70
ENSG00000132423	260	379
ENSG00000132424	1262	752
ENSG00000132429	35	16
ENSG00000132432	295	931
ENSG00000132434	227	249
ENSG00000132436	840	406
ENSG00000132437	0	1
ENSG00000132446	0	0
ENSG00000132463	1365	1843
ENSG00000132464	0	0
ENSG00000132465	0	1
ENSG00000132466	3198	1848
ENSG00000132467	499	572
ENSG00000132470	6	11
ENSG00000132471	88	706
ENSG00000132475	1260	1247
ENSG00000132478	183	170
ENSG00000132481	21	28
ENSG00000132485	885	1130
ENSG00000132507	2368	6727
ENSG00000132510	46	55
ENSG00000132514	0	0
ENSG00000132517	0	0
ENSG00000132518	0	3
ENSG00000132522	249	355
ENSG00000132530	0	0
ENSG00000132535	28	10
ENSG00000132541	152	216
ENSG00000132549	1249	280
ENSG00000132554	2	2
ENSG00000132561	20	26
ENSG00000132563	68	465
ENSG00000132570	30	30
ENSG00000132581	125	188
ENSG00000132589	217	586
ENSG00000132591	285	711
ENSG00000132600	517	359
ENSG00000132603	423	329
ENSG00000132604	228	387
ENSG00000132612	85	19
ENSG00000132613	164	264
ENSG00000132622	10	0
ENSG00000132623	130	81
ENSG00000132631	0	0
ENSG00000132635	165	52
ENSG00000132639	0	15
ENSG00000132640	447	333
ENSG00000132646	3015	6020
ENSG00000132661	128	95
ENSG00000132664	151	411
ENSG00000132669	28	2
ENSG00000132670	568	272
ENSG00000132671	0	0
ENSG00000132676	1007	1196
ENSG00000132677	1	1
ENSG00000132680	601	349
ENSG00000132681	1	7
ENSG00000132688	27	9
ENSG00000132692	0	8
ENSG00000132693	0	0
ENSG00000132694	540	205
ENSG00000132698	0	0
ENSG00000132702	5	1
ENSG00000132703	0	0
ENSG00000132704	0	0
ENSG00000132716	0	0
ENSG00000132718	1	122
ENSG00000132740	215	191
ENSG00000132744	0	0
ENSG00000132746	0	0
ENSG00000132749	18	31
ENSG00000132763	83	155
ENSG00000132768	412	184
ENSG00000132773	342	328
ENSG00000132780	3052	3006
ENSG00000132781	115	92
ENSG00000132792	486	795
ENSG00000132793	88	66
ENSG00000132801	41	63
ENSG00000132819	58	179
ENSG00000132821	0	10
ENSG00000132823	237	407
ENSG00000132824	382	949
ENSG00000132825	12	62
ENSG00000132837	1	0
ENSG00000132840	0	0
ENSG00000132842	993	1103
ENSG00000132846	6	16
ENSG00000132849	746	327
ENSG00000132854	0	2
ENSG00000132855	29	0
ENSG00000132872	0	0
ENSG00000132874	3	0
ENSG00000132879	48	100
ENSG00000132881	21	24
ENSG00000132906	70	100
ENSG00000132911	0	1
ENSG00000132912	512	1155
ENSG00000132915	1	0
ENSG00000132932	13	21
ENSG00000132938	3	4
ENSG00000132950	86	64
ENSG00000132952	513	215
ENSG00000132953	1040	587
ENSG00000132958	0	0
ENSG00000132963	827	2765
ENSG00000132964	207	235
ENSG00000132965	0	0
ENSG00000132970	154	125
ENSG00000132972	1	0
ENSG00000132975	0	1
ENSG00000133019	5	19
ENSG00000133020	0	0
ENSG00000133026	4027	3084
ENSG00000133027	183	194
ENSG00000133028	365	543
ENSG00000133030	1974	292
ENSG00000133048	0	0
ENSG00000133055	0	0
ENSG00000133056	107	51
ENSG00000133059	353	119
ENSG00000133063	0	0
ENSG00000133065	188	81
ENSG00000133067	1	0
ENSG00000133069	30	3
ENSG00000133083	16	188
ENSG00000133101	4	82
ENSG00000133103	300	600
ENSG00000133104	1104	2084
ENSG00000133105	1	0
ENSG00000133106	3	68
ENSG00000133107	0	38
ENSG00000133110	0	6
ENSG00000133111	55	258
ENSG00000133112	4857	2293
ENSG00000133114	371	422
ENSG00000133115	0	0
ENSG00000133116	0	0
ENSG00000133119	1033	2569
ENSG00000133121	67	85
ENSG00000133124	9834	9093
ENSG00000133131	616	686
ENSG00000133134	415	299
ENSG00000133135	77	136
ENSG00000133138	70	81
ENSG00000133142	490	421
ENSG00000133169	57	465
ENSG00000133193	66	151
ENSG00000133195	54	68
ENSG00000133216	81	162
ENSG00000133226	947	1679
ENSG00000133243	337	317
ENSG00000133246	2	1
ENSG00000133247	58	60
ENSG00000133250	26	95
ENSG00000133256	0	0
ENSG00000133265	183	539
ENSG00000133275	397	114
ENSG00000133302	493	312
ENSG00000133313	257	635
ENSG00000133315	116	105
ENSG00000133316	434	342
ENSG00000133317	0	0
ENSG00000133318	486	966
ENSG00000133321	0	1
ENSG00000133328	0	0
ENSG00000133392	38	13
ENSG00000133393	214	288
ENSG00000133398	59	563
ENSG00000133401	31	17
ENSG00000133422	445	798
ENSG00000133424	195	56
ENSG00000133433	0	7
ENSG00000133454	1	0
ENSG00000133460	21	5
ENSG00000133466	5	4
ENSG00000133475	0	0
ENSG00000133477	0	0
ENSG00000133488	0	0
ENSG00000133561	0	0
ENSG00000133574	0	0
ENSG00000133597	279	336
ENSG00000133606	452	461
ENSG00000133612	477	346
ENSG00000133619	145	98
ENSG00000133627	123	38
ENSG00000133636	2	75
ENSG00000133639	75	332
ENSG00000133640	56	22
ENSG00000133641	340	577
ENSG00000133657	1255	727
ENSG00000133661	3	1
ENSG00000133665	0	0
ENSG00000133678	21	103
ENSG00000133687	138	110
ENSG00000133703	86	391
ENSG00000133704	1019	1234
ENSG00000133706	3290	4525
ENSG00000133710	16	0
ENSG00000133731	226	411
ENSG00000133739	127	57
ENSG00000133740	209	194
ENSG00000133742	2	0
ENSG00000133773	376	510
ENSG00000133789	205	339
ENSG00000133794	55	38
ENSG00000133800	1	0
ENSG00000133805	7	5
ENSG00000133812	547	173
ENSG00000133816	92	59
ENSG00000133818	120	168
ENSG00000133835	1425	2451
ENSG00000133858	948	460
ENSG00000133863	553	180
ENSG00000133872	550	938
ENSG00000133874	5	84
ENSG00000133878	0	7
ENSG00000133884	304	473
ENSG00000133895	371	449
ENSG00000133935	108	234
ENSG00000133937	15	47
ENSG00000133943	58	106
ENSG00000133958	2	5
ENSG00000133961	200	248
ENSG00000133962	2	2
ENSG00000133980	0	0
ENSG00000133983	76	260
ENSG00000133985	12	22
ENSG00000133997	380	386
ENSG00000134001	839	1868
ENSG00000134007	6	0
ENSG00000134013	32	25
ENSG00000134014	338	758
ENSG00000134020	0	0
ENSG00000134028	0	0
ENSG00000134030	66	77
ENSG00000134042	3	0
ENSG00000134046	184	124
ENSG00000134049	0	0
ENSG00000134056	151	174
ENSG00000134057	3039	3718
ENSG00000134058	211	306
ENSG00000134061	0	0
ENSG00000134070	38	30
ENSG00000134072	347	605
ENSG00000134077	769	722
ENSG00000134086	345	374
ENSG00000134107	39	202
ENSG00000134108	225	364
ENSG00000134109	369	78
ENSG00000134115	0	0
ENSG00000134121	0	0
ENSG00000134138	218	119
ENSG00000134146	72	159
ENSG00000134152	150	77
ENSG00000134153	156	497
ENSG00000134160	0	0
ENSG00000134183	25	5
ENSG00000134184	0	0
ENSG00000134186	625	623
ENSG00000134193	0	2
ENSG00000134198	19	13
ENSG00000134200	0	0
ENSG00000134201	1	0
ENSG00000134202	369	550
ENSG00000134207	10	9
ENSG00000134215	45	69
ENSG00000134216	0	0
ENSG00000134222	216	169
ENSG00000134240	0	0
ENSG00000134242	3	0
ENSG00000134243	521	764
ENSG00000134245	12	5
ENSG00000134247	491	626
ENSG00000134248	178	806
ENSG00000134249	0	0
ENSG00000134250	2246	1088
ENSG00000134253	85	51
ENSG00000134255	337	574
ENSG00000134256	49	2
ENSG00000134258	0	0
ENSG00000134259	0	1
ENSG00000134262	297	241
ENSG00000134265	176	422
ENSG00000134278	259	184
ENSG00000134283	528	1015
ENSG00000134285	46	188
ENSG00000134287	19	24
ENSG00000134291	775	359
ENSG00000134294	1169	2056
ENSG00000134308	1731	2850
ENSG00000134313	1317	572
ENSG00000134317	39	60
ENSG00000134318	1255	657
ENSG00000134321	0	0
ENSG00000134323	0	4
ENSG00000134324	204	193
ENSG00000134326	0	5
ENSG00000134330	182	278
ENSG00000134333	4621	6970
ENSG00000134339	0	0
ENSG00000134343	0	0
ENSG00000134352	494	286
ENSG00000134363	4	15
ENSG00000134365	0	0
ENSG00000134369	158	132
ENSG00000134371	622	547
ENSG00000134375	606	642
ENSG00000134376	0	1
ENSG00000134389	0	0
ENSG00000134398	3	0
ENSG00000134419	3678	1024
ENSG00000134438	0	0
ENSG00000134440	1599	2004
ENSG00000134443	0	1
ENSG00000134444	497	358
ENSG00000134452	884	598
ENSG00000134453	795	613
ENSG00000134460	0	0
ENSG00000134461	61	45
ENSG00000134463	1	1
ENSG00000134470	3	25
ENSG00000134480	588	867
ENSG00000134489	1	0
ENSG00000134490	73	38
ENSG00000134504	28	25
ENSG00000134508	149	104
ENSG00000134516	1	0
ENSG00000134531	6	8
ENSG00000134532	22	81
ENSG00000134533	5	57
ENSG00000134538	0	0
ENSG00000134539	1	0
ENSG00000134545	0	1
ENSG00000134548	0	14
ENSG00000134551	8	0
ENSG00000134569	162	121
ENSG00000134571	0	0
ENSG00000134574	105	152
ENSG00000134575	125	213
ENSG00000134588	0	0
ENSG00000134590	92	417
ENSG00000134594	0	2
ENSG00000134595	0	0
ENSG00000134597	359	173
ENSG00000134602	509	1459
ENSG00000134627	4	1
ENSG00000134640	2	0
ENSG00000134644	2001	1530
ENSG00000134668	10	1
ENSG00000134684	2607	2509
ENSG00000134686	366	270
ENSG00000134690	276	581
ENSG00000134697	1986	1839
ENSG00000134698	135	73
ENSG00000134709	611	600
ENSG00000134716	24	72
ENSG00000134717	309	778
ENSG00000134744	1188	693
ENSG00000134748	520	732
ENSG00000134755	153	374
ENSG00000134757	0	0
ENSG00000134758	356	397
ENSG00000134759	850	909
ENSG00000134760	0	0
ENSG00000134762	260	466
ENSG00000134765	0	1
ENSG00000134769	114	198
ENSG00000134775	102	74
ENSG00000134779	295	382
ENSG00000134780	38	32
ENSG00000134802	0	0
ENSG00000134809	280	330
ENSG00000134812	4	0
ENSG00000134815	393	225
ENSG00000134817	0	0
ENSG00000134824	214	1002
ENSG00000134825	231	594
ENSG00000134827	0	0
ENSG00000134830	0	0
ENSG00000134851	407	456
ENSG00000134852	239	107
ENSG00000134853	2	5
ENSG00000134864	6	5
ENSG00000134871	514	506
ENSG00000134873	4	0
ENSG00000134874	1087	140
ENSG00000134882	166	216
ENSG00000134884	406	354
ENSG00000134897	16	2
ENSG00000134899	8	13
ENSG00000134900	1100	1316
ENSG00000134901	165	166
ENSG00000134905	310	633
ENSG00000134909	258	109
ENSG00000134910	1612	1959
ENSG00000134917	3	107
ENSG00000134940	14	0
ENSG00000134954	0	41
ENSG00000134955	6	7
ENSG00000134962	17	1
ENSG00000134970	69	101
ENSG00000134982	1400	537
ENSG00000134986	25	54
ENSG00000134987	1267	1568
ENSG00000134996	134	199
ENSG00000135002	199	190
ENSG00000135018	1466	2320
ENSG00000135040	648	673
ENSG00000135045	118	216
ENSG00000135046	30	572
ENSG00000135047	391	526
ENSG00000135048	277	142
ENSG00000135049	1275	550
ENSG00000135052	613	817
ENSG00000135063	5	17
ENSG00000135069	1106	1265
ENSG00000135070	83	83
ENSG00000135074	21	26
ENSG00000135077	0	0
ENSG00000135083	3	16
ENSG00000135090	148	162
ENSG00000135093	94	267
ENSG00000135094	3	0
ENSG00000135097	69	206
ENSG00000135100	9	0
ENSG00000135108	598	722
ENSG00000135111	193	238
ENSG00000135114	0	0
ENSG00000135116	0	18
ENSG00000135119	57	127
ENSG00000135124	58	64
ENSG00000135127	16	11
ENSG00000135144	1	4
ENSG00000135148	467	695
ENSG00000135164	808	145
ENSG00000135175	0	0
ENSG00000135185	106	68
ENSG00000135205	31	1
ENSG00000135211	62	52
ENSG00000135218	0	1
ENSG00000135220	0	0
ENSG00000135222	0	0
ENSG00000135226	0	0
ENSG00000135241	241	243
ENSG00000135245	29	66
ENSG00000135248	0	0
ENSG00000135249	582	998
ENSG00000135250	449	771
ENSG00000135253	1	1
ENSG00000135269	301	856
ENSG00000135272	85	175
ENSG00000135297	464	464
ENSG00000135298	165	11
ENSG00000135299	100	51
ENSG00000135312	0	7
ENSG00000135314	8	64
ENSG00000135315	322	109
ENSG00000135316	2400	2844
ENSG00000135317	553	830
ENSG00000135318	2	4
ENSG00000135324	7	34
ENSG00000135333	513	911
ENSG00000135334	104	561
ENSG00000135336	651	852
ENSG00000135338	40	75
ENSG00000135341	669	554
ENSG00000135346	2	82
ENSG00000135355	0	0
ENSG00000135362	7	10
ENSG00000135363	4	12
ENSG00000135365	69	120
ENSG00000135372	1285	995
ENSG00000135373	0	0
ENSG00000135374	0	0
ENSG00000135378	27	36
ENSG00000135387	3610	4675
ENSG00000135390	838	3179
ENSG00000135392	238	137
ENSG00000135404	706	2197
ENSG00000135406	4	18
ENSG00000135407	40	2
ENSG00000135409	2	6
ENSG00000135413	0	0
ENSG00000135414	27	105
ENSG00000135423	107	53
ENSG00000135424	34	93
ENSG00000135426	0	0
ENSG00000135436	57	2
ENSG00000135437	23	2
ENSG00000135439	33	35
ENSG00000135441	86	116
ENSG00000135443	0	0
ENSG00000135446	1394	1463
ENSG00000135447	4	13
ENSG00000135451	428	455
ENSG00000135452	59	215
ENSG00000135454	17	14
ENSG00000135457	338	444
ENSG00000135469	55	102
ENSG00000135472	0	1
ENSG00000135473	396	270
ENSG00000135476	1157	1108
ENSG00000135480	0	1
ENSG00000135482	60	86
ENSG00000135486	5101	2864
ENSG00000135502	30	1
ENSG00000135503	148	220
ENSG00000135506	964	1105
ENSG00000135517	0	0
ENSG00000135519	11	1
ENSG00000135521	1217	994
ENSG00000135525	200	340
ENSG00000135535	392	1414
ENSG00000135537	87	109
ENSG00000135540	139	329
ENSG00000135541	547	200
ENSG00000135547	23	107
ENSG00000135549	9	54
ENSG00000135569	0	0
ENSG00000135577	1	1
ENSG00000135587	86	128
ENSG00000135596	62	59
ENSG00000135597	792	908
ENSG00000135604	4	14
ENSG00000135605	39	58
ENSG00000135617	30	22
ENSG00000135622	117	44
ENSG00000135624	6881	9098
ENSG00000135625	0	0
ENSG00000135631	90	100
ENSG00000135632	266	262
ENSG00000135636	9	8
ENSG00000135637	167	31
ENSG00000135638	10	13
ENSG00000135643	34	29
ENSG00000135655	1113	783
ENSG00000135677	561	824
ENSG00000135678	14	54
ENSG00000135679	1107	1464
ENSG00000135686	83	69
ENSG00000135697	2	0
ENSG00000135698	266	317
ENSG00000135702	0	0
ENSG00000135709	38	37
ENSG00000135720	620	650
ENSG00000135722	14	4
ENSG00000135723	304	310
ENSG00000135736	53	52
ENSG00000135740	42	15
ENSG00000135744	0	0
ENSG00000135747	6	9
ENSG00000135749	789	24
ENSG00000135750	23	101
ENSG00000135763	1896	869
ENSG00000135766	344	268
ENSG00000135773	0	0
ENSG00000135775	949	613
ENSG00000135776	721	175
ENSG00000135778	366	389
ENSG00000135801	556	157
ENSG00000135821	2442	2496
ENSG00000135823	175	157
ENSG00000135824	0	0
ENSG00000135828	78	67
ENSG00000135829	9902	6157
ENSG00000135835	18	1
