	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000225190	71	56	64	68	36	55	68	126	5	4	1	2	0	0	2	2
ENSG00000225327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225362	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ENSG00000225396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225526	18	20	19	17	15	16	24	27	0	0	0	0	0	0	0	0
ENSG00000225528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225614	2	0	3	0	1	1	0	3	0	0	0	0	0	0	0	0
ENSG00000225663	102	114	88	78	71	90	115	168	10	7	7	5	6	5	5	7
ENSG00000225697	192	149	199	153	130	196	241	330	6	9	4	3	3	2	4	5
ENSG00000225781	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225805	1	2	2	0	2	0	1	1	0	0	0	0	0	0	0	0
ENSG00000225828	92	67	84	83	68	68	130	164	0	0	0	1	1	0	0	1
ENSG00000225830	296	304	329	251	237	281	417	529	17	34	6	8	12	11	15	24
ENSG00000225899	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000225921	180	170	167	139	158	181	218	226	30	22	17	19	15	13	24	21
ENSG00000225932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225950	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0
ENSG00000225968	0	1	1	2	1	6	5	5	0	1	0	0	0	0	0	0
ENSG00000225973	11	9	10	11	13	11	22	25	0	1	1	1	0	1	1	0
ENSG00000226023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226124	4	1	2	2	0	3	2	4	1	0	0	0	0	1	1	1
ENSG00000226174	3	3	3	1	2	1	1	5	0	0	0	0	0	0	0	1
ENSG00000226288	1	1	4	0	1	0	0	2	0	0	0	0	0	0	0	0
ENSG00000226321	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226430	5	2	3	6	0	2	6	5	0	0	0	0	0	0	0	0
ENSG00000226479	105	92	117	76	81	89	126	171	24	20	13	19	11	8	22	24
ENSG00000226490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226650	5	4	6	1	3	5	3	4	2	2	0	1	1	0	0	0
ENSG00000226685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226690	6	4	4	7	1	6	5	13	0	0	0	0	0	0	0	0
ENSG00000226742	9	8	8	2	1	5	12	9	5	4	1	0	3	1	3	1
ENSG00000226761	44	54	38	34	21	40	42	59	0	0	0	0	0	0	0	0
ENSG00000226763	21	14	20	18	6	10	22	36	0	1	0	0	0	0	0	1
ENSG00000226784	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
ENSG00000226792	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226887	1	3	3	0	2	0	2	3	0	0	0	0	1	0	0	0
ENSG00000226929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227051	101	88	77	59	62	68	112	170	2	3	1	0	3	0	2	4
ENSG00000227057	339	329	370	229	306	326	454	538	46	44	26	24	26	12	43	35
ENSG00000227059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227124	25	20	22	21	14	14	27	40	0	2	0	0	0	0	0	0
ENSG00000227140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227234	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227268	12	10	5	1	4	7	16	9	0	0	0	0	0	0	0	1
ENSG00000227345	274	213	257	192	203	244	328	402	9	6	5	4	2	4	9	1
ENSG00000227471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227500	136	115	121	126	70	124	132	231	14	23	5	11	9	5	17	12
ENSG00000227507	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000227551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	3	2	1	3	1	1	1	2	0	0	1	0	0	0	0	0
ENSG00000227877	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228075	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000228083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228144	12	7	8	6	4	10	9	8	2	0	1	0	1	0	0	0
ENSG00000228198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228253	16	14	10	12	10	10	20	19	6	6	2	6	4	1	5	6
ENSG00000228278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000228300	93	100	85	66	70	74	118	147	6	24	7	10	14	7	10	10
ENSG00000228439	9	8	10	4	6	10	12	13	1	1	0	1	2	1	2	0
ENSG00000228474	139	123	112	93	121	133	147	175	31	28	12	18	24	20	24	25
ENSG00000228486	8	12	6	6	6	13	8	23	0	1	0	0	0	0	0	0
ENSG00000228517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	54	48	60	35	38	42	72	103	0	0	1	0	1	0	0	2
ENSG00000228607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228672	26	26	23	23	10	19	25	44	1	0	0	0	0	0	0	1
ENSG00000228696	0	0	2	1	0	0	3	4	0	0	0	0	1	0	0	0
ENSG00000228716	52	52	47	41	48	45	61	74	3	0	2	1	0	0	1	0
ENSG00000228727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229117	43	49	57	23	42	47	75	96	15	7	3	7	7	2	11	14
ENSG00000229183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229415	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000229453	2	0	4	1	0	1	0	5	0	0	0	0	0	0	0	0
ENSG00000229474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229544	16	15	15	8	12	19	19	40	0	0	0	0	0	0	0	0
ENSG00000229549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229637	2	1	3	2	4	0	5	10	0	0	0	0	0	0	0	0
ENSG00000229665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229674	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000229676	9	3	4	2	5	8	10	15	1	0	0	1	0	0	1	0
ENSG00000229809	44	46	30	27	30	31	50	72	0	1	0	0	2	1	0	0
ENSG00000229833	96	103	94	68	87	89	130	109	12	11	0	9	4	0	3	9
ENSG00000229859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229894	8	8	4	4	3	1	7	10	0	0	0	0	0	0	0	0
ENSG00000229924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230054	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0
ENSG00000230062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230124	390	373	374	298	287	351	508	580	17	19	7	10	9	7	17	15
ENSG00000230178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230453	99	97	72	69	52	56	78	114	1	0	2	0	0	0	0	1
ENSG00000230510	2	5	7	3	5	5	6	9	1	0	0	0	0	0	0	0
ENSG00000230522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230561	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000230594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230601	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230626	1	3	0	0	0	0	2	5	1	0	0	0	0	0	1	0
ENSG00000230657	4	1	2	1	0	3	0	5	0	0	0	0	0	0	0	0
ENSG00000230667	0	0	1	0	0	1	1	2	0	0	0	1	0	0	0	1
ENSG00000230778	2	1	2	7	1	2	8	9	1	0	0	0	2	0	1	0
ENSG00000230797	61	56	56	39	31	36	62	79	1	3	0	0	3	0	1	0
ENSG00000230873	3	5	4	3	1	2	4	8	1	2	1	0	0	1	1	0
ENSG00000230989	478	459	544	394	470	515	679	741	22	20	17	13	13	14	22	21
ENSG00000231051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231256	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000231274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231389	22	16	25	17	18	23	38	43	14	17	10	6	9	6	9	10
ENSG00000231396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231500	68	64	73	49	63	58	83	121	23	28	27	26	20	8	36	33
ENSG00000231637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231738	1	0	2	1	2	5	2	7	0	0	0	0	1	0	1	0
ENSG00000231767	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0
ENSG00000231824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231861	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000231887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231925	82	77	63	65	53	65	92	147	12	16	4	5	2	3	13	4
ENSG00000231989	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000232030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232040	10	14	11	9	7	12	12	20	0	2	1	0	0	1	3	0
ENSG00000232070	12	11	17	12	9	11	14	21	0	0	0	1	0	0	0	0
ENSG00000232112	52	47	53	42	48	46	63	72	0	0	0	0	0	0	0	2
ENSG00000232113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232119	88	90	112	86	96	114	132	155	32	33	27	32	21	16	42	31
ENSG00000232125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000232196	1	1	1	2	1	1	0	4	0	0	0	0	0	0	0	0
ENSG00000232237	0	0	3	0	1	2	5	2	0	0	0	0	0	0	0	0
ENSG00000232258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232268	1	3	2	3	2	0	0	5	0	0	0	0	0	0	0	0
ENSG00000232382	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000232388	104	92	104	53	74	90	113	129	26	24	8	14	8	11	20	17
ENSG00000232399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232434	17	29	14	13	12	9	21	32	1	3	0	1	0	1	1	1
ENSG00000232593	90	85	85	63	71	68	90	168	0	0	1	0	1	0	0	0
ENSG00000232629	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232653	0	3	1	0	1	0	1	3	0	0	0	0	0	0	0	0
ENSG00000232810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232838	51	48	37	34	39	45	55	78	3	1	0	0	1	1	0	2
ENSG00000232859	7	5	6	3	5	9	10	11	0	0	0	1	0	0	0	0
ENSG00000232948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233041	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000233050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233087	0	3	1	1	1	2	0	1	0	0	0	0	0	0	0	0
ENSG00000233136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233198	4	2	1	3	3	4	5	5	0	0	0	0	0	0	0	0
ENSG00000233232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233276	281	252	284	223	248	253	319	333	23	19	8	16	15	10	23	22
ENSG00000233412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233436	36	24	33	41	21	23	38	61	0	1	0	0	0	0	0	0
ENSG00000233493	1	1	1	3	2	0	2	4	0	0	0	0	0	0	0	0
ENSG00000233608	13	10	5	7	7	11	24	24	2	2	3	2	3	1	1	5
ENSG00000233670	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0
ENSG00000233701	2	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0
ENSG00000233757	8	5	4	2	4	5	5	7	1	1	0	0	1	1	1	1
ENSG00000233802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000233822	61	57	54	45	55	66	78	77	13	19	14	11	11	10	8	13
ENSG00000233917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233927	44	53	50	42	43	59	92	110	1	0	1	0	2	2	0	0
ENSG00000233932	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000233954	6	3	6	9	4	1	8	16	2	1	0	0	0	0	0	2
ENSG00000234068	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234127	228	220	239	212	179	223	351	408	26	22	12	19	11	13	19	17
ENSG00000234224	0	4	1	0	4	1	4	5	0	1	0	0	0	0	0	0
ENSG00000234278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234284	24	26	31	28	25	36	42	59	2	3	3	0	2	1	1	2
ENSG00000234289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234409	1	2	2	2	1	1	2	3	0	0	0	0	0	0	0	0
ENSG00000234414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234438	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000234444	238	227	262	196	205	242	349	403	1	0	0	0	0	0	0	0
ENSG00000234465	2	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0
ENSG00000234469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234545	40	46	44	40	44	52	64	89	0	0	1	0	0	0	0	0
ENSG00000234560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234602	24	19	13	12	19	23	30	34	1	3	0	1	1	2	1	1
ENSG00000234616	6	6	11	5	4	11	11	15	0	3	0	2	3	1	0	0
ENSG00000234719	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234745	32	34	51	38	37	33	46	64	3	2	1	0	0	0	7	1
ENSG00000234776	3	0	2	1	0	3	0	9	0	0	0	0	0	0	0	0
ENSG00000234828	4	1	1	5	2	8	4	8	0	0	0	0	0	0	0	0
ENSG00000234829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234857	1	3	1	2	0	0	1	3	0	0	0	0	0	0	0	0
ENSG00000234906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234965	13	19	13	9	8	14	23	30	0	2	1	1	0	0	2	0
ENSG00000235034	14	18	16	8	7	11	13	34	0	3	1	1	1	1	1	0
ENSG00000235098	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235106	140	128	118	98	83	104	149	213	4	2	0	0	1	0	0	3
ENSG00000235109	28	30	29	31	22	24	43	64	2	1	0	0	0	1	0	1
ENSG00000235118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235162	112	106	122	80	98	118	145	171	5	2	1	1	0	1	5	2
ENSG00000235169	5	0	2	4	2	2	4	7	1	0	1	0	0	0	1	1
ENSG00000235173	100	84	120	82	83	95	156	185	14	10	8	6	3	4	3	5
ENSG00000235194	75	67	73	50	45	45	98	111	2	2	0	1	1	0	0	2
ENSG00000235268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235272	17	26	19	18	22	26	33	44	1	2	0	0	0	1	1	1
ENSG00000235376	5	2	3	2	1	7	2	7	0	1	0	1	1	0	0	0
ENSG00000235387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235453	25	25	19	23	17	31	31	53	0	1	0	0	0	0	1	1
ENSG00000235568	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000235608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235631	8	5	5	1	3	5	2	9	0	1	0	1	0	0	0	0
ENSG00000235699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235711	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235718	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235750	59	46	64	38	50	57	79	108	3	2	0	1	1	0	3	1
ENSG00000235780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235863	8	2	7	5	1	0	5	11	0	0	0	0	0	0	0	0
ENSG00000235942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235961	45	49	39	30	28	55	70	60	0	0	1	0	0	0	1	0
ENSG00000236027	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000236032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236104	68	69	74	52	67	69	122	158	2	2	0	0	1	2	1	1
ENSG00000236125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236287	13	10	14	14	12	10	18	26	0	0	0	0	0	0	0	0
ENSG00000236320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236383	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000236396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236398	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
ENSG00000236424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236444	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236609	46	39	22	33	28	31	56	80	0	3	0	2	0	0	1	1
ENSG00000236637	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000236699	6	2	5	2	7	5	8	15	0	0	0	0	0	0	0	0
ENSG00000236737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236761	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236782	5	9	9	7	9	7	9	13	0	0	0	0	1	0	0	0
ENSG00000236980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237110	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000237136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237172	14	14	16	10	7	9	10	22	1	1	0	2	0	0	2	0
ENSG00000237190	62	61	67	46	37	51	71	91	19	30	13	14	13	7	23	21
ENSG00000237247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237289	44	49	51	41	48	44	52	66	1	1	0	0	1	0	0	1
ENSG00000237330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237353	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237412	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
ENSG00000237440	3	3	3	3	2	1	5	3	1	0	0	0	0	0	1	0
ENSG00000237441	113	109	115	90	72	104	177	205	1	2	0	2	1	0	3	1
ENSG00000237452	0	0	1	1	1	1	1	4	0	0	0	0	1	0	0	0
ENSG00000237489	2	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000237515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237649	352	308	341	276	274	327	436	511	55	56	19	29	33	24	40	43
ENSG00000237651	1	1	1	0	0	1	4	2	0	0	0	0	0	1	1	0
ENSG00000237671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237693	1	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0
ENSG00000237700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237765	33	39	49	25	34	48	60	81	3	0	1	0	0	1	3	2
ENSG00000237957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237988	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000238083	10	11	11	9	3	10	11	18	0	0	0	0	0	0	0	0
ENSG00000238205	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000238210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238227	299	254	279	209	230	242	347	428	12	14	4	5	2	3	5	6
ENSG00000238243	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000238269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239264	18	21	7	3	5	9	19	24	13	6	6	4	0	3	12	9
ENSG00000239282	2	0	1	1	0	1	2	3	0	2	0	0	0	0	0	0
ENSG00000239305	106	129	124	94	92	128	159	209	7	7	1	2	6	0	8	6
ENSG00000239306	511	432	536	450	408	492	638	742	69	84	32	39	47	33	53	57
ENSG00000239382	1	1	1	1	0	2	2	2	0	0	0	0	0	0	0	0
ENSG00000239388	32	31	23	26	14	23	33	43	1	1	0	0	0	0	0	0
ENSG00000239389	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239474	20	22	11	10	9	17	24	32	0	0	0	0	0	0	1	2
ENSG00000239521	20	17	27	20	19	17	29	58	2	0	0	0	0	0	0	0
ENSG00000239590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239605	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239620	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000239642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239672	187	178	196	150	185	186	234	255	26	33	12	20	8	8	24	23
ENSG00000239697	2	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0
ENSG00000239704	4	4	4	4	0	5	5	14	0	0	0	0	0	0	0	0
ENSG00000239713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239732	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000239779	10	11	5	3	7	5	10	14	0	0	0	0	2	0	0	0
ENSG00000239789	45	41	46	34	46	41	57	73	0	1	0	0	1	0	0	0
ENSG00000239810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239857	243	220	228	177	181	212	333	392	31	37	15	18	19	3	24	18
ENSG00000239886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239887	1	2	4	2	6	2	3	2	1	3	0	0	0	0	1	0
ENSG00000239900	85	71	72	64	77	79	88	122	23	16	6	12	11	4	15	18
