	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
CYTH1	177	208	104	53	302	283	168	244
CYTH2	186	248	102	73	290	315	246	331
CYTH3	122	139	60	46	197	185	127	179
CZIB	389	485	260	135	342	349	232	326
D2HGDH	231	374	137	82	239	211	141	177
DAAM1	264	269	166	94	447	465	246	318
DAAM2	202	212	87	55	170	150	94	117
DAB2	299	326	110	86	63	34	36	45
DAB2IP	193	262	87	53	250	197	130	175
DACH1	298	468	248	178	316	264	160	206
DACH2	12	12	10	1	29	47	29	43
DACT1	93	119	53	39	74	78	59	66
DAD1	1581	2012	984	627	780	689	769	966
DAG1	997	1340	561	339	1124	892	727	1107
DAGLA	73	123	44	24	77	68	48	68
DAGLB	321	382	141	95	261	213	187	228
DALRD3	204	217	89	54	747	654	527	656
DAP	296	434	192	130	147	99	94	129
DAP3	1851	2106	903	678	2129	2049	1659	2032
DAPK1	369	418	195	115	727	640	543	658
DAPK3	633	824	330	210	550	515	467	599
DARS	3122	3098	1377	951	3072	2890	2432	3040
DARS2	2745	3012	1533	1088	1729	1470	1471	1734
DAXX	637	755	371	226	1355	1267	1098	1240
DAZAP1	2517	3197	1297	834	2123	1892	1695	2100
DAZAP2	1370	1601	869	530	369	282	422	552
DBF4	167	171	83	58	1286	1167	1066	1374
DBF4B	147	168	121	60	426	339	184	242
DBI	1148	1184	626	350	555	429	555	727
DBN1	1881	2372	989	587	1224	1155	982	1234
DBNDD1	89	91	38	24	36	48	37	40
DBNDD2	517	717	305	177	203	167	140	170
DBNL	1447	1946	793	487	935	958	620	854
DBP	53	53	20	13	61	65	46	43
DBR1	675	763	393	276	785	691	546	700
DBT	626	676	313	254	564	472	319	409
DCAF1	1212	1566	758	505	2674	2355	1638	2171
DCAF10	311	423	171	95	423	371	280	329
DCAF11	147	203	93	52	611	629	502	617
DCAF12	555	650	313	215	994	810	678	894
DCAF13	1779	2144	970	544	2095	2080	1542	1992
DCAF15	648	832	355	173	331	320	296	398
DCAF16	443	456	193	102	603	533	469	501
DCAF17	183	225	107	90	350	281	231	304
DCAF4	236	246	129	92	429	360	304	369
DCAF4L1	7	3	37	25	31	24	13	10
DCAF5	359	483	250	147	648	546	458	560
DCAF6	606	720	250	170	1661	1440	1211	1575
DCAF7	1846	2369	953	661	771	676	528	639
DCAKD	607	683	277	201	289	258	219	273
DCBLD1	176	204	77	34	328	323	197	280
DCBLD2	303	388	152	86	964	836	719	969
DCDC2	234	262	126	90	23	15	14	10
DCDC2B	1	1	0	0	78	54	49	69
DCHS1	26	26	12	7	81	57	34	62
DCK	631	738	288	226	353	336	272	358
DCLK1	316	378	162	115	39	34	28	34
DCLK2	87	99	34	26	148	107	77	97
DCLRE1A	379	391	213	126	958	827	858	1015
DCLRE1B	264	307	163	74	352	344	234	328
DCLRE1C	137	153	79	49	524	475	292	395
DCP1A	479	574	265	178	741	630	519	666
DCP1B	285	342	139	119	212	209	182	187
DCP2	732	895	485	284	1531	1414	1036	1400
DCPS	279	353	136	81	428	404	351	445
DCTD	528	625	287	182	349	330	220	320
DCTN1	2314	2870	1290	820	3958	3717	2537	3235
DCTN2	2900	3301	1500	909	1684	1523	1203	1428
DCTN3	1305	1513	687	401	437	441	382	534
DCTN4	1840	2316	1074	726	1079	1052	776	1022
DCTN5	591	701	329	220	523	482	347	472
DCTN6	899	930	414	281	244	259	212	252
DCTPP1	1360	1569	694	397	813	716	677	905
DCUN1D1	443	456	189	116	334	331	211	283
DCUN1D2	31	73	40	18	213	226	116	137
DCUN1D3	23	42	18	8	75	86	59	83
DCUN1D4	346	447	182	130	549	509	359	449
DCUN1D5	1249	1286	688	424	1626	1662	1137	1314
DCXR	1170	1680	635	406	1016	905	718	820
DDA1	461	574	273	175	111	141	123	177
DDAH1	1185	1326	520	339	209	212	117	192
DDAH2	73	96	54	21	79	65	75	63
DDB1	9041	11284	5120	3302	10718	9568	9292	11421
DDB2	244	368	157	115	242	201	203	238
DDHD1	327	354	161	119	772	715	489	647
DDHD2	490	505	205	120	1054	977	763	953
DDI2	671	831	413	287	700	646	389	473
DDIAS	239	231	143	88	694	619	562	761
DDIT3	34	49	69	40	89	87	64	86
DDIT4	347	509	253	121	211	187	119	155
DDIT4L	21	34	14	3	17	22	15	13
DDN	69	88	25	16	22	26	18	14
DDOST	5081	5774	2101	1053	3551	3373	3318	3930
DDR1	252	299	126	65	106	71	93	111
DDR2	525	536	276	139	464	440	348	401
DDRGK1	913	1360	552	336	1062	1278	759	1002
DDTL	16	15	11	5	69	55	108	113
DDX1	4772	5664	2635	1729	5929	5728	4436	5103
DDX10	768	887	458	316	2132	2217	1593	1982
DDX11	205	277	123	61	779	747	499	677
DDX17	7572	9463	4442	2726	13016	12633	8484	10972
DDX18	1585	2045	893	648	3960	3872	3040	3542
DDX19A	116	134	77	54	102	110	80	122
DDX19B	100	97	49	20	268	245	240	273
DDX20	1564	1978	954	636	2091	1908	1635	2196
DDX21	9051	10448	4717	3387	10821	10466	8754	10544
DDX23	1478	1867	700	425	3155	3123	2424	3066
DDX24	5336	6930	3241	2034	4263	3913	2982	3524
DDX27	1986	2550	1020	667	2162	2174	1501	1971
DDX28	493	631	318	216	472	415	359	439
DDX31	696	848	476	264	776	725	576	736
DDX39A	3001	3972	1933	1199	2319	2124	1714	2253
DDX39B	7676	10209	5012	2965	7611	6694	5588	7032
DDX3X	6670	8126	3364	2152	10013	9577	7658	10509
DDX41	588	833	416	188	1316	1282	1018	1288
DDX42	2239	2636	1211	791	3246	2955	2212	2853
DDX46	4687	5274	2091	1469	4383	4457	3058	3907
DDX47	1926	2216	1263	804	2012	1929	1611	1866
DDX49	908	1220	471	249	1221	1173	985	1262
DDX5	12560	16190	9135	6032	17551	17539	11972	16189
DDX50	1098	1108	451	319	1617	1529	1253	1506
DDX51	389	555	260	136	510	459	309	403
DDX52	1491	1634	841	583	1589	1417	1123	1399
DDX54	1908	2546	1028	611	2052	2165	1703	2137
DDX55	505	614	295	231	1384	1276	885	991
DDX56	3533	4609	2192	1400	2632	2209	2095	2570
DDX58	77	84	49	36	157	133	92	93
DDX59	319	361	150	90	542	447	434	524
DDX6	2120	2762	1534	1023	3514	2983	2410	2984
DDX60	108	102	45	32	87	62	42	58
DEAF1	199	236	107	52	1257	1206	954	1241
DECR1	137	131	56	27	365	359	257	345
DECR2	85	83	38	27	70	61	79	73
DEDD	255	285	121	67	354	268	234	315
DEDD2	178	235	148	74	107	101	68	72
DEF6	9	10	8	4	41	33	32	33
DEF8	292	414	222	103	525	503	419	528
DEGS1	2908	3817	1702	1146	2209	1976	1950	2377
DEK	5686	6226	2559	1968	6705	6793	4685	5717
DELE1	469	548	252	147	419	323	347	424
DENND1A	248	310	123	79	412	348	226	289
DENND1B	67	101	56	30	426	405	292	373
DENND2A	10	12	7	6	28	28	23	22
DENND2C	148	142	80	41	423	359	266	366
DENND3	161	146	72	51	190	146	91	144
DENND4A	629	699	300	225	1499	1317	989	1279
DENND4B	212	272	100	62	658	489	371	481
DENND4C	733	802	386	283	2109	1886	1501	1933
DENND5A	175	206	85	59	2528	2296	1995	2332
DENND5B	556	630	239	153	625	565	441	552
DENND6A	384	479	222	122	1249	1145	878	1052
DENR	1129	1258	531	372	1349	1377	1039	1245
DEPDC1	715	751	312	217	2314	2177	1867	2242
DEPDC1B	567	605	295	198	943	1005	753	902
DEPDC4	63	61	23	27	40	35	29	30
DEPDC5	76	69	19	16	230	232	157	195
DEPDC7	316	311	177	117	368	316	252	298
DEPP1	10	9	4	2	25	15	28	33
DEPTOR	43	30	15	9	61	52	41	36
DERA	652	630	226	153	404	374	324	372
DERL1	678	903	380	262	464	327	366	460
DERL2	458	646	297	184	346	264	288	365
DERL3	168	201	103	66	49	33	34	41
DERPC	518	657	310	181	917	670	703	847
DESI1	607	760	349	192	442	421	313	438
DESI2	302	353	108	91	550	549	443	522
DEXI	2	10	5	3	25	30	16	20
DFFA	1360	1464	622	370	1825	1611	1414	1637
DFFB	221	293	155	97	219	181	155	180
DGAT1	176	231	93	55	216	168	181	210
DGAT2	17	15	11	3	31	21	20	27
DGCR2	379	576	311	136	843	708	618	773
DGCR6	13	12	3	4	24	21	19	15
DGCR6L	117	163	75	53	408	416	333	371
DGCR8	258	389	142	101	1697	1731	1033	1386
DGKA	78	65	26	21	79	73	50	52
DGKD	274	285	112	63	835	715	545	667
DGKE	300	408	184	94	455	437	264	352
DGKH	379	507	234	125	844	657	404	538
DGKQ	33	47	25	11	277	208	169	206
DGKZ	61	82	24	15	348	322	255	351
DGLUCY	172	212	100	63	118	130	101	107
DGUOK	611	749	416	308	491	413	426	483
DHCR24	3246	4974	1918	1069	1950	1663	1437	1845
DHCR7	1411	1909	718	411	890	711	785	1067
DHDDS	365	384	198	108	273	288	212	270
DHFR	4	8	4	2	78	66	40	31
DHFR2	24	29	17	8	68	57	41	56
DHODH	164	188	81	63	246	220	152	196
DHPS	640	806	289	183	457	401	370	425
DHRS1	170	205	102	66	123	107	71	113
DHRS11	109	130	48	31	129	109	70	99
DHRS12	28	28	24	11	41	42	21	48
DHRS13	120	182	94	43	72	71	56	62
DHRS3	221	290	149	88	240	190	153	219
DHRS4	81	134	59	42	140	131	82	114
DHRS7	626	794	303	198	729	644	534	691
DHRS7B	288	378	163	92	503	425	368	454
DHRSX	148	207	108	51	134	121	90	112
DHTKD1	882	1006	510	251	1307	1060	841	1146
DHX15	5406	7383	3685	2369	7116	6767	5867	7244
DHX16	1635	2097	912	557	1886	1721	1461	1886
DHX29	983	1101	544	382	2383	2293	1836	2272
DHX30	2291	3147	1446	857	5951	5105	4435	5781
DHX32	510	641	301	171	1040	950	743	973
DHX33	1121	1306	646	409	1136	930	590	707
DHX34	354	500	247	146	806	711	604	779
DHX35	248	252	132	94	527	497	363	445
DHX36	2060	2458	1017	682	3056	2866	1602	2153
DHX37	987	1421	577	392	1806	1644	1298	1658
DHX38	942	1218	457	291	2327	2137	1693	2150
DHX40	1152	1363	602	419	1497	1321	1157	1329
DHX57	1011	1191	573	371	2097	1890	1359	1767
DHX8	1828	2204	1118	721	2668	2454	1845	2285
DHX9	8603	11330	5931	3724	19456	17633	15845	19669
DIAPH1	1330	1772	1135	606	2768	2480	1105	1508
DIAPH2	319	368	172	113	1308	1204	833	1064
DIAPH3	770	928	482	275	1910	1888	1174	1469
DICER1	1292	1412	581	361	5094	4777	3504	4308
DIDO1	1138	1341	664	397	3021	2642	1772	2370
DIMT1	543	631	294	173	785	611	666	751
DIP2A	345	403	179	107	909	785	511	608
DIP2B	1144	1389	659	422	1776	1576	1261	1548
DIP2C	323	400	170	101	349	304	213	293
DIPK1A	245	279	131	78	214	194	152	185
DIPK1B	256	419	109	65	747	634	543	606
DIPK2A	266	343	153	86	387	349	252	302
DIRAS1	139	159	68	44	36	43	35	34
DIS3	2060	2267	1231	917	3773	3655	2881	3616
DIS3L	523	679	308	167	1935	1707	1399	1627
DIS3L2	247	263	116	90	532	492	312	416
DISC1	34	45	23	17	123	115	86	115
DISP1	71	81	52	25	162	132	140	177
DIXDC1	162	188	68	57	232	238	158	197
DKC1	2445	3251	1282	843	4523	4534	3375	4317
DLAT	1734	2220	915	629	2213	1989	1713	2284
DLC1	425	513	199	110	393	253	257	299
DLD	6593	7751	3237	2023	2589	2552	1998	2562
DLEC1	0	0	0	0	35	28	14	32
DLG1	611	669	295	168	1339	1221	876	1180
DLG3	393	376	168	92	374	321	237	321
DLG4	15	7	9	3	50	43	39	40
DLG5	474	646	232	142	1119	1009	635	871
DLGAP4	226	224	86	65	130	90	64	83
DLGAP5	2516	2636	1581	1152	3522	3130	2948	3493
DLK2	30	71	23	13	37	45	32	33
DLL1	68	103	44	22	70	65	36	54
DLL3	217	247	107	84	79	54	34	30
DLST	1503	1679	737	475	1013	940	706	832
DLX1	109	127	80	58	105	103	70	90
DLX2	868	1258	609	396	262	196	133	194
DMAC1	414	543	271	195	267	283	199	274
DMAC2	423	657	307	168	298	300	201	286
DMAC2L	287	346	167	120	195	175	109	133
DMAP1	661	948	351	258	456	475	301	413
DMBX1	26	24	15	5	20	12	11	21
DMC1	30	19	6	7	238	243	148	198
DMD	282	307	153	87	120	85	86	114
DMKN	1455	1373	910	580	627	496	500	711
DMPK	26	18	16	3	305	234	126	184
DMTF1	230	248	143	87	1814	1595	1371	1745
DMTN	55	64	21	16	44	43	24	26
DMWD	169	235	89	43	325	214	139	184
DMXL1	1477	1551	880	548	2742	2291	1791	2303
DMXL2	855	967	443	312	2044	1826	1315	1899
DNA2	1175	1255	685	484	1821	1705	1180	1469
DNAAF2	432	463	247	162	716	653	476	578
DNAAF3	17	38	14	9	45	35	33	41
DNAAF4	154	154	85	52	80	69	64	63
DNAAF5	1940	2714	1087	720	889	768	518	664
DNAH1	31	12	33	6	467	366	203	280
DNAH10	2	4	4	1	59	54	30	42
DNAH11	82	54	45	20	600	536	413	524
DNAH14	618	683	233	155	1453	1344	1051	1316
DNAH17	10	6	3	4	74	74	38	65
DNAH6	46	29	12	4	247	234	140	172
DNAH7	32	27	26	13	108	98	57	73
DNAJA1	3453	4788	2176	1456	5777	5715	4688	5924
DNAJA2	2256	2835	1135	792	2256	2225	1688	2187
DNAJA3	1203	1477	538	328	1561	1443	1091	1411
DNAJA4	0	0	0	0	22	13	12	20
DNAJB1	1013	1433	521	310	793	715	578	784
DNAJB11	744	937	393	223	593	551	414	543
DNAJB12	684	793	397	242	439	416	336	488
DNAJB14	171	231	100	62	238	245	180	272
DNAJB2	196	250	117	70	52	50	46	55
DNAJB4	127	128	58	42	182	156	112	184
DNAJB5	58	69	32	22	59	42	47	44
DNAJB6	281	432	154	99	384	390	343	426
DNAJB7	10	9	4	0	43	45	31	35
DNAJB9	156	190	104	52	109	94	82	121
DNAJC1	669	788	312	209	656	582	498	607
DNAJC10	680	723	282	155	3310	3175	2346	2925
DNAJC11	1209	1700	805	479	1836	1740	1125	1447
DNAJC12	467	474	260	143	250	251	210	254
DNAJC13	905	983	338	253	3144	3006	2018	2735
DNAJC14	215	292	153	105	482	475	425	539
DNAJC16	335	411	163	90	408	350	284	321
DNAJC17	143	175	98	59	260	249	173	205
DNAJC18	462	513	229	178	240	195	174	178
DNAJC19	134	149	113	57	175	195	147	173
DNAJC2	1216	1325	565	416	2233	2249	1680	2148
DNAJC21	800	945	364	284	1077	1005	784	984
DNAJC22	42	45	22	18	35	29	12	22
DNAJC24	109	101	46	25	198	189	141	175
DNAJC25	28	35	18	7	184	215	149	210
DNAJC27	9	8	7	4	62	56	36	46
DNAJC28	62	54	14	13	51	49	40	40
DNAJC3	536	604	250	163	936	910	606	775
DNAJC30	123	183	80	64	48	45	39	49
DNAJC4	47	52	13	10	42	36	53	48
DNAJC5	572	677	266	181	394	358	270	307
DNAJC6	703	694	357	223	357	270	263	297
DNAJC7	2532	2952	1295	892	3002	2836	2072	2706
DNAJC8	930	1043	494	351	2291	2397	1787	2224
DNAJC9	431	560	359	166	683	671	495	633
DNAL1	100	156	52	43	182	165	108	118
DNAL4	70	87	36	30	65	67	41	63
DNASE1	7	2	5	1	106	76	70	85
DNASE1L1	66	96	41	20	268	238	200	243
DNASE1L2	4	0	1	1	29	28	21	18
DNASE2	625	740	334	201	222	210	207	286
DND1	1	0	3	1	73	65	37	52
DNHD1	19	14	16	4	613	442	239	369
DNLZ	106	180	78	58	85	91	59	74
DNM1	341	393	198	115	259	204	131	147
DNM1L	2425	2847	1172	819	2732	2476	2121	2660
DNM2	2552	3367	1455	907	2410	2101	1645	2158
DNM3	56	52	24	16	198	152	130	156
DNMBP	344	413	249	130	415	336	194	255
DNMT1	5412	7251	3193	1910	6279	5641	3657	5145
DNMT3A	232	321	108	85	264	254	172	213
DNMT3B	252	329	149	89	535	470	394	501
DNPEP	637	829	319	201	469	388	350	409
DNPH1	947	1118	482	278	594	514	386	437
DNTTIP1	1175	1450	647	401	515	501	330	472
DNTTIP2	1424	1410	1171	845	4303	4087	3315	3876
DOC2A	37	41	15	7	50	32	32	24
DOCK1	688	800	271	156	2576	2323	1572	2016
DOCK11	606	560	268	187	1070	1026	780	1005
DOCK3	104	126	68	32	780	632	395	502
DOCK4	865	948	418	298	915	792	550	721
DOCK5	384	403	187	107	699	581	382	497
DOCK6	195	191	71	51	255	191	106	137
DOCK7	1798	1915	894	618	3865	3495	2646	3426
DOCK8	116	143	83	54	72	69	42	49
DOCK9	277	294	124	68	812	709	541	710
DOHH	225	311	134	67	158	148	111	142
DOK1	24	32	12	7	97	70	58	60
DOK3	4	3	7	1	56	50	27	39
DOK4	50	53	24	25	36	31	27	49
DOLK	382	573	208	119	340	273	312	352
DOLPP1	421	593	240	145	193	158	170	217
DONSON	883	1015	434	273	1131	1032	867	1076
DOP1A	717	850	430	274	2333	2056	1626	2091
DOP1B	434	568	223	156	461	414	240	336
DOT1L	383	489	181	108	794	677	362	472
DPAGT1	564	744	344	160	236	241	226	268
DPCD	608	764	329	213	550	558	371	384
DPF1	231	282	161	66	116	108	68	101
DPF2	750	1076	460	286	610	566	378	452
DPF3	18	26	23	10	41	46	22	35
DPH1	819	1063	417	280	565	496	474	604
DPH2	296	424	255	143	834	739	676	853
DPH3	222	299	159	112	142	135	118	173
DPH5	750	877	308	190	861	775	618	784
DPH6	239	252	124	83	162	132	113	143
DPH7	417	525	271	172	698	639	514	694
DPM1	1893	2252	1079	683	976	951	731	973
DPM2	225	317	148	102	112	123	110	132
DPM3	485	602	313	143	136	131	106	116
DPP3	742	1075	434	307	769	683	557	672
DPP4	59	37	25	13	35	34	24	27
DPP7	19	17	13	5	109	89	71	101
DPP8	543	590	265	189	1162	1023	704	971
DPP9	809	930	345	199	776	658	486	681
DPY19L1	455	488	192	130	647	561	475	654
DPY19L3	787	934	338	227	582	604	417	561
DPY19L4	193	226	92	59	654	535	382	494
DPY30	425	527	300	178	305	284	233	345
DPYSL2	1823	2277	774	527	490	388	247	382
DPYSL3	1434	1717	739	480	25	34	16	45
DPYSL4	162	297	100	55	223	187	155	168
DPYSL5	896	1012	387	237	734	657	417	512
DR1	930	991	344	227	910	855	670	918
DRAM1	95	136	66	51	18	20	17	23
DRAM2	353	308	126	80	372	313	341	420
DRAP1	408	502	197	138	624	729	437	609
DRC3	19	12	8	3	131	115	89	96
DRG1	1715	2066	1082	624	2314	2189	1897	2347
DRG2	814	958	364	238	1320	1245	987	1241
DRICH1	1	0	1	0	20	19	13	19
DROSHA	1485	1615	858	575	2876	2380	1395	1746
DSC2	609	672	277	159	358	301	213	309
DSC3	735	1058	417	267	575	511	373	488
DSCC1	678	841	340	215	839	826	572	689
DSE	196	203	126	58	492	397	421	529
DSG2	2146	2285	992	586	1917	1582	1075	1392
DSN1	546	584	304	202	939	887	665	811
DSP	5079	6061	2674	1769	7377	6513	4207	5817
DST	890	1159	695	468	6961	6630	4405	5841
DSTN	1823	2086	647	435	768	709	581	707
DSTYK	193	271	120	83	721	641	416	529
DTD2	69	63	26	22	199	173	145	168
DTL	1619	1876	818	566	2613	2116	1921	2427
DTNA	314	328	164	108	238	198	153	200
DTNB	241	339	111	83	340	304	232	310
DTNBP1	721	918	368	247	342	311	178	214
DTWD1	145	129	57	36	144	132	119	178
DTWD2	244	247	123	68	171	114	142	157
DTX2	39	70	30	21	45	38	21	37
DTX3	143	152	79	41	61	52	56	79
DTX3L	299	313	173	84	135	96	67	87
DTYMK	918	1369	640	371	987	986	672	869
DUS1L	507	695	261	141	2298	2092	1591	1928
DUS2	352	447	220	137	421	416	311	348
DUS3L	466	669	286	185	1052	1024	786	964
DUS4L	143	152	62	55	183	154	144	177
DUSP1	514	575	354	199	136	93	112	149
DUSP10	24	42	29	12	31	18	34	30
DUSP11	496	583	259	176	549	537	440	562
DUSP12	279	352	221	113	522	528	393	513
DUSP14	359	445	227	131	180	158	148	197
DUSP16	180	239	99	70	485	374	306	339
DUSP18	15	22	12	3	36	40	23	24
DUSP19	88	96	36	31	46	65	50	62
DUSP2	1	0	4	1	48	41	27	44
DUSP22	104	94	40	17	127	114	88	129
DUSP3	581	740	293	188	257	218	181	256
DUSP5	140	201	71	36	14	16	20	34
DUSP7	207	248	85	53	162	125	80	112
DUSP8	15	22	5	3	22	17	12	23
DUSP9	83	145	64	34	168	155	140	175
DUT	2248	2563	1250	727	1078	1133	685	1075
DVL1	358	400	147	92	993	914	861	1003
DVL2	1000	1251	541	335	842	688	599	795
DVL3	619	804	290	174	432	386	312	374
DXO	432	490	212	120	406	373	288	427
DYM	1050	1087	306	247	735	588	623	701
DYNC1H1	6994	8246	5946	3596	25794	23582	15239	20271
DYNC1I1	62	70	38	17	28	12	11	19
DYNC1I2	541	673	370	258	1177	1114	907	1052
DYNC1LI1	1438	1572	702	473	2418	2318	1822	2229
DYNC1LI2	1024	1154	533	334	1305	1250	834	1059
DYNC2H1	2398	2671	1182	867	11061	10543	7225	9409
DYNC2LI1	405	416	147	103	553	526	439	534
DYNLL1	1387	1766	713	486	868	855	779	883
DYNLL2	639	627	302	206	166	146	136	150
DYNLRB1	998	1142	470	302	245	222	207	307
DYNLT1	1182	1289	510	319	582	559	467	618
DYNLT3	197	196	79	48	162	160	111	151
DYRK1A	587	654	305	156	1169	1015	931	1156
DYRK1B	365	475	212	117	101	93	68	130
DYRK2	273	358	172	99	793	770	520	780
DYRK3	251	278	123	71	458	382	311	412
DYRK4	286	312	189	124	230	219	223	268
DZANK1	55	62	30	23	83	70	41	57
DZIP1	209	167	106	73	2337	2108	1495	1905
DZIP1L	41	54	29	13	301	294	154	199
DZIP3	662	678	301	220	1854	1756	1472	1918
E2F1	235	232	85	59	703	653	594	684
E2F2	485	510	212	105	252	238	171	175
E2F3	517	628	270	200	631	575	426	570
E2F4	446	517	176	101	1067	823	736	1012
E2F5	280	346	128	88	489	439	331	442
E2F6	89	100	38	32	220	225	128	163
E2F7	599	795	290	193	675	624	451	542
E2F8	252	242	163	104	609	526	341	491
E4F1	336	433	205	131	883	770	660	797
EAF1	578	683	277	225	330	280	245	296
EAF2	80	73	31	22	89	71	53	62
EAPP	529	633	332	200	666	588	574	639
EARS2	632	770	386	216	658	590	455	554
EBAG9	150	169	87	56	186	161	141	200
EBF2	295	316	135	79	25	16	17	26
EBF3	361	461	191	143	205	181	144	164
EBF4	9	8	5	1	35	20	15	32
EBLN2	0	0	0	0	138	131	75	112
EBNA1BP2	2711	3625	1687	1046	2746	2843	2178	2543
EBP	565	796	339	184	348	324	335	369
EBPL	615	793	337	184	348	302	264	326
ECD	2055	2465	1084	764	1090	1035	760	989
ECE1	925	1187	503	278	424	311	214	328
ECEL1	46	80	23	12	61	46	35	59
ECH1	1808	1940	703	467	279	268	174	230
ECHDC1	1492	1751	917	673	1411	1300	1019	1268
ECHDC2	1	0	0	0	68	31	28	36
ECHS1	3127	3844	1528	984	2203	2088	1460	1843
ECI1	758	932	456	226	747	618	519	663
ECI2	1895	2026	894	598	2062	1938	1591	1908
ECM1	20	26	11	13	14	13	13	17
ECM2	0	1	0	0	104	118	49	78
ECPAS	2489	2804	1242	925	6327	5906	4521	5553
ECSIT	409	561	250	150	572	539	481	560
ECT2	2121	2208	1191	809	3266	2881	2404	3128
ECT2L	0	0	1	0	49	39	12	26
EDA	35	55	14	14	54	36	23	33
EDA2R	71	124	65	54	52	37	42	37
EDARADD	48	76	38	20	44	31	27	27
EDC3	1128	1341	664	476	880	764	462	715
EDC4	1881	2805	1297	745	2121	1669	1651	1983
EDDM13	0	0	1	0	31	33	12	17
EDEM1	134	135	78	44	774	737	449	605
EDEM2	98	127	56	30	380	316	319	396
EDEM3	336	396	185	113	1351	1292	956	1194
EDF1	1879	3153	1255	846	1563	1337	1124	1542
EDIL3	766	768	332	168	30	23	24	32
EDNRA	114	156	56	42	34	28	32	49
EDRF1	1148	1436	513	382	2208	1957	1539	1956
EEA1	1465	1725	784	561	1365	1184	732	1073
EED	520	690	313	168	962	883	631	878
EEF1A1	1462	3276	876	442	9061	7929	9850	11351
EEF1A2	2377	2639	903	583	224	200	173	254
EEF1AKMT1	222	279	130	76	198	174	124	181
EEF1AKMT2	58	86	48	29	113	128	60	72
EEF1AKMT4	44	52	22	11	61	71	50	56
EEF1AKNMT	852	1116	534	363	1374	1243	846	1144
EEF1B2	402	605	193	105	1837	1673	1289	1643
EEF1D	953	1596	554	341	3825	3620	2997	3708
EEF1E1	448	487	186	112	334	263	297	411
EEF1G	2061	2496	821	479	9806	9181	7987	10134
EEF2	37217	53089	14291	9217	47683	41951	40919	51877
EEF2K	221	271	179	83	428	391	271	328
EEF2KMT	53	91	33	20	206	142	169	183
EEFSEC	384	530	248	139	304	240	197	212
EEPD1	93	101	47	30	131	130	80	116
EFCAB10	22	31	15	12	47	48	34	46
EFCAB11	144	157	53	48	123	136	107	137
EFCAB13	4	6	1	0	78	61	30	41
EFCAB14	263	248	130	66	525	478	313	389
EFCAB2	20	36	12	7	102	76	60	70
EFCAB6	25	20	9	4	93	76	48	87
EFCAB7	307	305	153	113	455	392	303	436
EFEMP2	0	0	1	0	16	15	18	21
EFHC1	200	227	98	79	398	400	289	391
EFHD1	305	404	137	125	26	26	13	13
EFHD2	406	546	172	116	201	184	108	153
EFL1	350	447	177	135	1236	1109	906	1101
EFNA4	15	25	15	3	35	24	28	32
EFNA5	429	590	274	145	127	98	53	68
EFNB1	224	378	141	58	165	117	96	144
EFNB2	609	711	243	159	143	109	115	165
EFNB3	29	30	16	7	19	33	10	11
EFR3A	213	213	67	54	839	826	593	788
EFR3B	244	271	102	51	118	95	65	86
EFTUD2	5312	7284	3076	1798	5918	5503	4286	4981
EGFL7	314	426	180	101	102	77	59	68
EGFL8	9	13	11	3	70	52	39	44
EGFLAM	86	102	36	25	16	13	16	18
EGFR	261	266	109	65	139	128	70	95
EGLN1	432	567	229	130	705	645	472	540
EGLN2	220	289	126	75	439	421	312	442
EGLN3	161	186	91	38	45	37	30	34
EHBP1	388	372	183	139	1490	1352	846	1017
EHBP1L1	64	75	16	11	52	41	23	25
EHD1	372	402	182	103	322	307	214	283
EHD3	80	99	39	21	149	145	107	142
EHD4	515	668	291	182	410	428	384	492
EHHADH	321	290	176	126	178	175	129	183
EHMT1	813	1020	445	301	1333	1232	870	1182
EHMT2	992	1346	498	368	1331	1179	877	1184
EI24	494	581	188	107	2451	2086	2026	2521
EID1	2017	2686	1266	710	1268	1239	817	1084
EID2	970	1134	509	307	242	253	158	207
EID2B	119	114	62	46	40	44	23	24
EID3	1	5	3	0	102	109	28	56
EIF1	1407	1671	497	331	1049	997	478	599
EIF1AD	248	253	132	74	331	313	183	241
EIF1AX	362	441	210	129	438	535	415	541
EIF1B	490	602	212	149	396	355	227	295
EIF2A	1414	1563	637	444	2627	2289	2117	2563
EIF2AK1	1312	1352	641	415	2367	2117	1417	1916
EIF2AK2	1551	1722	647	444	1127	1014	668	898
EIF2AK3	117	126	47	31	481	412	357	467
EIF2AK4	789	844	348	207	1942	1701	1298	1674
EIF2B1	1511	1864	888	532	1245	1094	952	1159
EIF2B2	750	878	410	247	765	676	587	709
EIF2B3	1540	1708	830	509	1439	1398	1063	1309
EIF2B4	657	829	400	236	793	788	565	721
EIF2B5	656	977	449	276	949	908	839	1049
EIF2D	486	550	227	165	1632	1539	1353	1594
EIF2S1	3012	3591	1534	1056	1889	1792	1431	1750
EIF2S2	608	670	375	233	1770	1728	1519	1849
EIF2S3	5030	5091	1748	1148	4119	3624	3296	4405
EIF3A	8339	11289	4433	3064	14368	14106	10093	12976
EIF3B	6790	8209	3402	2159	8719	8497	6437	8188
EIF3C	14	41	6	3	73	67	75	107
EIF3D	8166	9674	4415	2895	8043	7390	6505	7780
EIF3E	5601	6343	2841	1868	7054	6231	6096	7675
