	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
TBCCD1	123	135	72	56
TBCD	1130	1332	607	414
TBCEL	71	75	21	23
TBCK	114	162	87	44
TBK1	941	1072	452	299
TBKBP1	162	200	114	60
TBL1X	167	173	62	43
TBL1XR1	920	987	388	229
TBL2	410	536	238	122
TBL3	1085	1468	578	397
TBP	436	462	170	158
TBPL1	287	279	107	78
TBRG1	65	91	63	36
TBRG4	1223	1449	838	456
TBX1	253	301	110	68
TBX18	602	715	342	229
TBX2	192	208	84	50
TBX20	86	132	69	40
TBX3	383	572	278	186
TC2N	373	383	155	105
TCAF1	389	550	280	176
TCAIM	164	163	78	71
TCEA1	57	130	41	18
TCEA2	157	160	80	45
TCEAL1	216	293	110	98
TCEAL4	689	1013	455	306
TCEAL8	379	559	238	138
TCEAL9	353	390	220	143
TCEANC	32	20	20	9
TCEANC2	176	176	105	68
TCERG1	2567	2882	1508	1022
TCF12	734	719	303	190
TCF19	186	219	121	82
TCF20	984	1063	487	337
TCF25	660	889	298	198
TCF3	468	631	203	132
TCF4	544	686	378	216
TCF7	234	268	68	61
TCF7L1	59	58	25	13
TCF7L2	589	712	385	252
TCFL5	42	57	37	16
TCHP	185	242	113	80
TCIRG1	45	51	22	13
TCOF1	4367	5764	2421	1613
TCP1	7190	9041	4037	2436
TCP11L1	220	189	94	57
TCP11L2	339	323	151	100
TCTA	80	140	51	32
TCTE3	3	8	1	0
TCTEX1D2	57	56	23	20
TCTN1	212	269	94	65
TCTN2	216	232	99	53
TCTN3	641	767	399	240
TDG	998	1191	537	329
TDP1	523	557	292	175
TDP2	808	947	385	309
TDRD3	353	354	148	80
TDRD6	1	0	1	0
TDRD7	528	553	269	187
TDRKH	413	515	278	175
TEAD1	413	526	186	129
TEAD2	89	98	44	29
TEAD3	143	194	64	39
TEAD4	371	409	210	120
TEC	94	75	40	30
TECPR1	181	254	99	56
TECPR2	337	424	162	87
TECR	1586	2075	904	556
TECTA	14	11	6	8
TEDC1	226	302	133	79
TEDC2	279	298	149	93
TEF	44	42	12	16
TEFM	282	368	182	131
TELO2	882	1304	497	301
TENM1	3	2	5	3
TENM3	714	915	534	267
TENM4	36	41	28	18
TENT2	553	536	251	191
TENT4A	206	285	98	55
TENT4B	355	472	201	149
TENT5A	169	237	88	60
TENT5C	245	318	142	94
TEP1	142	153	93	44
TEPSIN	115	174	94	59
TERF1	257	370	167	110
TERF2	628	699	339	205
TERF2IP	940	1309	542	356
TERT	4	5	5	0
TES	1350	1817	812	541
TESC	188	232	91	52
TESK1	30	54	12	15
TESK2	54	56	19	18
TESMIN	58	76	36	23
TET1	371	380	182	110
TET2	197	232	96	65
TET3	128	215	75	48
TEX10	1854	2009	966	701
TEX14	6	11	11	14
TEX15	295	283	142	102
TEX2	278	335	156	98
TEX261	90	105	45	15
TEX264	429	608	210	143
TEX30	292	313	144	105
TEX9	135	169	65	58
TFAM	2045	2293	1038	814
TFAP2A	571	898	443	275
TFAP2C	143	149	61	38
TFAP4	283	428	163	117
TFB1M	227	234	97	90
TFB2M	378	441	211	183
TFCP2	722	910	483	279
TFCP2L1	130	182	76	49
TFDP1	802	959	359	229
TFDP2	498	472	274	165
TFE3	304	403	166	106
TFEB	74	74	29	21
TFG	2025	2418	1012	659
TFIP11	865	1167	547	350
TFPI	235	269	109	64
TFPI2	465	505	203	115
TFPT	176	261	109	70
TFRC	2056	2588	1149	683
TGDS	234	255	136	84
TGFB1I1	132	141	70	47
TGFB2	48	53	20	14
TGFB3	19	27	19	2
TGFBR1	348	382	202	129
TGFBR2	147	206	80	52
TGFBR3	267	341	128	76
TGFBRAP1	351	456	180	117
TGIF1	150	173	99	62
TGIF2	158	195	78	40
TGIF2-RAB5IF	260	294	143	88
TGM1	5	6	1	6
TGM2	75	75	29	25
TGOLN2	692	878	327	227
TGS1	609	713	371	281
THADA	1202	1344	675	493
THAP1	228	281	120	79
THAP10	160	210	83	48
THAP11	395	483	209	117
THAP12	72	78	50	31
THAP2	32	30	10	8
THAP3	216	244	113	60
THAP4	740	1032	441	243
THAP5	366	413	217	138
THAP6	134	132	72	50
THAP7	268	315	174	117
THAP8	48	79	32	19
THAP9	126	134	63	52
THBS3	13	28	16	5
THBS4	165	191	96	50
THEM4	147	179	114	55
THEM6	135	193	85	56
THEMIS2	27	31	20	13
THG1L	237	367	174	117
THNSL1	433	520	188	138
THOC1	629	868	360	259
THOC2	2717	3455	1670	1213
THOC3	212	255	135	77
THOC5	1123	1348	516	341
THOC6	348	501	199	138
THOC7	875	948	395	267
THOP1	1027	1343	512	301
THRA	88	95	33	20
THRAP3	2883	3574	1927	1262
THRB	108	150	57	45
THSD1	46	41	29	15
THSD4	37	63	24	14
THSD7A	4	10	3	1
THTPA	95	125	42	33
THUMPD1	315	355	178	135
THUMPD2	389	376	186	142
THUMPD3	1146	1167	582	377
THYN1	503	483	190	145
TIA1	631	793	365	225
TIAL1	1564	1952	818	494
TIAM1	399	494	177	137
TIAM2	119	124	58	24
TICRR	738	854	434	286
TIFA	173	141	74	53
TIGAR	693	816	338	259
TIGD1	104	78	33	18
TIGD2	128	164	64	42
TIGD3	17	31	5	10
TIGD4	14	10	3	6
TIGD5	210	284	117	63
TIGD6	130	152	100	41
TIGD7	7	9	6	1
TIMELESS	1842	2287	1024	653
TIMM10	527	842	410	181
TIMM13	1489	2195	1040	608
TIMM17A	947	1037	485	353
TIMM17B	973	1194	564	288
TIMM21	447	592	247	132
TIMM22	537	696	299	217
TIMM23	1142	1407	696	397
TIMM23B	39	46	42	23
TIMM29	427	580	261	131
TIMM44	1140	1497	652	425
TIMM50	3447	4487	2029	1243
TIMM8A	211	322	183	65
TIMM8B	760	933	692	328
TIMM9	153	174	85	56
TIMMDC1	908	944	502	273
TIMP1	1893	2388	986	562
TIMP2	252	292	137	71
TIMP3	404	441	146	96
TINF2	157	159	103	59
TIPARP	578	652	410	282
TIPIN	1495	1484	867	516
TIPRL	1643	1939	724	507
TIRAP	20	13	19	8
TJAP1	333	428	188	110
TJP1	2432	2928	1298	874
TK1	1188	1588	721	459
TK2	36	55	29	16
TKFC	255	320	107	78
TKT	8871	10883	3892	2449
TLCD1	106	117	75	38
TLE1	520	652	267	151
TLE2	30	23	8	8
TLE3	1328	1782	777	425
TLE4	560	753	313	184
TLK1	237	261	94	71
TLK2	175	236	91	58
TLL1	3	2	0	1
TLL2	15	36	17	5
TLN1	4624	5966	2680	1695
TLN2	143	145	63	32
TLNRD1	29	38	20	6
TLR5	8	8	4	2
TM2D1	333	350	178	109
TM2D2	218	367	178	93
TM2D3	485	606	306	152
TM6SF1	10	16	6	3
TM7SF2	138	172	74	34
TM7SF3	580	675	253	166
TM9SF2	3081	3857	1450	864
TM9SF3	2759	3261	1546	856
TM9SF4	716	894	359	237
TMA16	377	461	149	131
TMA7	156	190	189	81
TMBIM1	63	63	19	19
TMBIM4	160	232	72	59
TMBIM6	9622	12269	5464	3741
TMC3	1	6	2	0
TMC4	4	6	10	2
TMC5	51	50	20	13
TMC6	57	39	18	6
TMC7	57	48	23	21
TMCC1	55	67	35	12
TMCC2	5	7	2	2
TMCC3	116	92	60	40
TMCO1	2152	2234	1313	829
TMCO3	244	298	100	59
TMCO4	113	148	85	45
TMCO6	104	119	69	41
TMED1	218	305	147	90
TMED10	1124	1420	572	323
TMED2	2845	3741	1631	1142
TMED3	489	648	220	117
TMED4	1295	1626	676	392
TMED5	737	888	432	229
TMED6	0	0	0	0
TMED7	164	235	103	72
TMED7-TICAM2	162	236	107	45
TMED8	248	279	127	67
TMED9	1857	2592	1104	588
TMEM101	507	637	294	162
TMEM102	59	80	38	21
TMEM104	254	359	160	99
TMEM106B	629	613	283	172
TMEM106C	589	686	342	183
TMEM107	57	57	23	12
TMEM108	63	74	36	25
TMEM109	825	1285	511	294
TMEM11	305	343	179	136
TMEM110-MUSTN1	4	4	0	0
TMEM115	373	568	227	133
TMEM116	33	29	30	15
TMEM117	102	120	49	34
TMEM120A	178	201	78	44
TMEM120B	313	342	128	87
TMEM121	107	133	42	31
TMEM123	1469	1555	673	415
TMEM126A	331	326	124	108
TMEM126B	507	647	241	142
TMEM127	137	239	73	45
TMEM128	119	122	72	43
TMEM129	153	229	112	65
TMEM131	588	646	298	196
TMEM131L	654	733	388	238
TMEM132A	180	257	99	39
TMEM134	30	49	17	8
TMEM135	386	409	180	125
TMEM136	99	90	33	22
TMEM138	137	163	92	46
TMEM140	3	3	3	3
TMEM141	319	325	186	83
TMEM143	31	53	30	20
TMEM144	88	72	40	20
TMEM145	13	25	19	11
TMEM147	2910	3624	1431	974
TMEM14A	207	289	110	48
TMEM14B	238	332	132	80
TMEM14C	821	1172	475	297
TMEM150A	20	35	15	7
TMEM150C	91	87	47	34
TMEM159	38	35	13	7
TMEM160	266	345	194	105
TMEM161A	679	1047	340	208
TMEM161B	365	434	197	134
TMEM164	271	337	167	94
TMEM165	740	899	306	200
TMEM167A	104	115	91	44
TMEM167B	116	135	83	47
TMEM168	264	318	155	64
TMEM170A	53	59	24	18
TMEM170B	42	45	14	18
TMEM171	18	16	8	3
TMEM175	115	140	56	26
TMEM177	300	305	201	110
TMEM178B	78	97	54	33
TMEM179B	489	608	226	130
TMEM18	166	259	111	71
TMEM181	399	530	194	118
TMEM182	30	25	13	11
TMEM183A	23	14	11	3
TMEM184B	277	346	139	85
TMEM184C	253	295	130	86
TMEM185A	124	163	81	50
TMEM185B	471	737	279	179
TMEM186	89	108	38	35
TMEM187	75	74	46	17
TMEM189	24	45	16	2
TMEM19	386	502	211	107
TMEM192	294	313	159	91
TMEM198	19	44	7	9
TMEM199	262	383	154	96
TMEM201	765	1057	430	225
TMEM203	150	201	92	48
TMEM205	1021	1238	528	305
TMEM206	203	264	92	80
TMEM208	273	476	228	137
TMEM209	1803	1817	879	591
TMEM214	728	914	344	229
TMEM216	80	89	42	25
TMEM218	32	49	37	14
TMEM219	138	209	68	47
TMEM222	448	547	285	167
TMEM223	171	194	99	40
TMEM230	469	620	388	195
TMEM231	59	56	43	12
TMEM232	2	1	2	1
TMEM234	44	73	29	24
TMEM237	426	481	248	145
TMEM241	59	93	45	31
TMEM242	373	418	265	165
TMEM243	107	89	40	29
TMEM245	486	662	281	168
TMEM246	185	196	92	52
TMEM248	456	495	271	125
TMEM25	89	105	42	28
TMEM250	56	77	55	18
TMEM251	101	152	85	49
TMEM254	146	194	71	58
TMEM255A	32	33	6	5
TMEM256	349	479	143	90
TMEM258	901	1007	575	362
TMEM259	783	950	437	231
TMEM260	107	126	53	29
TMEM263	294	421	169	95
TMEM265	1	1	0	2
TMEM266	21	12	4	4
TMEM267	62	89	42	39
TMEM268	49	71	37	12
TMEM30A	1605	1719	807	474
TMEM33	1916	2090	848	542
TMEM35B	128	208	95	45
TMEM38A	49	76	37	30
TMEM38B	748	938	326	224
TMEM39A	251	314	146	90
TMEM39B	215	297	134	73
TMEM41A	167	228	123	63
TMEM41B	563	715	353	177
TMEM42	27	25	19	9
TMEM43	681	875	390	228
TMEM44	43	58	8	9
TMEM45A	100	125	35	30
TMEM47	0	2	1	0
TMEM50A	1676	1993	904	596
TMEM50B	186	247	100	73
TMEM51	59	102	38	27
TMEM53	94	138	50	36
TMEM54	107	125	37	21
TMEM56	68	76	15	20
TMEM59	2273	2796	1354	750
TMEM60	89	99	61	39
TMEM62	138	138	61	34
TMEM63A	180	197	105	67
TMEM63B	313	349	162	85
TMEM63C	85	90	40	19
TMEM64	123	176	73	33
TMEM65	429	447	184	123
TMEM67	233	235	98	58
TMEM68	146	140	71	45
TMEM69	659	699	348	210
TMEM70	1127	1351	660	385
TMEM74	26	26	9	8
TMEM74B	20	30	9	4
TMEM79	22	25	16	12
TMEM80	55	54	32	18
TMEM81	0	0	0	0
TMEM87A	446	551	254	177
TMEM87B	164	201	78	46
TMEM8A	165	223	62	36
TMEM8B	32	32	10	13
TMEM9	711	944	462	235
TMEM94	281	296	147	73
TMEM97	504	593	252	150
TMEM98	169	207	66	46
TMEM99	52	70	27	32
TMEM9B	190	190	109	53
TMF1	893	1064	435	299
TMLHE	524	593	287	190
TMOD1	119	128	53	50
TMOD2	125	147	45	26
TMOD3	1423	1495	653	366
TMOD4	1	2	2	0
TMPO	4405	5177	2391	1624
TMPPE	76	110	41	29
TMPRSS9	0	0	1	0
TMSB10	1823	2173	1154	704
TMTC1	176	180	77	37
TMTC2	125	154	80	25
TMTC3	1476	1705	670	437
TMTC4	121	137	48	32
TMUB1	366	327	128	106
TMUB2	207	247	157	76
TMX1	1165	1365	571	361
TMX2	262	406	130	84
TMX2-CTNND1	14	22	29	9
TMX3	524	690	335	179
TMX4	294	425	194	122
TNC	224	360	164	82
TNFAIP1	171	211	94	64
TNFAIP3	58	64	22	32
TNFAIP8	172	191	78	64
TNFRSF10B	734	1045	517	287
TNFRSF10D	236	285	130	81
TNFRSF11A	142	194	70	43
TNFRSF19	113	147	39	47
TNFRSF1A	398	475	254	142
TNFRSF21	158	238	139	62
TNFRSF6B	5	2	1	1
TNIK	578	734	361	225
TNIP1	441	636	326	179
TNIP2	152	190	77	50
TNK2	83	85	54	29
TNKS	759	917	442	274
TNKS1BP1	314	431	223	144
TNKS2	1739	1818	724	467
TNNI3	20	21	17	9
TNNT1	65	75	34	20
TNPO1	2969	3223	1709	1092
TNPO2	1648	2304	1205	735
TNPO3	1851	2110	977	587
TNRC18	502	717	394	199
TNRC6A	617	682	244	152
TNRC6B	725	904	491	317
TNRC6C	210	271	96	65
TNS2	109	79	52	29
TNS3	75	98	40	19
TOB1	777	1038	431	297
TOB2	269	473	180	105
TOE1	531	662	355	178
TOGARAM1	157	179	78	55
TOLLIP	315	429	165	125
TOM1	342	410	193	126
TOM1L1	789	913	355	246
TOM1L2	276	301	144	92
TOMM20	774	1036	612	333
TOMM20L	2	3	2	1
TOMM22	959	1365	692	315
TOMM34	1425	1659	697	436
TOMM40L	162	228	95	59
TOMM5	404	543	391	182
TOMM6	1634	1714	919	517
TOMM7	1028	1471	796	440
TOMM70	2174	2324	1156	774
TONSL	435	632	298	182
TOP1	4892	6124	2897	2054
TOP1MT	320	398	165	97
TOP2A	8352	11195	4897	3412
TOP2B	3522	3880	1647	1084
TOP3A	418	553	252	163
TOP3B	281	407	209	119
TOPBP1	1832	1954	803	628
TOPORS	531	611	395	313
TOR1A	702	918	465	264
TOR1AIP1	791	798	447	249
TOR1AIP2	422	491	192	129
TOR1B	231	315	129	84
TOR2A	103	133	69	50
TOR3A	300	374	205	112
TOX4	679	801	413	249
TP53	1510	1911	831	536
TP53BP1	1936	2343	1072	672
TP53BP2	1167	1355	651	399
TP53I11	124	128	67	29
TP53I13	163	247	96	35
TP53I3	193	192	116	59
TP53INP1	150	208	71	61
TP53RK	364	449	223	138
TP53TG5	1	1	0	0
TP73	304	325	130	75
TPBG	413	556	226	162
TPCN1	184	203	124	56
TPCN2	98	127	65	34
TPD52	142	151	45	26
TPD52L1	435	423	143	119
TPD52L2	1086	1371	586	361
TPGS1	138	251	128	66
TPGS2	570	693	264	167
TPH1	2	0	0	2
TPI1	4385	5941	2564	1724
TPM1	494	656	230	184
TPM2	13	11	6	9
TPM3	882	1165	441	308
TPM4	463	653	206	101
TPMT	296	287	116	81
TPP1	367	500	229	97
TPP2	2034	2366	981	655
TPPP	41	52	25	15
TPR	4906	5511	2602	1783
TPRA1	244	378	154	89
TPRG1L	251	388	111	78
TPRKB	1030	1078	591	374
TPRN	204	357	136	75
TPST1	82	95	44	28
TPST2	130	174	45	31
TPT1	3391	4484	1349	1031
TPX2	3183	3366	1668	1210
TRA2A	1908	2579	1221	909
TRA2B	4444	5056	2361	1563
TRABD	657	841	293	187
TRADD	60	96	40	21
TRAF2	437	616	242	149
TRAF3	201	203	87	53
TRAF3IP1	328	464	169	129
TRAF3IP2	171	208	91	63
TRAF3IP3	0	0	1	0
TRAF4	286	367	197	76
TRAF5	204	247	125	80
TRAF6	188	228	150	82
TRAF7	284	373	151	63
TRAFD1	1095	1430	722	465
TRAIP	222	302	152	76
TRAK1	106	142	63	45
TRAK2	118	99	47	47
TRAM1	1418	1658	652	437
TRAM1L1	14	18	10	12
TRAM2	210	235	123	72
TRAP1	4561	5310	2263	1448
TRAPPC1	1220	1551	750	491
TRAPPC10	383	480	202	127
TRAPPC11	654	720	340	198
TRAPPC12	384	500	210	127
TRAPPC13	462	497	230	177
TRAPPC2	73	56	50	29
TRAPPC2B	58	57	45	27
TRAPPC2L	565	651	305	189
TRAPPC3	1086	1459	623	419
TRAPPC4	589	748	364	230
TRAPPC5	866	904	369	229
TRAPPC6A	60	91	49	32
TRAPPC6B	155	172	71	55
TRAPPC8	866	832	470	312
TRAPPC9	348	421	214	126
TRDMT1	211	193	108	60
TRERF1	157	166	91	66
TREX1	1	2	0	0
TREX2	1	1	0	0
TRHDE	0	0	0	0
TRIAP1	417	540	388	208
TRIB1	521	639	314	184
TRIB2	210	247	91	65
TRIB3	224	244	150	77
TRIM11	325	463	202	125
TRIM13	462	599	335	181
TRIM14	195	268	116	57
TRIM16	3	6	3	0
TRIM16L	1	6	0	2
TRIM17	0	0	0	0
TRIM2	397	426	215	150
TRIM21	127	175	85	61
TRIM23	501	588	314	172
TRIM24	1348	1551	769	459
TRIM25	1399	1848	817	531
TRIM26	480	622	333	211
TRIM27	1092	1461	739	433
TRIM28	10375	14586	6219	3875
TRIM3	69	92	40	13
TRIM32	280	372	185	124
TRIM33	1282	1445	707	468
TRIM35	234	355	162	80
TRIM36	176	158	91	56
TRIM37	565	574	228	166
TRIM38	168	172	98	59
TRIM39	23	15	7	4
TRIM4	426	574	261	162
TRIM41	149	236	118	69
TRIM44	466	694	297	191
TRIM45	72	84	32	12
TRIM5	141	143	83	65
TRIM52	55	79	33	26
TRIM56	152	223	120	59
TRIM59	60	54	28	18
TRIM62	59	71	34	25
TRIM65	435	521	274	180
TRIM66	23	19	17	4
TRIM68	89	120	61	35
TRIM71	11	16	8	8
TRIM8	278	379	127	95
TRIM9	301	320	148	101
TRIO	763	840	376	205
TRIOBP	296	380	151	107
TRIP10	349	418	165	96
TRIP11	789	915	396	302
TRIP12	4560	5109	2763	1747
TRIP13	2207	2481	1108	660
TRIP4	479	523	277	179
TRIP6	1862	2471	1118	627
TRIQK	57	55	31	16
TRIR	1251	1751	834	496
TRIT1	397	440	217	161
TRMO	201	228	129	73
TRMT1	797	1209	535	363
TRMT10A	239	302	109	78
TRMT10B	61	72	39	14
TRMT10C	1709	1882	1021	747
TRMT11	556	485	229	175
TRMT112	903	1385	703	404
TRMT12	170	158	101	46
TRMT13	507	594	269	214
TRMT1L	878	965	527	350
TRMT2A	877	1177	478	300
TRMT2B	188	207	139	94
TRMT44	160	221	105	54
TRMT5	647	633	372	249
TRMT6	827	986	434	314
TRMT61A	512	730	305	183
TRMT61B	224	258	114	76
TRMU	665	916	380	213
TRNAU1AP	330	377	176	119
TRNT1	292	310	136	79
TRO	410	481	284	207
TROAP	748	884	486	287
TRPC1	109	127	46	43
TRPC3	57	56	40	12
TRPC4AP	1349	1704	793	514
TRPM4	52	58	25	15
TRPM6	20	12	11	5
TRPM7	360	334	194	105
TRPS1	349	381	210	126
TRPT1	149	172	68	40
TRPV1	15	16	11	2
TRPV4	24	22	16	11
TRRAP	3516	3961	1939	1166
TRUB1	1057	1253	627	394
TRUB2	976	1105	546	331
TSC1	322	321	182	112
TSC2	859	1161	444	312
TSC22D1	434	508	246	152
TSC22D2	343	439	164	109
TSC22D3	511	644	316	170
TSC22D4	149	200	82	47
TSEN15	120	154	90	45
TSEN2	294	375	170	109
TSEN34	741	840	392	224
TSEN54	291	359	176	89
TSFM	1166	1479	736	394
TSG101	1457	1674	774	499
TSGA10	16	22	6	8
TSHZ1	118	131	57	31
TSHZ2	7	13	4	4
TSHZ3	180	222	70	41
TSKU	44	57	29	18
TSN	1271	1553	652	470
TSNARE1	57	71	42	24
TSNAX	683	847	348	234
TSNAXIP1	9	7	5	3
TSPAN10	33	43	26	16
TSPAN12	234	326	158	103
TSPAN13	529	713	225	137
TSPAN14	244	301	141	88
TSPAN15	139	131	61	29
TSPAN17	66	67	22	18
TSPAN2	21	20	15	9
TSPAN3	2827	3478	1673	872
TSPAN31	330	446	200	118
TSPAN33	167	225	69	36
TSPAN4	100	116	39	23
TSPAN5	91	101	29	19
TSPAN6	862	1083	515	351
TSPAN9	264	337	137	66
TSPEAR	0	0	0	0
TSPO	298	362	158	97
TSPYL1	3791	5043	2487	1654
TSPYL2	463	589	282	216
TSPYL4	502	640	229	156
TSR1	3400	3943	1890	1180
TSR2	725	989	404	229
TSR3	416	600	190	110
TSSC4	228	324	134	90
TSSK2	0	1	0	1
TSSK3	3	0	1	2
TSSK4	0	0	0	0
TST	341	519	257	149
TSTA3	518	615	225	157
TSTD2	247	267	147	78
TSTD3	5	7	0	1
TTBK2	90	115	51	19
TTC1	1389	1696	779	557
TTC12	144	191	92	63
TTC13	454	616	251	158
TTC14	441	494	275	178
TTC17	398	519	203	116
TTC19	380	503	261	132
TTC21A	19	13	5	9
TTC21B	744	718	293	201
TTC23	61	58	42	16
TTC25	16	15	9	8
TTC26	403	522	259	139
TTC27	726	827	356	208
TTC28	566	620	312	191
TTC3	442	458	209	137
TTC30A	142	210	86	64
TTC30B	125	189	92	54
TTC31	94	145	59	44
TTC32	197	194	118	82
TTC33	360	368	155	125
TTC37	2689	2819	1143	704
TTC38	425	598	227	154
TTC39A	322	422	167	105
TTC39B	102	133	52	29
TTC39C	217	292	109	71
TTC4	429	650	274	202
TTC5	336	381	230	145
TTC7A	63	102	36	17
TTC7B	395	482	146	80
TTC8	492	510	248	163
TTC9C	190	239	92	57
TTF1	556	651	367	257
TTF2	1647	1957	1005	649
TTI1	789	883	439	281
TTI2	424	576	263	149
TTK	2481	2711	1604	1088
TTL	222	245	100	55
TTLL1	52	50	15	16
TTLL11	12	39	36	14
TTLL12	1647	2676	1011	637
TTLL13P	0	1	1	1
TTLL3	12	8	6	4
TTLL4	802	1004	464	267
TTLL5	159	182	86	55
TTLL7	237	222	96	76
TTN	66	79	36	39
TTPAL	208	219	90	56
TTYH2	41	56	21	13
TTYH3	425	555	187	88
TUB	180	212	85	38
TUBA1A	647	863	391	249
TUBA1B	9086	10968	5783	3631
TUBA1C	3010	3658	1824	1040
TUBA4A	46	68	25	12
TUBA8	105	76	31	23
TUBB	19455	24437	10231	6176
TUBB1	0	3	1	1
TUBB2A	392	526	243	128
TUBB2B	552	666	257	175
TUBB4A	422	553	266	149
TUBB4B	8611	13882	5794	3743
TUBB6	1132	1596	696	427
TUBD1	284	349	154	105
TUBE1	251	223	90	68
TUBG1	696	864	386	232
TUBG2	28	41	16	6
TUBGCP2	1288	1571	598	374
TUBGCP3	543	683	219	144
TUBGCP4	950	1039	456	322
TUBGCP5	436	427	236	180
TUBGCP6	428	522	311	143
TUFM	5164	6491	2492	1555
TUFT1	278	291	135	87
TULP3	313	393	191	115
TULP4	156	181	101	46
TUSC1	78	82	50	32
TUSC2	116	194	94	44
TUSC3	1034	1246	479	312
TUT1	141	170	93	50
TUT4	1092	1239	499	363
TUT7	536	558	335	226
TVP23B	53	36	34	9
TWF1	447	433	150	86
TWF2	362	494	246	111
TWIST1	135	172	93	42
TWISTNB	580	676	329	192
TWNK	508	596	370	246
TWSG1	540	591	245	150
TXLNA	2152	2933	1276	885
TXLNG	1777	1908	880	610
TXN	3944	5539	2997	1864
TXN2	778	1084	509	276
TXNDC11	72	82	41	29
TXNDC12	954	1315	606	389
TXNDC15	445	527	263	136
TXNDC16	448	422	161	111
TXNDC17	1260	1674	725	456
TXNDC5	3250	3960	1295	735
TXNDC9	422	443	223	147
TXNIP	124	142	69	56
TXNL1	1603	1845	789	577
TXNL4A	1330	1756	952	504
TXNL4B	236	286	142	95
TXNRD1	1854	2220	1517	970
TXNRD2	649	893	346	226
TXNRD3	136	162	82	41
TYK2	428	492	240	119
TYMP	28	29	25	7
TYMS	3890	4986	1933	1223
TYRO3	137	187	61	41
TYSND1	724	988	494	235
TYW1	119	148	60	40
TYW1B	5	6	4	3
TYW3	365	418	192	113
TYW5	121	113	75	45
U2AF1L4	49	80	33	31
U2AF2	5261	6997	3022	1909
U2SURP	2973	3369	1659	1248
UACA	834	901	369	325
UAP1	1515	1648	712	460
UAP1L1	92	135	63	42
UBA1	17517	21295	10001	6320
UBA2	9359	10583	4179	2638
UBA3	1272	1304	694	455
UBA5	609	727	353	231
UBA52	6532	8223	2644	1620
UBA6	2007	2206	1022	704
UBA7	1	3	0	1
UBAC1	374	507	205	113
UBAC2	372	443	201	108
UBALD1	291	351	194	112
UBALD2	385	505	204	145
UBAP1	370	442	191	134
UBAP2	867	1071	497	298
UBAP2L	5655	7648	3473	2245
UBASH3B	87	140	34	34
UBB	3473	4142	1955	1196
UBC	5627	7031	4041	2233
UBE2A	1387	1576	738	512
UBE2B	942	1103	453	353
UBE2C	3582	4654	1984	1106
UBE2D1	490	511	245	157
UBE2D2	1449	1412	608	415
UBE2D3	500	717	274	179
UBE2D4	42	44	11	23
UBE2E1	3201	3651	1687	1114
UBE2E2	387	433	183	93
UBE2E3	286	354	101	69
UBE2F	22	23	14	8
UBE2G1	865	1183	547	414
UBE2G2	1064	1408	659	488
UBE2H	400	517	249	152
UBE2I	1801	2056	804	602
UBE2J1	747	912	411	268
UBE2J2	890	1063	523	334
UBE2K	1507	1535	703	503
UBE2L3	577	864	471	231
UBE2M	1148	1307	563	344
UBE2N	1609	1888	1031	519
UBE2O	1079	1603	665	390
UBE2Q1	776	966	420	270
UBE2Q2	102	143	55	35
UBE2R2	647	779	322	193
UBE2S	678	1029	514	292
UBE2T	1638	2074	1079	679
UBE2V2	1107	1120	544	360
UBE2W	29	34	22	12
UBE2Z	851	1090	505	328
UBE3A	798	907	409	287
UBE3B	242	314	151	78
UBE3C	1516	1656	756	490
UBE3D	247	296	136	74
UBE4A	1349	1426	681	471
UBE4B	1228	1472	544	392
UBFD1	616	829	345	267
UBIAD1	316	421	150	114
UBL3	199	211	77	52
UBL4A	496	720	352	201
UBL5	2263	3106	1337	832
UBL7	1377	1700	796	460
UBLCP1	1047	1210	598	398
UBN1	284	313	122	93
UBN2	270	312	154	121
UBOX5	242	294	172	121
UBP1	259	330	124	84
UBQLN1	3587	3963	1736	1153
UBQLN2	1309	1448	714	435
UBQLN4	237	292	107	70
UBR1	1054	1180	696	444
UBR2	1535	1800	848	585
UBR3	1025	1121	573	370
UBR4	5089	6460	3445	1945
UBR5	2177	2387	1153	733
UBR7	1261	1470	602	400
UBTD1	68	76	24	21
UBTD2	154	219	109	54
UBTF	1797	2469	1107	711
UBXN1	1012	1406	583	318
UBXN11	107	169	96	59
UBXN2A	230	255	111	81
UBXN2B	195	210	83	55
UBXN4	1422	1496	656	510
UBXN6	313	420	170	128
UBXN7	953	1031	506	328
UBXN8	394	529	192	100
UCHL1	8334	10813	4637	2947
UCHL3	672	718	352	238
UCHL5	1774	2008	764	607
UCK1	400	560	261	138
UCK2	1481	1919	702	458
UCKL1	353	518	191	122
UCP2	167	165	232	140
UEVLD	240	275	152	103
UFC1	883	1078	428	283
UFD1	1669	2079	868	551
UFL1	725	769	407	265
UFM1	339	451	206	150
UFSP1	47	55	34	19
UFSP2	395	411	162	144
UGCG	401	556	248	189
UGDH	564	775	399	266
UGGT1	1314	1340	640	393
UGGT2	630	609	322	193
UGP2	1094	1173	525	323
UGT3A2	84	97	46	26
UGT8	539	650	272	169
UHMK1	470	510	163	123
UHRF1	1484	2255	945	636
UHRF1BP1	495	527	234	135
UHRF1BP1L	676	649	322	242
UHRF2	268	345	154	74
UIMC1	473	592	252	171
ULBP2	35	57	33	12
ULBP3	178	265	154	81
ULK1	270	384	114	72
