	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
DISC1	123	115	125	95
DISP1	162	132	191	142
DIXDC1	232	238	204	146
DKC1	4523	4534	4324	3383
DLAT	2213	1989	2333	1605
DLC1	393	253	316	273
DLD	2589	2552	2596	1829
DLEC1	35	28	20	26
DLG1	1339	1221	1287	1018
DLG3	374	321	320	211
DLG4	50	43	50	50
DLG5	1119	1009	884	980
DLGAP4	130	90	85	113
DLGAP5	3522	3130	3476	2515
DLK2	37	45	34	37
DLL1	70	65	43	50
DLL3	79	54	49	23
DLST	1013	940	896	776
DLX1	105	103	92	74
DLX2	262	196	212	217
DMAC1	267	283	298	162
DMAC2	298	300	252	194
DMAC2L	195	175	179	118
DMAP1	456	475	437	373
DMBX1	20	12	21	12
DMC1	238	243	204	162
DMD	120	85	118	98
DMKN	627	496	661	426
DMPK	305	234	230	241
DMTF1	1814	1595	1875	1400
DMTN	44	43	30	37
DMWD	325	214	221	237
DMXL1	2742	2291	2436	1877
DMXL2	2044	1826	1889	1436
DNA2	1821	1705	1461	1213
DNAAF2	716	653	541	399
DNAAF3	45	35	37	22
DNAAF4	80	69	55	55
DNAAF5	889	768	648	659
DNAH1	467	366	366	409
DNAH10	59	54	59	60
DNAH11	600	536	553	497
DNAH14	1453	1344	1316	1082
DNAH17	74	74	55	65
DNAH6	247	234	199	223
DNAH7	108	98	89	64
DNAJA1	5777	5715	6176	3776
DNAJA2	2256	2225	2109	1483
DNAJA3	1561	1443	1391	1088
DNAJA4	22	13	17	20
DNAJB1	793	715	794	555
DNAJB11	593	551	592	373
DNAJB12	439	416	472	376
DNAJB14	238	245	257	180
DNAJB2	52	50	64	34
DNAJB4	182	156	159	132
DNAJB5	59	42	60	44
DNAJB6	384	390	493	325
DNAJB7	43	45	41	53
DNAJB9	109	94	127	85
DNAJC1	656	582	616	512
DNAJC10	3310	3175	3034	2236
DNAJC11	1836	1740	1571	1346
DNAJC12	250	251	235	172
DNAJC13	3144	3006	2673	2241
DNAJC14	482	475	558	371
DNAJC16	408	350	334	301
DNAJC17	260	249	231	162
DNAJC18	240	195	193	126
DNAJC19	175	195	150	111
DNAJC2	2233	2249	2231	1645
DNAJC21	1077	1005	1032	778
DNAJC22	35	29	21	16
DNAJC24	198	189	199	122
DNAJC25	184	215	207	143
DNAJC27	62	56	42	48
DNAJC28	51	49	33	39
DNAJC3	936	910	869	622
DNAJC30	48	45	44	27
DNAJC4	42	36	61	40
DNAJC5	394	358	376	273
DNAJC6	357	270	384	274
DNAJC7	3002	2836	2855	2135
DNAJC8	2291	2397	2179	1711
DNAJC9	683	671	657	449
DNAL1	182	165	124	100
DNAL4	65	67	85	46
DNASE1	106	76	85	90
DNASE1L1	268	238	295	208
DNASE1L2	29	28	29	20
DNASE2	222	210	290	171
DND1	73	65	52	54
DNHD1	613	442	408	513
DNLZ	85	91	80	57
DNM1	259	204	194	230
DNM1L	2732	2476	2765	1976
DNM2	2410	2101	2196	2110
DNM3	198	152	137	152
DNMBP	415	336	280	265
DNMT1	6279	5641	5273	5250
DNMT3A	264	254	236	229
DNMT3B	535	470	529	481
DNPEP	469	388	456	349
DNPH1	594	514	478	343
DNTTIP1	515	501	464	335
DNTTIP2	4303	4087	4054	3010
DOC2A	50	32	38	25
DOCK1	2576	2323	2276	1823
DOCK11	1070	1026	926	694
DOCK3	780	632	629	678
DOCK4	915	792	799	682
DOCK5	699	581	505	538
DOCK6	255	191	175	212
DOCK7	3865	3495	3544	2825
DOCK8	72	69	56	68
DOCK9	812	709	737	652
DOHH	158	148	150	110
DOK1	97	70	86	56
DOK3	56	50	43	55
DOK4	36	31	42	31
DOLK	340	273	332	275
DOLPP1	193	158	230	128
DONSON	1131	1032	1191	850
DOP1A	2333	2056	2138	1590
DOP1B	461	414	390	342
DOT1L	794	677	543	650
DPAGT1	236	241	281	245
DPCD	550	558	375	323
DPF1	116	108	116	95
DPF2	610	566	517	494
DPF3	41	46	41	29
DPH1	565	496	580	455
DPH2	834	739	859	559
DPH3	142	135	137	75
DPH5	861	775	765	502
DPH6	162	132	128	85
DPH7	698	639	659	518
DPM1	976	951	993	621
DPM2	112	123	148	80
DPM3	136	131	117	69
DPP3	769	683	700	567
DPP4	35	34	31	18
DPP7	109	89	101	84
DPP8	1162	1023	1007	819
DPP9	776	658	667	696
DPY19L1	647	561	702	434
DPY19L3	582	604	558	506
DPY19L4	654	535	519	394
DPY30	305	284	351	193
DPYSL2	490	388	357	383
DPYSL3	25	34	39	31
DPYSL4	223	187	170	194
DPYSL5	734	657	644	597
DR1	910	855	920	648
DRAM1	18	20	23	17
DRAM2	372	313	414	267
DRAP1	624	729	615	432
DRC3	131	115	111	114
DRG1	2314	2189	2314	1526
DRG2	1320	1245	1286	959
DRICH1	20	19	20	16
DROSHA	2876	2380	1996	2241
DSC2	358	301	302	213
DSC3	575	511	521	398
DSCC1	839	826	772	549
DSE	492	397	535	367
DSG2	1917	1582	1463	1353
DSN1	939	887	862	662
DSP	7377	6513	6010	5440
DST	6961	6630	6182	5268
DSTN	768	709	780	531
DSTYK	721	641	563	529
DTD2	199	173	172	121
DTL	2613	2116	2428	1859
DTNA	238	198	265	193
DTNB	340	304	316	270
DTNBP1	342	311	234	225
DTWD1	144	132	136	99
DTWD2	171	114	142	115
DTX2	45	38	44	34
DTX3	61	52	71	72
DTX3L	135	96	97	90
DTYMK	987	986	841	645
DUS1L	2298	2092	2053	1630
DUS2	421	416	355	229
DUS3L	1052	1024	1041	855
DUS4L	183	154	160	119
DUSP1	136	93	173	123
DUSP10	31	18	35	27
DUSP11	549	537	532	372
DUSP12	522	528	523	371
DUSP14	180	158	218	143
DUSP16	485	374	352	331
DUSP18	36	40	48	39
DUSP19	46	65	51	37
DUSP2	48	41	45	27
DUSP22	127	114	121	108
DUSP3	257	218	254	171
DUSP5	14	16	34	30
DUSP7	162	125	109	97
DUSP8	22	17	29	12
DUSP9	168	155	182	112
DUT	1078	1133	954	626
DVL1	993	914	1070	789
DVL2	842	688	837	658
DVL3	432	386	422	403
DXO	406	373	358	340
DYM	735	588	716	558
DYNC1H1	25794	23582	20833	19630
DYNC1I1	28	12	16	16
DYNC1I2	1177	1114	1219	792
DYNC1LI1	2418	2318	2327	1618
DYNC1LI2	1305	1250	1132	980
DYNC2H1	11061	10543	9741	7343
DYNC2LI1	553	526	470	339
DYNLL1	868	855	991	654
DYNLL2	166	146	154	127
DYNLRB1	245	222	299	206
DYNLT1	582	559	628	346
DYNLT3	162	160	153	89
DYRK1A	1169	1015	1215	938
DYRK1B	101	93	117	101
DYRK2	793	770	727	586
DYRK3	458	382	426	331
DYRK4	230	219	255	181
DZANK1	83	70	68	57
DZIP1	2337	2108	1919	1621
DZIP1L	301	294	226	199
DZIP3	1854	1756	1878	1242
E2F1	703	653	796	594
E2F2	252	238	205	190
E2F3	631	575	592	603
E2F4	1067	823	1107	802
E2F5	489	439	404	295
E2F6	220	225	172	121
E2F7	675	624	594	530
E2F8	609	526	539	450
E4F1	883	770	862	674
EAF1	330	280	335	240
EAF2	89	71	95	51
EAPP	666	588	693	443
EARS2	658	590	594	491
EBAG9	186	161	179	142
EBF2	25	16	20	25
EBF3	205	181	205	154
EBF4	35	20	19	38
EBLN2	138	131	104	112
EBNA1BP2	2746	2843	2755	1864
EBP	348	324	377	275
EBPL	348	302	334	235
ECD	1090	1035	1071	845
ECE1	424	311	340	377
ECEL1	61	46	63	48
ECH1	279	268	232	198
ECHDC1	1411	1300	1320	850
ECHDC2	68	31	46	41
ECHS1	2203	2088	1906	1325
ECI1	747	618	707	450
ECI2	2062	1938	1925	1334
ECM1	14	13	17	20
ECM2	104	118	83	111
ECPAS	6327	5906	5635	4491
ECSIT	572	539	592	420
ECT2	3266	2881	3089	2233
ECT2L	49	39	20	35
EDA	54	36	44	30
EDA2R	52	37	37	28
EDARADD	44	31	35	25
EDC3	880	764	716	771
EDC4	2121	1669	1993	1696
EDDM13	31	33	21	28
EDEM1	774	737	656	537
EDEM2	380	316	407	276
EDEM3	1351	1292	1296	1038
EDF1	1563	1337	1539	918
EDIL3	30	23	29	22
EDNRA	34	28	27	24
EDRF1	2208	1957	2069	1571
EEA1	1365	1184	1176	1034
EED	962	883	821	661
EEF1A1	9061	7929	11587	6681
EEF1A2	224	200	239	206
EEF1AKMT1	198	174	170	113
EEF1AKMT2	113	128	76	82
EEF1AKMT4	61	71	51	39
EEF1AKNMT	1374	1243	1125	983
EEF1B2	1837	1673	1682	981
EEF1D	3825	3620	3794	2845
EEF1E1	334	263	375	265
EEF1G	9806	9181	10034	6797
EEF2	47683	41951	52100	39347
EEF2K	428	391	356	341
EEF2KMT	206	142	153	127
EEFSEC	304	240	198	252
EEPD1	131	130	107	117
EFCAB10	47	48	51	34
EFCAB11	123	136	135	82
EFCAB13	78	61	61	62
EFCAB14	525	478	422	439
EFCAB2	102	76	80	65
EFCAB6	93	76	102	81
EFCAB7	455	392	418	300
EFEMP2	16	15	16	21
EFHC1	398	400	366	305
EFHD1	26	26	17	25
EFHD2	201	184	166	138
EFL1	1236	1109	1143	827
EFNA4	35	24	36	43
EFNA5	127	98	82	97
EFNB1	165	117	158	132
EFNB2	143	109	169	161
EFNB3	19	33	13	11
EFR3A	839	826	802	615
EFR3B	118	95	118	93
EFTUD2	5918	5503	5318	4395
EGFL7	102	77	99	53
EGFL8	70	52	39	50
EGFLAM	16	13	17	17
EGFR	139	128	126	121
EGLN1	705	645	606	476
EGLN2	439	421	411	311
EGLN3	45	37	35	34
EHBP1	1490	1352	1123	1116
EHBP1L1	52	41	42	38
EHD1	322	307	293	260
EHD3	149	145	149	124
EHD4	410	428	482	375
EHHADH	178	175	168	137
EHMT1	1333	1232	1259	1106
EHMT2	1331	1179	1244	1046
EI24	2451	2086	2641	1651
EID1	1268	1239	1117	747
EID2	242	253	209	145
EID2B	40	44	20	19
EID3	102	109	52	50
EIF1	1049	997	663	774
EIF1AD	331	313	276	244
EIF1AX	438	535	529	394
EIF1B	396	355	282	335
EIF2A	2627	2289	2594	1770
EIF2AK1	2367	2117	1959	1934
EIF2AK2	1127	1014	976	762
EIF2AK3	481	412	487	348
EIF2AK4	1942	1701	1648	1342
EIF2B1	1245	1094	1163	824
EIF2B2	765	676	792	517
EIF2B3	1439	1398	1272	966
EIF2B4	793	788	730	580
EIF2B5	949	908	976	775
EIF2D	1632	1539	1622	1225
EIF2S1	1889	1792	1774	1276
EIF2S2	1770	1728	1917	1249
EIF2S3	4119	3624	4274	2895
EIF3A	14368	14106	13848	10418
EIF3B	8719	8497	8030	6079
EIF3C	73	67	99	59
EIF3D	8043	7390	7968	5941
EIF3E	7054	6231	7510	4608
EIF3F	1448	1385	1370	1045
EIF3G	2670	2513	3047	2074
EIF3H	2582	2424	2652	1722
EIF3I	6877	6184	7693	5414
EIF3J	745	723	778	543
EIF3K	3444	3329	3152	2327
EIF3L	6676	5545	7466	4945
EIF3M	6965	6848	6275	4489
EIF4A1	17318	16084	17013	11931
EIF4A2	2874	2822	2920	1983
EIF4A3	3505	3172	3539	2697
EIF4B	3505	3347	3557	2574
EIF4E	242	231	283	157
EIF4E2	781	752	864	532
EIF4E3	110	94	72	59
EIF4EBP1	589	615	476	359
EIF4EBP2	157	128	160	123
EIF4ENIF1	816	779	694	628
EIF4G1	16497	14746	14182	13295
EIF4G2	25221	22180	21514	19438
EIF4G3	4318	3775	3698	3645
EIF4H	1109	958	1365	1021
EIF5	5112	4774	4767	3865
EIF5A	2749	2701	2668	1890
EIF5A2	107	106	77	78
EIF5B	3693	3724	3302	2787
EIF6	830	733	818	577
EIPR1	487	449	410	305
ELAC1	79	77	93	58
ELAC2	3152	2854	3131	2417
ELAVL1	1482	1244	1360	1185
ELAVL2	162	136	189	120
ELF1	388	308	306	289
ELF2	954	852	844	681
ELF4	275	228	177	193
ELK1	493	382	440	346
ELK3	66	71	67	62
ELK4	298	303	256	298
ELL	157	128	160	118
ELL2	229	223	297	216
ELL3	72	49	64	75
ELMO1	31	28	28	16
ELMO2	570	485	464	468
ELMO3	65	59	83	70
ELMOD1	63	49	52	48
ELMOD2	561	545	568	413
ELMOD3	188	112	158	176
ELMSAN1	378	319	284	342
ELOA	2412	2243	2262	1906
ELOB	1827	1670	1751	1118
ELOC	526	500	642	438
ELOF1	335	346	334	217
ELOVL1	330	272	380	242
ELOVL2	153	139	155	132
ELOVL4	290	322	364	224
ELOVL5	915	679	1014	697
ELOVL6	211	162	193	138
ELOVL7	129	127	119	84
ELP1	4925	4466	4478	3477
ELP2	1879	1635	1651	1259
ELP3	688	662	730	486
ELP4	499	372	529	354
ELP5	669	612	723	473
ELP6	747	729	773	552
EMB	319	262	374	246
EMC1	2023	1762	1611	1541
EMC10	703	622	767	515
EMC2	606	631	560	400
EMC3	1078	923	1156	761
EMC4	503	400	496	343
EMC6	103	116	169	102
EMC7	340	321	360	258
EMC8	566	509	556	368
EMC9	217	243	233	174
EMD	856	757	932	770
EME1	621	559	562	374
EME2	162	153	122	129
EMG1	1026	938	928	671
EMID1	36	25	30	21
EMILIN1	29	23	31	23
EMILIN2	665	546	507	463
EMILIN3	203	170	193	148
EML1	530	564	526	459
EML2	155	151	137	132
EML3	214	218	173	203
EML4	2208	2032	2186	1630
EML6	267	219	194	163
EMP2	128	81	138	92
EMP3	63	40	92	55
EMSY	544	438	500	447
EMX1	24	15	10	14
EN2	157	117	105	105
ENAH	2778	2509	3056	2304
ENC1	102	75	75	67
ENDOD1	131	116	137	113
ENDOG	342	324	318	266
ENDOV	89	84	65	72
ENGASE	290	296	288	237
ENHO	16	13	20	14
ENKD1	132	104	106	89
ENO1	42764	38955	44582	30816
ENO2	171	147	140	117
ENO3	24	28	25	15
ENO4	33	37	17	28
ENOPH1	837	841	712	522
ENOSF1	428	399	318	365
ENOX1	215	211	193	179
ENOX2	551	477	512	417
ENPEP	64	68	55	35
ENPP1	636	601	658	437
ENPP4	242	228	245	174
ENPP5	30	32	21	24
ENSA	1074	1065	1197	742
ENTPD1	34	23	29	26
ENTPD4	522	499	462	373
ENTPD5	232	162	202	173
ENTPD6	493	486	482	407
ENTPD7	718	643	666	517
ENTR1	989	971	835	662
ENY2	979	1018	884	614
EOGT	350	249	319	236
EOMES	31	37	32	23
EP300	2917	2235	1788	2541
EP400	1757	1290	930	1535
EPAS1	79	57	52	60
EPB41	3165	2841	2757	2426
EPB41L1	240	199	185	202
EPB41L2	2377	2175	2172	1865
EPB41L3	1036	925	998	648
EPB41L4A	111	87	87	90
EPB41L4B	139	138	109	96
EPB41L5	547	482	519	392
EPC1	597	518	594	556
EPC2	1001	961	1097	877
EPDR1	43	47	35	22
EPG5	970	876	795	696
EPHA10	37	25	40	29
EPHA2	161	138	141	98
EPHA3	397	338	382	273
EPHA4	641	538	543	421
EPHA5	58	56	44	44
EPHA6	520	506	451	379
EPHA7	1156	1084	1012	804
EPHA8	59	51	71	44
EPHB1	51	41	47	67
EPHB2	213	183	232	218
EPHB3	20	22	17	37
EPHB4	1083	1001	986	848
EPHX1	367	307	289	275
EPHX2	131	102	109	89
EPHX4	65	62	51	42
EPM2A	49	38	40	33
EPN1	684	637	472	603
EPN2	424	329	409	349
EPOP	33	37	21	12
EPOR	49	32	48	28
EPPK1	227	196	154	206
EPRS	15319	14458	14433	11050
EPS15	1646	1420	1406	1172
EPS15L1	527	495	523	477
EPS8	476	395	449	357
EPS8L1	40	39	47	26
ERAL1	582	525	590	553
ERAP1	127	121	141	113
ERBB2	588	543	555	463
ERBB3	36	30	16	26
ERBB4	120	123	122	108
ERBIN	2590	2295	2577	1857
ERC1	1289	1215	914	937
ERC2	381	304	311	298
ERCC1	501	453	463	344
ERCC2	563	476	532	477
ERCC3	1879	1656	1728	1401
ERCC4	637	659	506	486
ERCC6	879	873	849	685
ERCC6L	1850	1597	1799	1353
ERCC6L2	1151	1016	1027	801
ERCC8	474	502	482	363
ERF	214	174	210	181
ERFE	33	24	16	14
ERG28	215	158	192	139
ERGIC1	429	343	622	412
ERGIC2	1002	976	1076	688
ERGIC3	2404	2165	2547	1748
ERH	1396	1483	1764	1087
ERI1	410	374	334	272
ERI2	681	593	655	462
ERI3	905	789	876	653
ERICH1	247	225	235	182
ERICH5	61	61	54	40
ERLEC1	669	600	631	456
ERLIN1	500	485	439	353
ERLIN2	582	514	531	405
ERMAP	110	105	92	81
ERMARD	322	296	314	255
ERMP1	350	297	321	267
ERN1	138	123	116	118
ERO1A	1484	1385	1146	963
ERO1B	315	311	280	229
ERP29	1029	989	1221	742
ERP44	848	778	872	651
ERRFI1	273	254	342	219
ERV3-1	94	84	76	77
ERVFRD-1	148	132	101	109
ERVK3-1	351	370	325	237
ESCO1	943	872	873	656
ESCO2	619	534	617	426
ESD	2610	2416	2436	1706
ESF1	1553	1663	1684	1191
ESPL1	2440	1938	1822	1943
ESPNL	78	62	50	32
ESR2	32	36	24	23
ESRP2	257	209	203	225
ESRRA	227	217	233	168
ESRRG	37	45	34	29
ESS2	749	764	681	597
ESYT1	2465	2216	2257	1992
ESYT2	1185	1029	1217	938
ETAA1	714	702	786	493
ETF1	3500	3460	3315	2314
ETFA	3298	3099	3244	2131
ETFB	999	981	900	711
ETFBKMT	23	16	16	20
ETFDH	893	789	805	590
ETFRF1	57	93	76	53
ETHE1	94	88	109	92
ETNK1	1069	916	965	758
ETNK2	149	161	145	113
ETNPPL	28	23	21	18
ETS2	371	279	308	288
ETV1	24	22	36	25
ETV3	240	238	323	261
ETV6	39	31	33	25
EVC	499	449	267	340
EVI2B	60	57	34	35
EVI5	1155	1035	1004	881
EVI5L	180	156	159	131
EVL	381	313	287	292
EWSR1	6544	6486	7285	5100
EXD2	487	450	345	318
EXD3	32	33	20	19
EXO1	4194	3981	3733	2954
EXO5	64	71	79	64
EXOC1	1070	1039	1104	730
EXOC2	1656	1475	1584	1147
EXOC3	713	668	661	583
EXOC4	1492	1308	1440	1128
EXOC5	1346	1284	1251	994
EXOC6	1116	1036	1009	827
EXOC6B	1039	847	876	787
EXOC7	1420	1233	1533	1115
EXOC8	1549	1413	1341	1131
EXOG	473	431	345	327
EXOSC1	430	382	422	284
EXOSC10	3353	3002	3415	2443
EXOSC2	1673	1649	1603	1164
EXOSC3	1031	942	910	596
EXOSC4	536	444	393	314
EXOSC5	455	476	401	282
EXOSC6	159	196	85	77
EXOSC7	1172	1120	1026	786
EXOSC8	1382	1320	1158	859
EXOSC9	2053	2002	1987	1423
EXPH5	694	523	510	441
EXT1	838	706	924	761
EXT2	1566	1485	1634	1139
EXTL2	292	218	252	227
EXTL3	468	430	452	361
EYA1	236	232	259	234
EYA2	67	48	82	40
EYA3	1079	789	974	812
EYA4	447	445	528	361
EYS	112	106	113	116
EZH1	399	360	353	338
EZH2	1817	1708	1725	1341
EZR	2228	2210	2397	1669
F11R	202	202	172	163
F12	42	40	40	26
F2R	156	145	145	113
F2RL1	209	167	180	113
F3	29	30	23	24
F8	124	109	115	110
FAAH	19	33	32	32
FAAH2	30	38	28	26
FAAP100	659	564	618	514
FAAP20	93	100	103	75
FAAP24	73	65	59	54
FABP3	34	21	23	28
FADD	262	212	251	146
FADS1	516	397	579	379
FADS2	425	340	489	311
FADS3	84	72	73	53
FAF1	2546	2308	2311	1774
FAF2	1052	999	1258	923
FAH	463	401	443	333
FAHD1	299	292	252	180
FAHD2A	234	197	201	175
FAHD2B	73	69	77	59
FAIM	933	864	778	501
FAM102A	67	59	55	43
FAM102B	281	259	238	179
FAM104A	139	144	126	100
FAM104B	182	154	181	98
FAM107B	129	128	127	88
FAM110B	55	45	43	46
FAM114A1	57	78	80	48
FAM114A2	511	472	522	360
FAM117A	162	105	113	121
FAM117B	276	249	246	269
FAM118A	251	223	235	164
FAM118B	508	441	437	340
FAM120A	2965	2727	2702	2627
FAM120AOS	137	109	131	96
FAM120B	1390	1174	1183	1073
FAM120C	233	183	205	184
FAM122A	170	159	183	117
FAM122B	515	377	350	402
FAM124A	20	19	12	21
FAM126A	857	775	860	625
FAM126B	491	428	456	352
FAM129A	43	41	52	26
FAM129B	834	746	856	591
FAM131A	41	27	28	20
FAM133B	130	145	125	123
FAM135A	1329	1195	1233	918
FAM136A	421	373	389	284
FAM13A	810	799	702	610
FAM13B	1386	1245	1238	1150
FAM13C	68	53	44	31
FAM149A	53	44	35	41
FAM149B1	370	339	288	267
FAM151B	86	50	52	40
FAM155B	70	64	81	67
FAM160A1	236	183	171	172
FAM160A2	432	385	420	363
FAM160B1	487	428	430	347
FAM160B2	129	95	116	90
FAM161A	328	337	286	207
FAM161B	86	82	92	81
FAM162A	873	893	801	558
FAM166A	56	46	92	52
FAM168A	82	59	94	78
FAM168B	365	273	446	299
FAM169A	990	898	814	629
FAM171A1	633	577	597	486
FAM171A2	112	103	97	70
FAM171B	372	335	405	285
FAM172A	295	319	297	235
FAM173A	250	226	186	117
FAM174A	89	64	70	46
FAM177A1	265	238	273	189
FAM184A	798	765	683	509
FAM184B	98	62	52	53
FAM185A	107	99	76	70
FAM186B	114	82	69	90
FAM189A1	29	13	23	21
FAM189B	414	342	272	321
FAM192A	505	506	586	413
FAM193A	612	520	436	483
FAM193B	544	404	379	429
FAM199X	1297	1125	1362	1032
FAM200A	266	248	239	181
FAM200B	379	362	318	216
FAM204A	887	934	718	501
FAM206A	135	130	130	94
FAM207A	174	201	146	117
FAM20A	24	13	18	18
FAM20B	815	752	704	581
FAM20C	37	47	49	35
FAM210A	259	248	234	197
FAM210B	139	130	105	85
FAM214A	283	218	216	195
FAM214B	12	17	17	14
FAM216A	592	512	582	414
FAM217B	452	385	429	342
FAM219A	78	76	76	57
FAM219B	227	234	199	155
FAM221A	62	58	49	33
FAM222A	38	20	45	41
FAM222B	80	57	66	84
FAM227A	134	126	138	120
FAM227B	30	30	40	16
FAM228B	19	17	15	16
FAM229B	155	140	113	102
FAM234A	33	34	40	28
FAM234B	479	444	397	364
FAM241A	115	101	91	88
FAM241B	20	13	38	28
FAM32A	373	341	259	188
FAM3A	349	331	362	267
FAM3C	22	40	33	27
FAM45A	82	59	55	45
FAM49B	1194	1135	1239	807
FAM50A	1393	1513	1500	1030
FAM50B	34	31	39	22
FAM53A	23	17	24	18
FAM53B	393	360	355	312
FAM53C	337	311	518	364
FAM57A	225	209	207	159
FAM71E1	37	28	26	21
FAM72A	42	41	28	34
FAM72B	27	39	28	34
FAM76A	336	327	349	255
FAM76B	289	291	326	206
FAM78A	17	12	20	20
FAM81A	85	40	64	48
FAM83B	122	83	82	78
FAM83D	964	835	889	731
FAM83G	336	313	256	253
FAM83H	170	166	146	136
FAM84B	255	226	246	201
FAM89A	128	125	94	64
FAM89B	84	61	61	49
FAM8A1	338	367	302	246
FAM91A1	1204	1135	1168	897
FAM92A	413	387	377	255
FAM95C	69	56	40	40
FAM98A	1291	1217	1256	971
FAM98B	515	334	334	393
FAM98C	79	69	62	38
FAN1	836	766	754	588
FANCA	2265	1765	1722	1749
FANCB	1286	1240	1112	848
FANCC	421	364	370	333
FANCD2	4285	3867	3727	3154
FANCE	431	333	322	255
FANCG	733	633	650	540
FANCI	6473	5999	6034	4815
FANCL	837	868	805	581
FANCM	1700	1667	1603	1362
FAR1	2069	1937	1902	1484
FAR2	496	458	536	424
FARP1	506	390	431	433
FARP2	749	618	680	517
FARS2	449	428	438	319
FARSA	2304	2176	2007	1579
FARSB	2136	1738	2080	1686
FAS	82	73	64	59
FASN	12103	8956	6676	10110
FASTK	865	813	866	609
FASTKD1	1137	1055	1130	872
FASTKD2	1681	1505	1540	1052
FASTKD3	431	421	474	321
FASTKD5	1106	803	949	712
FAT1	5781	5042	5023	4254
FAT2	110	83	81	103
FAT3	405	352	348	293
FAT4	662	597	601	534
FAU	3797	3386	4176	2680
FAXC	187	183	135	144
FAXDC2	69	54	53	54
FBF1	400	343	390	303
FBH1	1821	1669	1723	1378
FBL	3417	3380	3262	2657
FBLIM1	40	40	35	30
FBLN1	219	191	167	147
FBLN2	22	16	32	17
FBLN5	43	43	39	22
FBN1	1055	902	822	729
FBN2	3808	3296	2928	2760
FBRS	374	265	248	316
FBRSL1	346	278	234	238
FBXL12	158	136	146	97
FBXL13	76	58	46	49
FBXL14	163	130	184	129
FBXL15	177	147	109	90
FBXL17	180	159	182	143
FBXL18	175	158	149	159
FBXL19	862	689	675	530
FBXL2	201	164	183	155
FBXL20	239	207	219	231
FBXL3	1246	1130	1165	849
FBXL4	629	589	592	498
FBXL5	1302	1161	1149	800
FBXL6	263	234	241	191
FBXL8	43	36	29	19
FBXO10	476	322	375	344
FBXO11	1313	1067	835	849
FBXO16	48	54	42	45
FBXO17	63	50	48	42
FBXO21	1180	1048	1136	775
FBXO22	1392	1278	1122	876
FBXO25	218	191	256	170
FBXO27	13	17	17	11
FBXO28	1233	1051	1119	866
FBXO3	824	759	770	549
FBXO30	1152	961	938	791
FBXO31	228	240	184	158
FBXO32	78	69	74	57
FBXO33	416	483	502	338
FBXO34	724	606	731	478
FBXO36	11	18	21	16
FBXO38	877	758	794	642
FBXO4	177	175	176	124
FBXO41	43	40	35	24
FBXO42	628	583	636	530
FBXO44	103	84	96	65
FBXO45	154	129	145	102
FBXO46	148	140	132	155
FBXO48	25	16	20	23
FBXO5	1762	1661	1722	1295
FBXO7	1955	1560	1845	1335
FBXO8	230	218	205	157
FBXO9	1694	1469	1399	1139
FBXW11	1245	1240	1128	950
FBXW2	957	909	825	741
FBXW4	253	208	242	167
FBXW5	833	725	842	611
FBXW7	635	558	652	503
FBXW8	310	301	203	230
FBXW9	197	216	239	197
FCF1	486	461	401	305
FCGRT	73	81	74	64
FCHO1	34	39	33	21
FCHO2	440	416	419	328
FCHSD1	111	94	98	83
FCHSD2	490	430	390	361
FDFT1	1811	1682	1883	1385
FDPS	2939	2608	2808	1975
FDX1	241	280	216	144
FDX2	135	108	100	72
FDXACB1	146	115	107	91
FDXR	296	300	268	227
FECH	635	525	597	404
FEM1A	813	778	915	753
FEM1B	2104	1826	2002	1392
FEM1C	578	489	460	436
FEN1	2140	2063	2035	1552
FER	592	527	531	391
FER1L5	39	50	52	47
FERMT1	57	48	35	36
FERMT2	1134	1073	1196	922
FEZ1	66	60	57	44
FEZ2	470	483	374	322
FGD1	417	351	321	346
FGD4	106	107	101	89
FGD6	251	203	212	208
FGF2	81	68	54	37
FGF9	14	22	15	14
FGFR1	581	453	493	488
FGFR1OP	1076	1000	840	703
FGFR1OP2	555	523	544	360
FGFR2	546	449	494	399
FGFR3	638	545	609	564
FGFR4	221	171	193	175
FGFRL1	196	173	198	170
FGGY	117	106	88	70
FH	2190	1934	2296	1539
FHAD1	49	41	43	43
FHDC1	24	29	32	21
FHIT	47	49	40	38
FHL1	811	747	731	581
FHL2	146	148	143	96
FHL3	47	39	34	37
FHOD1	637	599	492	553
FHOD3	205	208	197	163
FIBP	797	744	793	605
FICD	72	66	62	70
FIG4	601	588	608	461
FIGN	219	174	128	134
FIGNL1	1829	1630	1932	1358
FILIP1L	466	446	394	372
FIP1L1	594	532	809	471
FIS1	669	649	607	395
FITM2	108	87	85	70
FIZ1	20	24	19	22
FJX1	135	104	96	62
FKBP10	1058	982	1178	871
FKBP11	97	76	75	102
FKBP14	350	319	277	206
FKBP15	1093	908	1027	888
FKBP1A	101	96	81	63
FKBP1B	33	28	36	20
FKBP3	1783	1805	1672	1367
FKBP4	6809	6262	6295	4727
FKBP5	591	605	540	492
FKBP7	174	140	149	128
FKBP8	1506	1499	1300	1026
FKBP9	220	201	183	145
FKBPL	323	254	281	197
FKRP	120	103	109	103
FKTN	456	422	432	334
FLAD1	1196	1079	1150	856
FLCN	758	615	647	535
FLII	5389	4836	5626	4177
FLNA	11470	9636	10328	10655
FLNB	5470	4887	4989	4498
FLNC	1110	911	851	917
