	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek
TMED5	1301	1818	869	903
TMED7-TICAM2	597	859	305	351
TMED8	392	556	339	297
TMED9	1371	2054	1124	1144
TMEM101	198	287	143	132
TMEM102	44	76	34	43
TMEM104	90	176	115	80
TMEM106B	808	1262	542	477
TMEM106C	2336	3391	1363	1183
TMEM109	641	965	466	408
TMEM11	408	480	215	218
TMEM110-MUSTN1	448	659	313	303
TMEM115	717	897	523	467
TMEM116	95	125	46	45
TMEM117	182	274	135	94
TMEM120A	128	208	55	50
TMEM120B	256	356	189	163
TMEM123	1454	1939	594	442
TMEM126A	412	577	271	170
TMEM126B	919	1318	491	449
TMEM127	71	107	52	44
TMEM128	188	266	96	116
TMEM129	274	378	176	150
TMEM131	1435	2371	1224	1038
TMEM132A	437	686	338	307
TMEM134	77	102	38	32
TMEM135	514	799	318	254
TMEM136	110	119	56	54
TMEM138	209	335	128	88
TMEM141	283	435	175	148
TMEM143	58	95	43	47
TMEM144	149	233	78	78
TMEM147	1342	1851	736	682
TMEM14A	338	470	226	189
TMEM14B	620	830	325	268
TMEM14C	425	581	255	243
TMEM160	155	227	89	82
TMEM161A	857	1176	594	536
TMEM161B	543	750	341	312
TMEM164	217	367	150	127
TMEM165	1236	1819	789	731
TMEM167A	455	567	252	225
TMEM167B	81	98	63	59
TMEM168	662	971	465	433
TMEM170A	130	169	80	76
TMEM170B	62	89	82	88
TMEM175	147	222	98	67
TMEM177	507	649	319	256
TMEM179B	405	615	270	251
TMEM18	476	708	362	299
TMEM180	142	190	97	92
TMEM181	739	1092	515	456
TMEM183A	2645	3863	1851	1604
TMEM184B	448	838	375	270
TMEM184C	622	913	406	316
TMEM185A	338	400	224	197
TMEM185B	204	338	160	127
TMEM186	117	164	103	100
TMEM189-UBE2V1	587	916	582	514
TMEM19	509	730	296	260
TMEM192	501	718	299	282
TMEM194A	849	1259	739	707
TMEM194B	138	187	104	87
TMEM199	194	302	159	148
TMEM2	881	1232	542	455
TMEM201	191	341	190	161
TMEM203	180	197	129	112
TMEM205	398	504	225	167
TMEM206	551	756	386	301
TMEM208	428	549	271	273
TMEM209	959	1380	663	511
TMEM214	505	780	393	364
TMEM216	78	96	49	47
TMEM218	67	109	41	33
TMEM219	368	595	291	263
TMEM222	257	405	145	144
TMEM223	208	351	134	79
TMEM230	488	657	248	204
TMEM231	76	91	64	43
TMEM234	62	118	28	34
TMEM237	1238	1826	770	628
TMEM241	120	184	108	68
TMEM242	262	343	163	184
TMEM243	236	385	150	121
TMEM245	1161	1789	874	771
TMEM246	272	420	220	163
TMEM248	653	925	393	315
TMEM25	88	128	68	60
TMEM251	130	165	109	86
TMEM256	311	448	213	132
TMEM258	814	1186	360	253
TMEM259	1261	1820	766	661
TMEM260	204	338	167	151
TMEM30A	966	1276	659	626
TMEM33	1427	2146	1019	922
TMEM38A	47	67	28	24
TMEM38B	978	1250	619	573
TMEM39A	596	870	292	226
TMEM39B	368	482	248	234
TMEM41A	163	248	119	104
TMEM41B	505	725	303	280
TMEM42	78	74	53	39
TMEM43	907	1354	659	573
TMEM45A	136	170	79	63
TMEM47	71	103	56	41
TMEM5	739	1026	542	418
TMEM50A	752	1071	472	471
TMEM54	64	129	48	32
TMEM55B	321	448	185	174
TMEM56	183	285	122	103
TMEM57	783	1126	525	430
TMEM59	1748	2557	1197	1024
TMEM60	154	239	101	98
TMEM62	276	405	161	158
TMEM63A	269	456	220	181
TMEM63B	417	552	272	207
TMEM64	220	313	154	130
TMEM65	258	387	212	155
TMEM66	1458	2003	876	842
TMEM67	669	917	431	388
TMEM68	169	242	129	117
TMEM69	469	728	282	235
TMEM70	864	1124	509	465
TMEM74	65	60	23	20
TMEM74B	45	57	23	39
TMEM80	85	115	38	46
TMEM81	69	120	57	66
TMEM87A	1047	1446	689	704
TMEM87B	131	198	92	97
TMEM8A	554	756	288	292
TMEM9	590	823	349	312
TMEM97	369	638	263	189
TMEM98	330	482	205	209
TMEM99	203	270	141	114
TMEM9B	206	268	121	84
TMF1	2547	3442	1840	1684
TMLHE	578	865	432	342
TMOD2	161	223	115	95
TMOD3	543	826	399	380
TMPO	3532	5370	2499	2313
TMPPE	88	196	122	81
TMSB10	206	331	176	104
TMSB15A	49	69	36	35
TMSB15B	63	97	43	38
TMSB4X	58	93	62	67
TMTC1	333	477	222	169
TMTC2	200	320	158	122
TMTC3	2369	3435	1654	1431
TMTC4	484	710	312	296
TMUB1	336	457	222	210
TMUB2	233	293	151	107
TMX1	2334	3064	1572	1504
TMX2	1320	2005	736	714
TMX3	661	971	473	505
TMX4	716	950	450	504
TNFAIP1	173	272	114	127
TNFAIP3	90	138	74	53
TNFAIP8	93	109	44	40
TNFRSF10B	716	1024	526	507
TNFRSF10D	206	336	144	135
TNFRSF11A	124	193	85	74
TNFRSF19	44	74	30	31
TNFRSF1A	214	287	185	163
TNFRSF21	244	345	192	189
TNIK	956	1295	670	592
TNIP1	781	1098	576	552
TNIP2	322	399	233	237
TNK2	183	288	215	150
TNKS	1006	1588	867	769
TNKS1BP1	813	1321	864	824
TNKS2	2278	3577	1833	1625
TNNI3	97	113	53	53
TNNT1	132	180	102	107
TNPO1	9063	12785	5838	5136
TNPO2	1862	2738	1452	1212
TNPO3	3199	4367	2260	2122
TNRC18	1070	2074	1362	1204
TNRC6A	2482	3765	2041	1741
TNRC6B	1950	2867	1482	1242
TNRC6C	412	813	460	397
TNS3	141	186	85	73
TOB1	265	444	217	199
TOB2	153	214	136	137
TOE1	817	1148	553	511
TOLLIP	141	211	121	105
TOM1	357	499	218	206
TOM1L1	1137	1675	753	654
TOM1L2	367	608	352	309
TOMM20	4582	6486	2766	2582
TOMM22	2385	3356	1555	1465
TOMM34	1107	1569	788	785
TOMM40	3308	4698	2000	1779
TOMM40L	312	429	204	213
TOMM5	194	250	212	256
TOMM6	890	1146	616	580
TOMM7	1164	1447	761	576
TOMM70A	3445	5243	2616	2361
TONSL	1135	1780	985	805
TOP1	3124	5028	3427	3222
TOP1MT	659	942	454	415
TOP2A	14126	20335	10367	9739
TOP2B	12661	18214	9763	9621
TOP3A	1898	3018	1637	1375
TOP3B	1253	1813	920	850
TOPBP1	5161	7773	3731	3399
TOPORS	2227	3032	1299	1189
TOR1A	734	1047	518	410
TOR1AIP1	1193	1755	761	683
TOR1AIP2	2026	3118	1583	1309
TOR1B	251	372	188	164
TOR2A	123	160	87	57
TOR3A	829	1212	620	587
TOX4	1367	1959	732	602
TP53	905	1240	688	580
TP53BP1	3190	4807	2571	2340
TP53BP2	2697	3996	2084	1886
TP53I11	48	79	36	39
TP53I13	209	239	151	110
TP53I3	121	129	66	65
TP53INP1	50	70	30	21
TP53RK	440	632	300	298
TP73	85	116	65	50
TPBG	139	209	94	67
TPCN1	160	301	155	132
TPCN2	211	340	159	177
TPD52	403	550	300	217
TPD52L1	166	265	110	107
TPD52L2	495	696	402	370
TPGS1	97	137	58	54
TPGS2	809	1167	596	504
TPI1	15526	21993	11151	10779
TPM1	586	781	440	461
TPM2	94	94	54	76
TPM3	2156	2923	1755	1658
TPM4	843	1177	671	783
TPMT	686	962	456	467
TPP1	262	535	309	284
TPP2	3093	4403	2070	1874
TPR	26081	33235	17569	16808
TPRA1	327	499	199	155
TPRG1L	108	148	66	67
TPRKB	909	1301	470	462
TPRN	393	491	236	223
TPST1	327	500	214	194
TPST2	237	316	155	125
TPT1	18615	24880	11052	10398
TPX2	4691	7282	3944	3593
TRA2A	1726	2646	1139	1018
TRA2B	4127	5670	2260	2064
TRABD	625	887	514	462
TRADD	61	89	33	41
TRAF2	454	694	391	432
TRAF3	673	978	539	523
TRAF3IP1	603	730	408	387
TRAF3IP2	108	148	78	63
TRAF4	482	693	308	255
TRAF5	235	375	200	210
TRAF6	434	711	332	298
TRAF7	964	1570	681	549
TRAFD1	1194	1615	751	653
TRAIP	676	861	422	435
TRAK1	606	982	550	499
TRAK2	737	1098	489	428
TRAM1	3385	4655	1760	1447
TRAM1L1	70	106	34	34
TRAM2	115	221	124	93
TRAP1	6066	8371	4108	3932
TRAPPC1	206	348	185	143
TRAPPC10	1598	2536	1285	1246
TRAPPC11	1194	1743	832	779
TRAPPC12	714	1133	554	524
TRAPPC13	957	1395	589	588
TRAPPC2	188	241	134	119
TRAPPC2L	816	1186	471	487
TRAPPC3	752	1034	469	472
TRAPPC4	784	1112	476	422
TRAPPC5	503	706	297	234
TRAPPC6A	85	84	42	46
TRAPPC6B	211	302	106	111
TRAPPC8	2105	3061	1431	1354
TRAPPC9	275	522	307	223
TRDMT1	195	285	138	144
TREX1	45	98	39	27
TRIAP1	46	54	34	39
TRIB1	222	395	153	110
TRIB3	179	243	132	130
TRIM11	559	894	447	415
TRIM13	638	871	411	409
TRIM14	76	131	78	92
TRIM16	338	493	291	248
TRIM16L	369	522	259	217
TRIM2	496	724	322	290
TRIM21	105	172	85	80
TRIM23	768	991	531	536
TRIM24	1493	2158	1048	828
TRIM25	515	779	394	324
TRIM26	473	690	334	356
TRIM27	2627	3679	1719	1518
TRIM28	12463	18496	9365	8149
TRIM3	145	212	102	104
TRIM32	329	436	294	258
TRIM33	2482	3930	1888	1716
TRIM35	185	344	191	171
TRIM36	127	176	90	86
TRIM37	2384	3520	1741	1635
TRIM38	108	158	111	93
TRIM39-RPP21	516	732	408	304
TRIM4	522	770	405	351
TRIM41	702	901	440	520
TRIM44	384	488	273	286
TRIM45	163	219	129	120
TRIM47	53	54	34	36
TRIM5	68	111	40	52
TRIM52	214	293	187	192
TRIM59	606	811	445	437
TRIM62	47	88	51	25
TRIM65	626	856	413	325
TRIM66	118	250	153	121
TRIM68	147	203	125	98
TRIM71	114	143	92	95
TRIM8	255	423	239	236
TRIM9	249	387	194	200
TRIO	3015	4854	2625	2228
TRIOBP	436	640	350	308
TRIP10	465	571	293	291
TRIP11	2458	2978	1648	1627
TRIP12	9519	14577	7085	5959
TRIP13	1524	2193	882	802
TRIP4	291	500	261	229
TRIP6	972	1414	671	670
TRIT1	578	911	410	381
TRMT1	1888	2719	1237	1141
TRMT10A	456	674	289	248
TRMT10B	85	134	80	82
TRMT10C	3621	5384	2228	2177
TRMT11	1779	2537	1370	1369
TRMT112	2002	2621	1238	1096
TRMT12	511	672	410	347
TRMT13	629	887	465	513
TRMT1L	1250	1969	887	876
TRMT2A	1853	2420	1173	1156
TRMT2B	625	937	478	438
TRMT44	505	759	380	345
TRMT5	917	1328	603	540
TRMT6	1250	1766	876	800
TRMT61A	469	646	278	251
TRMT61B	507	732	384	352
TRMU	1100	1590	732	760
TRNAU1AP	773	1180	584	531
TRNT1	527	776	441	487
TRO	777	1132	509	447
TROAP	702	1197	592	480
TROVE2	2335	3102	1592	1530
TRPC1	694	1033	491	509
TRPC3	67	117	58	53
TRPC4AP	2585	3644	1725	1580
TRPM4	67	100	63	75
TRPM7	2874	4251	2122	1910
TRPS1	788	1274	615	552
TRPT1	201	288	108	115
TRPV1	188	300	189	158
TRRAP	4508	8808	5328	4410
TRUB1	991	1423	671	570
TRUB2	952	1354	631	562
TSC1	800	1235	631	580
TSC2	1785	2934	1566	1348
TSC22D1	563	969	519	440
TSC22D2	389	703	338	277
TSC22D3	492	704	371	395
TSC22D4	121	222	105	102
TSEN15	253	408	191	182
TSEN2	739	1054	478	451
TSEN34	818	1153	473	403
TSEN54	593	791	387	365
TSFM	1465	2044	953	857
TSG101	841	1268	482	412
TSGA10	93	184	90	91
TSHZ1	539	804	381	331
TSHZ2	45	89	49	39
TSHZ3	75	141	101	75
TSKU	62	72	40	30
TSN	1468	2054	953	879
TSNARE1	93	119	63	58
TSNAX	2354	3305	1570	1509
TSNAXIP1	45	60	28	33
TSPAN12	168	287	122	104
TSPAN13	242	392	146	154
TSPAN14	76	101	52	52
TSPAN15	170	271	119	99
TSPAN17	340	460	179	162
TSPAN3	3671	5205	2228	1823
TSPAN31	139	168	90	78
TSPAN33	129	199	100	77
TSPAN4	153	169	108	84
TSPAN5	113	159	74	59
TSPAN6	1237	1800	772	743
TSPAN7	39	87	53	44
TSPAN9	73	87	45	40
TSPO	407	562	268	193
TSPYL1	3367	4460	2151	2049
TSPYL2	624	887	419	363
TSPYL4	117	183	104	88
TSR1	6018	7750	3892	3663
TSR2	487	582	338	355
TSR3	673	823	522	506
TSSC1	511	750	366	323
TSSC4	441	613	274	242
TST	565	733	329	259
TSTA3	629	799	368	307
TSTD2	341	508	334	271
TTBK2	534	833	371	363
TTC1	1161	1531	659	706
TTC12	610	942	430	370
TTC13	1506	2253	1139	1062
TTC14	1040	1455	741	742
TTC17	1692	2608	1162	981
TTC18	97	152	78	77
TTC19	808	1181	567	541
TTC21B	1537	2239	1113	988
TTC23	378	524	262	251
TTC26	697	982	447	363
TTC27	1827	2661	1178	1156
TTC28	1251	2324	1280	1034
TTC3	7246	11337	5970	5376
TTC30A	253	335	183	149
TTC30B	259	300	164	157
TTC31	197	284	171	141
TTC32	210	231	129	99
TTC33	264	384	224	250
TTC37	7300	10312	4907	4329
TTC38	771	1126	537	490
TTC39A	147	202	71	94
TTC39B	106	172	94	87
TTC39C	176	267	151	129
TTC4	1799	2433	1209	1120
TTC5	653	933	491	489
TTC7A	186	283	168	159
TTC7B	589	901	536	432
TTC8	509	699	327	291
TTC9C	258	334	194	171
TTF1	1006	1546	766	736
TTF2	3964	6001	3072	2911
TTI1	1732	2600	1299	1092
TTI2	368	481	225	206
TTK	3496	5348	2252	2016
TTL	514	736	346	274
TTLL1	79	96	45	50
TTLL11	124	200	98	87
TTLL12	2309	3191	1525	1401
TTLL3	333	547	311	253
TTLL4	1226	1894	1077	908
TTLL5	996	1567	887	759
TTLL7	288	433	215	192
TTPAL	218	302	185	150
TTYH2	48	81	37	25
TTYH3	135	296	218	183
TUB	638	891	500	459
TUBA1A	30699	41789	14435	12557
TUBA1B	66900	91464	33690	29728
TUBA1C	42606	58856	21885	19319
TUBA8	57	100	44	40
TUBB	30644	42406	16093	12980
TUBB2A	2066	2860	1062	899
TUBB2B	2192	3052	1141	990
TUBB3	858	1346	400	319
TUBB4A	636	1021	433	311
TUBB4B	8285	11636	4900	4304
TUBB4Q	490	556	264	218
TUBB6	946	1288	598	521
TUBB8	275	310	147	117
TUBD1	272	407	216	172
TUBE1	771	1000	414	367
TUBG1	2014	2898	1220	1087
TUBG2	782	1134	498	423
TUBGCP2	2976	4256	1805	1628
TUBGCP3	919	1409	709	667
TUBGCP4	842	1339	747	662
TUBGCP5	1308	1991	1022	895
TUBGCP6	2071	3036	1656	1349
TUFM	6794	9500	4350	3968
TUFT1	227	346	118	126
TULP3	282	422	250	222
TULP4	379	653	431	368
TUSC1	60	80	45	61
TUSC2	188	215	158	143
TUSC3	1165	1731	691	658
TUT1	366	597	277	269
TVP23B	1079	1571	861	874
TVP23C	549	891	526	548
TWF1	1670	2226	830	820
TWISTNB	1053	1401	692	657
TWSG1	317	418	202	196
TXLNA	3480	5056	2388	2269
TXLNG	1858	2438	1204	1244
TXN	9823	13412	7171	6777
TXN2	507	635	300	288
TXNDC11	673	920	412	337
TXNDC12	484	606	321	343
TXNDC15	421	605	309	294
TXNDC16	804	1261	626	555
TXNDC17	1141	1693	830	779
TXNDC5	4218	6152	2933	2670
TXNDC9	827	1124	557	492
TXNIP	159	228	130	105
TXNL1	834	1250	537	498
TXNL4A	1122	1738	696	632
TXNL4B	120	147	126	87
TXNRD1	4309	6090	3010	2961
TXNRD2	509	731	363	363
TXNRD3	466	755	410	396
TYK2	1412	2017	952	785
TYMS	1053	1976	1150	924
TYRO3	571	829	405	349
TYSND1	303	456	220	201
TYW1	1099	1536	828	783
TYW1B	563	842	455	447
TYW3	983	1322	605	628
TYW5	198	292	150	131
U2AF1	2018	2612	1559	1557
U2AF1L4	54	55	29	28
U2AF2	5687	8043	3449	3262
U2SURP	13183	18780	9247	9059
UACA	2113	2547	1504	1519
UAP1	2536	3645	1568	1499
UAP1L1	62	77	66	65
UBA1	12354	18407	8629	7541
UBA2	5858	8041	3657	3234
UBA3	2166	3050	1345	1405
UBA5	1079	1463	750	756
UBA52	9611	14023	6240	5551
UBA6	3472	5027	2285	2056
UBAC1	955	1217	626	576
UBAC2	582	730	333	284
UBALD2	63	78	34	26
UBAP1	728	1065	470	417
UBAP2	1379	2077	966	790
UBAP2L	4316	6873	3606	2877
UBASH3B	66	119	36	31
UBB	18658	24846	12646	13108
UBBP4	7004	9804	4337	4315
UBC	71654	103950	39107	35736
UBE2A	512	774	241	254
UBE2B	268	285	146	161
UBE2C	1925	2572	1032	867
UBE2D1	244	351	118	130
UBE2D2	1084	1522	614	567
UBE2D3	2651	3944	1270	998
UBE2D4	56	74	37	29
UBE2E1	1667	2509	799	579
UBE2E2	266	474	230	174
UBE2E3	532	904	434	354
UBE2F	450	602	247	212
UBE2G1	441	707	346	345
UBE2G2	711	1030	616	607
UBE2H	136	198	108	123
UBE2I	1086	1414	600	590
UBE2J1	919	1213	507	522
UBE2J2	642	915	419	344
UBE2K	579	849	497	440
UBE2L3	2165	3109	1256	1123
UBE2M	1371	1806	806	660
UBE2N	1078	1545	706	681
UBE2NL	44	75	39	22
UBE2O	1509	2551	1687	1322
UBE2Q1	1169	1843	870	806
UBE2Q2	578	789	409	373
UBE2R2	392	579	333	320
UBE2S	2962	4178	1795	1674
UBE2T	1732	2303	923	833
UBE2V2	913	1266	584	595
UBE2W	215	341	151	124
UBE2Z	438	674	390	393
UBE3A	2573	3897	1994	1982
UBE3B	652	1021	540	438
UBE3C	4546	6853	3150	2806
UBE3D	440	715	349	325
UBE4A	3003	4161	2064	1766
UBE4B	1423	2162	1180	1004
UBFD1	724	1084	529	504
UBIAD1	366	549	256	208
UBL3	200	259	106	112
UBL4A	413	551	341	299
UBL5	1280	1628	752	681
UBL7	1312	1837	681	650
UBLCP1	581	910	552	527
UBN1	1274	2032	1102	973
UBN2	604	1090	619	557
UBOX5	122	172	128	83
UBP1	1995	3146	1543	1318
UBQLN1	3538	5722	2468	2116
UBQLN2	560	892	564	419
UBQLN4	882	1361	713	601
UBR1	2097	2994	1551	1396
UBR2	2771	4086	2012	1749
UBR3	3120	4560	2242	2017
UBR4	8396	15059	8948	7447
UBR5	7290	11225	6010	5335
UBR7	1146	1555	877	880
UBTD1	57	92	38	45
UBTD2	411	712	327	286
UBTF	3139	4251	2616	2480
UBXN1	1202	1582	718	849
UBXN11	385	505	274	285
UBXN2A	433	592	280	264
UBXN2B	410	583	324	290
UBXN4	1232	1741	879	842
UBXN6	683	893	407	352
UBXN7	432	719	451	383
UBXN8	469	700	268	272
UCHL1	3607	5056	2448	2252
UCHL3	1301	1863	840	814
UCHL5	1957	2839	1520	1466
UCK1	475	627	357	347
UCK2	2020	2972	1526	1510
UCKL1	650	932	373	308
UCP2	97	187	143	97
UEVLD	251	367	193	106
UFC1	1022	1231	645	642
UFD1L	1342	1779	761	718
UFL1	1501	1900	919	867
UFM1	215	230	128	106
UFSP2	433	645	264	252
UGCG	504	744	318	285
UGDH	566	767	436	447
UGGT1	3698	5660	2826	2656
UGGT2	1719	2653	1312	1260
UGP2	952	1324	644	620
UGT8	454	677	341	294
UHMK1	1290	1721	909	784
UHRF1	2462	3375	1858	1839
UHRF1BP1	906	1471	779	683
UHRF1BP1L	1800	2685	1327	1204
UHRF2	906	1229	730	641
UIMC1	1477	2210	1138	1143
ULBP2	65	90	51	46
ULBP3	178	277	131	116
ULK1	150	246	159	121
ULK2	255	394	168	126
ULK3	1054	1385	692	609
ULK4	504	823	420	396
UMPS	2451	3392	1579	1459
UNC119	236	343	114	101
UNC119B	333	458	226	187
UNC13B	2064	3058	1503	1320
UNC45A	2957	3841	2035	2032
UNC50	530	805	349	302
UNC5B	234	354	188	177
UNC5C	188	286	165	117
UNC93B1	214	297	119	107
UNCX	103	145	87	93
UNG	2149	3052	1166	995
UNK	350	492	260	181
UNKL	130	181	87	106
UPF1	1718	3016	1519	1207
UPF2	1930	2568	1470	1357
UPF3A	360	398	281	276
UPF3B	966	1010	761	836
UPP1	136	174	84	90
UPRT	257	399	152	161
UQCC	725	1143	431	425
UQCR10	1064	1459	544	432
UQCR11	632	799	577	535
UQCRB	1932	2593	1351	1328
UQCRC1	6427	8958	4085	3626
UQCRC2	5612	8096	3235	2675
UQCRFS1	3162	4480	2168	2052
UQCRH	4550	6514	3105	3159
UQCRHL	1400	2064	777	829
UQCRQ	1661	2343	1224	1145
URB1	3867	6411	3472	2973
URB2	4609	6710	3215	2865
URGCP	915	1397	687	609
URI1	3575	4976	2365	2418
URM1	177	278	126	95
UROD	1795	2371	1180	1045
UROS	1220	1844	831	791
USB1	124	233	192	150
USE1	227	247	133	134
USF1	896	1271	567	495
USF2	718	1045	393	387
USMG5	994	1497	509	542
USO1	3850	5366	2375	2206
USP1	10601	14814	7026	6674
USP10	3967	5671	2762	2470
USP11	1931	2908	1432	1201
USP12	440	700	286	261
USP13	588	925	552	577
USP14	909	1674	1178	911
USP15	2913	4157	2088	1987
USP16	4844	6721	3114	2761
USP18	414	533	301	260
USP19	2759	4111	2018	1942
USP2	67	99	62	77
USP20	349	556	281	257
USP21	289	407	245	217
USP22	6044	9070	4295	3672
USP24	9105	13261	6526	6193
USP25	2329	3421	1598	1519
USP27X	52	80	52	42
USP28	1909	2658	1293	1058
USP3	573	780	417	347
USP30	276	361	164	137
USP31	397	623	391	316
USP32	1668	2642	1336	1149
USP33	4604	6441	2991	2658
USP34	7226	11379	6120	5334
USP35	89	143	84	71
USP36	836	1485	872	756
USP37	1394	2183	1110	953
USP38	2293	3229	1450	1197
USP39	2420	3591	1510	1384
USP4	629	1023	564	506
USP40	775	1101	586	593
USP41	161	258	115	90
USP42	293	462	318	265
USP43	95	138	62	63
USP44	182	240	110	100
USP45	713	1043	517	540
USP46	578	827	372	385
USP47	3647	4776	2423	2419
USP48	2489	3571	2028	1948
USP49	105	163	115	92
USP5	2942	4106	1961	1983
USP51	84	102	53	48
USP53	1368	1993	911	901
USP54	972	1645	889	763
USP6	256	402	151	113
USP6NL	498	715	332	302
USP7	4710	7045	3666	3607
USP8	1480	2188	1083	1040
USP9X	20617	31424	15548	14199
USPL1	1130	1772	896	799
UST	298	413	192	165
UTP11L	1818	2499	1056	1107
UTP14A	4237	6165	2856	2905
UTP14C	1813	2677	1415	1340
UTP15	1581	2277	1079	960
UTP18	2987	4123	2309	2269
UTP20	7558	11475	5542	5083
UTP23	405	549	240	182
UTP3	1102	1433	866	797
UTP6	2369	3306	1580	1635
UTRN	4694	6862	3728	3562
UVRAG	564	781	437	407
UVSSA	159	280	191	174
UXS1	459	702	366	374
UXT	915	1306	504	404
VAC14	572	1004	549	476
VAMP2	47	57	32	27
VAMP3	527	748	259	203
VAMP4	60	89	44	35
VAMP7	2618	3538	1614	1382
VAMP8	95	132	68	70
VANGL1	410	527	266	230
VANGL2	115	164	141	69
VAPA	1681	2597	1155	1146
VAPB	382	522	300	247
VARS	2775	4400	2585	2159
VARS2	857	1265	548	555
VASH1	127	177	114	128
VASH2	54	71	42	42
VASP	252	328	190	176
VAT1	680	988	577	475
VAV1	81	118	56	31
VAV2	395	563	307	229
VAV3	118	181	80	77
VBP1	3294	4533	2345	2247
VCAN	2526	4190	2200	1839
VCL	3822	5705	2589	2420
VCP	12474	17579	8569	8135
VCPIP1	863	1435	788	731
VDAC1	6246	8983	3330	2892
VDAC2	6463	9012	3953	3323
VDAC3	3935	5536	2431	2245
VEGFA	181	240	123	110
VEGFB	50	78	34	38
VEZF1	456	658	254	227
VEZT	1807	2555	1213	1039
VGLL4	171	206	102	70
VHL	735	1048	636	688
VILL	128	164	70	86
VIM	10519	16271	8368	7512
VIMP	610	978	415	471
VIPAS39	278	405	168	172
VIPR1	48	80	41	28
VKORC1	533	719	371	308
VKORC1L1	136	183	109	84
VMA21	561	776	308	307
VMP1	1082	1620	748	710
VOPP1	126	180	90	96
VPRBP	2529	3966	2094	1823
VPS11	908	1292	607	510
VPS13A	6222	9467	5129	4890
VPS13B	2603	3983	2176	1979
VPS13C	3992	5971	3188	3037
VPS13D	3692	6012	3343	2953
VPS16	964	1277	617	522
VPS18	549	760	417	353
VPS25	1164	1706	697	604
VPS26A	791	1179	739	732
VPS26B	412	625	305	306
VPS28	294	432	243	226
VPS29	863	1271	595	490
VPS33A	1713	2536	1273	1184
VPS33B	445	583	304	325
VPS35	4834	6906	3238	3142
VPS36	756	1172	597	602
VPS37A	374	548	241	223
VPS37B	131	169	101	90
VPS37C	155	209	122	122
VPS39	628	971	511	426
VPS41	1874	2593	1250	1277
VPS45	1646	2244	1137	1026
VPS4A	1581	2325	1116	1087
VPS4B	675	986	477	433
VPS51	1606	2233	1035	955
VPS52	863	1114	610	524
VPS53	709	1074	653	524
VPS54	1581	2412	1038	992
VPS72	1515	2088	870	876
VPS8	1202	1672	881	700
VRK1	2776	3928	1849	1775
VRK2	1035	1443	621	568
VRK3	511	831	375	318
VSIG10	119	161	94	66
VTA1	1556	2154	872	807
VTI1A	351	584	319	272
VTI1B	921	1343	543	516
VWA1	37	84	44	36
VWA8	1755	2790	1580	1435
VWA9	1721	2544	1117	944
VWDE	596	816	477	452
WAC	1675	2437	1003	732
WAPAL	4637	6676	3446	3318
WARS	2555	3749	1589	1330
WARS2	756	1158	482	439
WASF1	620	962	645	485
WASF2	478	804	474	348
WASF3	351	501	243	235
WASH1	2844	3876	2247	1926
WASL	352	525	235	194
WBP1	394	587	266	213
WBP11	2202	3252	1422	1271
WBP1L	105	167	60	80
WBP2	231	422	147	128
WBP4	349	535	291	251
WBP5	828	986	537	578
WBSCR16	1744	2566	1319	1226
WBSCR22	1495	2213	1065	1074
WDFY1	594	876	381	311
WDFY2	104	191	101	100
WDFY3	3307	5229	2622	2366
WDHD1	2370	3362	1768	1579
WDPCP	265	377	199	193
WDR1	3084	3950	1835	1738
WDR11	2773	3896	1863	1647
WDR12	2152	3035	1448	1413
WDR13	645	828	328	299
WDR17	493	730	411	401
WDR18	871	1106	505	475
WDR19	1033	1533	797	698
WDR20	444	740	340	274
WDR24	175	284	188	175
WDR25	183	278	127	115
WDR26	1928	3462	2120	1957
WDR27	422	613	358	341
WDR3	6397	9151	4301	4093
WDR33	3683	5478	2746	2316
WDR34	1955	2837	1309	1111
WDR35	1613	2397	1278	1117
WDR36	3280	4726	2222	1910
WDR37	303	409	262	216
WDR4	583	955	605	557
WDR41	1365	2014	1105	1058
WDR43	6189	8358	4191	3754
WDR44	1382	2240	1143	1121
WDR45	583	742	356	260
WDR45B	1340	1990	780	679
WDR46	2167	2826	1262	1188
WDR47	741	1051	396	372
WDR48	2346	3404	1574	1354
WDR5	1556	2143	1089	1034
WDR52	841	1253	734	709
WDR53	170	241	127	117
WDR54	578	795	319	307
WDR55	464	688	368	349
WDR59	1030	1611	923	764
WDR5B	144	237	109	82
WDR6	4639	6644	3357	3017
WDR60	511	684	408	357
WDR61	2182	3133	1483	1431
WDR62	1066	1759	976	845
WDR63	46	89	45	27
WDR67	1176	1720	830	732
WDR7	1170	1677	893	781
WDR70	1400	1979	987	931
WDR73	1455	1972	1022	894
WDR74	1133	1663	814	707
WDR75	3636	5297	2425	2274
WDR76	1339	1744	845	829
WDR77	3051	4058	1788	1676
WDR78	72	133	58	37
WDR81	624	1001	536	545
WDR82	2014	3071	1268	1009
WDR83	184	224	118	142
WDR83OS	603	788	419	387
WDR85	976	1363	624	575
WDR89	511	674	412	392
WDR90	768	1141	599	491
WDR91	390	557	296	223
WDR92	354	497	223	239
WDR96	47	56	38	23
WDSUB1	195	315	164	171
WDTC1	347	665	354	258
WDYHV1	101	171	71	51
WEE1	910	1431	855	793
WFS1	327	460	268	219
WHAMM	369	574	309	302
WHSC1	4334	6756	4008	3618
WHSC1L1	1742	2652	1510	1312
