	tm_a_hek	tm_b_hek	untr_a_hek	untr_b_hek
TIMM23	1335	1697	1897	1732
TIMM44	921	1177	1255	1128
TIMM50	1175	1427	1497	1585
TIMM8A	125	189	205	217
TIMM8B	232	303	336	336
TIMM9	81	122	93	64
TIMMDC1	726	954	1211	1179
TIMP1	291	353	318	307
TIMP2	36	50	68	48
TIMP3	63	71	66	55
TINF2	215	279	275	227
TIPARP	426	558	473	405
TIPIN	1113	1254	1404	1354
TIPRL	970	1189	1258	1223
TJAP1	162	208	251	244
TJP1	984	1297	1637	1590
TJP2	542	733	724	692
TK1	563	685	665	613
TK2	48	54	70	59
TKT	4289	5252	4749	4027
TLCD1	49	76	63	64
TLDC1	127	148	161	134
TLE1	445	614	625	558
TLE3	403	541	695	486
TLE4	407	599	652	509
TLK1	430	577	840	707
TLK2	1093	1329	1525	1424
TLL1	35	36	57	35
TLN1	2690	3586	5217	4509
TLN2	281	428	531	468
TLR9	73	80	80	72
TM2D1	265	317	405	380
TM2D2	198	275	232	205
TM2D3	367	465	497	406
TM7SF2	120	160	145	111
TM7SF3	627	765	770	692
TM9SF1	555	698	760	729
TM9SF2	2069	2557	2676	2361
TM9SF3	1959	2637	2750	2965
TM9SF4	516	640	818	695
TMA16	447	597	614	583
TMA7	1072	1571	1559	1731
TMBIM4	224	284	292	256
TMBIM6	2121	2710	2805	2461
TMC6	70	71	75	58
TMC7	30	51	59	48
TMCC1	99	141	170	141
TMCC2	34	53	59	40
TMCO1	1121	1290	1305	1351
TMCO3	287	353	394	312
TMCO4	46	57	74	59
TMCO6	90	132	154	139
TMED1	185	204	224	198
TMED10	1008	1266	1340	1389
TMED2	1420	1764	1713	1558
TMED3	478	553	510	474
TMED4	377	505	574	497
TMED5	655	810	869	903
TMED7-TICAM2	302	347	305	351
TMED8	201	263	339	297
TMED9	697	960	1124	1144
TMEM101	110	133	143	132
TMEM102	29	33	34	43
TMEM104	59	86	115	80
TMEM106B	434	538	542	477
TMEM106C	1265	1450	1363	1183
TMEM109	354	395	466	408
TMEM11	194	249	215	218
TMEM110-MUSTN1	215	283	313	303
TMEM115	331	449	523	467
TMEM116	40	47	46	45
TMEM117	88	122	135	94
TMEM120A	67	77	55	50
TMEM120B	121	169	189	163
TMEM123	750	915	594	442
TMEM126A	222	255	271	170
TMEM126B	433	574	491	449
TMEM127	39	47	52	44
TMEM128	83	126	96	116
TMEM129	164	179	176	150
TMEM131	715	960	1224	1038
TMEM132A	235	287	338	307
TMEM134	26	47	38	32
TMEM135	268	367	318	254
TMEM136	45	63	56	54
TMEM138	113	144	128	88
TMEM141	121	157	175	148
TMEM143	21	35	43	47
TMEM144	68	92	78	78
TMEM147	664	790	736	682
TMEM14A	160	215	226	189
TMEM14B	296	342	325	268
TMEM14C	215	252	255	243
TMEM160	67	80	89	82
TMEM161A	455	506	594	536
TMEM161B	259	363	341	312
TMEM164	127	165	150	127
TMEM165	592	820	789	731
TMEM167A	173	256	252	225
TMEM167B	38	47	63	59
TMEM168	327	405	465	433
TMEM170A	78	60	80	76
TMEM170B	38	53	82	88
TMEM175	69	106	98	67
TMEM177	235	301	319	256
TMEM179B	222	287	270	251
TMEM18	266	309	362	299
TMEM180	84	89	97	92
TMEM181	398	480	515	456
TMEM183A	1345	1612	1851	1604
TMEM184B	261	341	375	270
TMEM184C	299	376	406	316
TMEM185A	141	179	224	197
TMEM185B	96	145	160	127
TMEM186	80	78	103	100
TMEM189-UBE2V1	286	417	582	514
TMEM19	242	315	296	260
TMEM192	257	307	299	282
TMEM194A	451	576	739	707
TMEM194B	62	80	104	87
TMEM199	111	143	159	148
TMEM2	453	549	542	455
TMEM201	97	139	190	161
TMEM203	86	92	129	112
TMEM205	194	217	225	167
TMEM206	278	289	386	301
TMEM208	242	299	271	273
TMEM209	470	602	663	511
TMEM214	240	265	393	364
TMEM216	28	45	49	47
TMEM218	32	42	41	33
TMEM219	213	264	291	263
TMEM222	121	188	145	144
TMEM223	109	132	134	79
TMEM230	250	289	248	204
TMEM231	38	41	64	43
TMEM234	28	40	28	34
TMEM237	634	774	770	628
TMEM241	66	79	108	68
TMEM242	100	138	163	184
TMEM243	127	134	150	121
TMEM245	590	748	874	771
TMEM246	174	207	220	163
TMEM248	327	436	393	315
TMEM25	55	50	68	60
TMEM251	62	85	109	86
TMEM256	163	219	213	132
TMEM258	431	479	360	253
TMEM259	672	802	766	661
TMEM260	126	159	167	151
TMEM30A	467	613	659	626
TMEM33	710	990	1019	922
TMEM38A	24	27	28	24
TMEM38B	462	591	619	573
TMEM39A	322	394	292	226
TMEM39B	191	209	248	234
TMEM41A	75	94	119	104
TMEM41B	261	328	303	280
TMEM42	38	47	53	39
TMEM43	497	562	659	573
TMEM45A	75	88	79	63
TMEM47	31	46	56	41
TMEM5	398	486	542	418
TMEM50A	415	536	472	471
TMEM54	47	56	48	32
TMEM55B	167	201	185	174
TMEM56	91	124	122	103
TMEM57	387	498	525	430
TMEM59	951	1158	1197	1024
TMEM60	74	94	101	98
TMEM62	142	196	161	158
TMEM63A	144	223	220	181
TMEM63B	190	277	272	207
TMEM64	110	157	154	130
TMEM65	119	190	212	155
TMEM66	718	887	876	842
TMEM67	365	415	431	388
TMEM68	103	115	129	117
TMEM69	246	285	282	235
TMEM70	412	530	509	465
TMEM74	22	37	23	20
TMEM74B	27	32	23	39
TMEM80	39	53	38	46
TMEM81	37	33	57	66
TMEM87A	523	628	689	704
TMEM87B	67	79	92	97
TMEM8A	284	322	288	292
TMEM9	282	390	349	312
TMEM97	220	276	263	189
TMEM98	180	181	205	209
TMEM99	104	122	141	114
TMEM9B	102	117	121	84
TMF1	1244	1596	1840	1684
TMLHE	320	397	432	342
TMOD2	88	116	115	95
TMOD3	261	364	399	380
TMPO	1797	2193	2499	2313
TMPPE	54	65	122	81
TMSB10	118	145	176	104
TMSB15A	23	31	36	35
TMSB15B	35	24	43	38
TMSB4X	18	48	62	67
TMTC1	165	203	222	169
TMTC2	95	149	158	122
TMTC3	1206	1546	1654	1431
TMTC4	262	332	312	296
TMUB1	183	198	222	210
TMUB2	125	134	151	107
TMX1	1126	1468	1572	1504
TMX2	667	800	736	714
TMX3	338	482	473	505
TMX4	360	455	450	504
TNFAIP1	94	129	114	127
TNFAIP3	44	64	74	53
TNFAIP8	45	55	44	40
TNFRSF10B	395	441	526	507
TNFRSF10D	102	149	144	135
TNFRSF11A	66	69	85	74
TNFRSF19	23	38	30	31
TNFRSF1A	124	132	185	163
TNFRSF21	136	167	192	189
TNIK	450	616	670	592
TNIP1	384	519	576	552
TNIP2	138	206	233	237
TNK2	112	122	215	150
TNKS	526	662	867	769
TNKS1BP1	425	619	864	824
TNKS2	1133	1586	1833	1625
TNNI3	53	59	53	53
TNNT1	72	78	102	107
TNPO1	4583	5573	5838	5136
TNPO2	972	1153	1452	1212
TNPO3	1530	2031	2260	2122
TNRC18	581	817	1362	1204
TNRC6A	1254	1745	2041	1741
TNRC6B	1003	1337	1482	1242
TNRC6C	227	352	460	397
TNS3	66	85	85	73
TOB1	140	200	217	199
TOB2	74	102	136	137
TOE1	421	455	553	511
TOLLIP	73	89	121	105
TOM1	183	190	218	206
TOM1L1	630	755	753	654
TOM1L2	202	237	352	309
TOMM20	2214	2916	2766	2582
TOMM22	1223	1382	1555	1465
TOMM34	513	684	788	785
TOMM40	1643	2034	2000	1779
TOMM40L	154	198	204	213
TOMM5	82	113	212	256
TOMM6	396	549	616	580
TOMM7	498	659	761	576
TOMM70A	1738	2245	2616	2361
TONSL	599	777	985	805
TOP1	1498	2036	3427	3222
TOP1MT	337	534	454	415
TOP2A	7441	9090	10367	9739
TOP2B	6298	8376	9763	9621
TOP3A	924	1334	1637	1375
TOP3B	658	816	920	850
TOPBP1	2650	3439	3731	3399
TOPORS	1093	1314	1299	1189
TOR1A	392	435	518	410
TOR1AIP1	584	750	761	683
TOR1AIP2	1040	1368	1583	1309
TOR1B	127	166	188	164
TOR2A	55	70	87	57
TOR3A	402	532	620	587
TOX4	686	848	732	602
TP53	438	620	688	580
TP53BP1	1742	2176	2571	2340
TP53BP2	1391	1737	2084	1886
TP53I11	26	33	36	39
TP53I13	84	122	151	110
TP53I3	59	74	66	65
TP53INP1	18	28	30	21
TP53RK	200	287	300	298
TP73	47	60	65	50
TPBG	74	95	94	67
TPCN1	86	114	155	132
TPCN2	126	139	159	177
TPD52	195	257	300	217
TPD52L1	83	99	110	107
TPD52L2	268	343	402	370
TPGS1	30	47	58	54
TPGS2	431	513	596	504
TPI1	8091	9571	11151	10779
TPM1	314	361	440	461
TPM2	35	49	54	76
TPM3	1101	1305	1755	1658
TPM4	439	581	671	783
TPMT	339	428	456	467
TPP1	148	176	309	284
TPP2	1556	1915	2070	1874
TPR	12005	16792	17569	16808
TPRA1	185	206	199	155
TPRG1L	64	60	66	67
TPRKB	465	611	470	462
TPRN	178	222	236	223
TPST1	152	203	214	194
TPST2	114	126	155	125
TPT1	8936	10425	11052	10398
TPX2	2403	3128	3944	3593
TRA2A	842	1081	1139	1018
TRA2B	2054	2759	2260	2064
TRABD	308	422	514	462
TRADD	30	26	33	41
TRAF2	234	307	391	432
TRAF3	357	476	539	523
TRAF3IP1	327	361	408	387
TRAF3IP2	52	67	78	63
TRAF4	235	318	308	255
TRAF5	136	190	200	210
TRAF6	237	286	332	298
TRAF7	521	673	681	549
TRAFD1	596	740	751	653
TRAIP	327	394	422	435
TRAK1	343	451	550	499
TRAK2	384	494	489	428
TRAM1	1739	2089	1760	1447
TRAM1L1	32	44	34	34
TRAM2	57	73	124	93
TRAP1	2972	3792	4108	3932
TRAPPC1	132	136	185	143
TRAPPC10	815	1089	1285	1246
TRAPPC11	610	725	832	779
TRAPPC12	366	465	554	524
TRAPPC13	508	627	589	588
TRAPPC2	80	113	134	119
TRAPPC2L	373	496	471	487
TRAPPC3	386	464	469	472
TRAPPC4	417	439	476	422
TRAPPC5	224	332	297	234
TRAPPC6A	39	51	42	46
TRAPPC6B	89	145	106	111
TRAPPC8	1080	1379	1431	1354
TRAPPC9	123	219	307	223
TRDMT1	98	115	138	144
TREX1	27	37	39	27
TRIAP1	24	36	34	39
TRIB1	118	163	153	110
TRIB3	100	101	132	130
TRIM11	262	341	447	415
TRIM13	312	407	411	409
TRIM14	38	50	78	92
TRIM16	191	203	291	248
TRIM16L	197	225	259	217
TRIM2	249	268	322	290
TRIM21	69	72	85	80
TRIM23	365	550	531	536
TRIM24	773	994	1048	828
TRIM25	250	338	394	324
TRIM26	227	311	334	356
TRIM27	1349	1660	1719	1518
TRIM28	6708	8239	9365	8149
TRIM3	82	104	102	104
TRIM32	168	227	294	258
TRIM33	1318	1640	1888	1716
TRIM35	105	135	191	171
TRIM36	80	95	90	86
TRIM37	1264	1558	1741	1635
TRIM38	61	79	111	93
TRIM39-RPP21	238	334	408	304
TRIM4	252	365	405	351
TRIM41	353	465	440	520
TRIM44	225	267	273	286
TRIM45	89	118	129	120
TRIM47	18	32	34	36
TRIM5	33	42	40	52
TRIM52	128	149	187	192
TRIM59	288	362	445	437
TRIM62	25	27	51	25
TRIM65	316	353	413	325
TRIM66	67	76	153	121
TRIM68	92	78	125	98
TRIM71	57	80	92	95
TRIM8	133	184	239	236
TRIM9	128	168	194	200
TRIO	1596	2070	2625	2228
TRIOBP	219	257	350	308
TRIP10	215	263	293	291
TRIP11	1024	1567	1648	1627
TRIP12	4817	5980	7085	5959
TRIP13	739	978	882	802
TRIP4	146	197	261	229
TRIP6	517	670	671	670
TRIT1	318	423	410	381
TRMT1	999	1153	1237	1141
TRMT10A	201	272	289	248
TRMT10B	61	68	80	82
TRMT10C	1904	2202	2228	2177
TRMT11	824	1092	1370	1369
TRMT112	930	1152	1238	1096
TRMT12	262	337	410	347
TRMT13	301	398	465	513
TRMT1L	693	783	887	876
TRMT2A	895	1068	1173	1156
TRMT2B	311	381	478	438
TRMT44	243	312	380	345
TRMT5	478	580	603	540
TRMT6	646	837	876	800
TRMT61A	205	279	278	251
TRMT61B	290	361	384	352
TRMU	626	717	732	760
TRNAU1AP	407	511	584	531
TRNT1	266	375	441	487
TRO	442	509	509	447
TROAP	439	522	592	480
TROVE2	1137	1434	1592	1530
TRPC1	367	448	491	509
TRPC3	29	48	58	53
TRPC4AP	1341	1681	1725	1580
TRPM4	38	52	63	75
TRPM7	1469	1815	2122	1910
TRPS1	428	533	615	552
TRPT1	85	125	108	115
TRPV1	104	133	189	158
TRRAP	2268	3540	5328	4410
TRUB1	462	623	671	570
TRUB2	527	599	631	562
TSC1	424	532	631	580
TSC2	923	1384	1566	1348
TSC22D1	290	367	519	440
TSC22D2	202	252	338	277
TSC22D3	242	347	371	395
TSC22D4	57	95	105	102
TSEN15	137	169	191	182
TSEN2	354	447	478	451
TSEN34	397	464	473	403
TSEN54	320	375	387	365
TSFM	648	896	953	857
TSG101	394	502	482	412
TSGA10	54	78	90	91
TSHZ1	287	373	381	331
TSHZ2	30	33	49	39
TSHZ3	58	65	101	75
TSKU	39	39	40	30
TSN	699	908	953	879
TSNARE1	36	51	63	58
TSNAX	1129	1446	1570	1509
TSNAXIP1	23	38	28	33
TSPAN12	85	113	122	104
TSPAN13	142	160	146	154
TSPAN14	39	58	52	52
TSPAN15	98	132	119	99
TSPAN17	150	207	179	162
TSPAN3	1793	2169	2228	1823
TSPAN31	68	83	90	78
TSPAN33	74	92	100	77
TSPAN4	76	89	108	84
TSPAN5	53	83	74	59
TSPAN6	652	770	772	743
TSPAN7	37	47	53	44
TSPAN9	40	40	45	40
TSPO	199	219	268	193
TSPYL1	1733	2203	2151	2049
TSPYL2	325	425	419	363
TSPYL4	76	68	104	88
TSR1	2887	3844	3892	3663
TSR2	221	323	338	355
TSR3	344	414	522	506
TSSC1	245	301	366	323
TSSC4	264	280	274	242
TST	272	336	329	259
TSTA3	271	389	368	307
TSTD2	179	223	334	271
TTBK2	276	363	371	363
TTC1	580	750	659	706
TTC12	341	424	430	370
TTC13	804	1003	1139	1062
TTC14	518	633	741	742
TTC17	945	1059	1162	981
TTC18	49	77	78	77
TTC19	431	537	567	541
TTC21B	744	932	1113	988
TTC23	186	259	262	251
TTC26	360	448	447	363
TTC27	937	1200	1178	1156
TTC28	659	888	1280	1034
TTC3	3859	4848	5970	5376
TTC30A	127	146	183	149
TTC30B	119	129	164	157
TTC31	102	126	171	141
TTC32	70	124	129	99
TTC33	141	195	224	250
TTC37	3699	4582	4907	4329
TTC38	392	444	537	490
TTC39A	78	80	71	94
TTC39B	72	80	94	87
TTC39C	100	112	151	129
TTC4	903	1183	1209	1120
TTC5	371	407	491	489
TTC7A	88	124	168	159
TTC7B	274	401	536	432
TTC8	225	300	327	291
TTC9C	139	185	194	171
TTF1	522	671	766	736
TTF2	2141	2497	3072	2911
TTI1	855	1118	1299	1092
TTI2	176	198	225	206
TTK	1786	2210	2252	2016
TTL	254	323	346	274
TTLL1	38	36	45	50
TTLL11	51	81	98	87
TTLL12	1203	1406	1525	1401
TTLL3	145	221	311	253
TTLL4	622	781	1077	908
TTLL5	536	715	887	759
TTLL7	150	180	215	192
TTPAL	128	150	185	150
TTYH2	30	26	37	25
TTYH3	83	92	218	183
TUB	343	445	500	459
TUBA1A	15956	19542	14435	12557
TUBA1B	35033	42606	33690	29728
TUBA1C	22819	26989	21885	19319
TUBA8	40	41	44	40
TUBB	15487	19523	16093	12980
TUBB2A	1011	1298	1062	899
TUBB2B	1068	1368	1141	990
TUBB3	436	567	400	319
TUBB4A	337	466	433	311
TUBB4B	4116	5585	4900	4304
TUBB4Q	157	308	264	218
TUBB6	436	594	598	521
TUBB8	94	176	147	117
TUBD1	121	188	216	172
TUBE1	354	460	414	367
TUBG1	993	1282	1220	1087
TUBG2	397	502	498	423
TUBGCP2	1460	1816	1805	1628
TUBGCP3	437	639	709	667
TUBGCP4	415	585	747	662
TUBGCP5	710	839	1022	895
TUBGCP6	1033	1308	1656	1349
TUFM	3486	4337	4350	3968
TUFT1	99	130	118	126
TULP3	142	185	250	222
TULP4	186	246	431	368
TUSC1	26	31	45	61
TUSC2	98	123	158	143
TUSC3	551	706	691	658
TUT1	239	245	277	269
TVP23B	626	767	861	874
TVP23C	322	437	526	548
TWF1	740	969	830	820
TWISTNB	561	605	692	657
TWSG1	204	213	202	196
TXLNA	1748	2233	2388	2269
TXLNG	884	1200	1204	1244
TXN	4696	6002	7171	6777
TXN2	225	441	300	288
TXNDC11	322	396	412	337
TXNDC12	205	237	321	343
TXNDC15	191	264	309	294
TXNDC16	442	521	626	555
TXNDC17	592	752	830	779
TXNDC5	2110	2682	2933	2670
TXNDC9	402	523	557	492
TXNIP	89	87	130	105
TXNL1	391	508	537	498
TXNL4A	558	702	696	632
TXNL4B	60	89	126	87
TXNRD1	2238	2706	3010	2961
TXNRD2	287	320	363	363
TXNRD3	272	348	410	396
TYK2	653	859	952	785
TYMS	495	690	1150	924
TYRO3	306	360	405	349
TYSND1	153	186	220	201
TYW1	544	712	828	783
TYW1B	280	394	455	447
TYW3	444	648	605	628
TYW5	114	117	150	131
U2AF1	958	1419	1559	1557
U2AF1L4	25	31	29	28
U2AF2	2773	3567	3449	3262
U2SURP	6779	8259	9247	9059
UACA	946	1387	1504	1519
UAP1	1257	1502	1568	1499
UAP1L1	28	34	66	65
UBA1	6344	7999	8629	7541
UBA2	2941	3549	3657	3234
UBA3	1139	1381	1345	1405
UBA5	530	715	750	756
UBA52	4783	6108	6240	5551
UBA6	1731	2199	2285	2056
UBAC1	444	561	626	576
UBAC2	269	375	333	284
UBALD2	26	37	34	26
UBAP1	422	442	470	417
UBAP2	714	915	966	790
UBAP2L	2299	2987	3606	2877
UBASH3B	33	41	36	31
UBB	9928	11768	12646	13108
UBBP4	3924	4401	4337	4315
UBC	37175	44078	39107	35736
UBE2A	229	352	241	254
UBE2B	103	159	146	161
UBE2C	822	1192	1032	867
UBE2D1	124	155	118	130
UBE2D2	528	640	614	567
UBE2D3	1366	1758	1270	998
UBE2D4	28	39	37	29
UBE2E1	853	1022	799	579
UBE2E2	153	169	230	174
UBE2E3	283	355	434	354
UBE2F	190	240	247	212
UBE2G1	222	255	346	345
UBE2G2	367	515	616	607
UBE2H	67	112	108	123
UBE2I	482	685	600	590
UBE2J1	443	574	507	522
UBE2J2	306	441	419	344
UBE2K	257	431	497	440
UBE2L3	1102	1328	1256	1123
UBE2M	648	840	806	660
UBE2N	567	667	706	681
UBE2NL	23	30	39	22
UBE2O	823	1077	1687	1322
UBE2Q1	665	741	870	806
UBE2Q2	310	335	409	373
UBE2R2	221	236	333	320
UBE2S	1608	1905	1795	1674
UBE2T	856	987	923	833
UBE2V2	443	571	584	595
UBE2W	121	140	151	124
UBE2Z	234	298	390	393
UBE3A	1349	1699	1994	1982
UBE3B	354	497	540	438
UBE3C	2267	2864	3150	2806
UBE3D	215	275	349	325
UBE4A	1412	1769	2064	1766
UBE4B	666	901	1180	1004
UBFD1	325	461	529	504
UBIAD1	195	250	256	208
UBL3	107	127	106	112
UBL4A	184	259	341	299
UBL5	599	762	752	681
UBL7	694	894	681	650
UBLCP1	286	360	552	527
UBN1	653	905	1102	973
UBN2	312	410	619	557
UBOX5	51	84	128	83
UBP1	989	1383	1543	1318
UBQLN1	1869	2285	2468	2116
UBQLN2	250	303	564	419
UBQLN4	499	560	713	601
UBR1	1076	1330	1551	1396
UBR2	1495	1815	2012	1749
UBR3	1484	1896	2242	2017
UBR4	4398	6166	8948	7447
UBR5	3902	4821	6010	5335
UBR7	593	694	877	880
UBTD1	25	25	38	45
UBTD2	218	290	327	286
UBTF	1607	2041	2616	2480
UBXN1	689	776	718	849
UBXN11	224	238	274	285
UBXN2A	221	270	280	264
UBXN2B	208	259	324	290
UBXN4	635	745	879	842
UBXN6	333	409	407	352
UBXN7	255	291	451	383
UBXN8	232	277	268	272
UCHL1	1698	2180	2448	2252
UCHL3	636	837	840	814
UCHL5	980	1350	1520	1466
UCK1	265	332	357	347
UCK2	1059	1326	1526	1510
UCKL1	351	429	373	308
UCP2	44	51	143	97
UEVLD	120	146	193	106
UFC1	537	637	645	642
UFD1L	570	764	761	718
UFL1	716	800	919	867
UFM1	82	111	128	106
UFSP2	216	235	264	252
UGCG	246	311	318	285
UGDH	264	371	436	447
UGGT1	1962	2492	2826	2656
UGGT2	916	1110	1312	1260
UGP2	484	558	644	620
UGT8	244	325	341	294
UHMK1	707	839	909	784
UHRF1	1188	1764	1858	1839
UHRF1BP1	481	620	779	683
UHRF1BP1L	935	1204	1327	1204
UHRF2	440	502	730	641
UIMC1	802	987	1138	1143
ULBP2	47	50	51	46
ULBP3	94	109	131	116
ULK1	71	87	159	121
ULK2	151	156	168	126
ULK3	492	641	692	609
ULK4	284	344	420	396
UMPS	1212	1483	1579	1459
UNC119	90	140	114	101
UNC119B	167	211	226	187
UNC13B	1121	1342	1503	1320
UNC45A	1389	1755	2035	2032
UNC50	252	366	349	302
UNC5B	132	165	188	177
UNC5C	94	119	165	117
UNC93B1	109	126	119	107
UNCX	49	68	87	93
UNG	1062	1255	1166	995
UNK	173	240	260	181
UNKL	50	72	87	106
UPF1	943	1282	1519	1207
UPF2	1011	1261	1470	1357
UPF3A	162	250	281	276
UPF3B	505	664	761	836
UPP1	70	74	84	90
UPRT	140	177	152	161
UQCC	366	510	431	425
UQCR10	425	602	544	432
UQCR11	273	353	577	535
UQCRB	812	1171	1351	1328
UQCRC1	3337	3991	4085	3626
UQCRC2	2818	3347	3235	2675
UQCRFS1	1624	1963	2168	2052
UQCRH	2119	2851	3105	3159
UQCRHL	676	928	777	829
UQCRQ	765	979	1224	1145
URB1	2056	2671	3472	2973
URB2	2325	2912	3215	2865
URGCP	464	572	687	609
URI1	1820	2148	2365	2418
URM1	89	105	126	95
UROD	964	1088	1180	1045
UROS	645	811	831	791
USB1	70	83	192	150
USE1	87	130	133	134
USF1	411	536	567	495
USF2	347	511	393	387
USMG5	470	611	509	542
USO1	1903	2449	2375	2206
USP1	5315	6444	7026	6674
USP10	2041	2529	2762	2470
USP11	998	1335	1432	1201
USP12	222	304	286	261
USP13	307	432	552	577
USP14	454	618	1178	911
USP15	1431	1854	2088	1987
USP16	2391	3073	3114	2761
USP18	223	240	301	260
USP19	1410	1819	2018	1942
USP2	40	47	62	77
USP20	218	276	281	257
USP21	151	207	245	217
USP22	3103	3987	4295	3672
USP24	4515	5826	6526	6193
USP25	1190	1463	1598	1519
USP27X	26	51	52	42
USP28	949	1141	1293	1058
USP3	297	349	417	347
USP30	163	194	164	137
USP31	188	319	391	316
USP32	819	1173	1336	1149
USP33	2310	2876	2991	2658
USP34	3499	4601	6120	5334
USP35	56	54	84	71
USP36	430	545	872	756
USP37	732	953	1110	953
USP38	1098	1376	1450	1197
USP39	1254	1567	1510	1384
USP4	315	392	564	506
USP40	377	503	586	593
USP41	88	111	115	90
USP42	162	216	318	265
USP43	60	66	62	63
USP44	95	101	110	100
USP45	342	414	517	540
USP46	279	377	372	385
USP47	1860	2345	2423	2419
USP48	1200	1656	2028	1948
USP49	45	77	115	92
USP5	1541	1842	1961	1983
USP51	32	58	53	48
USP53	653	881	911	901
USP54	508	665	889	763
USP6	124	191	151	113
USP6NL	266	336	332	302
USP7	2389	3349	3666	3607
USP8	712	931	1083	1040
USP9X	10552	13670	15548	14199
USPL1	608	769	896	799
UST	154	185	192	165
UTP11L	860	1094	1056	1107
UTP14A	2197	2638	2856	2905
UTP14C	950	1198	1415	1340
UTP15	816	995	1079	960
UTP18	1524	1847	2309	2269
UTP20	3905	4850	5542	5083
UTP23	181	187	240	182
UTP3	489	653	866	797
UTP6	1129	1491	1580	1635
UTRN	2419	3070	3728	3562
UVRAG	296	345	437	407
UVSSA	97	115	191	174
UXS1	243	299	366	374
UXT	460	530	504	404
VAC14	282	406	549	476
VAMP2	18	19	32	27
VAMP3	241	323	259	203
VAMP4	37	35	44	35
VAMP7	1260	1550	1614	1382
VAMP8	57	87	68	70
VANGL1	180	293	266	230
VANGL2	43	61	141	69
VAPA	913	1089	1155	1146
VAPB	168	203	300	247
VARS	1491	1851	2585	2159
VARS2	465	540	548	555
VASH1	60	75	114	128
VASH2	24	31	42	42
VASP	143	156	190	176
VAT1	329	426	577	475
VAV1	37	45	56	31
VAV2	193	226	307	229
VAV3	71	53	80	77
VBP1	1608	1920	2345	2247
VCAN	1308	1803	2200	1839
VCL	1901	2396	2589	2420
VCP	6592	8057	8569	8135
VCPIP1	429	619	788	731
VDAC1	3196	3851	3330	2892
VDAC2	3234	4040	3953	3323
VDAC3	2019	2373	2431	2245
VEGFA	85	107	123	110
VEGFB	19	38	34	38
VEZF1	263	320	254	227
VEZT	954	1105	1213	1039
VGLL4	75	94	102	70
VHL	374	481	636	688
VILL	63	85	70	86
VIM	5418	7373	8368	7512
VIMP	305	409	415	471
VIPAS39	143	185	168	172
VIPR1	19	26	41	28
VKORC1	262	330	371	308
VKORC1L1	86	82	109	84
VMA21	263	371	308	307
VMP1	554	666	748	710
VOPP1	60	82	90	96
VPRBP	1289	1764	2094	1823
VPS11	468	566	607	510
VPS13A	3120	4220	5129	4890
VPS13B	1236	1720	2176	1979
VPS13C	2004	2711	3188	3037
VPS13D	1923	2576	3343	2953
VPS16	519	584	617	522
VPS18	284	367	417	353
VPS25	536	787	697	604
VPS26A	394	510	739	732
VPS26B	181	278	305	306
VPS28	180	207	243	226
VPS29	483	604	595	490
VPS33A	825	1111	1273	1184
VPS33B	215	248	304	325
VPS35	2509	2992	3238	3142
VPS36	386	548	597	602
VPS37A	176	221	241	223
VPS37B	39	76	101	90
VPS37C	86	123	122	122
VPS39	346	463	511	426
VPS41	980	1209	1250	1277
VPS45	810	1009	1137	1026
VPS4A	856	1028	1116	1087
VPS4B	327	413	477	433
VPS51	802	926	1035	955
VPS52	401	495	610	524
VPS53	324	454	653	524
VPS54	827	1014	1038	992
VPS72	768	948	870	876
VPS8	612	753	881	700
VRK1	1343	1697	1849	1775
VRK2	528	673	621	568
VRK3	290	370	375	318
VSIG10	60	82	94	66
VTA1	794	1024	872	807
VTI1A	211	270	319	272
VTI1B	414	572	543	516
VWA1	22	35	44	36
VWA8	861	1176	1580	1435
VWA9	886	1110	1117	944
VWDE	269	398	477	452
WAC	843	1128	1003	732
WAPAL	2413	3109	3446	3318
WARS	1237	1710	1589	1330
WARS2	391	499	482	439
WASF1	340	359	645	485
WASF2	260	324	474	348
WASF3	186	214	243	235
WASH1	1490	1934	2247	1926
WASL	168	229	235	194
WBP1	218	253	266	213
WBP11	1114	1466	1422	1271
WBP1L	61	84	60	80
WBP2	102	220	147	128
WBP4	204	247	291	251
WBP5	441	512	537	578
WBSCR16	946	1116	1319	1226
WBSCR22	728	1034	1065	1074
WDFY1	318	375	381	311
WDFY2	51	71	101	100
WDFY3	1793	2216	2622	2366
WDHD1	1248	1552	1768	1579
WDPCP	157	163	199	193
WDR1	1540	1985	1835	1738
WDR11	1396	1716	1863	1647
WDR12	1124	1271	1448	1413
WDR13	303	368	328	299
WDR17	262	346	411	401
WDR18	431	500	505	475
WDR19	504	694	797	698
WDR20	239	345	340	274
WDR24	119	151	188	175
WDR25	102	116	127	115
WDR26	956	1235	2120	1957
WDR27	215	268	358	341
WDR3	3456	4050	4301	4093
WDR33	2001	2385	2746	2316
WDR34	1016	1191	1309	1111
WDR35	963	1013	1278	1117
WDR36	1738	2143	2222	1910
WDR37	167	182	262	216
WDR4	318	356	605	557
WDR41	743	926	1105	1058
WDR43	2989	3728	4191	3754
WDR44	725	962	1143	1121
WDR45	251	303	356	260
WDR45B	676	823	780	679
WDR46	1075	1261	1262	1188
WDR47	374	477	396	372
WDR48	1161	1418	1574	1354
WDR5	739	972	1089	1034
WDR52	438	565	734	709
WDR53	104	120	127	117
WDR54	299	383	319	307
WDR55	265	321	368	349
