	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b
THAP1	98	120	142	180
THAP10	69	50	98	157
THAP11	170	164	248	362
THAP3	65	101	161	204
THAP4	291	383	434	644
THAP5	204	287	365	439
THAP6	54	50	90	96
THAP7	82	96	162	217
THAP9	59	70	81	107
THBS3	11	17	11	20
THBS4	91	91	126	154
THEM4	147	147	157	227
THEMIS2	9	16	22	29
THG1L	126	140	136	263
THNSL1	221	215	263	394
THOC1	307	342	382	664
THOC2	1373	1710	1736	2589
THOC3	1001	1104	1441	2108
THOC5	481	498	730	960
THOC6	169	180	228	389
THOC7	294	381	496	580
THOP1	507	537	675	1029
THRA	38	26	57	67
THRAP3	1702	2103	2352	3413
THRB	65	46	64	113
THSD1	34	16	28	24
THSD4	27	28	24	47
THTPA	30	52	65	93
THUMPD1	170	219	217	277
THUMPD2	165	215	270	284
THUMPD3	556	568	728	859
THYN1	186	219	280	327
TIA1	296	322	391	556
TIAL1	620	731	962	1320
TIAM1	229	227	260	372
TIAM2	59	62	78	87
TICRR	331	369	482	639
TIFA	45	62	90	90
TIGD1	105	112	196	217
TIGD2	47	61	81	124
TIGD5	100	88	127	187
TIGD6	54	72	81	112
TIGD7	4	4	4	9
TIMELESS	924	915	1128	1634
TIMM10	248	230	280	509
TIMM10B	84	92	86	144
TIMM13	673	701	967	1520
TIMM17A	492	487	676	859
TIMM17B	329	367	528	758
TIMM21	197	240	267	433
TIMM22	230	238	311	513
TIMM23	2007	2115	2448	3614
TIMM44	528	574	746	1091
TIMM50	1712	1864	2310	3520
TIMM8A	155	187	233	346
TIMM8B	471	532	687	1007
TIMM9	60	73	107	134
TIMMDC1	380	460	567	711
TIMP1	776	914	1137	1641
TIMP2	124	124	152	233
TIMP3	154	195	229	309
TINF2	65	74	112	115
TIPARP	291	347	374	497
TIPIN	706	780	1056	1177
TIPRL	702	910	1079	1447
TJAP1	162	188	238	335
TJP1	1164	1370	1556	2142
TJP2	497	576	668	1022
TK1	407	522	675	1032
TK2	24	17	24	42
TKT	3530	3988	5513	7816
TLCD1	52	45	63	87
TLDC1	124	112	155	206
TLE1	336	360	493	682
TLE3	638	663	793	1257
TLE4	281	325	454	644
TLK1	146	142	194	239
TLK2	410	476	589	822
TLL1	2	3	3	1
TLN1	2478	2563	3073	4612
TLN2	88	66	95	109
TLR9	65	71	68	115
TM2D1	162	166	188	278
TM2D2	150	147	138	261
TM2D3	239	256	292	440
TM7SF2	71	64	72	126
TM7SF3	348	322	382	505
TM9SF1	462	518	498	782
TM9SF2	1837	1974	1937	2952
TM9SF3	1602	1599	1691	2425
TM9SF4	358	378	446	678
TMA16	188	250	332	434
TMA7	414	513	661	1114
TMBIM4	254	258	298	499
TMBIM6	5028	5241	6202	9448
TMC6	15	14	40	34
TMC7	20	23	34	39
TMCC1	25	28	38	47
TMCC2	2	3	2	5
TMCO1	1015	1182	1351	1698
TMCO3	112	118	161	234
TMCO4	51	64	64	100
TMCO6	58	56	70	91
TMED1	98	111	117	217
TMED10	656	755	897	1337
TMED2	1484	1689	1779	2921
TMED3	241	255	286	419
TMED4	633	680	835	1138
TMED5	344	359	428	555
TMED7-TICAM2	597	708	807	1126
TMED8	104	108	148	197
TMED9	994	1002	1181	1877
TMEM101	239	275	352	456
TMEM102	29	25	32	57
TMEM104	124	140	150	266
TMEM106B	314	350	376	427
TMEM106C	232	245	347	481
TMEM109	398	410	503	935
TMEM11	126	130	176	236
TMEM110-MUSTN1	32	37	34	71
TMEM115	184	175	226	394
TMEM116	17	21	17	22
TMEM117	37	60	66	100
TMEM120A	76	81	108	140
TMEM120B	135	126	196	238
TMEM123	600	690	859	1036
TMEM126A	205	210	207	275
TMEM126B	212	279	327	468
TMEM127	64	75	75	155
TMEM128	47	47	65	79
TMEM129	54	71	87	150
TMEM131	351	364	394	511
TMEM132A	93	94	113	191
TMEM134	21	16	14	41
TMEM135	171	255	243	309
TMEM136	39	34	67	68
TMEM138	46	59	83	119
TMEM141	129	119	200	242
TMEM143	24	27	17	32
TMEM144	41	38	60	59
TMEM147	1462	1576	1916	2704
TMEM14A	85	75	96	198
TMEM14B	306	313	362	545
TMEM14C	410	429	486	910
TMEM160	106	144	162	245
TMEM161A	360	324	414	768
TMEM161B	239	242	301	401
TMEM164	155	149	184	258
TMEM165	328	380	454	675
TMEM167A	197	242	255	377
TMEM167B	49	44	68	92
TMEM168	165	160	164	248
TMEM170A	41	33	44	84
TMEM170B	29	19	18	31
TMEM175	67	55	71	108
TMEM177	118	131	161	202
TMEM179B	250	231	305	462
TMEM18	126	107	110	210
TMEM180	32	29	41	58
TMEM181	236	232	252	422
TMEM183A	120	113	185	195
TMEM184B	128	133	173	245
TMEM184C	102	164	167	209
TMEM185A	192	171	177	284
TMEM185B	298	320	294	568
TMEM186	38	25	64	80
TMEM189-UBE2V1	875	1019	1241	1850
TMEM19	217	232	234	402
TMEM192	115	147	176	226
TMEM194A	565	580	675	1062
TMEM194B	36	30	38	66
TMEM199	116	134	169	295
TMEM2	117	128	127	199
TMEM201	354	334	490	791
TMEM203	95	77	96	148
TMEM205	505	525	654	884
TMEM206	89	109	124	185
TMEM208	176	174	187	339
TMEM209	870	971	1188	1340
TMEM214	373	361	496	711
TMEM216	34	35	43	62
TMEM218	15	31	18	36
TMEM219	75	72	94	172
TMEM222	248	268	296	415
TMEM223	67	70	102	127
TMEM230	405	436	583	762
TMEM231	24	33	46	50
TMEM234	19	22	25	53
TMEM237	166	225	228	331
TMEM241	24	39	38	65
TMEM242	143	151	240	295
TMEM243	53	42	75	60
TMEM245	264	275	293	473
TMEM246	82	90	131	145
TMEM248	241	239	308	389
TMEM25	57	40	61	81
TMEM251	59	42	83	116
TMEM256	228	267	388	551
TMEM258	262	276	357	533
TMEM259	397	313	491	680
TMEM260	47	69	64	107
TMEM30A	824	999	1010	1323
TMEM33	865	1005	1214	1595
TMEM38A	38	39	37	58
TMEM38B	424	374	475	699
TMEM39A	114	101	137	255
TMEM39B	114	119	143	222
TMEM41A	65	88	78	150
TMEM41B	218	296	295	471
TMEM42	5	14	13	17
TMEM43	445	436	517	796
TMEM45A	43	64	65	92
TMEM47	0	0	0	0
TMEM5	79	67	99	148
TMEM50A	802	856	946	1480
TMEM54	63	65	81	96
TMEM55B	104	121	171	206
TMEM56	98	103	110	178
TMEM57	250	282	320	421
TMEM59	1269	1277	1444	2077
TMEM60	31	43	56	70
TMEM62	58	75	96	110
TMEM63A	101	89	128	147
TMEM63B	148	157	209	268
TMEM64	64	70	76	125
TMEM65	153	162	247	311
TMEM66	678	786	860	1317
TMEM67	111	117	137	177
TMEM68	51	52	70	100
TMEM69	438	581	729	930
TMEM70	510	599	707	953
TMEM74	8	7	17	17
TMEM74B	8	14	14	14
TMEM80	18	25	32	46
TMEM81	0	0	0	0
TMEM87A	253	293	283	431
TMEM87B	89	101	96	151
TMEM8A	70	68	102	166
TMEM9	344	377	421	620
TMEM97	257	258	328	461
TMEM98	113	127	176	204
TMEM99	34	33	32	50
TMEM9B	93	110	109	122
TMF1	367	446	600	812
TMLHE	226	282	379	473
TMOD2	50	66	84	120
TMOD3	631	705	911	1123
TMPO	2206	2555	3097	4296
TMPPE	43	59	48	87
TMSB10	572	580	1062	1290
TMSB15A	12	18	24	28
TMSB15B	19	18	30	29
TMSB4X	41	45	60	96
TMTC1	72	78	115	129
TMTC2	72	81	74	122
TMTC3	828	811	962	1292
TMTC4	60	59	67	102
TMUB1	104	147	213	221
TMUB2	82	105	138	171
TMX1	680	660	726	1050
TMX2	539	534	686	1086
TMX3	320	357	331	514
TMX4	157	176	162	272
TNFAIP1	90	79	115	159
TNFAIP3	25	25	36	51
TNFAIP8	61	66	87	118
TNFRSF10B	393	443	433	718
TNFRSF10D	168	173	150	235
TNFRSF11A	88	80	100	142
TNFRSF19	49	71	65	96
TNFRSF1A	201	205	252	352
TNFRSF21	100	100	109	184
TNIK	321	319	359	540
TNIP1	190	220	273	441
TNIP2	65	77	114	150
TNK2	52	41	60	55
TNKS	361	421	499	694
TNKS1BP1	165	134	200	315
TNKS2	812	831	1139	1406
TNNI3	6	10	13	14
TNNT1	21	33	36	47
TNPO1	1867	2192	2695	3363
TNPO2	874	901	1095	1733
TNPO3	954	974	1255	1711
TNRC18	294	261	336	570
TNRC6A	262	297	432	523
TNRC6B	368	384	476	695
TNRC6C	94	99	138	216
TNS3	46	35	45	70
TOB1	342	417	471	759
TOB2	132	158	179	359
TOE1	276	270	342	485
TOLLIP	111	116	167	283
TOM1	143	178	221	292
TOM1L1	350	410	475	668
TOM1L2	134	156	178	234
TOMM20	1309	1475	1561	2341
TOMM22	556	661	766	1202
TOMM34	630	653	900	1189
TOMM40	935	1043	1320	2142
TOMM40L	71	94	102	176
TOMM5	194	201	295	386
TOMM6	740	808	1101	1420
TOMM7	338	288	372	650
TOMM70A	1048	1159	1415	1745
TONSL	251	216	237	453
TOP1	2567	3015	3715	5333
TOP1MT	143	142	191	294
TOP2A	4464	5281	5257	8347
TOP2B	1727	2001	2274	3021
TOP3A	216	246	287	431
TOP3B	197	166	219	369
TOPBP1	782	828	1180	1413
TOPORS	256	353	352	494
TOR1A	300	377	420	631
TOR1AIP1	384	401	491	611
TOR1AIP2	310	323	495	601
TOR1B	111	140	163	235
TOR2A	44	62	58	95
TOR3A	128	141	201	280
TOX4	423	561	639	936
TP53	553	676	839	1218
TP53BP1	945	972	1236	1756
TP53BP2	561	575	741	1019
TP53I11	43	70	63	86
TP53I13	75	68	90	190
TP53I3	91	82	132	141
TP53INP1	76	81	84	143
TP53RK	161	151	207	314
TP73	105	118	172	247
TPBG	189	210	257	416
TPCN1	106	117	126	164
TPCN2	47	52	56	99
TPD52	327	417	495	682
TPD52L1	176	197	265	308
TPD52L2	454	474	621	930
TPGS1	70	90	83	182
TPGS2	215	250	343	448
TPI1	7725	7839	10621	15468
TPM1	309	282	332	453
TPM2	14	15	11	26
TPM3	1179	1231	1472	2233
TPM4	906	929	1164	1648
TPMT	166	227	242	328
TPP1	202	181	231	355
TPP2	978	1109	1302	1822
TPR	2435	2859	3277	4163
TPRA1	164	147	150	253
TPRG1L	137	134	155	284
TPRKB	384	478	496	629
TPRN	80	111	126	247
TPST1	38	37	44	68
TPST2	22	27	32	53
TPT1	3082	3707	3803	6187
TPX2	1384	1643	2009	2430
TRA2A	901	1014	1218	1885
TRA2B	1687	2060	2619	3511
TRABD	319	305	397	629
TRADD	30	31	33	70
TRAF2	218	217	267	495
TRAF3	96	101	139	144
TRAF3IP1	151	166	206	356
TRAF3IP2	68	75	111	154
TRAF4	140	133	189	262
TRAF5	99	108	140	177
TRAF6	125	143	162	230
TRAF7	137	163	182	293
TRAFD1	544	674	723	1109
TRAIP	105	105	127	230
TRAK1	58	61	64	101
TRAK2	52	52	71	72
TRAM1	792	830	934	1312
TRAM1L1	13	19	17	13
TRAM2	81	114	134	169
TRAP1	2229	2412	3244	4082
TRAPPC1	403	448	546	855
TRAPPC10	242	261	288	421
TRAPPC11	378	354	405	556
TRAPPC12	188	178	251	390
TRAPPC13	209	216	274	368
TRAPPC2	111	182	198	248
TRAPPC2L	223	229	325	454
TRAPPC3	533	475	549	929
TRAPPC4	298	290	373	600
TRAPPC5	557	502	878	1111
TRAPPC6A	19	26	39	64
TRAPPC6B	74	79	113	130
TRAPPC8	371	444	527	624
TRAPPC9	201	205	223	344
TRDMT1	80	98	123	140
TREX1	0	0	1	0
TRIAP1	170	199	210	338
TRIB1	244	293	329	497
TRIB3	78	87	113	171
TRIM11	127	153	209	329
TRIM13	263	281	337	464
TRIM14	75	91	132	189
TRIM16	4	6	17	26
TRIM16L	3	9	15	18
TRIM2	145	170	259	323
TRIM21	51	72	64	122
TRIM23	264	271	315	427
TRIM24	679	736	895	1204
TRIM25	648	748	859	1334
TRIM26	229	254	293	444
TRIM27	438	565	683	1074
TRIM28	5093	5380	6886	11185
TRIM3	48	39	41	64
TRIM32	129	153	181	281
TRIM33	632	669	824	1096
TRIM35	109	128	143	269
TRIM36	71	69	104	120
TRIM37	253	271	352	437
TRIM38	68	78	135	134
TRIM39-RPP21	217	221	331	505
TRIM4	149	177	230	353
TRIM41	70	81	90	184
TRIM44	169	237	291	460
TRIM45	29	27	42	63
TRIM47	27	20	26	34
TRIM5	53	66	87	115
TRIM52	33	22	39	58
TRIM59	107	147	199	214
TRIM62	17	21	36	46
TRIM65	198	208	265	373
TRIM66	16	12	10	7
TRIM68	39	43	52	92
TRIM71	5	7	7	11
TRIM8	111	123	155	277
TRIM9	121	113	180	222
TRIO	468	389	506	638
TRIOBP	149	155	214	288
TRIP10	153	153	221	325
TRIP11	356	444	578	731
TRIP12	2037	2463	2923	3792
TRIP13	1056	1208	1493	1885
TRIP4	266	260	323	423
TRIP6	734	912	1172	1838
TRIT1	178	176	245	300
TRMT1	430	459	558	1002
TRMT10A	115	128	164	226
TRMT10B	23	28	43	53
TRMT10C	695	911	1055	1389
TRMT11	298	283	382	403
TRMT112	624	641	791	1382
TRMT12	59	68	110	112
TRMT13	202	278	329	444
TRMT1L	371	460	591	721
TRMT2A	431	457	618	946
TRMT2B	100	97	123	139
TRMT44	90	89	106	160
TRMT5	250	301	400	435
TRMT6	374	407	523	717
TRMT61A	228	297	397	662
TRMT61B	88	94	137	182
TRMU	313	381	449	684
TRNAU1AP	167	133	199	266
TRNT1	105	115	188	210
TRO	204	255	273	351
TROAP	308	384	499	699
TROVE2	725	848	1073	1208
TRPC1	45	55	73	81
TRPC3	31	25	38	37
TRPC4AP	723	746	868	1274
TRPM4	20	16	25	32
TRPM7	163	180	226	241
TRPS1	167	165	229	276
TRPT1	54	56	81	104
TRPV1	15	7	6	10
TRRAP	1989	1798	2286	3030
TRUB1	438	473	612	836
TRUB2	447	487	662	840
TSC1	132	124	195	241
TSC2	462	469	537	910
TSC22D1	189	183	273	348
TSC22D2	137	150	207	320
TSC22D3	191	214	340	480
TSC22D4	59	67	90	153
TSEN15	71	87	99	160
TSEN2	146	176	218	296
TSEN34	257	347	476	621
TSEN54	107	129	181	258
TSFM	809	870	1051	1635
TSG101	662	730	933	1226
TSGA10	8	9	13	14
TSHZ1	58	60	69	90
TSHZ2	11	7	5	10
TSHZ3	60	69	125	155
TSKU	25	30	32	45
TSN	502	681	784	1178
TSNARE1	19	23	30	47
TSNAX	679	826	956	1319
TSNAXIP1	8	3	4	5
TSPAN12	104	109	133	223
TSPAN13	251	254	300	520
TSPAN14	124	135	158	206
TSPAN15	75	66	96	103
TSPAN17	36	17	29	42
TSPAN3	1535	1444	1597	2401
TSPAN31	181	196	203	323
TSPAN33	115	104	112	176
TSPAN4	49	49	65	93
TSPAN5	34	48	48	78
TSPAN6	379	453	430	751
TSPAN7	58	51	70	109
TSPAN9	130	149	170	254
TSPO	106	132	186	266
TSPYL1	1529	1842	2405	3703
TSPYL2	198	249	295	463
TSPYL4	169	199	306	452
TSR1	1815	1899	2264	3084
TSR2	336	352	458	730
TSR3	184	214	264	449
TSSC1	134	177	184	224
TSSC4	89	78	121	235
TST	163	157	204	329
TSTA3	204	207	265	395
TSTD2	92	105	139	191
TTBK2	40	37	55	83
TTC1	616	706	924	1237
TTC12	93	118	91	150
TTC13	291	305	282	440
TTC14	188	249	281	386
TTC17	245	252	273	401
TTC18	17	20	21	15
TTC19	224	257	262	366
TTC21B	317	379	472	526
TTC23	14	24	38	41
TTC26	181	196	256	398
TTC27	341	427	460	643
TTC28	283	316	368	482
TTC3	295	356	446	542
TTC30A	204	244	298	441
TTC30B	203	239	281	423
TTC31	67	54	50	113
TTC32	86	105	104	155
TTC33	166	163	210	258
TTC37	1330	1431	1691	2125
TTC38	237	205	277	430
TTC39A	147	148	217	332
TTC39B	42	59	66	94
TTC39C	107	111	149	218
TTC4	351	425	438	752
TTC5	133	173	198	256
TTC7A	30	36	38	74
TTC7B	188	199	239	338
TTC8	233	242	315	398
TTC9C	67	64	105	174
TTF1	258	288	340	452
TTF2	830	847	1033	1458
TTI1	341	414	504	688
TTI2	159	201	238	398
TTK	1189	1451	1635	2112
TTL	112	116	133	167
TTLL1	27	28	29	29
TTLL11	7	10	7	27
TTLL12	862	886	1102	2123
TTLL3	17	24	18	17
TTLL4	398	418	526	764
TTLL5	71	81	107	126
TTLL7	103	110	149	171
TTPAL	91	80	128	156
TTYH2	18	20	28	44
TTYH3	219	224	277	419
TUB	72	76	102	153
TUBA1A	21827	24026	28664	43665
TUBA1B	29836	33509	41164	62611
TUBA1C	22270	24903	29667	47550
TUBA8	277	296	294	652
TUBB	20410	23144	28765	42691
TUBB2A	2166	2695	3459	4979
TUBB2B	2280	2834	3576	4996
TUBB3	1118	1367	1762	2537
TUBB4A	1176	1553	1992	2929
TUBB4B	5854	7043	8864	15497
TUBB4Q	726	829	1231	2171
TUBB6	892	1083	1490	2000
TUBB8	483	573	833	1493
TUBD1	93	113	167	240
TUBE1	74	101	154	184
TUBG1	576	655	932	1410
TUBG2	276	311	461	727
TUBGCP2	563	606	790	1083
TUBGCP3	278	263	352	539
TUBGCP4	440	467	638	824
TUBGCP5	248	236	277	311
TUBGCP6	291	239	270	374
TUFM	2686	2824	3879	5487
TUFT1	124	112	192	221
TULP3	149	182	195	317
TULP4	107	74	94	123
TUSC1	11	30	40	44
TUSC2	57	53	58	123
TUSC3	581	602	653	968
TUT1	156	146	249	331
TVP23B	124	142	157	210
TVP23C	70	77	91	151
TWF1	913	1096	1411	1644
TWISTNB	223	271	345	505
TWSG1	277	306	366	447
TXLNA	950	1098	1412	2090
TXLNG	841	930	1234	1491
TXN	2703	3079	3652	6242
TXN2	319	397	467	728
TXNDC11	29	31	33	58
TXNDC12	432	503	541	874
TXNDC15	199	242	269	393
TXNDC16	254	276	300	334
TXNDC17	641	805	954	1462
TXNDC5	1735	1789	2147	2984
TXNDC9	371	459	569	621
TXNIP	52	47	74	93
TXNL1	671	858	1041	1367
TXNL4A	530	544	630	1018
TXNL4B	109	112	137	190
TXNRD1	798	1019	1177	1615
TXNRD2	269	311	413	669
TXNRD3	53	50	59	75
TYK2	241	200	272	382
TYMS	2076	2168	2593	3927
TYRO3	131	121	126	189
TYSND1	336	348	418	663
TYW1	147	156	204	294
TYW1B	89	82	125	167
TYW3	181	184	233	306
TYW5	34	55	67	74
U2AF1	1536	1510	1944	3166
U2AF1L4	35	33	36	67
U2AF2	2402	2525	3471	5180
U2SURP	1607	1848	2034	2651
UACA	416	466	511	656
UAP1	725	846	1062	1374
UAP1L1	35	44	56	101
UBA1	9055	9497	11559	16578
UBA2	6580	7189	8813	11495
UBA3	610	672	823	994
UBA5	382	413	472	634
UBA52	4596	5372	6742	9770
UBA6	882	1084	1279	1657
UBAC1	148	191	248	322
UBAC2	230	226	219	356
UBALD2	131	141	188	308
UBAP1	169	177	233	321
UBAP2	392	476	553	785
UBAP2L	2777	3250	3511	5796
UBASH3B	49	58	63	108
UBB	12043	14349	20810	28016
UBBP4	5246	6280	9137	13035
UBC	38097	48079	61573	69835
UBE2A	573	751	884	1148
UBE2B	414	475	598	794
UBE2C	1965	2309	2748	4046
UBE2D1	167	173	316	355
UBE2D2	815	985	1166	1338
UBE2D3	986	1250	1554	2029
UBE2D4	23	25	26	29
UBE2E1	1373	1876	2162	2805
UBE2E2	185	176	236	296
UBE2E3	355	447	512	708
UBE2F	108	110	168	204
UBE2G1	447	509	544	782
UBE2G2	575	511	651	987
UBE2H	183	232	289	363
UBE2I	750	822	1113	1498
UBE2J1	348	384	445	633
UBE2J2	353	383	506	690
UBE2K	630	759	957	1124
UBE2L3	1131	1447	1592	2433
UBE2M	934	924	1325	1799
UBE2N	1203	1568	2108	2664
UBE2NL	192	244	320	394
UBE2O	528	614	716	1210
UBE2Q1	339	338	468	679
UBE2Q2	72	63	80	136
UBE2R2	321	344	400	599
UBE2S	1375	1458	1879	2925
UBE2T	677	740	855	1299
UBE2V2	558	658	823	991
UBE2W	59	76	109	140
UBE2Z	411	479	557	792
UBE3A	534	565	705	898
UBE3B	141	130	153	242
UBE3C	725	837	1011	1266
UBE3D	88	110	159	227
UBE4A	614	696	927	1105
UBE4B	568	641	787	1130
UBFD1	372	348	501	750
UBIAD1	158	164	199	312
UBL3	94	101	107	148
UBL4A	206	227	319	467
UBL5	1331	1501	1690	2776
UBL7	608	594	834	1185
UBLCP1	498	612	655	910
UBN1	141	132	156	234
UBN2	122	122	179	237
UBOX5	79	84	146	202
UBP1	134	141	178	255
UBQLN1	1497	1864	2435	2922
UBQLN2	509	680	836	1103
UBQLN4	381	428	535	778
UBR1	525	552	672	922
UBR2	724	849	1007	1371
UBR3	521	521	662	853
UBR4	3344	3314	3309	4906
UBR5	1141	1241	1403	1811
UBR7	772	877	1137	1389
UBTD1	29	31	44	62
UBTD2	62	80	92	145
UBTF	847	909	1140	1778
UBXN1	457	475	631	990
UBXN11	63	65	61	120
UBXN2A	131	141	171	206
UBXN2B	121	133	176	238
UBXN4	691	659	950	1119
UBXN6	136	126	180	255
UBXN7	448	523	620	784
UBXN8	205	214	233	389
UCHL1	4199	4584	5523	8406
UCHL3	310	288	443	537
UCHL5	776	935	1120	1498
UCK1	178	191	236	350
UCK2	754	709	938	1419
UCKL1	181	212	222	383
UCP2	96	78	95	108
UEVLD	119	149	154	215
UFC1	446	416	574	805
UFD1L	932	1006	1210	1741
UFL1	399	433	478	595
UFM1	233	318	335	465
UFSP2	183	206	227	296
UGCG	242	284	252	410
UGDH	303	293	365	568
UGGT1	688	751	889	1024
UGGT2	301	364	396	427
UGP2	483	550	750	905
UGT8	257	300	335	469
UHMK1	255	230	276	372
UHRF1	1358	1463	1909	2931
UHRF1BP1	235	256	292	379
UHRF1BP1L	301	356	442	509
UHRF2	150	165	193	278
UIMC1	168	219	260	365
ULBP2	57	73	88	137
ULBP3	102	110	132	208
ULK1	130	139	165	290
ULK2	3	9	9	9
ULK3	143	147	168	289
ULK4	33	35	16	43
UMPS	601	671	760	1209
UNC119	79	97	156	228
UNC119B	239	244	316	416
UNC13B	154	149	188	255
UNC45A	571	563	723	1159
UNC50	182	210	233	418
UNC5B	166	203	147	270
UNC5C	84	112	119	155
UNC93B1	66	68	88	131
UNCX	1	0	2	0
UNG	777	853	1124	1570
UNK	110	118	152	179
UNKL	51	51	79	172
UPF1	959	1088	1423	2310
UPF2	348	474	546	714
UPF3A	159	206	259	367
UPF3B	457	474	654	847
UPP1	48	51	82	86
UPRT	81	99	125	165
UQCC	243	275	322	451
UQCR10	450	585	985	993
UQCR11	324	372	387	753
UQCRB	1248	1290	1649	2020
UQCRC1	1576	1651	2093	3134
UQCRC2	1936	2393	2774	3514
UQCRFS1	5088	5202	6503	9770
UQCRH	1238	1454	1879	2962
UQCRHL	591	670	830	1360
UQCRQ	1220	1307	1622	2298
URB1	573	564	635	964
URB2	674	752	904	1398
URGCP	230	235	276	516
URI1	806	904	1063	1519
URM1	129	151	214	330
UROD	904	1017	1304	1841
UROS	88	88	94	144
USB1	64	53	97	127
USE1	88	97	124	209
USF1	157	168	259	364
USF2	240	262	338	576
USMG5	672	901	1161	1582
USO1	644	752	1065	1220
USP1	1179	1336	1553	1952
USP10	703	759	984	1298
USP11	2235	2403	2976	4322
USP12	94	108	152	167
USP13	381	419	492	724
USP14	1696	1968	2465	3293
USP15	563	688	847	956
USP16	458	543	622	757
USP18	156	166	198	314
USP19	505	550	772	1069
USP2	44	46	54	72
USP20	141	142	183	259
USP21	38	51	49	72
USP22	1259	1315	1725	2379
USP24	762	877	1048	1523
USP25	121	117	186	236
USP27X	20	27	31	46
USP28	214	281	315	485
USP3	264	318	366	470
USP30	157	192	232	333
USP31	30	38	43	54
USP32	264	300	336	437
USP33	1017	1217	1445	1861
USP34	543	566	635	784
USP35	10	15	15	22
USP36	272	269	302	497
USP37	338	354	434	608
USP38	228	304	372	473
USP39	625	624	843	1117
USP4	126	130	163	211
USP40	90	96	132	154
USP41	87	90	111	155
USP42	96	108	148	226
USP43	16	10	15	24
USP44	36	26	52	63
USP45	72	67	106	145
USP46	93	110	150	201
USP47	532	556	653	897
USP48	984	1108	1272	1722
USP49	15	14	18	30
USP5	1265	1365	1679	2820
USP51	10	10	16	23
USP53	103	128	151	213
USP54	149	206	229	306
USP6	66	72	75	77
USP6NL	85	97	133	159
USP7	621	691	882	1185
USP8	449	484	692	803
USP9X	3487	3749	4443	5567
USPL1	145	175	225	295
UST	47	32	33	47
UTP11L	841	1043	1323	1682
UTP14A	580	646	753	1207
UTP14C	361	425	478	700
UTP15	323	380	462	622
UTP18	1179	1213	1566	2140
UTP20	1117	1236	1379	1943
UTP23	137	131	151	188
UTP3	498	544	589	902
UTP6	675	755	944	1271
UTRN	982	1032	1046	1639
UVRAG	93	78	113	159
UVSSA	50	37	36	67
UXS1	163	194	210	290
UXT	628	667	819	1341
VAC14	213	236	308	448
VAMP2	45	63	84	110
VAMP3	261	293	332	446
VAMP4	34	46	67	75
VAMP7	636	670	760	1056
VAMP8	91	106	116	191
VANGL1	140	189	227	374
VANGL2	68	82	112	148
VAPA	1011	1122	1486	2098
VAPB	530	563	704	1017
VARS	1887	1970	2559	3792
VARS2	273	220	260	368
VASH1	6	11	14	17
VASH2	7	12	15	24
VASP	72	56	84	130
VAT1	531	515	779	1014
VAV1	21	24	46	40
VAV2	140	147	189	265
VAV3	45	39	69	72
VBP1	1250	1376	1692	2253
VCAN	1111	1157	1226	1676
VCL	1737	1817	2077	3047
VCP	5306	6046	6340	10016
VCPIP1	208	278	313	442
VDAC1	4024	4322	5671	7545
VDAC2	3716	3853	4877	6554
VDAC3	1902	2061	2580	3636
VEGFA	52	51	85	89
VEGFB	15	16	27	38
VEZF1	262	338	428	540
VEZT	375	396	549	556
VGLL4	97	117	155	242
VHL	321	296	364	514
VILL	0	0	0	1
VIM	10349	11329	12865	20752
VIMP	164	186	214	325
VIPAS39	82	112	129	167
VIPR1	23	22	29	49
VKORC1	247	287	328	538
VKORC1L1	67	92	93	160
VMA21	349	439	499	620
VMP1	637	694	819	1160
VOPP1	68	80	98	138
VPRBP	523	648	771	1136
VPS11	141	161	196	265
VPS13A	726	720	708	862
VPS13B	282	285	238	373
VPS13C	789	927	839	1086
VPS13D	500	483	505	641
VPS16	351	375	428	593
VPS18	288	326	358	626
VPS25	351	403	469	682
VPS26A	907	1091	1287	1905
VPS26B	115	136	177	262
VPS28	189	152	220	386
VPS29	820	793	1008	1371
VPS33A	824	853	1059	1419
VPS33B	82	120	113	153
VPS35	1652	1835	2256	3012
VPS36	207	228	257	364
VPS37A	159	190	260	325
VPS37B	148	166	223	297
VPS37C	60	57	65	107
VPS39	287	337	394	557
VPS41	230	265	326	439
VPS45	494	602	763	973
VPS4A	298	335	435	717
VPS4B	347	407	425	691
VPS51	300	286	408	608
VPS52	458	570	682	916
VPS53	650	696	875	1192
VPS54	51	61	89	104
VPS72	369	445	572	893
VPS8	124	124	183	206
VRK1	999	1246	1359	1920
VRK2	128	165	228	281
VRK3	90	145	162	228
VSIG10	21	19	27	36
VTA1	638	801	1072	1194
VTI1A	111	122	102	179
VTI1B	118	107	137	193
VWA1	41	42	49	70
VWA8	317	320	389	485
VWA9	499	550	752	959
VWDE	20	27	27	38
WAC	532	689	881	1087
WAPAL	811	1061	1210	1722
WARS	1477	1608	2094	2507
WARS2	158	207	249	351
WASF1	279	360	490	556
WASF2	574	632	772	1080
WASF3	90	75	121	156
WASH1	752	1000	1098	1869
WASL	375	431	537	753
WBP1	30	38	42	70
WBP11	1070	1188	1291	1815
WBP1L	49	63	75	120
WBP2	472	517	626	947
WBP4	159	178	271	320
WBP5	145	147	242	322
WBSCR16	476	471	631	939
WBSCR22	725	775	1048	1500
WDFY1	283	318	399	614
WDFY2	73	63	91	143
WDFY3	351	363	443	552
WDHD1	394	411	511	705
