	ribo_tm_a	ribo_tm_b	ribo_untr_a	ribo_untr_b
TMEM62	56	21	96	110
TMEM63A	68	50	128	147
TMEM63B	97	65	209	268
TMEM64	52	26	76	125
TMEM65	111	90	247	311
TMEM66	477	288	860	1317
TMEM67	69	42	137	177
TMEM68	35	27	70	100
TMEM69	387	260	729	930
TMEM70	432	269	707	953
TMEM74	6	6	17	17
TMEM74B	8	1	14	14
TMEM80	20	13	32	46
TMEM81	0	0	0	0
TMEM87A	172	124	283	431
TMEM87B	57	37	96	151
TMEM8A	38	34	102	166
TMEM9	264	155	421	620
TMEM97	183	123	328	461
TMEM98	66	57	176	204
TMEM99	19	22	32	50
TMEM9B	73	41	109	122
TMF1	280	223	600	812
TMLHE	181	137	379	473
TMOD2	33	20	84	120
TMOD3	435	280	911	1123
TMPO	1765	1331	3097	4296
TMPPE	22	23	48	87
TMSB10	534	501	1062	1290
TMSB15A	13	10	24	28
TMSB15B	15	11	30	29
TMSB4X	36	32	60	96
TMTC1	53	24	115	129
TMTC2	52	21	74	122
TMTC3	456	331	962	1292
TMTC4	34	21	67	102
TMUB1	73	85	213	221
TMUB2	96	53	138	171
TMX1	395	255	726	1050
TMX2	357	267	686	1086
TMX3	214	116	331	514
TMX4	99	73	162	272
TNFAIP1	50	43	115	159
TNFAIP3	15	23	36	51
TNFAIP8	34	39	87	118
TNFRSF10B	323	194	433	718
TNFRSF10D	84	52	150	235
TNFRSF11A	40	27	100	142
TNFRSF19	24	20	65	96
TNFRSF1A	178	117	252	352
TNFRSF21	79	46	109	184
TNIK	259	159	359	540
TNIP1	175	124	273	441
TNIP2	52	35	114	150
TNK2	40	18	60	55
TNKS	317	189	499	694
TNKS1BP1	142	95	200	315
TNKS2	492	347	1139	1406
TNNI3	13	6	13	14
TNNT1	17	13	36	47
TNPO1	1435	1081	2695	3363
TNPO2	782	537	1095	1733
TNPO3	725	453	1255	1711
TNRC18	258	163	336	570
TNRC6A	160	109	432	523
TNRC6B	336	230	476	695
TNRC6C	63	46	138	216
TNS3	28	17	45	70
TOB1	276	220	471	759
TOB2	116	81	179	359
TOE1	237	131	342	485
TOLLIP	91	63	167	283
TOM1	124	89	221	292
TOM1L1	221	183	475	668
TOM1L2	99	68	178	234
TOMM20	824	622	1561	2341
TOMM22	408	265	766	1202
TOMM34	398	313	900	1189
TOMM40	626	450	1320	2142
TOMM40L	73	48	102	176
TOMM5	243	132	295	386
TOMM6	540	374	1101	1420
TOMM7	264	214	372	650
TOMM70A	767	578	1415	1745
TONSL	172	122	237	453
TOP1	2234	1702	3715	5333
TOP1MT	108	69	191	294
TOP2A	3183	2351	5257	8347
TOP2B	1148	820	2274	3021
TOP3A	149	123	287	431
TOP3B	146	95	219	369
TOPBP1	521	418	1180	1413
TOPORS	271	233	352	494
TOR1A	269	177	420	631
TOR1AIP1	295	179	491	611
TOR1AIP2	201	141	495	601
TOR1B	91	72	163	235
TOR2A	27	35	58	95
TOR3A	118	74	201	280
TOX4	412	269	639	936
TP53	402	341	839	1218
TP53BP1	715	491	1236	1756
TP53BP2	446	276	741	1019
TP53I11	29	19	63	86
TP53I13	64	26	90	190
TP53I3	69	41	132	141
TP53INP1	42	38	84	143
TP53RK	110	76	207	314
TP73	81	57	172	247
TPBG	144	114	257	416
TPCN1	82	43	126	164
TPCN2	40	23	56	99
TPD52	256	149	495	682
TPD52L1	76	89	265	308
TPD52L2	350	227	621	930
TPGS1	62	52	83	182
TPGS2	152	100	343	448
TPI1	5152	3471	10621	15468
TPM1	145	114	332	453
TPM2	13	11	11	26
TPM3	796	580	1472	2233
TPM4	492	328	1164	1648
TPMT	105	82	242	328
TPP1	128	67	231	355
TPP2	689	488	1302	1822
TPR	1809	1318	3277	4163
TPRA1	95	63	150	253
TPRG1L	78	67	155	284
TPRKB	279	202	496	629
TPRN	78	53	126	247
TPST1	27	16	44	68
TPST2	22	13	32	53
TPT1	1366	978	3803	6187
TPX2	1071	867	2009	2430
TRA2A	760	648	1218	1885
TRA2B	1368	1036	2619	3511
TRABD	191	135	397	629
TRADD	23	13	33	70
TRAF2	159	112	267	495
TRAF3	52	37	139	144
TRAF3IP1	109	93	206	356
TRAF3IP2	55	48	111	154
TRAF4	120	44	189	262
TRAF5	83	64	140	177
TRAF6	128	75	162	230
TRAF7	112	44	182	293
TRAFD1	486	362	723	1109
TRAIP	84	48	127	230
TRAK1	38	28	64	101
TRAK2	32	32	71	72
TRAM1	452	316	934	1312
TRAM1L1	11	10	17	13
TRAM2	84	50	134	169
TRAP1	1551	1101	3244	4082
TRAPPC1	308	217	546	855
TRAPPC10	166	104	288	421
TRAPPC11	233	153	405	556
TRAPPC12	135	88	251	390
TRAPPC13	156	116	274	368
TRAPPC2	91	94	198	248
TRAPPC2L	185	134	325	454
TRAPPC3	342	237	549	929
TRAPPC4	254	171	373	600
TRAPPC5	427	288	878	1111
TRAPPC6A	31	20	39	64
TRAPPC6B	55	36	113	130
TRAPPC8	307	211	527	624
TRAPPC9	126	80	223	344
TRDMT1	60	48	123	140
TREX1	0	0	1	0
TRIAP1	129	114	210	338
TRIB1	209	139	329	497
TRIB3	91	49	113	171
TRIM11	116	90	209	329
TRIM13	241	135	337	464
TRIM14	59	34	132	189
TRIM16	14	6	17	26
TRIM16L	9	6	15	18
TRIM2	145	114	259	323
TRIM21	50	41	64	122
TRIM23	192	111	315	427
TRIM24	521	334	895	1204
TRIM25	499	365	859	1334
TRIM26	178	135	293	444
TRIM27	458	291	683	1074
TRIM28	4059	2875	6886	11185
TRIM3	21	7	41	64
TRIM32	116	93	181	281
TRIM33	482	347	824	1096
TRIM35	99	60	143	269
TRIM36	60	36	104	120
TRIM37	168	116	352	437
TRIM38	67	49	135	134
TRIM39-RPP21	197	135	331	505
TRIM4	126	90	230	353
TRIM41	60	46	90	184
TRIM44	173	121	291	460
TRIM45	19	10	42	63
TRIM47	22	11	26	34
TRIM5	67	53	87	115
TRIM52	23	18	39	58
TRIM59	95	64	199	214
TRIM62	23	15	36	46
TRIM65	150	121	265	373
TRIM66	10	1	10	7
TRIM68	31	29	52	92
TRIM71	6	4	7	11
TRIM8	65	59	155	277
TRIM9	94	70	180	222
TRIO	219	144	506	638
TRIOBP	94	65	214	288
TRIP10	103	71	221	325
TRIP11	285	255	578	731
TRIP12	1727	1225	2923	3792
TRIP13	755	532	1493	1885
TRIP4	189	137	323	423
TRIP6	713	444	1172	1838
TRIT1	130	107	245	300
TRMT1	349	272	558	1002
TRMT10A	80	54	164	226
TRMT10B	29	9	43	53
TRMT10C	645	529	1055	1389
TRMT11	169	158	382	403
TRMT112	457	331	791	1382
TRMT12	67	30	110	112
TRMT13	163	145	329	444
TRMT1L	350	241	591	721
TRMT2A	324	246	618	946
TRMT2B	86	63	123	139
TRMT44	71	38	106	160
TRMT5	237	168	400	435
TRMT6	283	234	523	717
TRMT61A	223	159	397	662
TRMT61B	69	52	137	182
TRMU	243	148	449	684
TRNAU1AP	101	78	199	266
TRNT1	88	55	188	210
TRO	201	166	273	351
TROAP	315	229	499	699
TROVE2	547	426	1073	1208
TRPC1	32	33	73	81
TRPC3	27	8	38	37
TRPC4AP	516	369	868	1274
TRPM4	15	10	25	32
TRPM7	132	79	226	241
TRPS1	139	93	229	276
TRPT1	28	24	81	104
TRPV1	7	0	6	10
TRRAP	1308	863	2286	3030
TRUB1	384	242	612	836
TRUB2	321	223	662	840
TSC1	133	80	195	241
TSC2	290	217	537	910
TSC22D1	153	95	273	348
TSC22D2	103	76	207	320
TSC22D3	209	129	340	480
TSC22D4	53	33	90	153
TSEN15	54	43	99	160
TSEN2	129	78	218	296
TSEN34	232	148	476	621
TSEN54	101	66	181	258
TSFM	663	478	1051	1635
TSG101	483	364	933	1226
TSGA10	5	6	13	14
TSHZ1	36	17	69	90
TSHZ2	3	4	5	10
TSHZ3	45	28	125	155
TSKU	15	13	32	45
TSN	435	334	784	1178
TSNARE1	15	17	30	47
TSNAX	500	405	956	1319
TSNAXIP1	2	0	4	5
TSPAN12	97	71	133	223
TSPAN13	142	93	300	520
TSPAN14	83	58	158	206
TSPAN15	36	22	96	103
TSPAN17	9	14	29	42
TSPAN3	998	560	1597	2401
TSPAN31	116	72	203	323
TSPAN33	48	24	112	176
TSPAN4	25	15	65	93
TSPAN5	18	13	48	78
TSPAN6	294	213	430	751
TSPAN7	31	21	70	109
TSPAN9	95	55	170	254
TSPO	91	56	186	266
TSPYL1	1574	1202	2405	3703
TSPYL2	196	163	295	463
TSPYL4	142	105	306	452
TSR1	1339	866	2264	3084
TSR2	246	161	458	730
TSR3	112	71	264	449
TSSC1	126	73	184	224
TSSC4	76	62	121	235
TST	132	80	204	329
TSTA3	120	81	265	395
TSTD2	83	50	139	191
TTBK2	30	14	55	83
TTC1	508	395	924	1237
TTC12	69	46	91	150
TTC13	175	114	282	440
TTC14	188	142	281	386
TTC17	151	85	273	401
TTC18	7	9	21	15
TTC19	177	95	262	366
TTC21B	185	145	472	526
TTC23	28	10	38	41
TTC26	178	102	256	398
TTC27	241	151	460	643
TTC28	213	136	368	482
TTC3	220	154	446	542
TTC30A	155	124	298	441
TTC30B	170	115	281	423
TTC31	43	32	50	113
TTC32	68	55	104	155
TTC33	97	86	210	258
TTC37	755	510	1691	2125
TTC38	134	113	277	430
TTC39A	101	72	217	332
TTC39B	38	24	66	94
TTC39C	72	51	149	218
TTC4	275	226	438	752
TTC5	138	97	198	256
TTC7A	19	11	38	74
TTC7B	89	59	239	338
TTC8	170	126	315	398
TTC9C	71	41	105	174
TTF1	230	178	340	452
TTF2	671	465	1033	1458
TTI1	285	197	504	688
TTI2	153	86	238	398
TTK	1138	825	1635	2112
TTL	47	37	133	167
TTLL1	10	12	29	29
TTLL11	14	7	7	27
TTLL12	624	484	1102	2123
TTLL3	16	5	18	17
TTLL4	332	195	526	764
TTLL5	49	41	107	126
TTLL7	61	54	149	171
TTPAL	52	43	128	156
TTYH2	15	13	28	44
TTYH3	123	66	277	419
TUB	46	23	102	153
TUBA1A	15582	10745	28664	43665
TUBA1B	22050	15278	41164	62611
TUBA1C	16689	11522	29667	47550
TUBA8	193	101	294	652
TUBB	14783	10319	28765	42691
TUBB2A	1726	1345	3459	4979
TUBB2B	1706	1330	3576	4996
TUBB3	935	675	1762	2537
TUBB4A	1057	789	1992	2929
TUBB4B	5434	4057	8864	15497
TUBB4Q	672	493	1231	2171
TUBB6	750	547	1490	2000
TUBB8	458	346	833	1493
TUBD1	90	65	167	240
TUBE1	57	49	154	184
TUBG1	516	343	932	1410
TUBG2	261	167	461	727
TUBGCP2	357	253	790	1083
TUBGCP3	159	109	352	539
TUBGCP4	301	250	638	824
TUBGCP5	148	135	277	311
TUBGCP6	198	97	270	374
TUFM	1790	1207	3879	5487
TUFT1	93	67	192	221
TULP3	133	92	195	317
TULP4	61	27	94	123
TUSC1	20	20	40	44
TUSC2	52	24	58	123
TUSC3	337	238	653	968
TUT1	148	94	249	331
TVP23B	101	67	157	210
TVP23C	58	44	91	151
TWF1	554	410	1411	1644
TWISTNB	202	134	345	505
TWSG1	157	104	366	447
TXLNA	846	634	1412	2090
TXLNG	612	483	1234	1491
TXN	2107	1690	3652	6242
TXN2	239	144	467	728
TXNDC11	21	23	33	58
TXNDC12	296	221	541	874
TXNDC15	156	99	269	393
TXNDC16	111	82	300	334
TXNDC17	516	402	954	1462
TXNDC5	853	535	2147	2984
TXNDC9	230	225	569	621
TXNIP	44	36	74	93
TXNL1	494	418	1041	1367
TXNL4A	393	243	630	1018
TXNL4B	79	67	137	190
TXNRD1	987	699	1177	1615
TXNRD2	227	160	413	669
TXNRD3	38	21	59	75
TYK2	144	83	272	382
TYMS	1355	952	2593	3927
TYRO3	56	35	126	189
TYSND1	278	154	418	663
TYW1	106	71	204	294
TYW1B	54	41	125	167
TYW3	123	84	233	306
TYW5	35	28	67	74
U2AF1	1154	893	1944	3166
U2AF1L4	36	25	36	67
U2AF2	1936	1350	3471	5180
U2SURP	1207	921	2034	2651
UACA	261	211	511	656
UAP1	504	358	1062	1374
UAP1L1	38	29	56	101
UBA1	6975	4850	11559	16578
UBA2	3986	2975	8813	11495
UBA3	474	333	823	994
UBA5	278	185	472	634
UBA52	2983	2066	6742	9770
UBA6	688	507	1279	1657
UBAC1	99	67	248	322
UBAC2	130	75	219	356
UBALD2	90	87	188	308
UBAP1	119	97	233	321
UBAP2	305	214	553	785
UBAP2L	2332	1654	3511	5796
UBASH3B	23	24	63	108
UBB	10554	7872	20810	28016
UBBP4	4254	3430	9137	13035
UBC	28200	21999	61573	69835
UBE2A	485	369	884	1148
UBE2B	298	246	598	794
UBE2C	1515	976	2748	4046
UBE2D1	142	122	316	355
UBE2D2	514	411	1166	1338
UBE2D3	783	601	1554	2029
UBE2D4	5	16	26	29
UBE2E1	1135	885	2162	2805
UBE2E2	96	72	236	296
UBE2E3	235	180	512	708
UBE2F	86	46	168	204
UBE2G1	314	299	544	782
UBE2G2	372	291	651	987
UBE2H	170	110	289	363
UBE2I	496	437	1113	1498
UBE2J1	233	144	445	633
UBE2J2	268	193	506	690
UBE2K	476	379	957	1124
UBE2L3	935	688	1592	2433
UBE2M	661	473	1325	1799
UBE2N	1108	727	2108	2664
UBE2NL	138	101	320	394
UBE2O	406	290	716	1210
UBE2Q1	246	166	468	679
UBE2Q2	50	38	80	136
UBE2R2	218	138	400	599
UBE2S	938	682	1879	2925
UBE2T	574	397	855	1299
UBE2V2	397	325	823	991
UBE2W	79	49	109	140
UBE2Z	328	227	557	792
UBE3A	357	286	705	898
UBE3B	104	57	153	242
UBE3C	507	335	1011	1266
UBE3D	84	38	159	227
UBE4A	470	355	927	1105
UBE4B	395	296	787	1130
UBFD1	276	236	501	750
UBIAD1	94	81	199	312
UBL3	45	34	107	148
UBL4A	178	117	319	467
UBL5	1046	768	1690	2776
UBL7	438	297	834	1185
UBLCP1	394	290	655	910
UBN1	74	63	156	234
UBN2	95	85	179	237
UBOX5	92	64	146	202
UBP1	82	61	178	255
UBQLN1	1166	826	2435	2922
UBQLN2	493	329	836	1103
UBQLN4	282	176	535	778
UBR1	482	336	672	922
UBR2	585	414	1007	1371
UBR3	405	285	662	853
UBR4	2327	1501	3309	4906
UBR5	788	554	1403	1811
UBR7	557	416	1137	1389
UBTD1	22	17	44	62
UBTD2	66	36	92	145
UBTF	665	521	1140	1778
UBXN1	292	208	631	990
UBXN11	58	35	61	120
UBXN2A	71	58	171	206
UBXN2B	80	52	176	238
UBXN4	453	389	950	1119
UBXN6	89	74	180	255
UBXN7	356	259	620	784
UBXN8	127	81	233	389
UCHL1	3218	2201	5523	8406
UCHL3	239	185	443	537
UCHL5	504	448	1120	1498
UCK1	132	106	236	350
UCK2	440	342	938	1419
UCKL1	115	85	222	383
UCP2	130	98	95	108
UEVLD	103	63	154	215
UFC1	279	213	574	805
UFD1L	615	449	1210	1741
UFL1	278	200	478	595
UFM1	206	156	335	465
UFSP2	109	97	227	296
UGCG	175	140	252	410
UGDH	239	197	365	568
UGGT1	439	293	889	1024
UGGT2	215	140	396	427
UGP2	362	239	750	905
UGT8	185	124	335	469
UHMK1	105	99	276	372
UHRF1	1060	794	1909	2931
UHRF1BP1	163	106	292	379
UHRF1BP1L	230	180	442	509
UHRF2	97	64	193	278
UIMC1	137	81	260	365
ULBP2	53	37	88	137
ULBP3	103	62	132	208
ULK1	72	48	165	290
ULK2	5	1	9	9
ULK3	88	59	168	289
ULK4	23	13	16	43
UMPS	500	364	760	1209
UNC119	65	49	156	228
UNC119B	184	129	316	416
UNC13B	102	64	188	255
UNC45A	441	275	723	1159
UNC50	181	101	233	418
UNC5B	86	36	147	270
UNC5C	82	41	119	155
UNC93B1	41	29	88	131
UNCX	0	1	2	0
UNG	630	464	1124	1570
UNK	85	67	152	179
UNKL	53	45	79	172
UPF1	957	653	1423	2310
UPF2	291	256	546	714
UPF3A	158	113	259	367
UPF3B	317	236	654	847
UPP1	43	22	82	86
UPRT	74	34	125	165
UQCC	205	143	322	451
UQCR10	465	336	985	993
UQCR11	331	207	387	753
UQCRB	698	540	1649	2020
UQCRC1	1106	777	2093	3134
UQCRC2	1463	1070	2774	3514
UQCRFS1	3382	2360	6503	9770
UQCRH	1053	663	1879	2962
UQCRHL	478	289	830	1360
UQCRQ	935	798	1622	2298
URB1	381	239	635	964
URB2	470	359	904	1398
URGCP	194	132	276	516
URI1	483	380	1063	1519
URM1	124	112	214	330
UROD	772	520	1304	1841
UROS	47	29	94	144
USB1	56	23	97	127
USE1	93	60	124	209
USF1	132	88	259	364
USF2	246	158	338	576
USMG5	605	482	1161	1582
USO1	552	402	1065	1220
USP1	585	487	1553	1952
USP10	440	364	984	1298
USP11	1884	1192	2976	4322
USP12	47	26	152	167
USP13	229	205	492	724
USP14	1423	1163	2465	3293
USP15	390	303	847	956
USP16	283	198	622	757
USP18	105	69	198	314
USP19	449	296	772	1069
USP2	15	25	54	72
USP20	120	69	183	259
USP21	21	20	49	72
USP22	979	682	1725	2379
USP24	593	433	1048	1523
USP25	66	54	186	236
USP27X	14	19	31	46
USP28	155	118	315	485
USP3	197	143	366	470
USP30	131	85	232	333
USP31	20	19	43	54
USP32	217	134	336	437
USP33	699	603	1445	1861
USP34	344	256	635	784
USP35	17	5	15	22
USP36	171	104	302	497
USP37	225	149	434	608
USP38	190	123	372	473
USP39	375	311	843	1117
USP4	100	76	163	211
USP40	47	30	132	154
USP41	55	38	111	155
USP42	78	57	148	226
USP43	7	3	15	24
USP44	17	19	52	63
USP45	51	29	106	145
USP46	55	29	150	201
USP47	300	222	653	897
USP48	677	505	1272	1722
USP49	8	13	18	30
USP5	928	667	1679	2820
USP51	11	12	16	23
USP53	89	83	151	213
USP54	149	112	229	306
USP6	50	17	75	77
USP6NL	46	32	133	159
USP7	508	378	882	1185
USP8	353	270	692	803
USP9X	2443	1748	4443	5567
USPL1	155	130	225	295
UST	20	10	33	47
UTP11L	743	594	1323	1682
UTP14A	490	404	753	1207
UTP14C	277	199	478	700
UTP15	265	185	462	622
UTP18	951	667	1566	2140
UTP20	896	619	1379	1943
UTP23	91	95	151	188
UTP3	371	284	589	902
UTP6	523	407	944	1271
UTRN	707	461	1046	1639
UVRAG	77	46	113	159
UVSSA	18	20	36	67
UXS1	110	76	210	290
UXT	482	381	819	1341
VAC14	164	114	308	448
VAMP2	49	26	84	110
VAMP3	206	164	332	446
VAMP4	50	28	67	75
VAMP7	378	250	760	1056
VAMP8	64	49	116	191
VANGL1	131	79	227	374
VANGL2	23	18	112	148
VAPA	704	579	1486	2098
VAPB	356	302	704	1017
VARS	1340	994	2559	3792
VARS2	186	88	260	368
VASH1	8	2	14	17
VASH2	10	3	15	24
VASP	63	31	84	130
VAT1	347	237	779	1014
VAV1	20	16	46	40
VAV2	70	56	189	265
VAV3	25	30	69	72
VBP1	846	617	1692	2253
VCAN	691	400	1226	1676
VCL	1438	986	2077	3047
VCP	4371	2917	6340	10016
VCPIP1	204	142	313	442
VDAC1	2392	1849	5671	7545
VDAC2	2098	1631	4877	6554
VDAC3	1036	821	2580	3636
VEGFA	38	26	85	89
VEGFB	10	11	27	38
VEZF1	206	153	428	540
VEZT	327	232	549	556
VGLL4	88	54	155	242
VHL	196	145	364	514
VILL	0	0	0	1
VIM	5383	3714	12865	20752
VIMP	76	65	214	325
VIPAS39	59	39	129	167
VIPR1	16	12	29	49
VKORC1	187	135	328	538
VKORC1L1	53	40	93	160
VMA21	224	165	499	620
VMP1	391	274	819	1160
VOPP1	44	46	98	138
VPRBP	490	352	771	1136
VPS11	100	78	196	265
VPS13A	440	287	708	862
VPS13B	167	108	238	373
VPS13C	543	327	839	1086
VPS13D	282	192	505	641
VPS16	232	169	428	593
VPS18	278	166	358	626
VPS25	296	218	469	682
VPS26A	650	486	1287	1905
VPS26B	70	48	177	262
VPS28	119	84	220	386
VPS29	555	396	1008	1371
VPS33A	584	384	1059	1419
VPS33B	58	49	113	153
VPS35	1163	801	2256	3012
VPS36	161	107	257	364
VPS37A	101	105	260	325
VPS37B	126	89	223	297
VPS37C	43	37	65	107
VPS39	204	153	394	557
VPS41	184	132	326	439
VPS45	452	360	763	973
VPS4A	256	154	435	717
VPS4B	291	195	425	691
VPS51	216	148	408	608
VPS52	408	288	682	916
VPS53	478	350	875	1192
VPS54	39	26	89	104
VPS72	335	254	572	893
VPS8	85	70	183	206
VRK1	873	717	1359	1920
VRK2	92	73	228	281
VRK3	80	66	162	228
VSIG10	11	5	27	36
VTA1	617	440	1072	1194
VTI1A	58	62	102	179
VTI1B	42	41	137	193
VWA1	18	16	49	70
VWA8	207	156	389	485
VWA9	333	263	752	959
VWDE	8	9	27	38
WAC	345	278	881	1087
WAPAL	697	529	1210	1722
WARS	857	664	2094	2507
WARS2	140	106	249	351
WASF1	175	141	490	556
WASF2	399	265	772	1080
WASF3	72	35	121	156
WASH1	749	425	1098	1869
WASL	261	186	537	753
WBP1	21	17	42	70
WBP11	868	596	1291	1815
WBP1L	46	25	75	120
WBP2	354	254	626	947
WBP4	123	118	271	320
WBP5	127	96	242	322
WBSCR16	267	208	631	939
WBSCR22	582	392	1048	1500
WDFY1	163	144	399	614
WDFY2	50	43	91	143
WDFY3	277	202	443	552
WDHD1	253	214	511	705
WDPCP	24	15	43	47
WDR1	921	683	2077	2890
WDR11	578	390	1014	1418
WDR12	472	354	791	1047
WDR13	103	63	179	218
WDR17	40	23	70	100
WDR18	635	424	1111	1789
WDR19	164	103	253	331
WDR20	81	54	132	181
WDR24	36	29	90	140
WDR25	35	41	74	96
WDR26	375	309	848	1109
WDR27	21	9	28	44
WDR3	1063	816	1926	2732
WDR33	457	347	681	1073
WDR34	309	197	458	785
WDR35	338	280	622	853
WDR36	1023	787	1593	2085
WDR37	61	56	150	202
WDR4	144	108	268	305
WDR41	295	201	676	843
WDR43	1048	805	1694	2407
WDR44	364	258	551	716
WDR45	137	85	301	427
WDR45B	152	107	350	484
WDR46	519	357	882	1399
WDR47	115	64	238	325
WDR48	382	250	609	854
WDR5	399	253	772	1151
WDR52	1	2	6	8
WDR53	40	23	63	100
WDR54	131	100	245	291
WDR55	101	73	173	249
WDR59	126	101	226	352
WDR5B	19	21	35	64
WDR6	840	583	1199	1910
WDR60	122	81	176	297
WDR61	273	202	605	901
WDR62	321	255	595	923
WDR63	67	51	100	143
WDR67	120	91	251	255
WDR7	130	105	260	356
WDR70	363	281	654	856
WDR73	128	85	146	242
WDR74	203	168	355	530
WDR75	669	529	1208	1551
WDR76	265	208	565	692
WDR77	891	658	1580	2709
WDR78	11	15	43	46
WDR81	164	106	250	370
WDR82	446	308	907	1159
WDR83	56	38	97	151
WDR83OS	464	303	704	1218
WDR85	135	99	263	340
WDR89	78	53	120	170
WDR90	43	27	64	66
WDR91	90	72	143	256
WDR92	82	56	137	205
WDR96	9	5	10	20
WDSUB1	77	47	164	224
WDTC1	104	88	303	368
WDYHV1	29	17	69	73
WEE1	223	175	387	569
WFS1	139	101	264	403
WHAMM	36	27	67	82
WHSC1	344	229	725	1051
WHSC1L1	232	178	571	768
WIBG	71	72	149	197
WIPF1	25	28	61	71
WIPF2	71	51	133	189
WIPI1	16	12	37	58
WIPI2	198	118	342	490
WIZ	163	128	336	481
WLS	853	578	1674	2507
WNK1	935	647	2042	2633
WNK2	175	98	381	494
WNK3	88	57	122	157
WNT5A	75	67	155	267
WRAP53	139	104	247	416
WRAP73	255	164	516	750
WRB	111	64	188	222
WRN	319	229	633	769
WRNIP1	333	231	638	950
WSB1	138	120	222	425
WSB2	56	29	137	177
WSCD1	28	10	57	77
WTAP	444	318	832	1227
WWC1	63	31	111	163
WWC2	105	78	247	292
WWOX	70	44	132	182
WWP1	60	40	193	239
WWP2	177	87	267	360
WWTR1	204	154	397	581
XAB2	556	376	965	1428
XBP1	281	183	370	566
XIAP	275	222	545	757
XK	22	23	41	56
XKR8	22	10	32	57
XPA	66	62	162	192
XPC	249	194	353	615
XPNPEP1	692	472	1275	1832
XPNPEP3	128	105	300	407
XPO1	2498	2018	5032	6149
XPO4	322	252	624	885
XPO5	1531	1047	2500	3784
XPO6	344	230	633	887
XPO7	388	257	707	966
XPOT	802	576	2162	2413
XPR1	110	98	214	377
XRCC1	438	310	796	1421
XRCC2	107	88	176	248
XRCC3	128	76	243	292
XRCC4	137	119	227	329
XRCC5	7266	5446	12842	17166
XRCC6	6270	4598	12051	15941
XRCC6BP1	58	35	115	112
XRN1	363	286	583	880
XRN2	1241	963	2239	3212
XRRA1	16	9	26	30
XXYLT1	76	32	145	196
XYLB	77	55	131	215
XYLT2	81	47	139	213
YAE1D1	81	47	117	154
YAF2	126	91	201	269
YAP1	192	145	393	492
YARS	1199	884	2552	3035
YARS2	478	313	828	1060
YBEY	73	48	110	168
YBX1	3191	2502	6861	10079
YBX3	1365	1061	2547	4313
YDJC	248	155	370	559
YEATS2	184	144	424	642
YEATS4	303	261	711	861
YES1	249	176	521	746
YIF1A	183	168	389	560
YIF1B	405	289	787	1184
YIPF1	104	68	206	316
YIPF2	127	92	256	408
YIPF3	349	258	569	837
YIPF4	321	215	436	671
YIPF5	388	302	645	1005
YIPF6	163	113	332	437
YJEFN3	5	6	5	18
YKT6	474	304	639	1020
YLPM1	726	504	1096	1138
YME1L1	1417	987	2730	3249
YOD1	70	58	119	197
YPEL5	72	54	113	143
YRDC	333	210	641	1007
YTHDC1	510	421	745	1055
YTHDC2	909	680	1558	2069
YTHDF1	314	251	569	747
YTHDF2	1396	1092	2241	3067
YTHDF3	260	241	478	735
YWHAB	2332	1706	4523	6390
YWHAE	9626	7098	17683	25556
YWHAG	708	540	1403	2041
YWHAH	444	359	874	1415
YWHAQ	1661	1294	3154	4663
YWHAZ	3110	2284	6151	8467
YY1	647	398	1294	1803
YY2	26	22	32	58
ZADH2	227	159	433	525
ZAK	148	100	276	436
ZBBX	1	0	8	5
ZBED1	132	62	232	340
ZBED4	95	68	181	268
ZBED5	171	125	265	401
ZBED6	20	17	29	45
ZBED6CL	1	0	1	1
ZBTB1	140	102	143	205
ZBTB10	304	179	365	583
ZBTB11	327	244	494	686
ZBTB12	121	83	202	377
ZBTB14	67	46	102	135
ZBTB17	54	35	76	125
ZBTB18	61	39	112	159
ZBTB2	71	53	96	157
ZBTB21	215	154	364	550
ZBTB22	11	13	30	32
ZBTB24	150	107	259	291
ZBTB25	27	23	57	88
ZBTB26	21	18	37	57
ZBTB3	50	51	70	112
ZBTB33	532	407	1045	1385
ZBTB34	53	40	100	153
ZBTB37	14	10	35	45
ZBTB38	60	53	135	168
ZBTB39	64	46	119	171
ZBTB4	39	21	49	73
ZBTB40	187	117	250	482
ZBTB41	33	21	68	81
ZBTB43	33	30	64	99
ZBTB44	62	41	164	180
ZBTB45	53	31	79	126
ZBTB46	11	8	26	35
ZBTB47	14	10	30	37
ZBTB48	99	76	137	270
ZBTB49	22	11	16	37
ZBTB5	73	63	107	162
ZBTB6	106	69	153	188
ZBTB7A	64	39	120	203
ZBTB7B	29	16	54	88
ZBTB8A	67	42	100	124
ZBTB8B	14	14	29	34
ZBTB8OS	151	121	288	307
ZBTB9	77	48	114	179
ZC2HC1A	22	35	76	81
ZC3H10	40	26	88	97
ZC3H11A	269	204	436	630
ZC3H12A	8	13	34	48
ZC3H12B	5	1	6	7
ZC3H12C	49	52	78	107
ZC3H13	785	610	1094	1622
ZC3H14	443	285	901	1176
ZC3H15	553	430	1147	1652
ZC3H18	301	243	573	971
ZC3H3	153	91	226	332
ZC3H4	269	221	443	666
ZC3H6	18	9	54	37
ZC3H7A	194	126	361	437
ZC3H7B	194	141	434	637
ZC3H8	117	73	185	230
ZC3HAV1	473	411	892	1242
ZC3HAV1L	0	0	1	1
ZC3HC1	305	224	609	918
ZC4H2	51	47	94	158
ZCCHC10	64	54	164	221
