	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
HCN2	184	162	50	49
HCN3	25	25	17	16
HDAC1	4473	5394	2171	2891
HDAC10	47	80	18	24
HDAC11	82	107	31	72
HDAC2	6546	7654	3215	4014
HDAC3	993	1142	499	657
HDAC4	165	212	83	112
HDAC5	174	168	63	73
HDAC6	359	416	164	217
HDAC7	242	335	103	149
HDAC8	11	10	2	6
HDDC2	1849	1980	859	1115
HDDC3	114	119	47	62
HDGF	2666	3434	1268	1681
HDGFL2	1552	2171	781	1089
HDGFL3	232	255	87	136
HDHD2	422	432	198	244
HDHD3	70	112	46	64
HDHD5	755	925	311	468
HDLBP	7521	8744	3417	4841
HDX	0	0	0	1
HEATR1	3705	4196	1848	2276
HEATR3	618	757	312	387
HEATR5A	567	659	286	373
HEATR5B	850	1028	435	530
HEATR6	721	824	327	440
HEBP1	500	614	222	318
HEBP2	959	1002	430	550
HECA	266	302	124	165
HECTD1	2280	2757	1254	1376
HECTD2	157	191	78	99
HECTD3	591	666	272	358
HECTD4	1189	1264	504	668
HECW2	82	99	37	65
HEG1	223	256	86	139
HELB	396	445	213	219
HELLS	4571	5265	2222	2757
HELQ	128	160	63	92
HELZ	1645	1777	669	949
HELZ2	96	150	56	82
HEMK1	71	94	40	47
HERC1	1148	1317	538	652
HERC2	1016	1232	485	624
HERC3	333	353	133	161
HERC4	723	721	286	348
HERC5	937	1095	447	608
HERC6	238	271	126	155
HERPUD1	437	515	191	224
HERPUD2	236	215	109	119
HES1	972	1427	564	674
HES4	382	509	180	249
HES6	118	156	61	98
HEXA	467	461	204	234
HEXB	1010	1107	438	572
HEXD	51	71	20	48
HEXIM1	481	918	348	445
HEXIM2	51	79	25	26
HEY1	300	408	182	275
HEY2	190	274	102	140
HFM1	31	27	12	14
HGF	17	20	9	9
HGH1	226	378	120	168
HGS	1002	1323	576	711
HGSNAT	199	272	96	134
HHAT	52	58	29	55
HHEX	128	209	79	92
HHIP	57	59	21	40
HHLA3	133	145	55	70
HIBADH	711	856	321	391
HIBCH	730	766	297	409
HIC2	161	251	107	122
HID1	227	280	99	153
HIF1A	4174	4609	2063	2667
HIF1AN	719	931	343	470
HIGD1A	27	27	10	13
HIGD2A	568	731	268	402
HIKESHI	224	256	93	151
HILPDA	111	103	24	41
HINFP	133	173	42	92
HINT1	3825	4555	1826	2351
HINT2	223	291	132	167
HINT3	330	387	165	199
HIP1	391	425	176	205
HIP1R	483	569	214	265
HIPK1	907	1104	434	625
HIPK2	267	357	130	150
HIPK3	407	445	199	214
HIRA	463	562	225	267
HIRIP3	413	621	202	266
HIST1H1C	25029	33667	12960	16351
HIST1H1D	4225	5369	2166	2691
HIST1H1E	24669	32292	12427	15667
HIST1H2AB	3451	4310	1566	2128
HIST1H2AC	4327	6217	2397	3026
HIST1H2AE	1740	2120	779	1042
HIST1H2AG	6762	8462	3193	4277
HIST1H2AH	6049	8047	2911	3879
HIST1H2AI	1454	1987	704	1019
HIST1H2AK	529	710	261	334
HIST1H2AL	69	52	24	31
HIST1H2AM	1731	2176	817	1155
HIST1H2BC	4972	6183	2298	3124
HIST1H2BD	3601	4092	1555	2077
HIST1H2BF	1099	1461	522	732
HIST1H2BJ	6939	8583	3310	4242
HIST1H2BK	1471	1828	670	908
HIST1H2BL	999	1624	517	764
HIST1H2BN	498	699	241	353
HIST1H2BO	1430	1659	701	897
HIST1H3A	1945	2532	945	1285
HIST1H3B	18905	23209	8554	11657
HIST1H3E	101	102	56	60
HIST1H3F	1060	1232	445	682
HIST1H3H	4996	5853	2226	3157
HIST1H3J	38	29	6	14
HIST1H4A	2481	3234	1177	1633
HIST1H4B	7264	9831	3564	4724
HIST1H4C	13148	15995	6396	8551
HIST1H4D	5883	7360	2967	3855
HIST1H4E	5629	7354	2695	3908
HIST1H4H	7784	11237	3969	5281
HIST1H4J	0	0	0	0
HIST2H2AB	1885	2734	1041	1305
HIST2H2AC	2764	3432	1325	1771
HIST2H2BE	2390	2249	964	1188
HIST2H2BF	236	497	166	196
HIST2H3D	919	1014	411	528
HIST3H2A	2018	2683	1043	1399
HIST3H2BB	596	692	266	378
HIST4H4	1650	1994	759	1070
HIVEP1	413	502	225	274
HIVEP2	259	267	113	154
HJURP	1220	1445	539	725
HK1	3346	4075	1585	2221
HK2	583	827	296	416
HKR1	409	439	219	286
HLA-A	1713	2509	841	1241
HLA-B	894	1270	478	701
HLA-C	2618	3412	1218	1787
HLA-DPA1	252	382	147	197
HLA-DQB1	205	219	87	121
HLA-E	430	596	251	352
HLA-F	174	202	88	147
HLCS	560	689	309	375
HLTF	3205	3343	1434	1748
HLX	87	133	53	69
HM13	2116	2713	999	1402
HMBOX1	182	174	71	99
HMBS	579	654	270	393
HMCES	1629	1906	726	989
HMCN1	97	107	46	47
HMG20A	414	512	227	254
HMG20B	206	315	122	148
HMGA1	874	1222	451	596
HMGA2	617	714	323	401
HMGB1	1068	1018	575	719
HMGB2	3465	5167	1892	2631
HMGB3	436	596	247	342
HMGCL	308	311	115	150
HMGCR	2001	2431	1093	1339
HMGCS1	2374	3037	1411	1569
HMGN1	949	1316	513	748
HMGN2	798	1359	546	673
HMGN3	866	1167	485	637
HMGN4	313	387	165	213
HMGN5	343	458	151	206
HMGXB3	706	887	311	411
HMGXB4	457	492	212	321
HMMR	1882	1971	908	1146
HMOX1	324	380	168	198
HMOX2	576	731	249	353
HNRNPA0	3582	4730	1798	2631
HNRNPA1	759	1226	645	836
HNRNPA1L2	15	15	13	19
HNRNPA2B1	30414	40976	15659	19750
HNRNPA3	11	22	9	10
HNRNPAB	6520	9111	3475	4777
HNRNPC	2354	2983	1208	1646
HNRNPD	6791	9551	3757	4989
HNRNPDL	5799	7223	3152	4058
HNRNPF	6712	9445	3565	5014
HNRNPH1	9373	12577	4963	6454
HNRNPH2	1826	2282	913	1087
HNRNPH3	3056	4280	1595	2095
HNRNPK	5779	7974	3178	4311
HNRNPL	5695	8042	2821	3897
HNRNPLL	924	1102	428	584
HNRNPM	10960	16111	5781	7995
HNRNPR	7516	9048	3717	4679
HNRNPU	22036	29697	11900	14866
HNRNPUL1	4755	5576	2197	2957
HNRNPUL2	264	293	133	170
HOMER1	321	297	118	165
HOMER2	79	88	34	54
HOMER3	61	49	19	41
HOMEZ	204	257	92	143
HOOK1	955	972	457	561
HOOK2	157	198	68	119
HOOK3	1065	1129	489	594
HOXA1	123	187	55	81
HOXA10	727	954	352	521
HOXA11	626	708	275	374
HOXA13	655	895	260	381
HOXA2	14	14	5	9
HOXA3	53	67	21	39
HOXA5	421	562	230	295
HOXA6	49	87	25	38
HOXA9	538	742	248	375
HOXB13	89	123	43	60
HOXB2	160	238	111	149
HOXB3	53	87	55	40
HOXB4	51	58	30	42
HOXB5	126	215	74	105
HOXB6	371	453	195	302
HOXB7	138	221	80	97
HOXB8	63	95	34	59
HOXB9	597	788	307	465
HOXC10	130	184	56	95
HOXC4	104	119	44	81
HOXC6	100	145	55	82
HOXC9	393	536	173	262
HOXD10	83	74	37	42
HOXD11	407	455	171	254
HOXD13	416	501	174	237
HOXD4	3	5	3	5
HOXD8	51	66	25	21
HOXD9	21	15	8	7
HP1BP3	2036	2440	1053	1293
HPCAL1	131	176	50	96
HPF1	399	442	200	275
HPGD	100	117	63	34
HPRT1	3779	4243	1781	2185
HPS1	150	190	63	98
HPS3	505	492	209	256
HPS4	194	192	70	124
HPS5	301	326	159	198
HPS6	482	678	235	312
HPSE	126	110	42	78
HRAS	263	381	132	202
HRASLS	48	47	17	25
HS1BP3	228	272	106	131
HS2ST1	149	162	78	98
HS3ST3A1	36	35	13	19
HS6ST1	16	30	6	13
HS6ST2	720	1050	398	532
HS6ST3	28	41	21	22
HSBP1	1078	1488	489	752
HSCB	337	443	169	206
HSD17B1	82	119	28	56
HSD17B10	2587	3129	1216	1625
HSD17B11	310	385	163	198
HSD17B12	1928	2167	898	1206
HSD17B4	3742	4339	1747	2169
HSD17B6	45	49	18	30
HSD17B7	77	99	47	58
HSD17B8	69	66	26	52
HSDL1	409	422	191	228
HSDL2	929	1079	451	548
HSF1	432	496	202	259
HSF2	1054	1119	500	584
HSF4	5	2	1	2
HSP90AA1	26725	34823	14261	18529
HSP90AB1	14261	21853	8204	11034
HSP90B1	10673	14520	5458	7388
HSPA12A	266	300	137	152
HSPA13	765	882	403	510
HSPA14	1254	1352	592	706
HSPA1B	894	1804	439	628
HSPA4	12611	14137	6073	7535
HSPA4L	2243	2487	1165	1313
HSPA5	6059	7766	3132	4212
HSPA8	20474	30794	10588	13508
HSPA9	10984	13909	5969	7306
HSPB1	223	382	135	171
HSPB11	951	1260	529	634
HSPBAP1	89	127	52	58
HSPBP1	812	1224	466	662
HSPD1	5975	7616	2954	3959
HSPE1	13	17	1	6
HSPG2	510	623	237	317
HSPH1	5745	7381	2992	3676
HTATIP2	530	652	255	328
HTATSF1	1967	2509	996	1248
HTD2	104	101	28	56
HTR2B	0	0	0	0
HTRA1	64	73	31	34
HTRA2	471	556	211	283
HTT	1435	1718	680	908
HUNK	127	156	78	93
HUS1	354	482	186	245
HUWE1	9397	10802	4517	5634
HYAL2	124	209	72	91
HYAL3	30	29	13	12
HYI	208	323	110	183
HYKK	100	129	60	78
HYLS1	54	56	24	47
HYOU1	1766	2556	942	1288
HYPK	1486	2057	797	1063
IAH1	451	497	196	255
IARS	6993	6866	2985	3710
IARS2	1313	1567	628	948
IBA57	185	300	93	165
IBTK	1372	1274	526	652
ICA1	62	51	19	29
ICA1L	54	74	36	44
ICAM3	77	87	18	37
ICAM5	40	62	22	23
ICE1	619	715	308	400
ICE2	504	529	233	289
ICK	68	94	38	43
ICMT	899	1058	392	583
ID1	208	284	132	188
ID2	1161	1495	578	808
ID3	1190	1510	632	853
ID4	909	1297	456	612
IDE	2077	2233	1015	1321
IDH1	1393	1546	657	769
IDH2	515	664	272	330
IDH3A	1367	1720	702	858
IDH3B	3435	4015	1541	2195
IDH3G	1207	1527	576	827
IDI1	1360	1729	794	929
IDI2	1	1	0	0
IDS	28	18	6	7
IER2	375	582	240	359
IER5	211	349	129	194
IFFO1	272	334	129	198
IFI27L1	40	86	27	34
IFI27L2	249	417	127	181
IFI30	797	950	324	482
IFIT1	205	191	86	105
IFIT5	1046	1173	481	631
IFNAR1	373	406	162	239
IFNAR2	25	48	22	21
IFNGR1	642	766	325	381
IFNGR2	220	243	108	155
IFNLR1	54	85	19	50
IFRD1	516	488	165	165
IFRD2	427	596	210	304
IFT122	332	383	159	211
IFT140	284	293	115	174
IFT172	509	543	219	309
IFT20	106	142	61	81
IFT22	262	410	156	217
IFT27	325	456	189	256
IFT43	197	227	95	124
IFT46	192	283	108	145
IFT52	409	447	201	220
IFT57	617	660	279	341
IFT74	451	403	223	253
IFT80	41	40	21	21
IFT81	651	636	297	357
IFT88	327	305	147	152
IGBP1	384	470	202	265
IGDCC3	5	10	9	4
IGDCC4	28	34	14	12
IGF1R	398	527	197	268
IGF2BP1	2701	3554	1324	1837
IGF2BP2	496	622	182	304
IGF2BP3	759	921	410	511
IGF2R	2449	3073	1228	1574
IGFBP2	1163	1663	569	897
IGHMBP2	320	412	173	202
IGSF10	83	61	32	37
IGSF3	190	188	75	121
IGSF8	256	315	112	138
IGSF9B	37	42	16	19
IK	1584	2182	882	1167
IKBIP	954	1260	539	695
IKBKB	342	422	130	228
IKBKG	73	84	31	39
IKZF2	26	27	9	17
IKZF5	175	209	71	111
IL10RB	63	74	23	27
IL11RA	17	12	9	11
IL12RB2	90	109	49	60
IL13RA1	429	428	184	250
IL17RA	214	298	119	178
IL17RB	99	110	40	67
IL17RC	73	73	25	42
IL17RD	44	56	25	21
IL18R1	33	41	16	18
IL1RAP	73	87	23	48
IL27RA	64	111	37	49
IL4R	46	61	24	30
IL6ST	391	502	188	250
ILDR2	70	69	25	32
ILF2	10094	12431	4837	6612
ILF3	8068	11347	4164	5878
ILK	481	594	259	341
ILKAP	780	960	406	544
ILVBL	688	971	362	486
IMMP1L	89	92	38	54
IMMP2L	69	98	38	51
IMMT	2878	3400	1434	1843
IMP3	941	1181	451	613
IMP4	638	831	306	440
IMPA1	628	649	300	370
IMPA2	87	92	34	41
IMPACT	212	254	125	155
IMPAD1	600	814	290	413
IMPDH1	696	918	309	464
IMPDH2	4507	5142	2031	2720
INA	503	795	283	451
INCENP	1443	2144	813	1036
INF2	892	1155	445	637
ING1	119	192	70	104
ING2	80	106	35	52
ING3	556	737	397	394
ING4	327	423	160	201
ING5	261	388	126	187
INIP	109	112	41	57
INO80	293	379	143	187
INO80C	252	290	107	186
INO80D	137	176	64	115
INO80E	687	848	315	430
INPP1	182	287	87	101
INPP4A	305	304	138	160
INPP4B	180	142	79	85
INPP5A	100	137	47	71
INPP5B	310	394	116	191
INPP5E	124	131	58	85
INPP5F	590	660	255	323
INPP5J	59	85	34	45
INPP5K	360	474	194	227
INPPL1	547	660	252	346
INSIG1	829	922	397	456
INSIG2	99	103	41	54
INSR	426	502	218	303
INSYN1	3	6	2	1
INTS1	1552	1968	693	992
INTS10	714	767	355	440
INTS11	1107	1404	522	723
INTS12	336	400	159	237
INTS13	1143	1179	531	673
INTS14	1351	1507	608	693
INTS2	979	1225	502	628
INTS3	1676	2177	907	1108
INTS4	378	336	169	196
INTS5	484	675	217	328
INTS6	392	570	205	247
INTS6L	138	136	66	85
INTS7	1289	1470	572	735
INTS8	1151	1100	524	646
INTS9	580	711	308	385
INTU	183	212	75	110
INVS	130	119	49	71
IP6K1	500	651	217	354
IP6K2	753	930	438	539
IPMK	119	126	56	67
IPO11	1825	2002	906	1032
IPO13	311	358	138	174
IPO4	1950	2685	922	1362
IPO5	7772	9441	4073	5149
IPO7	4008	4509	2067	2619
IPO8	1895	2252	901	1216
IPO9	1655	1928	800	1025
IPP	320	348	146	178
IPPK	233	256	116	141
IQCB1	571	621	247	326
IQCC	74	85	30	49
IQCE	93	132	49	64
IQCG	49	45	20	30
IQCH	29	15	4	15
IQCJ-SCHIP1	75	99	45	51
IQCK	48	56	29	28
IQGAP1	1630	2508	995	1251
IQGAP2	1045	1059	473	659
IQGAP3	582	801	310	409
IQSEC1	394	431	154	242
IRAK1	872	1203	386	572
IRAK1BP1	248	210	81	109
IRAK2	40	66	29	21
IRAK4	170	177	92	101
IREB2	1504	1557	736	928
IRF1	90	106	35	56
IRF2BP1	746	998	384	488
IRF2BP2	950	1265	450	663
IRF2BPL	459	590	314	312
IRF3	311	433	153	194
IRF7	11	11	1	5
IRF9	12	8	6	6
IRGQ	666	998	337	507
IRS1	152	147	60	70
IRS4	14741	18022	7225	9701
IRX3	153	258	86	112
IRX5	75	124	45	56
ISCA2	164	229	91	93
ISCU	421	662	221	337
ISG20L2	450	535	214	261
ISL1	40	63	15	34
ISL2	201	202	84	127
ISOC1	962	1144	428	592
ISOC2	454	559	201	305
ISPD	23	43	17	17
IST1	616	724	285	408
ISYNA1	3006	4011	1464	2054
ITCH	973	1009	444	557
ITFG1	368	448	190	233
ITFG2	140	194	73	113
ITGA1	171	193	85	136
ITGA2	291	372	132	180
ITGA2B	26	41	14	20
ITGA3	52	89	28	28
ITGA4	354	338	134	187
ITGA5	495	577	203	243
ITGA6	486	562	220	309
ITGA7	169	169	84	87
ITGA8	334	407	145	207
ITGA9	39	36	13	22
ITGAE	293	466	152	258
ITGAV	939	1045	426	556
ITGB1	3790	4068	1820	2175
ITGB1BP1	153	203	65	107
ITGB1BP2	1	1	0	2
ITGB3BP	879	882	442	487
ITGB5	179	225	79	121
ITIH4	2	3	2	1
ITM2B	4572	5079	2044	2716
ITM2C	1969	2325	774	1211
ITPA	971	1398	495	657
ITPK1	456	524	246	289
ITPKB	117	166	62	99
ITPKC	220	307	134	141
ITPR1	591	689	279	373
ITPR2	892	973	465	514
ITPR3	841	1069	416	588
ITPRID2	428	410	161	264
ITPRIP	159	164	54	91
ITPRIPL1	1	0	0	0
ITPRIPL2	60	100	28	49
ITSN1	516	559	232	266
ITSN2	448	458	198	274
IVD	952	1197	419	590
IVNS1ABP	662	668	245	275
IWS1	1279	1416	609	708
JADE1	349	434	168	222
JADE2	129	140	40	52
JADE3	640	747	311	396
JAG1	372	558	176	252
JAG2	415	656	223	344
JAGN1	819	986	418	629
JAK1	1687	1957	724	1059
JAK2	65	90	38	52
JAKMIP1	20	19	14	6
JAM3	514	587	277	335
JARID2	549	637	258	380
JAZF1	135	154	67	85
JCAD	230	247	107	125
JHY	64	64	24	39
JKAMP	462	533	242	287
JMJD1C	1116	1163	537	664
JMJD4	594	814	281	416
JMJD6	687	889	353	428
JMJD8	243	256	96	154
JMY	561	644	274	353
JOSD1	130	161	57	78
JOSD2	102	126	56	50
JPH1	283	344	120	148
JPH3	62	78	21	33
JPT1	2868	4059	1580	2088
JPT2	1242	1644	731	914
JRK	157	187	69	84
JRKL	151	174	59	54
JTB	572	628	274	386
JUN	1087	1528	422	623
JUNB	274	404	114	179
JUND	404	468	186	245
JUP	1095	1382	531	743
KALRN	58	55	31	37
KANK1	282	326	155	205
KANK2	415	478	186	277
KANK3	24	23	10	11
KANSL1	447	488	210	261
KANSL1L	137	168	46	70
KANSL2	539	614	246	324
KANSL3	517	643	265	363
KARS	2845	3145	1260	1711
KAT14	172	232	100	114
KAT2A	570	818	306	406
KAT2B	431	472	210	249
KAT5	447	654	232	340
KAT6A	1273	1526	618	807
KAT6B	428	563	195	297
KAT7	1007	1200	535	657
KAT8	414	458	198	258
KATNA1	761	916	365	432
KATNAL1	280	322	129	168
KATNAL2	46	32	17	33
KATNB1	365	434	165	236
KATNBL1	43	60	21	38
KAZN	97	120	32	55
KBTBD2	357	382	192	252
KBTBD3	36	43	10	30
KBTBD4	280	379	166	214
KBTBD6	537	711	259	329
KBTBD7	243	309	124	172
KBTBD8	191	272	93	127
KCMF1	465	481	207	278
KCNB2	56	81	27	37
KCNC4	72	87	49	43
KCNG1	82	91	41	47
KCNG3	47	70	43	28
KCNJ13	7	10	2	3
KCNJ8	249	230	90	104
KCNK1	152	194	64	88
KCNK5	108	155	66	88
KCNMB4	55	49	28	26
KCNQ2	218	178	47	44
KCNQ5	170	197	83	92
KCNRG	4	7	2	3
KCNT2	0	1	0	2
KCTD1	123	165	66	97
KCTD10	578	694	297	374
KCTD12	1807	2124	756	1049
KCTD13	75	92	47	61
KCTD15	417	475	178	290
KCTD17	185	329	129	215
KCTD18	87	86	47	45
KCTD19	10	11	3	2
KCTD2	152	204	64	109
KCTD20	487	590	215	272
KCTD21	15	27	4	20
KCTD3	785	880	396	442
KCTD5	276	409	146	191
KCTD6	103	109	47	50
KCTD7	34	50	19	21
KCTD9	83	92	32	59
KDELC1	245	335	122	175
KDELC2	654	887	339	440
KDELR1	2657	3374	1296	1715
KDELR2	1607	2146	757	1030
KDELR3	187	217	73	101
KDM1A	5344	6119	2450	3102
KDM1B	517	600	230	282
KDM2A	681	820	320	418
KDM2B	587	680	279	415
KDM3A	664	767	342	417
KDM3B	2110	2547	1059	1441
KDM4A	1061	1441	560	742
KDM4B	630	815	277	426
KDM4C	306	340	136	183
KDM4D	54	70	22	31
KDM5A	1212	1628	694	824
KDM5B	1903	2457	943	1177
KDM5C	2342	3076	1110	1564
KDM6A	514	630	262	312
KDM7A	298	316	161	159
KDM8	66	114	41	41
KDSR	336	396	165	188
KEAP1	568	853	292	429
KHDC4	538	558	223	248
KHDRBS1	6799	8126	3438	4347
KHDRBS3	220	240	102	105
KHK	228	321	137	141
KHNYN	137	190	78	105
KHSRP	6959	9473	3684	4987
KIAA0100	805	851	321	448
KIAA0232	219	211	97	142
KIAA0319L	446	608	217	328
KIAA0355	519	664	269	393
KIAA0408	6	2	4	1
KIAA0513	58	49	20	27
KIAA0556	132	172	70	102
KIAA0586	536	605	255	299
KIAA0753	308	372	132	171
KIAA0825	17	12	6	7
KIAA0895	382	415	189	254
KIAA0895L	38	39	14	17
KIAA0930	203	230	93	104
KIAA1109	270	235	135	140
KIAA1143	91	90	41	53
KIAA1147	280	370	110	189
KIAA1191	170	198	56	82
KIAA1211	121	165	70	94
KIAA1217	271	289	103	180
KIAA1257	3	10	3	1
KIAA1324L	92	100	44	54
KIAA1328	30	33	13	20
KIAA1522	352	387	140	212
KIAA1549	230	286	125	143
KIAA1549L	76	82	33	36
KIAA1586	993	1047	508	603
KIAA1671	410	599	247	328
KIAA1841	180	211	76	102
KIAA1958	200	236	86	108
KIAA2013	212	311	100	180
KIAA2026	86	65	38	33
KIDINS220	881	1095	425	596
KIF11	4088	4859	2297	2743
KIF13A	215	227	88	139
KIF13B	418	512	216	266
KIF14	842	960	444	525
KIF15	429	466	250	221
KIF16B	220	257	106	144
KIF17	40	35	19	17
KIF18A	559	660	287	368
KIF18B	947	1360	472	715
KIF1A	2343	2777	1093	1511
KIF1B	1807	1984	810	1091
KIF1BP	2470	3012	1282	1508
KIF1C	478	620	227	347
KIF20A	3475	4405	1747	2187
KIF20B	2693	3135	1529	1851
KIF21A	913	1086	443	627
KIF21B	33	22	7	11
KIF22	2088	2711	1031	1375
KIF23	2361	2921	1287	1552
KIF24	188	211	82	85
KIF26A	264	341	123	169
KIF26B	90	108	37	62
KIF27	14	38	7	13
KIF2A	1280	1422	573	750
KIF2C	2162	2630	1131	1461
KIF3A	1322	1498	587	806
KIF3B	227	269	99	151
KIF3C	80	96	26	53
KIF4A	1282	1662	621	830
KIF5A	123	167	58	77
KIF5B	5041	5595	2477	3053
KIF5C	421	529	191	259
KIF6	37	46	14	21
KIF7	286	390	138	189
KIF9	64	67	46	39
KIFAP3	989	1178	451	647
KIFC1	1366	1958	769	948
KIFC2	11	19	10	13
KIFC3	109	179	66	80
KIN	561	725	269	288
KIRREL1	175	254	84	109
KIT	259	293	111	152
KITLG	144	204	60	73
KIZ	260	272	114	135
KLC1	141	154	68	87
KLC2	870	1097	419	614
KLC3	74	67	27	36
KLC4	359	382	147	202
KLF10	290	314	178	239
KLF11	111	117	57	72
KLF12	111	164	49	50
KLF15	73	136	40	61
KLF3	248	313	121	186
KLF5	250	305	147	174
KLF6	189	246	113	139
KLF9	147	188	75	83
KLHDC10	556	596	246	303
KLHDC2	643	730	317	464
KLHDC3	781	907	360	509
KLHDC4	408	541	187	282
KLHDC8B	31	41	10	8
KLHL11	697	886	371	440
KLHL12	293	340	122	196
KLHL13	461	527	241	315
KLHL15	5757	6324	2933	3879
KLHL17	128	121	54	72
KLHL18	189	249	102	135
KLHL2	48	60	20	25
KLHL20	186	230	116	111
KLHL21	625	909	290	423
KLHL22	439	540	218	300
KLHL23	938	1080	473	533
KLHL24	320	364	150	195
KLHL25	94	137	37	59
KLHL26	204	238	91	134
KLHL28	124	188	84	70
KLHL29	37	48	19	23
KLHL32	26	31	10	21
KLHL36	122	99	39	57
KLHL42	379	508	193	268
KLHL5	155	165	50	104
KLHL7	415	458	183	249
KLHL8	529	600	263	307
KLHL9	1025	1234	561	635
KLRG2	17	15	2	15
KMT2A	623	876	379	503
KMT2B	1055	1331	487	732
KMT2C	853	1029	416	589
KMT2D	2386	2572	1006	1365
KMT2E	260	264	93	118
KMT5A	209	248	96	146
KMT5B	425	518	225	266
KMT5C	84	118	45	72
KNL1	1234	1593	708	895
KNOP1	428	556	224	311
KNSTRN	1266	1572	689	817
KNTC1	1570	1803	853	1005
KPNA1	1229	1510	605	809
KPNA2	5915	7903	3218	4178
KPNA3	2184	2311	1058	1313
KPNA4	867	982	475	569
KPNA5	427	377	192	245
KPNA6	2438	2775	1095	1430
KPNB1	13455	17048	6858	8981
KPTN	221	286	97	152
KRAS	626	608	302	352
KRBA1	169	195	76	85
KRBOX4	40	53	24	28
KRCC1	21	37	14	14
KREMEN1	102	94	29	52
KRI1	1037	1398	522	647
KRIT1	29	37	17	16
KRR1	2215	2615	1161	1442
KRT10	246	342	105	159
KRT18	694	919	353	494
KRT38	0	0	0	0
KRT8	998	1091	459	583
KRTCAP2	1592	1858	708	917
KSR1	74	113	44	64
KTI12	126	178	69	99
KTN1	1964	2144	961	1242
KXD1	350	401	140	211
KYAT3	1267	1232	584	702
L2HGDH	346	377	144	190
L3HYPDH	137	189	72	98
L3MBTL1	32	31	14	16
L3MBTL2	590	872	321	479
L3MBTL3	502	530	231	274
L3MBTL4	90	88	39	50
LACTB	339	354	133	177
LACTB2	1052	989	459	589
LAGE3	429	665	236	371
LAMA1	666	891	383	483
LAMA3	217	200	78	123
LAMA4	1466	1884	770	973
LAMA5	747	938	339	431
LAMB1	3778	4208	1693	2275
LAMB2	611	794	295	422
LAMC1	3090	3992	1503	2178
LAMC3	152	208	80	115
LAMP1	1901	2319	869	1254
LAMP2	2916	3111	1414	1720
LAMTOR1	570	695	258	375
LAMTOR2	371	485	196	279
LAMTOR3	295	285	141	163
LAMTOR4	755	990	358	430
LAMTOR5	1069	1308	511	690
LANCL1	1431	1643	715	985
LANCL2	385	522	208	233
LAP3	991	1099	462	538
LAPTM4A	2011	2396	937	1192
LAPTM4B	3263	3758	1390	1983
LARGE1	90	96	44	70
LARGE2	38	31	18	29
LARP1	3598	4500	1772	2368
LARP1B	472	503	221	255
LARP4	1827	2164	981	1118
LARP4B	1625	1977	771	1016
LARP6	218	271	109	151
LARP7	959	1085	503	600
LARS	7128	7717	3324	4152
LARS2	512	685	263	358
LAS1L	2547	3112	1180	1640
LASP1	423	575	174	291
LATS1	992	1067	461	629
LATS2	89	107	34	37
LAYN	48	37	17	28
LBHD1	79	85	26	49
LBR	3459	4451	1828	2208
LCA5	114	82	27	52
LCA5L	12	9	4	3
LCAT	3	0	0	1
LCLAT1	800	1019	427	503
LCMT1	521	594	257	329
LCMT2	441	644	265	314
LCOR	952	1080	466	566
LCORL	154	155	88	72
LCTL	1	0	1	0
LDAH	212	214	95	124
LDB1	938	1172	453	636
LDHA	8720	10232	4110	5443
LDHB	4504	5769	2249	2861
LDHC	110	161	45	56
LDLR	486	618	266	360
LDLRAD3	146	164	74	85
LDLRAP1	224	276	123	173
LDOC1	255	256	91	137
LEF1	469	515	181	284
LEMD2	402	537	211	272
LEMD3	1007	1255	520	675
LENG1	150	240	87	110
LENG8	563	589	251	299
LENG9	10	17	4	8
LEO1	889	1188	422	564
LEPR	753	811	356	436
LEPROT	262	398	137	168
LEPROTL1	882	1016	417	566
LETM1	1018	1244	504	653
LETMD1	461	500	192	219
LGALS3	673	616	254	339
LGALS3BP	5177	6392	2175	3082
LGALS8	170	205	106	123
LGALSL	154	185	77	96
LGI2	40	42	18	27
LGMN	1152	1177	535	726
LGR4	363	388	136	160
LGR5	320	425	159	196
LHFPL2	91	156	66	64
LHFPL6	135	209	59	76
LHPP	114	145	56	84
LHX4	42	47	21	30
LIAS	200	278	101	129
LIFR	416	436	211	230
LIG1	693	924	369	468
LIG3	1126	1393	550	831
LIG4	291	389	208	214
LIMA1	1616	1760	753	951
LIMCH1	162	189	73	110
LIMD1	487	595	214	287
LIMK1	187	210	78	116
LIMK2	186	248	84	125
LIMS1	283	406	157	212
LIN28B	351	417	163	219
LIN37	275	377	147	190
LIN52	118	140	55	75
LIN54	313	386	155	187
LIN7A	296	377	173	229
LIN7C	1049	1033	462	617
LIN9	752	760	357	446
LINGO1	75	86	52	48
LINS1	87	136	55	60
LIPA	1112	1280	446	590
LIPE	9	35	6	13
LIPT1	67	79	53	45
LIPT2	62	80	28	65
LITAF	242	282	81	160
LIX1L	407	553	212	264
LLGL1	602	722	300	382
LLGL2	241	317	98	150
LLPH	32	67	22	36
LMAN1	1802	2133	876	1137
LMAN2	2040	2568	977	1393
LMAN2L	241	293	97	177
LMBR1	415	487	161	211
LMBR1L	107	127	53	67
LMBRD1	755	835	362	436
LMBRD2	190	266	117	130
LMF1	71	92	33	65
LMF2	930	1290	440	654
LMLN	84	78	35	40
LMNA	2004	2786	995	1361
