	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ERBB4	120	123	143	233
ERBIN	2603	2307	3840	5550
ERC1	1291	1215	1150	1988
ERC2	382	303	427	732
ERCC1	538	493	792	1224
ERCC2	558	470	829	1115
ERCC3	1995	1770	3067	4358
ERCC4	637	659	849	1250
ERCC6	1006	1013	1391	2048
ERCC6L	1841	1585	2724	3908
ERCC6L2	1919	1717	2713	4060
ERCC8	475	509	769	1031
ERF	213	169	293	390
ERFE	52	34	46	94
ERG28	208	142	271	404
ERGIC1	435	344	919	1338
ERGIC2	976	963	1525	2196
ERGIC3	2421	2170	3973	5444
ERH	1358	1435	2769	3459
ERI1	410	374	566	746
ERI2	689	599	1031	1447
ERI3	924	808	1420	2020
ERICH1	257	230	334	471
ERICH5	61	61	77	105
ERLEC1	669	600	987	1416
ERLIN1	480	467	612	885
ERLIN2	586	520	862	1287
ERMAP	110	105	120	208
ERMARD	322	298	527	712
ERMP1	354	296	438	746
ERN1	139	125	179	300
ERO1A	1444	1347	1639	2668
ERO1B	306	299	379	586
ERP29	1032	992	1934	2590
ERP44	808	732	1199	1817
ERRFI1	273	256	514	742
ERV3-1	94	84	106	162
ERVFRD-1	148	132	106	203
ERVK3-1	411	443	612	840
ESCO1	941	875	1294	1896
ESCO2	619	536	911	1417
ESD	2578	2397	4153	5834
ESF1	1540	1653	2319	2808
ESPL1	2442	1946	2403	3945
ESPNL	94	84	149	197
ESR2	33	37	48	60
ESRP2	254	201	289	421
ESRRA	227	217	371	485
ESRRB	24	30	32	61
ESRRG	36	48	46	57
ESS2	748	768	1039	1433
ESYT1	2465	2216	3311	5186
ESYT2	1199	1049	1798	2733
ETAA1	714	702	1135	1645
ETF1	3429	3375	5284	7581
ETFA	3370	3184	5345	7629
ETFB	964	946	1390	1708
ETFBKMT	23	16	35	31
ETFDH	893	789	1292	1821
ETFRF1	110	136	178	236
ETHE1	89	87	160	210
ETNK1	1097	939	1438	2032
ETNK2	164	173	241	353
ETNPPL	27	22	40	45
ETS2	371	279	378	626
ETV1	21	22	35	49
ETV3	228	221	404	599
ETV6	39	33	37	73
EVC	508	455	371	698
EVI2B	60	57	26	86
EVI5	1171	1048	1373	2196
EVI5L	181	156	214	327
EVL	397	328	401	643
EWSR1	6724	6604	10643	14380
EXD2	487	450	622	862
EXD3	33	36	35	47
EXO1	4194	3981	5869	8538
EXO5	64	71	117	136
EXOC1	1070	1039	1617	2317
EXOC2	1634	1459	2630	3513
EXOC3	716	673	954	1476
EXOC4	1492	1308	2075	3086
EXOC5	1337	1272	1917	2664
EXOC6	1116	1038	1599	2368
EXOC6B	1038	845	1231	1944
EXOC7	1410	1224	2220	3343
EXOC8	1549	1413	1875	2908
EXOG	511	467	500	793
EXOSC1	401	361	644	947
EXOSC10	3386	3034	5091	7484
EXOSC2	1673	1649	2325	3417
EXOSC3	983	895	1262	1879
EXOSC4	549	455	690	977
EXOSC5	449	467	724	907
EXOSC6	159	196	159	292
EXOSC7	1172	1120	1597	2324
EXOSC8	1382	1320	1909	2733
EXOSC9	2053	2002	3098	4513
EXPH5	693	517	636	1081
EXT1	827	696	1286	1946
EXT2	1575	1486	2489	3567
EXTL2	289	212	382	585
EXTL3	468	430	642	945
EYA1	245	241	391	557
EYA2	67	48	85	152
EYA3	1045	770	1269	2037
EYA4	460	460	878	1177
EYS	111	110	179	295
EZH1	392	352	493	750
EZH2	1811	1677	2566	3509
EZR	2188	2175	3524	4338
F11R	200	202	288	451
F12	41	38	62	85
F2R	157	146	227	382
F2RL1	209	167	272	361
F3	30	30	29	60
F8	124	109	144	257
FAAH	19	33	58	57
FAAH2	30	38	45	58
FAAP100	690	592	990	1391
FAAP20	126	133	184	261
FAAP24	73	65	93	146
FABP3	43	26	40	77
FADD	262	212	361	495
FADS1	514	393	871	1186
FADS2	443	348	722	995
FADS3	81	69	125	211
FAF1	2532	2292	3642	5382
FAF2	1052	999	1942	2544
FAH	463	401	694	993
FAHD1	307	298	411	598
FAHD2A	234	197	332	452
FAHD2B	69	64	97	147
FAIM	933	864	1325	1589
FAM102A	67	58	60	118
FAM102B	281	259	360	516
FAM104A	138	146	204	269
FAM104B	181	154	246	383
FAM107B	130	127	182	283
FAM110B	55	45	56	64
FAM114A1	57	78	93	118
FAM114A2	501	465	764	1069
FAM117A	161	102	157	223
FAM117B	276	249	317	619
FAM118A	256	227	285	463
FAM118B	508	441	692	1088
FAM120A	2973	2732	3854	5705
FAM120AOS	129	117	181	243
FAM120B	1390	1174	1573	2631
FAM120C	235	182	280	469
FAM122A	170	159	306	405
FAM122B	540	423	559	934
FAM122C	24	15	29	26
FAM124A	20	20	30	46
FAM126A	979	896	1393	2065
FAM126B	463	416	642	924
FAM129A	44	39	65	87
FAM129B	830	745	1208	1756
FAM131A	45	36	55	76
FAM133B	126	142	213	309
FAM135A	1348	1218	1911	2753
FAM136A	446	388	665	862
FAM13A	795	777	1013	1431
FAM13B	1394	1241	1669	2676
FAM13C	68	53	86	89
FAM149A	75	58	73	118
FAM149B1	370	339	475	691
FAM151B	88	51	88	125
FAM155B	70	64	105	157
FAM160A1	236	183	271	415
FAM160A2	438	386	610	872
FAM160B1	494	434	616	890
FAM160B2	132	101	149	204
FAM161A	329	336	399	497
FAM161B	87	79	142	187
FAM162A	875	893	1258	1877
FAM168A	81	60	143	187
FAM168B	323	246	614	827
FAM169A	981	894	1284	1864
FAM171A1	628	573	793	1168
FAM171A2	112	105	169	213
FAM171B	372	335	590	935
FAM172A	293	311	415	611
FAM173A	261	229	353	517
FAM174A	89	64	115	142
FAM174B	23	13	16	24
FAM177A1	285	247	408	546
FAM184A	816	774	1019	1508
FAM184B	98	63	85	118
FAM185A	107	99	108	222
FAM186B	127	93	84	125
FAM189A1	29	12	23	42
FAM189B	512	422	408	752
FAM192A	489	488	848	1232
FAM193A	722	636	622	1156
FAM193B	618	464	623	988
FAM199X	1297	1125	2058	2877
FAM200A	266	248	333	517
FAM200B	379	362	483	752
FAM204A	887	920	1189	1694
FAM206A	148	136	196	299
FAM207A	179	203	203	332
FAM20A	24	13	34	42
FAM20B	815	752	1007	1508
FAM20C	37	47	51	92
FAM210A	244	237	355	478
FAM210B	141	130	169	232
FAM214A	279	214	305	537
FAM216A	592	512	1067	1540
FAM217B	452	385	656	972
FAM219A	100	97	135	206
FAM219B	245	242	336	507
FAM221A	62	58	77	107
FAM222A	38	20	70	110
FAM222B	80	56	74	153
FAM227A	131	126	151	266
FAM227B	27	28	30	57
FAM228B	22	21	33	46
FAM229B	155	140	230	289
FAM234A	40	42	59	92
FAM234B	479	444	560	866
FAM241A	115	101	135	163
FAM241B	33	24	68	67
FAM32A	376	346	437	644
FAM3A	347	317	459	661
FAM3C	26	44	51	72
FAM45A	87	65	101	127
FAM49B	1158	1108	1877	2698
FAM50A	1393	1513	2236	2798
FAM50B	34	31	60	65
FAM53A	21	16	33	48
FAM53B	377	345	547	796
FAM53C	376	346	841	1095
FAM57A	232	215	315	449
FAM71E1	47	36	59	100
FAM72A	43	41	49	71
FAM72B	29	41	50	80
FAM76A	342	336	507	808
FAM76B	288	294	578	712
FAM78A	16	11	30	30
FAM81A	88	42	108	132
FAM83B	122	83	149	232
FAM83D	964	836	1383	2117
FAM83G	334	312	357	614
FAM83H	171	168	206	308
FAM84B	255	226	384	601
FAM86C1	23	12	24	44
FAM89A	124	121	149	225
FAM89B	66	46	84	114
FAM8A1	338	367	508	732
FAM91A1	1209	1136	1858	2601
FAM92A	440	425	633	849
FAM95C	61	36	39	85
FAM98A	1283	1213	1674	2195
FAM98B	518	334	441	899
FAM98C	81	70	117	153
FAN1	848	768	1115	1635
FANCA	2337	1822	2393	3982
FANCB	1289	1241	1528	2419
FANCC	429	362	536	789
FANCD2	4369	3952	5663	8510
FANCE	431	333	489	694
FANCG	720	615	942	1366
FANCI	6473	5999	9229	13716
FANCL	911	951	1369	1986
FANCM	1708	1671	2218	3361
FAR1	2075	1943	2981	4139
FAR2	507	466	880	1259
FARP1	560	431	648	1010
FARP2	959	792	1360	1896
FARS2	449	428	701	1030
FARSA	2400	2244	3281	5117
FARSB	2129	1735	3245	4714
FAS	83	73	106	128
FASN	12081	8941	7660	18080
FASTK	871	823	1315	1845
FASTKD1	1118	1041	1819	2529
FASTKD2	1681	1505	2312	3440
FASTKD3	426	412	793	1080
FASTKD5	1106	803	1483	2151
FAT1	5776	5032	7421	11581
FAT2	111	83	68	169
FAT3	422	372	599	890
FAT4	662	598	790	1238
FAU	3429	3062	6250	8566
FAXC	185	183	203	309
FAXDC2	74	60	53	81
FBF1	404	347	482	803
FBH1	1823	1671	2691	3742
FBL	3498	3494	5252	6525
FBLIM1	47	53	61	94
FBLN1	243	205	264	383
FBLN2	22	16	35	38
FBLN5	42	40	35	57
FBN1	1056	902	1133	1937
FBN2	3801	3288	4252	6997
FBRS	374	265	300	530
FBRSL1	413	335	303	610
FBXL12	174	147	239	301
FBXL13	94	63	65	98
FBXL14	169	130	285	366
FBXL15	195	166	246	376
FBXL17	179	157	228	342
FBXL18	185	159	233	347
FBXL19	884	715	960	1462
FBXL2	218	178	244	387
FBXL20	236	202	344	504
FBXL3	1193	1085	1591	2337
FBXL4	603	571	846	1195
FBXL5	1293	1145	1601	2461
FBXL6	253	230	344	481
FBXL8	53	48	47	84
FBXO10	474	319	515	814
FBXO11	1316	1071	1118	2089
FBXO16	52	60	87	114
FBXO17	78	54	87	109
FBXO21	1164	1036	1668	2492
FBXO22	1398	1283	1769	2551
FBXO25	218	191	359	543
FBXO27	14	18	33	48
FBXO28	1233	1051	1786	2660
FBXO3	818	753	1258	1707
FBXO30	1128	944	1284	1923
FBXO31	240	249	311	472
FBXO32	78	70	122	174
FBXO33	412	478	833	1165
FBXO34	724	606	987	1412
FBXO36	11	18	21	33
FBXO38	877	758	1260	1819
FBXO4	178	176	276	390
FBXO41	43	40	36	67
FBXO42	619	575	846	1395
FBXO44	106	85	142	176
FBXO45	154	129	261	329
FBXO46	148	140	182	325
FBXO48	23	15	36	41
FBXO5	1754	1647	2805	3825
FBXO7	1955	1560	2946	4212
FBXO8	225	214	314	438
FBXO9	1724	1492	2220	3244
FBXW11	1264	1256	1787	2691
FBXW2	937	889	1210	1657
FBXW4	256	210	285	502
FBXW5	822	708	1295	1895
FBXW7	630	564	944	1295
FBXW8	310	301	312	545
FBXW9	195	207	364	451
FCF1	486	461	623	831
FCGRT	73	81	137	155
FCHO1	35	39	62	75
FCHO2	446	422	641	924
FCHSD1	113	95	130	183
FCHSD2	493	434	535	876
FDFT1	1886	1758	2815	4214
FDPS	2946	2612	4519	6255
FDX1	241	280	332	446
FDX2	105	97	126	189
FDXACB1	93	77	125	196
FDXR	296	298	445	579
FECH	629	523	901	1332
FEM1A	813	778	1396	1913
FEM1B	2104	1826	3117	4522
FEM1C	566	457	660	938
FEN1	2140	2063	3340	4552
FER	596	529	744	1142
FER1L5	40	51	48	88
FERMT1	55	46	63	116
FERMT2	1122	1056	1840	2627
FEZ1	70	62	97	145
FEZ2	475	492	626	881
FGD1	414	349	378	653
FGD4	108	109	176	277
FGD6	249	202	343	500
FGF2	81	68	80	108
FGF9	14	22	20	19
FGFR1	585	453	701	1156
FGFR1OP	1149	1059	1402	2045
FGFR1OP2	555	523	915	1254
FGFR2	603	490	736	1134
FGFR3	656	579	873	1360
FGFR4	223	174	282	409
FGFRL1	196	173	250	406
FGGY	117	106	115	167
FH	2185	1933	3713	5269
FHAD1	49	42	59	98
FHDC1	24	29	26	63
FHIT	39	37	47	81
FHL1	930	842	1294	1884
FHL2	141	141	191	313
FHL3	46	38	45	73
FHOD1	635	584	730	1164
FHOD3	205	208	242	416
FIBP	784	735	1150	1628
FICD	76	72	114	159
FIG4	601	590	936	1340
FIGN	204	165	176	278
FIGNL1	1829	1630	3006	4142
FILIP1L	529	500	518	838
FIP1L1	600	534	1181	1603
FIS1	859	805	1115	1722
FITM2	108	87	94	157
FIZ1	26	29	27	41
FJX1	135	104	170	236
FKBP10	1088	997	1733	2410
FKBP11	126	104	96	187
FKBP14	313	287	344	534
FKBP15	1090	902	1495	2125
FKBP1A	256	192	250	376
FKBP1B	33	28	55	78
FKBP2	18	25	30	37
FKBP3	1740	1757	2500	3674
FKBP4	6825	6278	9977	13914
FKBP5	583	583	656	1000
FKBP7	170	140	252	332
FKBP8	1485	1475	1943	2541
FKBP9	220	201	274	377
FKBPL	323	254	417	619
FKRP	120	103	197	233
FKTN	526	497	755	1097
FLAD1	1218	1094	1937	2649
FLCN	744	619	917	1328
FLII	5474	4913	8070	11512
FLNA	11448	9609	13621	22934
FLNB	5488	4913	6780	10836
FLNC	1110	911	1115	1807
FLOT1	568	560	809	1135
FLOT2	459	401	506	804
FLRT3	127	94	195	332
FLT1	151	127	158	295
FLT4	505	463	771	1075
FLVCR1	607	520	821	1290
FLVCR2	52	25	37	69
FLYWCH1	524	502	559	764
FLYWCH2	221	239	372	488
FMC1	131	159	229	320
FMN2	232	226	223	347
FMNL1	19	20	35	38
FMNL2	1055	979	1294	2179
FMNL3	199	181	191	314
FMO1	19	17	32	39
FMO3	30	34	19	42
FMO4	43	53	72	103
FMO5	23	22	19	41
FMR1	2093	2062	2501	3592
FN1	630	542	664	1175
FN3KRP	330	325	469	632
FNBP1	447	381	505	786
FNBP1L	466	447	709	954
FNBP4	2165	1937	2507	4038
FNDC1	53	30	33	66
FNDC3A	2370	2043	3218	4662
FNDC3B	536	485	683	1109
FNDC4	37	40	67	112
FNDC8	32	37	44	88
FNIP1	1239	1088	1589	2490
FNIP2	816	660	955	1405
FNTA	663	674	969	1422
FNTB	27	14	36	48
FOCAD	3173	2765	4625	6710
FOPNL	451	452	625	895
FOSL2	10	17	20	33
FOXA1	64	41	70	114
FOXB1	26	24	28	48
FOXC1	672	635	1003	1682
FOXD1	123	121	156	265
FOXD3	41	42	53	63
FOXF2	86	76	109	199
FOXG1	106	76	147	277
FOXJ2	89	59	94	135
FOXJ3	466	391	620	936
FOXK1	296	217	318	609
FOXK2	1092	912	1477	2164
FOXM1	1464	1149	1709	2779
FOXN2	306	260	343	522
FOXN3	211	201	279	399
FOXN4	25	10	28	40
FOXO1	286	217	290	473
FOXO3	174	165	203	352
FOXO4	82	81	137	192
FOXP1	40	31	38	54
FOXP2	241	180	367	542
FOXP4	158	119	83	197
FOXRED1	553	491	827	1095
FOXRED2	1676	1391	1481	2824
FP565260.1	108	85	211	307
FPGS	549	498	846	1131
FPGT	402	363	783	1080
FRA10AC1	491	514	625	817
FRAS1	1264	1042	1231	2208
FRAT2	55	65	84	77
FREM2	1081	900	1331	2049
FRG1	276	329	456	640
FRK	33	27	40	61
FRMD3	26	29	52	75
FRMD4A	152	157	163	258
FRMD4B	85	62	109	132
FRMD5	129	133	138	207
FRMD6	306	254	513	764
FRMD8	179	170	189	304
FRMPD1	15	22	19	32
FRMPD3	30	37	29	47
FRRS1	373	294	546	742
FRRS1L	31	18	31	41
FRS2	445	365	641	1040
FRS3	29	35	44	60
FRY	167	157	183	295
FRYL	1547	1420	2264	3219
FSBP	183	143	191	302
FSCN1	186	157	217	347
FSD1	287	274	433	594
FSD1L	213	173	181	301
FSD2	14	25	28	58
FSIP1	26	21	28	40
FSIP2	758	754	1022	1475
FSTL1	580	522	893	1253
FTH1	755	742	949	1351
FTL	2135	1602	3947	5510
FTO	1077	1007	1344	1995
FTSJ1	499	454	822	1100
FTSJ3	3048	2991	4586	6139
FUBP1	5429	4759	8850	11966
FUBP3	996	920	1805	2373
FUCA1	335	363	650	888
FUCA2	1504	1383	2432	3390
FUK	204	174	259	342
FUNDC1	208	239	301	410
FUNDC2	441	425	728	1039
FUOM	153	162	230	309
FURIN	429	381	494	791
FUS	2923	2316	2440	4396
FUT10	245	195	281	482
FUT11	152	176	199	260
FUT4	45	23	61	91
FUT8	598	507	708	1104
FUZ	389	332	653	937
FXN	182	175	226	325
FXR1	2224	2249	3193	4281
FXR2	1093	1080	1732	2420
FXYD5	87	62	159	286
FYCO1	941	784	762	1244
FYN	1112	1085	1648	2387
FYTTD1	548	470	882	1161
FZD1	84	72	115	184
FZD2	63	48	86	121
FZD3	446	406	614	920
FZD4	111	76	115	167
FZD5	77	67	106	163
FZD6	820	707	1170	1728
FZD7	121	110	213	277
FZD8	89	107	112	185
FZD9	80	66	136	157
FZR1	418	365	567	816
G2E3	1449	1299	1843	2696
G3BP1	6907	6450	10399	14571
G3BP2	3322	3426	4951	6758
G6PC3	264	228	345	535
G6PD	586	509	724	1164
GAA	748	629	903	1406
GAB1	225	191	321	486
GAB2	54	30	74	101
GABARAP	470	417	641	952
GABARAPL1	89	103	122	152
GABARAPL2	612	595	934	1252
GABBR1	213	164	115	253
GABBR2	39	39	50	76
GABPA	440	412	668	951
GABPB1	554	452	826	1133
GABPB2	250	226	339	458
GABRB3	240	201	364	518
GAD1	201	143	235	320
GADD45A	65	83	104	158
GADD45B	55	47	162	231
GADD45GIP1	778	847	1282	1622
GAK	1137	1003	1624	2321
GAL	256	210	454	672
GALC	69	45	78	107
GALE	248	221	375	505
GALK1	301	295	539	702
GALK2	346	307	405	677
GALM	298	249	417	588
GALNS	151	157	191	328
GALNT1	1130	1030	1635	2459
GALNT10	120	129	180	260
GALNT11	736	699	1115	1478
GALNT12	90	85	137	207
GALNT13	915	872	1029	1635
GALNT16	90	78	91	165
GALNT18	274	219	378	617
GALNT2	1197	1107	1497	2098
GALNT3	70	45	54	80
GALNT5	16	16	29	30
GALNT6	82	68	89	149
GALNT7	740	656	961	1398
GALT	220	198	287	492
GAMT	166	183	307	424
GAN	631	615	712	1101
GANAB	6678	5905	7339	11400
GANC	242	181	292	429
GAPDH	25435	21677	44081	62765
GAPDHS	233	201	260	415
GAPVD1	4049	3627	5322	7985
GAR1	301	317	434	588
GAREM1	138	124	183	246
GAREM2	80	69	99	148
GARNL3	322	296	376	551
GARS	5200	5058	7117	10338
GART	6499	6184	9435	13510
GAS1	103	90	132	167
GAS2L1	27	13	31	44
GAS2L3	333	289	536	717
GAS6	87	80	109	169
GAS7	21	13	25	33
GAS8	311	316	350	501
GASK1A	106	103	142	236
GATA2	117	95	139	220
GATA4	66	62	79	117
GATA6	187	126	207	329
GATAD1	261	232	404	583
GATAD2A	1194	1135	1770	2534
GATAD2B	513	447	360	763
GATB	663	573	1025	1483
GATC	60	50	29	68
GATD1	574	497	737	1013
GBA	374	259	619	807
GBA2	1400	1284	1998	2823
GBE1	1012	842	1485	2116
GBF1	2715	2205	2944	5028
GBX2	32	38	31	58
GCA	245	252	450	564
GCAT	477	362	809	1061
GCC1	522	515	838	1019
GCC2	1889	1778	2362	3097
GCDH	561	485	789	1070
GCFC2	1457	1359	2374	3308
GCH1	123	130	258	332
GCHFR	54	45	82	123
GCLC	797	732	1186	1629
GCLM	643	602	871	1254
GCN1	7509	6769	8220	13563
GCNA	88	62	106	171
GCNT1	138	118	173	216
GCNT7	63	38	63	88
GCSAM	30	19	40	51
GDAP1	375	360	508	712
GDAP2	691	588	949	1451
GDE1	843	721	1298	1927
GDF11	82	81	153	213
GDF7	18	18	20	51
GDI1	1120	1029	1832	2590
GDI2	4186	3964	6744	9688
GDPD1	146	114	176	264
GDPD3	21	22	24	32
GDPD5	52	22	57	69
GDPGP1	32	34	55	110
GEMIN2	646	587	846	1200
GEMIN4	2387	2094	3249	4614
GEMIN5	3689	3349	4718	7183
GEMIN6	657	573	912	1343
GEMIN7	214	193	310	431
GEMIN8	103	90	192	230
GEN1	1173	1058	1556	2338
GET4	411	392	598	849
GFER	141	140	241	380
GFI1	51	49	63	92
GFM1	2437	2284	3669	5250
GFM2	1685	1469	2364	3558
GFOD1	95	128	146	207
GFOD2	220	223	291	383
GFPT1	1188	1157	1497	2136
GFPT2	217	185	300	443
GFRA1	23	21	37	50
GGA1	654	591	905	1346
GGA2	1481	1430	2019	2756
GGA3	517	417	536	915
GGCT	383	338	616	740
GGCX	748	660	996	1366
GGH	756	743	1193	1707
GGNBP2	1192	1047	1341	2003
GGPS1	494	431	699	934
GGT7	244	227	317	523
GHDC	200	160	261	404
GHITM	3661	3420	6183	8484
GHR	28	22	32	76
GHRL	54	46	30	96
GID4	223	215	214	343
GID8	528	535	827	1185
GIGYF1	928	803	1029	1484
GIGYF2	2890	2658	3840	5380
GIN1	157	123	226	345
GINM1	661	621	833	1224
GINS1	498	529	644	958
GINS2	1166	1171	1769	2439
GINS3	392	336	725	942
GINS4	459	466	720	1002
GIPC1	573	503	986	1352
GIPC3	38	21	37	59
GIT1	326	304	393	579
GIT2	624	553	777	1149
GJA1	427	376	713	942
GJC1	385	406	462	751
GK	83	87	132	184
GK5	451	456	493	720
GKAP1	165	190	194	271
GLA	4135	3564	7135	10596
GLB1	1203	1031	1957	2848
GLB1L	109	74	140	200
GLB1L2	404	369	621	866
GLB1L3	48	28	39	61
GLCCI1	178	146	247	420
GLCE	476	380	668	1024
GLDC	445	382	580	804
GLE1	1288	1171	1920	2723
GLG1	2412	2216	2756	4140
GLI2	53	48	49	120
GLI3	342	267	286	508
GLI4	89	65	103	153
GLIPR1	239	240	387	538
GLIPR2	41	40	72	87
GLIS2	35	18	31	31
GLMN	1391	1304	2081	2753
GLMP	451	367	803	1130
GLO1	4766	4583	7238	10338
GLOD4	1127	1101	1552	2158
GLRA1	17	17	40	53
GLRA2	25	25	19	44
GLRB	116	120	211	303
GLRX	28	28	63	63
GLRX2	337	284	454	681
GLRX3	2101	2070	3091	4334
GLRX5	309	298	508	614
GLS	1953	1879	2576	3608
GLS2	233	189	238	428
GLT8D1	831	819	1383	2072
GLT8D2	50	53	85	131
GLTP	233	205	306	453
GLUD1	1362	1219	1951	2821
GLUL	5111	5012	8202	11241
GLYCTK	134	131	176	304
GLYR1	1549	1428	1951	2857
GM2A	215	197	299	392
GMCL1	517	481	596	919
GMDS	475	415	513	820
GMEB1	544	530	690	1060
GMEB2	225	195	326	435
GMFB	526	524	779	1050
GMIP	95	61	73	121
GMNN	2124	2036	3000	4284
GMPPA	543	444	900	1195
GMPPB	593	584	869	1223
GMPR	25	19	37	56
GMPR2	1049	1002	1562	2164
GMPS	3453	3167	4722	6876
GNA11	532	484	834	1207
GNA12	218	189	278	394
GNA13	610	562	790	1139
GNAI1	371	347	520	723
GNAI2	557	524	920	1360
GNAI3	1710	1689	3021	4204
GNAL	150	172	204	313
GNAQ	276	243	390	585
GNAS	7701	6818	8730	13774
GNAT2	69	57	67	142
GNAZ	149	133	256	395
GNB1	1644	1518	2423	3203
GNB1L	210	163	288	393
GNB2	1028	858	1408	2219
GNB3	41	40	55	69
GNB4	581	511	829	1143
GNB5	142	146	200	255
GNE	925	907	1275	1895
GNG11	19	12	27	47
GNG12	135	101	148	234
GNG4	31	30	55	81
GNG5	125	134	233	377
GNL1	801	743	1094	1624
GNL2	4243	3899	6476	8593
GNL3	10693	10213	16092	22168
GNL3L	1997	1835	1829	3132
GNPAT	2462	2156	3437	4972
GNPDA1	653	547	1062	1515
GNPDA2	177	156	258	384
GNPNAT1	555	531	777	1071
GNPTAB	1213	1082	1650	2411
GNPTG	224	207	312	431
GNRHR	36	32	31	49
GNS	1196	1007	1488	2368
GOLGA1	430	348	464	714
GOLGA2	575	522	683	1012
GOLGA3	1719	1614	2239	3252
GOLGA4	5824	5740	8024	9338
GOLGA5	874	772	1441	2000
GOLGA6L9	25	14	27	35
GOLGA7	302	265	481	592
GOLGB1	5860	5702	8163	10411
GOLIM4	1384	1301	2004	2655
GOLM1	1253	1323	1846	2494
GOLPH3	543	459	730	1029
GOLPH3L	344	293	431	691
GOLT1B	227	202	327	431
GON4L	2082	1865	2337	3564
GON7	117	108	130	199
GOPC	695	645	890	1287
GORAB	195	164	297	455
GORASP1	367	290	590	811
GORASP2	752	623	1443	1905
GOSR1	353	353	486	709
GOSR2	188	119	202	296
GOT1	967	840	1458	2080
GOT2	2442	2067	3220	4957
GP1BA	56	53	45	99
GPAA1	816	715	1166	1655
GPALPP1	781	684	1097	1499
GPAM	1048	966	1545	2253
GPANK1	165	161	245	320
GPAT2	45	28	59	85
GPAT3	110	77	169	227
GPAT4	1031	941	1384	2069
GPATCH1	420	401	548	848
GPATCH11	283	283	363	485
GPATCH2	881	795	1137	1616
GPATCH2L	775	752	958	1533
GPATCH3	328	346	432	619
GPATCH4	1808	1693	2750	3096
GPATCH8	1704	1302	1390	2553
GPBP1	1944	1839	2943	4476
GPBP1L1	1273	1172	1857	2647
GPC1	137	117	127	250
GPC2	28	27	31	36
GPC3	646	585	624	1133
GPC4	279	273	216	418
GPC5	29	30	33	62
GPC6	213	207	241	385
GPCPD1	568	527	750	1091
GPD1L	402	373	561	791
GPD2	1041	1051	1263	1815
GPER1	74	57	34	85
GPHN	752	727	880	1519
GPI	5001	4168	7235	11115
GPKOW	678	560	894	1255
GPLD1	150	141	211	281
GPM6A	54	40	57	110
GPM6B	206	159	253	406
GPN1	741	698	1141	1739
GPN2	353	308	528	719
GPN3	763	775	1193	1587
GPR107	578	454	861	1316
GPR108	287	267	554	739
GPR135	49	44	50	71
GPR137	170	136	166	267
GPR137B	161	124	199	273
GPR137C	92	81	82	149
GPR153	32	35	42	51
GPR155	141	147	203	316
GPR156	33	33	42	80
GPR157	32	43	45	62
GPR160	185	173	338	512
GPR161	160	140	226	318
GPR162	37	35	33	42
GPR171	58	66	48	93
GPR176	85	55	118	164
GPR18	88	83	55	135
GPR180	499	436	852	1294
GPR183	79	79	91	136
GPR22	102	119	92	139
GPR27	81	64	89	101
GPR34	41	23	22	44
GPR39	68	57	80	102
GPR52	50	35	44	94
GPR63	107	92	157	236
GPR75	129	65	125	202
GPR75-ASB3	22	15	30	35
GPR82	41	31	30	47
GPR87	22	31	18	47
GPRASP1	286	261	239	425
GPRASP2	1478	1302	1977	2840
GPRC5B	52	42	74	93
GPRC5C	34	29	63	67
GPRIN1	722	696	886	1369
GPRIN3	109	100	136	231
GPS1	1790	1501	2592	3859
GPS2	536	447	992	1294
GPSM1	223	173	255	435
GPSM2	937	922	1298	1838
GPT	79	64	71	101
GPT2	552	534	746	1072
GPX1	1282	1172	1997	2743
GPX3	135	101	113	206
GPX4	3086	2878	4963	7192
GPX8	324	294	453	662
GRAMD1A	529	476	563	805
GRAMD1B	88	112	115	178
GRAMD1C	78	86	126	192
GRAMD4	230	238	290	440
GRB10	912	821	1054	1662
GRB14	215	174	254	367
GRB2	778	739	1166	1806
GREB1	208	161	198	323
GREB1L	1035	878	1247	2071
GRHL1	94	81	163	242
GRHPR	1212	1068	1641	2465
GRIA1	43	72	75	87
GRID1	185	112	174	326
GRID2	22	21	16	26
GRIK1	55	27	41	69
GRIK4	20	15	16	31
GRIN2D	39	32	34	67
GRINA	557	396	583	968
GRIP1	197	169	288	440
GRIP2	32	21	33	68
GRIPAP1	768	719	934	1384
GRK2	841	813	1224	1833
GRK3	601	548	798	1213
GRK4	76	76	107	154
GRK5	115	98	185	290
GRK6	1656	1555	2347	3257
GRN	1082	998	1196	1876
GRPEL1	1153	1113	1934	2616
GRPEL2	403	443	549	809
GRSF1	2881	2739	4029	5814
GRTP1	121	109	125	206
GRWD1	1595	1478	2314	3085
GSC	21	21	21	24
GSDMB	36	22	28	52
GSDME	98	65	91	171
GSE1	778	634	563	1079
GSK3A	259	230	390	583
GSK3B	830	741	959	1558
GSKIP	181	157	296	414
GSN	150	131	215	333
GSPT1	4427	4444	5289	7820
GSR	1455	1398	2111	2936
GSS	991	950	1554	2229
GSTA4	436	415	603	894
GSTCD	914	763	1284	1848
GSTK1	550	521	823	1147
GSTM2	138	108	164	275
GSTM3	747	728	1167	1668
GSTM4	22	19	27	44
GSTO1	1411	1367	2095	2989
GSTO2	20	10	22	36
GSTP1	5250	4365	7969	11457
