	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
UBA5	609	727	353	231
UBA52	6695	8461	2692	1643
UBA6	2008	2206	1023	704
UBA7	1	3	0	1
UBAC1	374	507	205	113
UBAC2	386	453	214	110
UBALD1	295	357	195	114
UBALD2	385	505	204	145
UBAP1	372	443	192	134
UBAP2	867	1071	497	298
UBAP2L	5729	7732	3501	2270
UBASH3B	87	140	34	34
UBB	3473	4142	1955	1196
UBC	8349	9524	6750	3622
UBE2A	1387	1576	738	512
UBE2B	942	1103	453	353
UBE2C	3589	4666	1990	1107
UBE2D1	490	511	245	157
UBE2D2	1449	1412	608	415
UBE2D3	500	718	274	179
UBE2D4	44	44	12	23
UBE2E1	3211	3663	1693	1119
UBE2E2	387	434	183	93
UBE2E3	287	357	101	70
UBE2F	22	23	14	8
UBE2G1	865	1183	547	414
UBE2G2	1064	1408	659	488
UBE2H	400	517	250	152
UBE2I	1801	2056	804	602
UBE2J1	747	912	411	268
UBE2J2	900	1078	523	336
UBE2K	1507	1535	703	503
UBE2L3	577	864	471	231
UBE2M	1186	1346	575	357
UBE2N	1610	1888	1031	521
UBE2O	1079	1603	665	390
UBE2Q1	776	966	420	270
UBE2Q2	102	145	56	36
UBE2R2	647	779	322	193
UBE2S	686	1040	516	294
UBE2T	1638	2074	1079	679
UBE2V2	1207	1229	641	402
UBE2W	30	34	23	14
UBE2Z	851	1090	505	328
UBE3A	804	918	413	294
UBE3B	245	319	153	80
UBE3C	1516	1656	756	491
UBE3D	247	296	136	74
UBE4A	1349	1426	681	471
UBE4B	1228	1472	544	392
UBFD1	616	829	345	267
UBIAD1	316	421	150	114
UBL3	199	211	77	52
UBL4A	533	756	368	210
UBL5	2263	3106	1337	832
UBL7	1377	1700	796	460
UBLCP1	1047	1210	598	398
UBN1	285	313	122	93
UBN2	270	312	154	121
UBOX5	242	294	172	121
UBP1	260	330	125	84
UBQLN1	3587	3963	1736	1153
UBQLN2	1309	1448	714	435
UBQLN4	237	292	107	70
UBR1	1054	1180	696	444
UBR2	1560	1832	860	590
UBR3	1025	1121	573	371
UBR4	5089	6462	3445	1946
UBR5	2177	2387	1153	733
UBR7	1261	1470	602	400
UBTD1	68	76	24	21
UBTD2	154	219	109	54
UBTF	1797	2469	1107	711
UBXN1	1129	1540	643	342
UBXN11	108	169	96	59
UBXN2A	230	255	111	81
UBXN2B	195	213	83	56
UBXN4	1422	1496	656	510
UBXN6	313	420	170	128
UBXN7	953	1031	506	328
UBXN8	398	532	193	101
UCHL1	8480	10995	4702	2975
UCHL3	673	719	352	238
UCHL5	1916	2178	905	677
UCK1	401	566	265	139
UCK2	1481	1919	702	458
UCKL1	353	518	191	122
UCP2	167	165	232	140
UEVLD	240	275	152	103
UFC1	883	1078	428	283
UFD1	1669	2079	868	551
UFL1	725	769	407	265
UFM1	410	513	256	184
UFSP1	47	55	34	19
UFSP2	395	411	162	144
UGCG	401	556	248	189
UGDH	565	778	402	267
UGGT1	1325	1352	645	398
UGGT2	631	610	324	193
UGP2	1112	1198	543	336
UGT3A2	84	97	46	26
UGT8	539	650	272	169
UHMK1	470	510	163	123
UHRF1	1598	2389	1071	711
UHRF1BP1	495	527	234	135
UHRF1BP1L	677	651	322	243
UHRF2	268	345	154	74
UIMC1	474	593	252	171
ULBP2	35	57	33	12
ULBP3	178	265	154	81
ULK1	270	384	114	72
ULK2	11	11	6	2
ULK3	269	379	151	76
ULK4	28	26	13	11
UMAD1	108	135	53	52
UMPS	1191	1575	706	479
UNC119	260	336	111	65
UNC119B	519	567	277	183
UNC13B	283	332	144	81
UNC45A	1108	1523	614	368
UNC50	441	592	294	160
UNC5B	226	335	127	51
UNC5C	216	243	119	70
UNC93B1	94	126	49	36
UNCX	5	12	4	5
UNG	1700	2104	958	608
UNK	233	296	127	92
UNKL	147	235	102	60
UPF1	2244	3061	1512	939
UPF2	823	944	453	365
UPF3A	117	118	65	59
UPF3B	1058	1165	514	378
UPP1	142	145	78	38
UPRT	207	245	117	53
UQCC1	500	599	339	198
UQCC2	1052	1304	611	360
UQCC3	111	264	106	54
UQCR10	2057	1744	883	581
UQCRB	2263	2464	1166	713
UQCRC1	3158	4220	1822	1078
UQCRC2	4212	4512	2058	1383
UQCRFS1	3234	4635	1883	1203
UQCRH	820	1126	398	283
UQCRQ	3197	3796	1891	1306
URB1	1011	1234	603	343
URB2	1426	1851	722	472
URGCP	408	631	261	171
URI1	1644	1941	678	500
URM1	454	579	280	205
UROD	1937	2495	1179	715
UROS	220	314	155	91
USB1	166	202	102	59
USE1	220	304	155	93
USF1	409	532	315	173
USF2	566	850	422	264
USF3	66	63	28	22
USH1C	1	0	0	0
USO1	1809	1786	906	605
USP1	2405	2583	897	669
USP10	950	1050	421	282
USP11	4374	5639	2710	1532
USP12	118	127	54	23
USP13	754	916	351	268
USP14	3825	4306	2098	1547
USP15	1237	1290	612	397
USP16	926	966	409	276
USP18	94	169	61	38
USP19	1179	1468	693	417
USP2	92	123	41	38
USP20	306	358	188	102
USP21	70	104	34	28
USP22	2646	3271	1514	957
USP24	1716	1993	869	601
USP25	291	309	94	75
USP27X	57	65	19	22
USP28	517	679	264	161
USP30	399	423	211	125
USP31	73	87	30	23
USP32	303	370	199	100
USP33	2175	2383	1037	757
USP34	1002	1017	519	360
USP35	25	26	25	8
USP36	523	695	313	158
USP37	686	760	323	198
USP38	554	601	285	177
USP39	1336	1520	598	417
USP4	253	288	150	106
USP40	214	202	68	44
USP42	278	404	154	112
USP43	35	37	11	8
USP44	77	89	30	21
USP45	201	207	102	59
USP46	212	243	95	41
USP47	1086	1229	485	321
USP48	1880	2265	1015	687
USP49	28	45	16	19
USP5	2656	3714	1406	888
USP51	34	33	17	18
USP53	228	290	121	99
USP54	372	440	248	157
USP6NL	170	214	75	40
USP7	1253	1457	701	476
USP8	850	825	381	280
USP9X	6349	6843	3235	2224
USPL1	350	414	239	187
UST	50	60	37	15
UTP11	2169	2379	1224	896
UTP14A	866	1165	573	431
UTP14C	64	84	44	39
UTP15	782	907	447	294
UTP18	2133	2492	1274	811
UTP20	2109	2582	1259	817
UTP23	265	273	152	131
UTP25	542	627	316	209
UTP3	956	1233	580	423
UTP4	1812	1995	934	613
UTP6	1384	1605	757	523
UTRN	1577	2162	1047	607
UVRAG	155	198	105	69
UVSSA	73	108	48	30
UXS1	341	394	196	108
UXT	1302	1744	740	477
VAC14	479	601	262	157
VAMP1	46	60	36	21
VAMP3	581	650	304	248
VAMP4	117	141	87	42
VAMP7	683	813	323	225
VAMP8	263	348	134	88
VANGL1	368	493	214	118
VANGL2	175	188	41	30
VAPA	1621	1938	760	544
VAPB	1121	1348	564	426
VARS	3774	5083	2075	1362
VARS2	424	499	296	121
VASH1	20	28	11	3
VASH2	28	37	23	9
VASN	55	57	41	19
VASP	136	174	94	46
VAT1	1215	1372	616	318
VAV1	73	52	30	22
VAV2	267	354	115	80
VAV3	103	95	43	38
VAX2	21	27	15	12
VBP1	2852	3218	1376	886
VCAN	1895	2254	1030	553
VCL	3224	3933	2144	1301
VCP	9753	13118	6575	3916
VCPIP1	492	597	322	183
VCPKMT	47	48	25	23
VDAC1	1801	2051	881	552
VDAC2	546	652	227	147
VDAC3	3441	4177	1529	1048
VDR	119	114	61	28
VEGFA	126	133	68	49
VEGFB	37	45	11	14
VEGFC	47	47	18	19
VEZF1	409	472	230	153
VEZT	771	724	455	309
VGLL4	282	406	178	107
VHL	596	732	349	218
VILL	1	1	1	1
VIM	19163	27042	7990	5044
VIPAS39	209	235	94	47
VIPR1	47	56	22	13
VIRMA	1574	1750	884	535
VKORC1L1	102	176	73	39
VLDLR	165	182	64	39
VMA21	711	845	356	202
VMP1	1300	1511	597	378
VPS11	319	357	158	109
VPS13A	1099	1128	632	398
VPS13B	403	469	245	141
VPS13C	1316	1366	780	460
VPS13D	798	833	446	246
VPS16	656	752	427	233
VPS18	550	801	403	234
VPS25	715	946	468	311
VPS26A	1706	2261	894	624
VPS26B	328	399	117	88
VPS26C	392	424	173	135
VPS28	471	679	281	167
VPS29	1686	1944	955	584
VPS33A	193	251	101	60
VPS33B	18	15	10	3
VPS35	2666	3196	1400	857
VPS35L	542	594	252	226
VPS36	430	515	246	148
VPS37A	358	364	133	130
VPS37B	336	382	176	127
VPS37C	110	158	69	48
VPS39	630	738	311	218
VPS41	531	607	263	180
VPS45	1189	1284	681	457
VPS4A	37	67	33	16
VPS4B	694	952	435	284
VPS50	855	864	374	249
VPS51	556	809	333	191
VPS52	1033	1201	640	419
VPS53	1370	1592	732	494
VPS54	143	162	61	36
VPS72	1008	1333	587	420
VPS8	278	275	121	95
VPS9D1	226	289	187	82
VRK1	2208	2637	1327	962
VRK2	357	364	146	102
VRK3	261	312	125	84
VSIG10	62	51	27	10
VSIG2	0	0	0	0
VSTM4	67	90	38	30
VTA1	1574	1545	876	570
VTI1A	201	254	116	85
VTI1B	128	167	41	31
VWA1	77	101	35	18
VWA8	575	653	329	199
VWCE	4	4	1	1
VWDE	39	48	17	17
WAC	1361	1422	505	375
WAPL	1854	2299	1090	717
WARS	3370	3580	1563	1060
WARS2	424	508	266	174
WASF1	720	735	272	193
WASF2	575	750	310	204
WASF3	184	216	100	47
WASHC1	2	1	4	1
WASHC2A	128	211	94	58
WASHC2C	126	142	64	45
WASHC3	223	206	133	55
WASHC4	1206	1275	652	425
WASHC5	813	804	319	206
WASL	840	978	378	278
WBP1	17	26	16	8
WBP11	1100	1291	713	449
WBP1L	108	145	54	31
WBP2	1115	1443	717	434
WBP4	411	442	202	152
WDCP	472	475	268	193
WDFY1	393	487	150	125
WDFY2	144	177	91	57
WDFY3	703	703	439	273
WDHD1	800	934	395	300
WDPCP	56	76	38	28
WDR1	3343	4172	1545	983
WDR11	1669	1931	871	524
WDR12	1046	1175	625	401
WDR13	325	333	186	108
WDR17	119	136	61	32
WDR18	1729	2362	912	562
WDR19	376	435	247	143
WDR20	218	237	127	74
WDR24	163	222	83	40
WDR25	122	133	64	68
WDR26	1394	1693	704	476
WDR27	26	30	16	15
WDR3	2966	3530	1518	1064
WDR33	1184	1553	751	485
WDR34	745	1067	520	287
WDR35	932	1187	511	385
WDR36	2473	2706	1431	1048
WDR37	260	285	108	86
WDR38	0	0	0	0
WDR4	391	428	223	151
WDR41	1030	1148	478	293
WDR43	2616	3139	1498	1065
WDR44	835	928	522	341
WDR45	415	536	245	138
WDR45B	474	534	220	132
WDR46	1450	1962	863	600
WDR47	391	455	170	117
WDR48	948	1098	537	341
WDR5	1061	1369	541	312
WDR53	95	137	63	30
WDR54	342	391	199	125
WDR55	286	363	175	108
WDR59	346	454	191	124
WDR5B	55	71	29	25
WDR6	1803	2496	1268	793
WDR60	268	421	189	104
WDR61	962	1154	413	281
WDR62	894	1196	482	334
WDR63	157	188	84	64
WDR66	4	10	3	2
WDR7	417	478	202	151
WDR70	843	917	447	301
WDR73	264	321	199	105
WDR74	570	774	388	249
WDR75	1866	2046	970	677
WDR76	861	936	382	285
WDR77	2489	3511	1325	922
WDR78	69	59	27	18
WDR81	411	502	262	143
WDR82	901	970	424	270
WDR83	163	217	107	52
WDR83OS	873	1168	520	323
WDR88	2	0	4	1
WDR89	175	206	98	68
WDR90	105	90	75	42
WDR91	256	353	149	97
WDR92	232	285	148	79
WDSUB1	279	332	166	75
WDTC1	443	498	145	118
WDYHV1	137	125	64	36
WEE1	586	711	328	217
WFS1	437	568	228	130
WHAMM	69	83	54	32
WHRN	81	69	34	19
WIPF1	91	88	38	36
WIPF2	206	239	114	72
WIPI1	71	91	29	17
WIPI2	566	673	314	157
WIZ	666	892	384	233
WLS	2845	3605	1399	852
WNK1	3232	3513	1388	888
WNK2	576	671	301	139
WNK3	207	212	134	79
WNK4	4	2	0	0
WNT10B	61	57	19	15
WNT3	27	32	8	9
WNT5A	284	378	143	97
WNT5B	163	236	83	46
WRAP53	396	526	241	148
WRAP73	823	1073	397	251
WRB	40	46	18	9
WRN	916	962	432	304
WRNIP1	1050	1293	561	360
WSB1	329	551	230	157
WSB2	194	221	82	37
WSCD1	75	101	35	17
WT1	198	244	101	74
WTAP	876	1045	493	309
WTIP	60	83	28	12
WWC1	172	222	88	45
WWC2	358	413	148	99
WWOX	229	277	118	75
WWP1	156	179	55	32
WWP2	433	460	250	127
WWTR1	598	757	336	216
XAB2	1443	1849	829	510
XBP1	412	601	385	213
XIAP	656	746	384	245
XK	72	75	40	33
XKR6	38	35	19	12
XKR8	39	75	31	14
XPA	256	274	130	93
XPC	597	832	391	277
XPNPEP1	2074	2517	1128	667
XPNPEP3	480	543	184	142
XPO1	7898	8157	3871	2824
XPO4	986	1129	504	327
XPO5	3787	4916	2228	1433
XPO6	857	989	423	270
XPO7	1110	1246	587	358
XPOT	1504	1522	563	368
XPR1	333	469	168	117
XRCC1	1259	1909	658	413
XRCC2	308	363	219	131
XRCC3	401	432	195	115
XRCC4	394	456	228	151
XRCC5	19920	22447	10497	7257
XRCC6	7544	8863	4097	2744
XRN1	935	1153	532	390
XRN2	3444	4163	1835	1282
XRRA1	48	44	27	15
XXYLT1	239	276	124	47
XYLB	226	306	120	79
XYLT2	243	312	142	73
YAE1	197	222	119	73
YAF2	392	463	264	155
YAP1	474	523	250	157
YARS	4012	4269	1931	1297
YARS2	1273	1438	748	458
YBEY	198	269	145	87
YBX1	873	937	425	260
YBX3	2699	4204	1504	1034
YDJC	827	1122	581	341
YEATS2	672	822	281	184
YEATS4	1182	1185	491	359
YES1	684	831	351	217
YIF1A	671	854	341	256
YIF1B	1343	1699	712	451
YIPF1	351	467	185	126
YIPF2	426	611	233	165
YIPF3	880	1144	559	363
YIPF4	719	840	448	282
YIPF5	1189	1491	684	504
YIPF6	597	668	326	187
YJEFN3	4	10	3	2
YJU2	315	466	246	151
YKT6	865	1176	639	325
YLPM1	1676	1505	1105	703
YME1L1	4149	4272	2072	1299
YOD1	224	281	110	82
YPEL1	11	13	5	6
YPEL2	33	53	27	18
YPEL5	197	205	107	81
YRDC	1099	1504	678	364
YTHDC1	1175	1465	733	587
YTHDC2	2382	2704	1300	903
YTHDF1	1050	1216	657	414
YTHDF2	2008	2594	1307	946
YTHDF3	825	1070	465	364
YWHAB	6272	7858	3349	2101
YWHAE	11032	14354	6784	4107
YWHAG	1968	2528	1047	678
YWHAH	1377	1800	671	454
YWHAQ	4284	5741	2617	1742
YWHAZ	609	751	394	228
YY1	2073	2499	1118	606
YY1AP1	413	489	223	185
YY2	47	74	35	31
ZACN	3	5	3	2
ZADH2	636	734	336	222
ZBBX	10	7	3	1
ZBED1	197	230	102	41
ZBED4	290	369	141	90
ZBED5	414	528	252	171
ZBED6	40	55	26	22
ZBED6CL	3	1	3	2
ZBED8	166	213	93	51
ZBED9	191	206	118	95
ZBTB1	231	296	223	149
ZBTB10	604	790	429	250
ZBTB11	769	951	500	356
ZBTB12	235	344	147	90
ZBTB14	152	172	101	63
ZBTB17	131	168	87	50
ZBTB18	223	252	115	62
ZBTB2	174	222	114	79
ZBTB21	606	773	344	217
ZBTB22	51	46	20	18
ZBTB24	412	423	251	171
ZBTB25	99	124	65	31
ZBTB26	58	83	28	25
ZBTB3	113	169	92	68
ZBTB33	1627	1910	804	569
ZBTB34	168	210	75	58
ZBTB37	54	60	24	15
ZBTB38	207	223	90	74
ZBTB39	196	220	105	67
ZBTB4	90	104	57	32
ZBTB40	408	660	286	166
ZBTB41	108	119	48	29
ZBTB43	113	136	61	43
ZBTB44	249	257	96	64
ZBTB45	134	169	98	46
ZBTB46	110	118	69	45
ZBTB47	46	62	25	13
ZBTB48	241	359	156	98
ZBTB49	28	47	28	21
ZBTB5	169	231	119	86
ZBTB6	226	269	153	95
ZBTB7A	213	304	131	64
ZBTB7B	82	117	47	17
ZBTB8A	156	174	86	65
ZBTB8OS	341	308	171	141
ZBTB9	185	254	120	67
ZC2HC1A	131	122	37	51
ZC3H10	125	140	71	39
ZC3H12A	58	68	28	26
ZC3H12B	9	10	6	2
ZC3H12C	123	141	79	66
ZC3H13	1947	2442	1327	952
ZC3H14	1398	1557	666	398
ZC3H15	1713	2152	809	604
ZC3H18	907	1291	471	345
ZC3H3	330	427	235	134
ZC3H6	72	53	23	10
ZC3H7A	545	591	283	184
ZC3H7B	650	837	451	214
ZC3H8	294	336	184	116
ZC3HAV1	1478	1802	771	589
ZC3HAV1L	5	3	0	1
ZC3HC1	945	1253	504	316
ZC4H2	162	217	94	71
ZCCHC10	292	327	170	117
ZCCHC12	1822	2124	902	623
ZCCHC14	208	284	112	62
ZCCHC17	229	263	115	84
ZCCHC18	0	3	1	1
ZCCHC2	258	297	106	82
ZCCHC24	86	141	52	40
ZCCHC3	353	592	251	129
ZCCHC4	187	196	103	59
ZCCHC7	182	209	93	69
ZCCHC8	437	584	242	176
ZCCHC9	313	410	154	132
ZCRB1	490	469	199	124
ZCWPW1	40	77	22	18
ZCWPW2	3	0	1	3
ZDBF2	1423	1568	769	560
ZDHHC1	13	15	3	7
ZDHHC11	1	3	4	0
ZDHHC12	174	303	89	48
ZDHHC13	369	397	176	102
ZDHHC14	61	65	29	19
ZDHHC16	255	323	125	76
ZDHHC17	412	415	211	118
ZDHHC18	234	284	139	53
ZDHHC2	173	194	67	41
ZDHHC20	281	389	167	92
ZDHHC21	122	140	43	32
ZDHHC23	74	73	40	21
ZDHHC24	237	317	131	66
ZDHHC3	108	137	71	22
ZDHHC4	73	96	37	19
ZDHHC5	325	377	142	88
ZDHHC6	187	215	146	89
ZDHHC7	143	149	82	46
ZDHHC8	151	171	60	39
ZDHHC9	428	540	224	123
ZEB1	596	622	298	236
ZEB2	351	453	236	131
ZER1	777	1002	399	235
ZFAND1	271	312	131	85
ZFAND2A	13	20	13	11
ZFAND2B	135	139	60	38
ZFAND3	602	727	272	176
ZFAND4	90	104	51	29
ZFAND5	362	409	189	121
ZFAND6	736	810	392	269
ZFAT	160	219	88	68
ZFC3H1	756	753	373	286
ZFHX2	54	59	36	20
ZFHX3	390	762	274	288
ZFHX4	677	918	516	306
ZFP1	157	183	106	67
ZFP14	202	248	110	86
ZFP28	88	86	64	38
ZFP30	506	669	372	283
ZFP36L1	345	466	175	101
ZFP36L2	497	764	313	209
ZFP37	85	64	38	25
ZFP62	192	234	96	78
ZFP64	622	760	340	187
ZFP69	73	64	29	21
ZFP69B	33	28	14	9
ZFP90	151	156	67	49
ZFP91	32	73	18	15
ZFPL1	206	335	134	90
ZFPM1	151	202	120	86
ZFPM2	110	146	63	45
ZFR	3560	4243	2032	1342
ZFX	410	622	344	226
ZFYVE1	163	208	97	66
ZFYVE16	1179	1393	710	424
ZFYVE19	176	196	106	67
ZFYVE21	432	489	199	118
ZFYVE26	309	287	172	89
ZFYVE27	322	488	195	95
ZFYVE28	47	52	30	24
ZFYVE9	422	493	164	123
ZGLP1	2	1	3	1
ZGPAT	49	73	45	10
ZGRF1	302	297	196	147
ZHX1	315	317	160	99
ZHX1-C8orf76	2	1	0	2
ZHX2	181	228	84	64
ZHX3	187	252	119	42
ZIC2	1151	1615	620	410
ZIC3	5	10	5	4
ZIC5	511	679	367	197
ZKSCAN1	460	680	294	203
ZKSCAN2	211	302	142	94
ZKSCAN3	93	118	58	31
ZKSCAN4	118	118	74	66
ZKSCAN5	194	266	133	64
ZKSCAN8	374	520	270	190
ZMAT2	1399	1721	822	542
ZMAT3	249	335	153	89
ZMAT5	341	475	191	136
ZMIZ1	346	401	171	99
ZMIZ2	369	525	200	116
ZMPSTE24	2302	2791	1168	745
ZMYM1	738	840	450	318
ZMYM2	1423	1603	752	525
ZMYM3	1369	1637	741	409
ZMYM4	1243	1551	704	467
ZMYM5	118	106	69	36
ZMYM6	108	104	50	24
ZMYND10	2	1	2	1
ZMYND11	549	691	251	177
ZMYND19	556	749	299	180
ZMYND8	1013	1174	665	461
ZNF10	71	72	48	29
ZNF100	222	313	219	125
ZNF101	72	86	54	31
ZNF106	1083	1181	522	316
ZNF107	196	220	113	85
ZNF112	61	82	55	36
ZNF114	10	6	5	2
ZNF117	28	14	15	6
ZNF12	316	354	190	140
ZNF121	512	650	292	197
ZNF124	57	63	44	33
ZNF131	277	350	148	117
ZNF132	0	0	0	1
ZNF133	126	148	75	48
ZNF134	212	241	144	70
ZNF136	214	238	148	92
ZNF138	99	97	31	32
ZNF14	75	100	66	52
ZNF140	157	187	109	81
ZNF142	661	860	471	256
ZNF143	505	523	333	195
ZNF146	1457	1678	726	537
ZNF148	474	494	203	130
ZNF155	149	190	126	101
ZNF157	5	7	3	4
ZNF16	113	144	87	54
ZNF160	133	112	95	64
ZNF165	90	80	48	35
ZNF169	18	25	11	12
ZNF17	68	78	38	26
ZNF174	102	105	59	35
ZNF175	87	104	68	38
ZNF18	39	82	33	27
ZNF180	180	207	134	82
ZNF181	118	150	93	56
ZNF182	165	180	110	60
ZNF184	238	258	116	92
ZNF185	37	34	24	15
ZNF189	163	189	113	85
ZNF19	21	16	22	8
ZNF195	329	330	212	127
ZNF197	185	220	106	78
ZNF2	44	59	31	14
ZNF20	17	20	12	14
ZNF200	267	357	185	130
ZNF202	49	74	47	21
ZNF205	89	173	42	34
ZNF207	3773	4313	2517	1774
ZNF211	92	118	54	31
ZNF212	147	195	101	88
ZNF213	44	42	29	13
ZNF214	34	32	16	17
ZNF215	127	126	61	48
ZNF217	768	879	497	292
ZNF219	42	64	43	25
ZNF22	3	2	1	1
ZNF222	112	183	89	70
ZNF224	424	537	335	181
ZNF225	148	220	158	93
ZNF226	523	611	391	291
ZNF227	661	894	504	320
ZNF23	49	66	25	24
ZNF230	143	157	110	64
ZNF232	93	109	65	40
ZNF233	76	90	44	36
ZNF234	335	367	147	127
ZNF235	56	54	37	28
ZNF236	151	198	94	39
ZNF239	250	292	141	82
ZNF24	803	1075	580	384
ZNF248	85	90	25	25
ZNF25	44	47	20	8
ZNF250	72	78	50	32
ZNF251	138	134	97	63
ZNF254	147	159	94	61
ZNF256	163	252	135	94
ZNF26	104	125	70	62
ZNF260	468	540	221	132
ZNF263	134	188	84	55
ZNF264	145	201	89	47
ZNF266	83	124	60	48
ZNF267	315	279	188	142
ZNF268	217	295	169	132
ZNF273	83	87	48	44
ZNF274	309	417	204	126
ZNF275	272	336	130	85
ZNF276	41	53	33	18
ZNF277	624	630	269	172
ZNF28	67	96	50	36
ZNF280B	82	108	36	14
ZNF280C	387	455	229	183
ZNF280D	54	50	28	22
ZNF281	773	954	476	330
ZNF282	703	996	482	296
ZNF283	185	214	146	107
ZNF284	114	142	98	60
ZNF286A	49	42	30	12
ZNF286B	13	20	11	3
ZNF287	68	76	52	24
ZNF292	647	784	529	313
ZNF296	153	160	93	65
ZNF3	202	312	178	110
ZNF30	85	109	81	57
ZNF300	70	94	42	22
ZNF302	363	442	241	143
ZNF304	152	186	106	71
ZNF316	180	291	97	83
ZNF317	256	380	195	107
ZNF318	783	950	436	311
ZNF319	101	128	65	34
ZNF32	110	122	53	38
ZNF322	27	23	9	7
ZNF324	71	113	41	17
ZNF324B	40	54	25	17
ZNF326	1955	2151	973	653
ZNF329	68	71	36	29
ZNF330	688	874	438	301
ZNF331	109	131	55	44
ZNF333	47	77	31	17
ZNF335	373	407	265	144
ZNF337	180	176	96	78
ZNF33A	218	216	159	99
ZNF33B	85	108	56	43
ZNF34	20	18	11	5
ZNF341	49	71	36	16
ZNF343	52	83	45	23
ZNF345	88	106	59	39
ZNF346	391	411	162	107
ZNF35	131	137	107	51
ZNF350	41	65	58	39
ZNF354A	118	121	65	39
ZNF354B	85	79	48	36
ZNF358	171	257	64	50
ZNF362	180	211	80	51
ZNF367	133	186	79	46
ZNF37A	119	129	55	48
ZNF382	313	338	165	113
ZNF383	90	114	60	52
ZNF384	583	786	394	228
ZNF385B	28	41	15	19
ZNF391	34	45	18	6
ZNF394	209	226	142	96
ZNF395	205	272	108	71
ZNF396	19	30	12	5
ZNF397	138	159	92	69
ZNF398	393	437	213	123
ZNF404	74	69	36	32
ZNF407	239	278	161	110
ZNF408	134	204	119	68
ZNF41	65	90	45	35
ZNF410	367	455	227	114
ZNF414	153	217	114	66
ZNF416	100	157	65	46
ZNF417	28	51	23	17
ZNF419	65	72	41	19
ZNF420	280	351	192	115
ZNF423	57	78	21	23
ZNF425	39	38	29	17
ZNF426	191	242	109	81
ZNF428	996	1366	577	379
ZNF429	50	53	31	31
ZNF430	105	130	78	52
ZNF431	75	99	58	44
ZNF432	39	49	33	28
ZNF433	63	52	43	29
ZNF436	174	243	98	80
ZNF438	25	23	17	19
ZNF44	69	84	49	28
ZNF440	105	134	68	54
ZNF441	77	66	51	37
ZNF443	43	49	19	20
ZNF444	203	296	124	74
ZNF445	311	376	139	95
ZNF446	83	126	41	39
ZNF449	111	159	52	44
ZNF45	189	235	144	102
ZNF451	1023	1242	686	398
ZNF460	1088	1448	725	433
ZNF461	116	129	81	39
ZNF462	368	403	228	155
ZNF468	69	61	48	22
ZNF470	37	49	24	22
ZNF473	153	170	110	57
ZNF48	211	303	126	70
ZNF480	193	202	122	93
ZNF483	426	498	272	225
ZNF484	95	119	59	59
ZNF485	108	161	72	55
ZNF488	9	15	9	4
ZNF490	139	134	101	66
ZNF492	19	26	13	9
ZNF493	29	24	26	17
ZNF496	45	85	33	22
ZNF497	19	19	12	4
ZNF500	76	89	58	33
ZNF501	22	31	17	11
ZNF502	23	23	16	10
ZNF503	654	1097	637	359
ZNF506	109	115	505	321
ZNF507	1258	1444	780	552
ZNF510	92	91	80	47
ZNF511	121	162	79	38
ZNF512	473	535	249	178
ZNF512B	568	865	314	155
ZNF513	62	77	45	36
ZNF514	55	45	23	20
ZNF516	182	225	96	55
ZNF517	10	21	9	5
ZNF518A	520	598	284	198
ZNF518B	428	439	170	128
ZNF519	26	40	21	16
ZNF521	99	65	52	36
ZNF524	19	23	14	8
ZNF525	58	63	35	21
ZNF526	241	300	176	88
ZNF527	206	242	165	93
ZNF529	466	545	285	238
ZNF530	107	162	104	52
ZNF532	0	1	0	0
ZNF536	374	485	290	155
ZNF540	41	45	29	14
ZNF543	258	339	161	106
ZNF544	150	194	95	59
ZNF546	104	147	91	39
ZNF547	22	15	10	7
ZNF548	124	154	70	59
ZNF549	104	132	63	34
ZNF550	61	90	52	28
ZNF551	238	342	207	117
ZNF552	34	60	29	20
ZNF554	50	57	28	22
ZNF555	64	72	36	17
ZNF557	212	242	157	108
ZNF559	52	63	47	36
ZNF561	153	157	88	52
ZNF562	123	134	70	37
ZNF564	106	141	74	60
ZNF565	51	72	42	24
ZNF566	408	497	321	186
ZNF567	491	484	284	192
ZNF568	274	321	149	106
ZNF569	355	434	186	141
ZNF57	72	61	40	33
ZNF570	222	239	161	90
ZNF571	146	150	73	64
ZNF572	21	30	11	6
ZNF573	190	295	151	89
ZNF574	496	660	405	212
ZNF576	187	243	111	75
ZNF577	4	9	5	2
ZNF579	163	265	78	57
ZNF580	241	279	100	54
ZNF581	162	261	111	66
ZNF582	47	42	17	18
ZNF583	40	60	16	20
ZNF584	112	162	60	48
ZNF585A	95	111	74	36
ZNF585B	160	177	99	64
ZNF586	98	109	51	37
ZNF587	25	57	23	21
ZNF587B	40	53	26	16
ZNF589	232	249	158	91
ZNF592	316	387	181	97
ZNF593	484	636	282	166
ZNF594	86	99	43	23
ZNF595	120	109	66	39
ZNF596	8	5	4	0
ZNF597	82	85	53	38
ZNF598	741	1000	337	216
ZNF599	39	46	26	14
ZNF605	182	201	98	62
ZNF606	112	114	74	44
ZNF607	501	540	307	202
ZNF608	440	580	349	212
ZNF609	492	589	233	135
ZNF611	32	37	18	14
ZNF613	39	59	33	14
ZNF614	143	168	103	55
ZNF615	76	126	54	35
ZNF616	144	177	188	84
ZNF618	283	379	126	79
ZNF619	50	68	40	21
ZNF620	157	206	94	67
ZNF621	40	41	27	13
