	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
GREB1	208	161	147	147
GREB1L	1035	878	880	820
GRHL1	94	81	104	66
GRHPR	1212	1067	1136	838
GRID1	185	112	136	136
GRINA	557	396	494	427
GRIP1	197	169	177	138
GRIPAP1	768	721	660	571
GRK2	841	813	821	718
GRK3	601	548	549	445
GRK4	76	76	76	57
GRK5	115	98	113	110
GRK6	1657	1558	1504	1160
GRN	1082	998	917	856
GRPEL1	1153	1113	1208	870
GRPEL2	403	443	362	283
GRSF1	2881	2738	2548	1958
GRTP1	121	108	92	82
GRWD1	1595	1478	1432	1133
GSDME	98	65	67	92
GSE1	779	635	510	613
GSK3A	259	230	259	240
GSK3B	829	741	699	691
GSKIP	181	157	182	153
GSN	150	131	138	135
GSPT1	4427	4443	3487	3469
GSR	1455	1397	1346	1031
GSS	991	950	977	720
GSTA4	436	415	373	276
GSTCD	913	763	823	616
GSTK1	550	521	534	379
GSTM2	134	105	126	121
GSTM3	747	728	723	458
GSTO1	1411	1367	1170	865
GSTP1	5250	4365	4716	3286
GSTZ1	202	194	255	140
GTDC1	130	101	115	109
GTF2A1	465	452	527	374
GTF2A2	362	346	378	222
GTF2B	761	761	781	551
GTF2E1	306	270	213	163
GTF2E2	465	451	483	338
GTF2F1	1366	1288	1547	1081
GTF2F2	716	719	650	502
GTF2H1	1079	955	1038	703
GTF2H2	184	149	131	100
GTF2H2C	145	164	115	88
GTF2H3	896	817	834	648
GTF2H4	318	227	261	257
GTF2H5	367	332	356	223
GTF2I	2486	2517	2078	1841
GTF2IRD1	372	334	337	327
GTF3A	2102	1863	2137	1466
GTF3C1	6770	6139	5971	5413
GTF3C2	1678	1374	1646	1384
GTF3C3	2278	2118	2104	1561
GTF3C4	1974	1683	1558	1529
GTF3C5	1479	1298	1539	1046
GTF3C6	1266	1315	1135	744
GTPBP1	1469	1208	1255	1153
GTPBP10	582	620	548	371
GTPBP2	655	597	587	465
GTPBP3	979	887	864	700
GTPBP4	3770	3753	3795	2562
GTPBP6	748	618	685	493
GTPBP8	559	598	588	368
GTSE1	914	757	840	732
GUCD1	408	350	392	301
GUCY1A1	232	210	241	168
GUCY1A2	43	47	44	34
GUCY1B1	214	195	196	147
GUF1	1183	1151	1092	794
GUK1	1785	1608	1578	1121
GULP1	144	139	179	120
GUSB	746	717	756	597
GVQW3	70	53	67	62
GXYLT1	348	337	333	294
GXYLT2	459	398	394	309
GYG1	485	421	502	365
GYG2	165	143	140	123
GYPC	48	45	40	32
GYS1	952	702	742	740
GZF1	413	412	425	300
H1F0	372	317	466	325
H1FX	691	667	684	510
H2AFJ	47	47	41	32
H2AFV	600	484	589	339
H2AFX	1019	780	1013	710
H2AFY	3667	3414	3316	2511
H2AFY2	1184	1133	1071	817
H2AFZ	5559	5295	5734	3941
H3F3A	26	32	34	36
H3F3B	2021	2136	2023	1423
H6PD	175	142	150	123
HABP4	290	253	216	201
HACD1	132	129	108	72
HACD2	282	254	345	255
HACD3	2602	2184	2687	1900
HACE1	761	791	668	539
HACL1	1226	1071	1030	767
HADH	1003	870	755	658
HADHA	3349	3191	3095	2491
HADHB	1749	1546	1657	1180
HAGH	456	382	386	302
HAPLN3	85	70	74	53
HARBI1	54	50	60	54
HARS	1974	1890	1791	1311
HARS2	691	617	590	415
HAS3	149	98	104	129
HASPIN	826	641	814	591
HAT1	2662	2606	2543	1840
HAUS1	738	713	753	507
HAUS2	304	325	324	230
HAUS3	1311	1269	1180	955
HAUS4	295	251	237	180
HAUS5	595	536	509	468
HAUS6	1909	1696	1833	1490
HAUS7	974	894	919	655
HAUS8	341	350	324	261
HAX1	1905	1741	1965	1440
HBP1	336	277	324	251
HBS1L	4125	3854	3926	2791
HCCS	634	580	570	455
HCFC1	4007	2884	2520	3956
HCFC1R1	38	28	50	29
HCFC2	395	354	361	293
HCLS1	83	84	76	46
HCN2	83	48	51	60
HCN3	78	56	80	64
HDAC1	4408	3904	4863	3257
HDAC10	192	160	165	175
HDAC11	69	50	49	41
HDAC2	6352	6035	5322	4356
HDAC3	1416	1278	1582	1095
HDAC4	182	122	145	151
HDAC5	508	477	572	410
HDAC6	758	636	734	560
HDAC7	142	94	121	102
HDAC8	108	98	88	83
HDDC2	1543	1473	1486	1046
HDDC3	278	247	239	132
HDGF	3889	3987	3122	2679
HDGFL2	2007	2034	1800	1431
HDGFL3	792	694	739	515
HDHD2	276	255	242	199
HDHD3	174	112	166	110
HDHD5	1098	1027	1128	849
HDLBP	12575	10880	13208	10178
HDX	280	192	220	185
HEATR1	16296	15119	15188	11778
HEATR3	1904	1695	1708	1259
HEATR5A	1650	1571	1539	1186
HEATR5B	2090	1968	2025	1501
HEATR6	1032	879	918	736
HEBP1	140	126	85	103
HEBP2	1130	1138	989	666
HECA	323	263	290	228
HECTD1	8451	7925	7909	5719
HECTD2	326	276	299	243
HECTD3	364	326	251	333
HECTD4	2781	2340	1894	2357
HECW2	128	133	154	115
HEG1	260	196	217	231
HELB	622	557	498	416
HELLS	6794	6337	5186	4802
HELQ	643	579	564	483
HELZ	2865	2484	2334	2238
HELZ2	166	184	128	134
HEMK1	229	158	222	143
HERC1	3815	3362	3454	2897
HERC2	3501	3023	2715	2675
HERC4	932	824	745	685
HERC5	917	904	803	580
HERC6	100	105	82	81
HERPUD1	498	439	579	439
HERPUD2	216	165	200	187
HES1	294	252	287	264
HES4	697	718	493	371
HES6	92	82	77	62
HEXA	1002	857	987	756
HEXB	1421	1253	1436	1062
HEXD	250	235	304	210
HEXIM1	329	316	416	403
HEXIM2	56	60	29	41
HEY1	1582	1581	1855	1436
HEY2	57	42	54	32
HFM1	291	257	241	200
HGH1	215	203	208	128
HGS	1034	884	971	822
HGSNAT	342	286	282	258
HHAT	62	44	35	33
HHEX	63	59	38	39
HHIP	64	71	57	47
HHLA3	49	51	41	43
HIBADH	489	509	510	332
HIBCH	680	644	623	458
HIC2	302	249	290	257
HID1	57	43	45	34
HIF1A	2451	2228	2405	1792
HIF1AN	453	427	482	331
HIGD1A	175	155	251	99
HIGD2A	538	408	520	333
HIKESHI	523	441	480	324
HILPDA	66	78	55	59
HINFP	307	291	297	227
HINT1	3342	2761	3345	2033
HINT2	341	307	248	187
HINT3	289	266	208	175
HIP1	500	466	363	383
HIP1R	552	550	468	412
HIPK1	1263	973	1148	1018
HIPK2	469	388	345	375
HIPK3	1448	1298	1375	1014
HIRA	1938	1765	1564	1581
HIRIP3	459	455	581	393
HIST1H1C	31170	28559	32254	22414
HIST1H1D	4584	4307	3787	2796
HIST1H1E	26868	26967	22955	16351
HIST1H2AB	1706	1302	2105	1351
HIST1H2AC	5243	4778	5181	3398
HIST1H2AE	43	29	54	33
HIST1H2AG	7382	5666	8540	5400
HIST1H2AH	9878	8432	11710	7381
HIST1H2AI	3153	2784	2907	2015
HIST1H2AK	722	573	783	493
HIST1H2AL	681	499	726	418
HIST1H2AM	5254	4509	5369	3326
HIST1H2BC	5667	4354	6805	4011
HIST1H2BD	6795	5049	8060	4862
HIST1H2BF	1576	1328	1694	1234
HIST1H2BJ	8970	6563	11681	6983
HIST1H2BK	4859	4127	5865	3595
HIST1H2BL	2113	1690	2604	1671
HIST1H2BN	1213	1143	1198	854
HIST1H2BO	4626	4019	5486	3339
HIST1H3A	2747	2114	3282	2062
HIST1H3B	13338	12233	13153	9200
HIST1H3E	84	65	90	51
HIST1H3F	366	287	328	211
HIST1H3H	8701	7127	9114	5640
HIST1H3J	1471	1122	1698	1027
HIST1H4A	1190	1141	1022	629
HIST1H4B	10016	9315	8849	5555
HIST1H4C	10570	9903	9245	5837
HIST1H4D	5300	4886	5229	3648
HIST1H4E	5970	6017	5464	3501
HIST1H4H	3285	2687	3855	2138
HIST1H4J	131	113	153	84
HIST2H2AB	1763	1429	1626	1140
HIST2H2AC	4951	3631	6677	3894
HIST2H2BE	4143	3090	5085	2821
HIST2H2BF	3006	2816	2798	1658
HIST2H3D	1362	1102	1577	965
HIST3H2A	1949	1610	1792	1253
HIST3H2BB	2066	1550	3458	2040
HIST4H4	1262	1006	1644	980
HIVEP1	1009	985	906	936
HIVEP2	464	404	410	425
HJURP	955	818	922	724
HK1	2014	1907	1906	1491
HK2	897	824	735	734
HLA-A	775	773	728	490
HLA-B	639	588	561	412
HLA-C	1431	1299	1296	997
HLA-DPA1	40	27	44	29
HLA-DQB1	68	49	61	36
HLA-E	421	426	391	287
HLA-F	131	97	95	81
HLCS	767	655	684	570
HLTF	3074	2886	2917	1971
HLX	96	79	63	73
HM13	1009	812	1133	920
HMBOX1	271	231	208	173
HMBS	480	470	445	408
HMCES	840	785	750	628
HMCN1	171	153	168	132
HMG20A	834	692	778	585
HMG20B	946	843	888	694
HMGA1	529	479	373	373
HMGA2	191	188	149	104
HMGB1	1129	1124	1050	722
HMGB2	4535	4807	4544	2995
HMGB3	1813	1835	1797	1203
HMGCL	213	193	172	123
HMGCR	2408	2119	2448	1881
HMGCS1	1192	1043	1072	903
HMGN1	1875	1846	1587	1159
HMGN2	1184	1231	1009	631
HMGN3	1066	1101	788	574
HMGN4	450	527	417	326
HMGN5	309	306	249	250
HMGXB3	2271	2133	2013	1697
HMGXB4	1053	931	939	834
HMMR	1780	1788	1586	1276
HMOX1	267	213	271	198
HMOX2	1048	1011	990	700
HNRNPA0	858	972	875	593
HNRNPA1	674	721	1092	525
HNRNPA2B1	12010	12855	12428	9243
HNRNPA3	144	181	152	99
HNRNPAB	5328	5636	5073	3767
HNRNPC	6896	6471	7488	4822
HNRNPD	4374	4021	2389	3135
HNRNPDL	6705	6880	6500	4153
HNRNPF	5100	4673	5565	3831
HNRNPH1	15257	15647	15929	10974
HNRNPH2	2486	2748	2554	1618
HNRNPH3	774	834	867	777
HNRNPK	10703	9192	12098	8157
HNRNPL	3240	2972	3474	2446
HNRNPLL	1135	1060	1000	705
HNRNPM	7825	8030	6663	5692
HNRNPR	6853	6677	6512	4483
HNRNPU	27878	28731	24908	19389
HNRNPUL1	3874	3250	3105	3259
HNRNPUL2	66	40	65	55
HOMER1	511	431	475	349
HOMER2	533	546	535	408
HOMER3	36	32	43	31
HOMEZ	386	310	365	273
HOOK1	1278	1130	1123	812
HOOK2	173	156	135	132
HOOK3	849	745	564	623
HOXA1	47	45	40	34
HOXA10	463	367	425	347
HOXA11	184	194	215	147
HOXA13	90	96	94	75
HOXA2	55	64	45	55
HOXA3	85	67	43	59
HOXA5	531	452	526	416
HOXA6	288	215	239	260
HOXA9	227	205	163	153
HOXB13	108	83	85	70
HOXB2	55	50	41	29
HOXB3	194	142	161	149
HOXB4	71	66	49	54
HOXB5	71	42	52	51
HOXB6	353	299	299	281
HOXB7	80	61	103	69
HOXB8	132	106	105	112
HOXB9	576	522	447	398
HOXC10	119	112	107	114
HOXC4	129	95	134	98
HOXC6	93	77	69	75
HOXC9	231	224	161	124
HOXD10	966	808	832	857
HOXD11	418	345	362	287
HOXD13	430	361	448	311
HOXD4	60	54	56	52
HOXD8	62	88	39	42
HOXD9	173	184	171	152
HP1BP3	2584	2402	2138	1936
HPCAL1	91	74	77	77
HPF1	644	644	572	433
HPGD	38	35	30	27
HPRT1	1450	1609	906	1007
HPS1	477	458	426	373
HPS3	968	799	753	614
HPS4	663	601	710	528
HPS5	1020	900	850	709
HPS6	369	336	335	225
HPSE	72	60	43	36
HRAS	450	479	434	305
HS1BP3	253	228	204	164
HS2ST1	241	226	176	158
HS3ST3A1	63	81	54	48
HS6ST1	42	55	62	39
HS6ST2	792	797	692	588
HS6ST3	40	31	31	33
HSBP1	963	848	1107	621
HSCB	232	213	255	156
HSD17B1	96	115	86	69
HSD17B10	1868	1785	1721	1293
HSD17B11	468	376	457	286
HSD17B12	1027	912	1002	638
HSD17B4	2950	3022	2960	2089
HSD17B6	69	55	56	42
HSD17B7	146	87	118	92
HSD17B8	68	49	63	37
HSDL1	539	490	411	291
HSDL2	965	918	930	695
HSF1	591	432	567	488
HSF2	1320	1187	1220	877
HSF4	81	56	43	55
HSP90AA1	35600	35217	28198	27663
HSP90AB1	24453	23275	25665	18703
HSP90B1	14881	14884	14026	10639
HSPA12A	266	216	207	198
HSPA13	1196	1109	1121	853
HSPA14	2091	1808	1959	1397
HSPA1B	538	463	764	614
HSPA4	11154	10580	10647	7462
HSPA4L	2367	2204	2102	1719
HSPA5	5270	5040	4133	4257
HSPA8	31486	28337	36582	25391
HSPA9	10747	9948	11074	7432
HSPB1	93	74	77	41
HSPB11	556	535	490	307
HSPBAP1	266	231	207	190
HSPBP1	370	340	343	312
HSPD1	20670	20953	19549	13603
HSPE1	712	725	755	501
HSPG2	249	164	126	184
HSPH1	6970	6914	6166	5195
HTATIP2	324	338	272	221
HTATSF1	5805	6349	5220	3719
HTD2	484	382	472	374
HTR2B	165	124	93	134
HTRA1	135	125	122	87
HTRA2	559	508	513	355
HTT	5415	4585	4237	4469
HUNK	76	59	62	58
HUS1	484	431	472	374
HUWE1	21465	17963	16867	18019
HYAL2	676	614	658	464
HYAL3	62	58	76	51
HYI	147	145	163	128
HYKK	284	223	247	214
HYLS1	187	152	164	112
HYOU1	3886	3595	3278	2899
HYPK	708	755	736	447
IAH1	375	287	348	266
IARS	16694	15481	15419	11341
IARS2	6834	6597	6394	4812
IBA57	239	202	224	189
IBTK	1664	1491	1560	1161
ICA1	129	114	116	110
ICA1L	134	115	96	106
ICAM3	95	71	84	76
ICAM5	74	58	66	49
ICE1	3561	3117	3435	2637
ICE2	1538	1409	1332	1033
ICK	269	248	288	219
ICMT	1089	969	1039	737
ID1	57	74	92	63
ID2	420	306	641	390
ID3	595	524	565	401
ID4	55	64	79	41
IDE	2766	2481	2596	2045
IDH1	1025	910	1053	731
IDH2	694	583	733	513
IDH3A	1460	1460	1308	950
IDH3B	2370	2106	2271	1517
IDH3G	849	779	926	695
IDI1	1165	1101	1136	802
IDI2	71	53	55	44
IDS	260	195	234	172
IER2	64	69	51	50
IER5	201	238	190	152
IFFO1	301	280	267	244
IFFO2	92	95	93	66
IFI27L1	87	100	109	65
IFI27L2	67	46	56	35
IFI30	120	114	117	97
IFIT1	69	82	67	57
IFIT5	482	464	398	302
IFNAR1	848	790	758	754
IFNAR2	61	41	37	36
IFNGR1	1077	996	1018	656
IFNGR2	546	468	588	464
IFNLR1	102	110	84	57
IFRD1	1226	1249	1145	876
IFRD2	2038	1927	1753	1310
IFT122	497	399	522	387
IFT140	616	510	459	451
IFT172	1287	1205	1160	973
IFT20	228	201	202	144
IFT22	276	234	251	189
IFT27	436	438	327	254
IFT43	258	251	219	154
IFT46	485	405	484	387
IFT52	845	711	732	521
IFT57	2042	2011	1741	1305
IFT74	583	546	625	445
IFT80	192	196	172	144
IFT81	655	626	556	421
IFT88	228	269	213	146
IGBP1	675	702	643	474
IGDCC3	38	34	47	33
IGDCC4	51	47	28	35
IGF1R	975	858	749	935
IGF2BP1	2286	1840	1716	1928
IGF2BP2	469	392	321	381
IGF2BP3	623	581	645	452
IGF2R	4657	4106	3280	3618
IGFBP2	519	541	461	311
IGHMBP2	437	392	371	356
IGSF10	51	41	48	35
IGSF3	238	231	204	201
IGSF8	332	280	253	239
IGSF9B	147	87	80	101
IK	1720	1627	1870	1195
IKBIP	905	911	791	577
IKBKB	708	635	554	513
IKBKG	89	91	68	60
IKZF2	33	40	37	42
IKZF5	291	239	295	241
IL10RB	119	114	89	93
IL11RA	37	28	30	31
IL12RB2	144	105	108	134
IL13RA1	434	408	408	317
IL17RA	233	207	222	193
IL17RB	376	351	331	293
IL17RC	83	70	65	50
IL17RD	53	65	64	53
IL18R1	76	82	67	47
IL1RAP	87	68	85	57
IL27RA	86	80	73	64
IL4R	107	76	72	63
IL6ST	1027	951	1037	800
ILDR2	85	54	65	41
ILF2	10057	9636	9554	6820
ILF3	8972	8135	8129	7393
ILK	893	770	881	674
ILKAP	896	816	740	616
ILRUN	347	269	314	266
ILVBL	600	458	551	391
IMMP1L	168	159	168	127
IMMP2L	120	115	112	99
IMMT	3299	3119	3240	2460
IMP3	320	308	316	230
IMP4	923	952	934	677
IMPA1	525	487	457	367
IMPA2	129	116	99	64
IMPACT	540	502	477	317
IMPAD1	1104	1029	984	690
IMPDH1	1440	1293	1252	964
IMPDH2	9804	8855	9966	6926
INA	274	225	203	184
INCENP	1533	1356	1349	1137
INF2	492	398	298	359
ING1	88	105	126	106
ING2	183	206	183	156
ING3	613	459	742	547
ING4	170	171	147	122
ING5	381	387	338	291
INIP	88	72	78	75
INO80	1354	1250	1189	1022
INO80C	104	79	85	69
INO80D	383	328	313	383
INO80E	461	436	489	362
INPP1	113	93	121	92
INPP4A	903	752	847	793
INPP4B	55	62	63	45
INPP5A	387	330	403	281
INPP5B	749	691	636	521
INPP5E	300	243	286	231
INPP5F	446	414	430	326
INPP5J	127	83	83	88
INPP5K	272	231	257	237
INPPL1	1431	1267	1403	1189
INSIG1	908	800	900	641
INSIG2	150	138	74	102
INSR	583	481	476	468
INSYN1	65	64	72	52
INTS1	2689	2362	2135	2233
INTS10	1520	1382	1363	973
INTS11	970	896	976	806
INTS12	548	431	542	438
INTS13	1979	1997	1961	1414
INTS14	1682	1507	1713	1170
INTS2	1430	1284	1301	992
INTS3	2274	1968	1758	1683
INTS4	628	529	594	449
INTS5	679	569	654	544
INTS6	851	863	839	711
INTS6L	431	442	480	344
INTS7	2811	2500	2692	2241
INTS8	2603	2347	2607	1758
INTS9	308	276	343	219
INTU	734	699	661	519
INVS	873	747	717	644
IP6K1	729	654	625	591
IP6K2	1440	1293	1530	1105
IPMK	166	150	156	120
IPO11	2710	2369	2370	1868
IPO13	833	763	817	667
IPO4	3913	3423	3181	2773
IPO5	13850	12606	13152	9744
IPO7	5922	5078	5178	4444
IPO8	2198	2077	1669	1528
IPO9	3491	3028	3307	3098
IPP	267	219	252	169
IPPK	372	318	340	252
IQCB1	1386	1375	1246	932
IQCC	400	348	336	275
IQCE	261	274	226	210
IQCG	93	80	88	67
IQCH	187	153	163	152
IQCJ-SCHIP1	75	82	42	31
IQCK	63	50	63	42
IQGAP1	4652	4219	4170	3503
IQGAP2	1000	849	871	707
IQGAP3	1546	1317	1359	1295
IQSEC1	630	497	403	564
IRAK1	4022	3773	4118	3117
IRAK1BP1	105	101	88	74
IRAK2	71	74	66	59
IRAK4	155	145	136	110
IREB2	3563	3453	2853	2590
IRF1	64	46	46	40
IRF2BP1	435	441	401	313
IRF2BP2	923	848	962	767
IRF2BPL	164	127	106	109
IRF3	600	523	544	420
IRF7	71	51	40	48
IRF9	49	35	53	40
IRGQ	259	255	192	174
IRS1	69	48	62	52
IRS4	20950	18971	19370	16393
IRX3	49	41	27	27
IRX5	41	45	41	29
ISCA2	206	206	203	125
ISCU	470	436	418	266
ISG20L2	722	544	624	511
ISL1	77	86	99	47
ISL2	137	129	97	85
ISOC1	512	505	556	452
ISOC2	419	363	379	267
IST1	854	907	765	588
ISYNA1	746	579	786	612
ITCH	2018	1806	1862	1441
ITFG1	793	658	784	555
ITFG2	317	281	241	254
ITGA1	242	212	251	165
ITGA2	237	234	223	181
ITGA2B	32	42	30	28
ITGA3	60	56	55	65
ITGA4	275	289	220	219
ITGA5	298	271	209	195
ITGA6	545	479	447	319
ITGA7	84	83	82	68
ITGA8	196	190	177	147
ITGA9	38	46	46	38
ITGAE	358	356	325	238
ITGAV	996	922	1006	725
ITGB1	1749	1704	1699	1263
ITGB1BP1	627	651	619	415
ITGB1BP2	37	42	31	50
ITGB3BP	967	755	910	675
ITGB5	403	379	398	296
ITIH4	92	87	85	101
ITM2B	1039	787	1058	690
ITM2C	403	367	348	248
ITPA	624	693	638	465
ITPK1	328	294	360	286
ITPKB	108	97	69	64
ITPKC	177	143	134	92
ITPR1	846	705	750	673
ITPR2	1435	1303	1369	1103
ITPR3	1083	857	815	922
ITPRID2	1947	1837	1711	1285
ITPRIP	83	49	64	77
ITPRIPL1	416	392	298	252
ITPRIPL2	162	146	111	85
ITSN1	1219	1112	1199	964
ITSN2	987	948	938	738
IVD	653	526	519	498
IVNS1ABP	2863	2779	2405	1822
IWS1	2290	2279	2091	1646
JADE1	986	900	849	648
JADE2	93	95	79	66
JADE3	492	503	414	409
JAG1	66	73	71	73
JAG2	307	268	221	235
JAGN1	367	343	471	291
JAK1	2904	2774	2589	2202
JAK2	207	206	191	169
JAKMIP1	57	73	60	53
JAM3	568	583	495	399
JARID2	919	824	832	729
JAZF1	53	32	51	31
JCAD	305	293	198	214
JHY	56	44	29	38
JKAMP	466	419	484	304
JMJD1C	1875	1691	1769	1479
JMJD4	1335	1163	1134	879
JMJD6	557	523	491	359
JMJD8	364	308	371	270
JMY	675	573	534	474
JOSD1	289	237	328	240
JOSD2	84	51	49	46
JPH1	346	253	279	246
JPH3	142	109	85	96
JPT1	2069	1938	2052	1435
JPT2	1313	1291	1271	935
JRK	300	323	280	229
JRKL	139	138	90	86
JTB	1462	1394	1240	895
JUN	619	580	620	557
JUNB	40	29	44	28
JUND	144	141	171	143
JUP	244	187	184	240
KALRN	116	107	86	94
KANK1	314	254	320	221
KANK2	173	174	169	110
KANK3	37	32	48	30
KANSL1	1602	1265	1149	1233
KANSL1L	520	530	478	418
KANSL2	985	996	837	728
KANSL3	1251	1029	1083	965
KARS	4603	4271	4622	3387
KAT14	816	831	733	538
KAT2A	895	786	836	823
KAT2B	309	268	268	218
KAT5	933	870	1076	729
KAT6A	3084	2478	2536	2412
KAT6B	1090	896	1013	933
KAT7	1247	1069	1118	915
KAT8	587	581	538	370
KATNA1	1017	905	900	689
KATNAL1	422	439	344	284
KATNAL2	54	43	48	41
KATNB1	872	696	885	687
KATNBL1	248	219	210	150
KAZN	60	73	48	59
KBTBD2	728	633	561	494
KBTBD3	42	43	61	45
KBTBD4	475	422	474	360
KBTBD6	738	644	663	469
KBTBD7	233	195	208	158
KBTBD8	441	435	482	321
KCMF1	574	593	597	459
KCNB2	174	166	143	128
KCNC4	102	94	61	77
KCNG1	130	95	122	84
KCNG3	123	121	119	66
KCNJ13	143	123	79	123
KCNJ8	261	213	199	150
KCNK1	47	39	39	41
KCNK5	65	59	63	66
KCNMB4	74	65	49	51
KCNQ2	234	230	229	186
KCNQ5	273	247	236	213
KCNRG	218	172	153	163
KCNT2	223	167	142	130
KCTD1	133	113	95	81
KCTD10	329	293	282	231
KCTD12	187	159	145	123
KCTD13	146	120	116	119
KCTD15	264	235	238	169
KCTD17	171	179	198	133
KCTD18	183	144	137	105
KCTD19	30	32	37	32
KCTD2	150	146	125	113
KCTD20	1039	948	922	755
KCTD21	60	31	48	35
KCTD3	3083	2876	2696	2037
KCTD5	382	318	351	259
KCTD6	171	142	182	117
KCTD7	64	51	54	54
KCTD9	167	169	134	135
KDELR1	781	540	819	634
KDELR2	1447	1205	1537	1080
KDELR3	150	142	135	101
KDM1A	5266	4940	4651	3502
KDM1B	978	884	778	801
KDM2A	1546	1410	1211	1262
KDM2B	665	574	571	494
KDM3A	1551	1333	1326	1246
KDM3B	3528	3151	3043	2698
KDM4A	1837	1657	1468	1328
KDM4B	487	453	485	442
KDM4C	538	486	584	429
KDM4D	89	85	83	52
KDM5A	3626	3398	3108	2534
KDM5B	2390	2161	1918	1602
KDM5C	4776	4275	4056	3774
KDM6A	1942	1601	1938	1575
KDM7A	265	285	275	229
KDM8	116	105	112	99
KDSR	304	264	249	177
KEAP1	958	957	915	675
KHDC4	1331	1122	1274	1064
KHDRBS1	3405	3062	2593	2553
KHDRBS3	230	262	214	195
KHK	255	232	227	155
KHNYN	335	345	322	248
KHSRP	5281	4268	4141	5120
KIAA0100	5833	5169	5368	4502
KIAA0232	1239	1166	1081	860
KIAA0319L	1074	945	914	867
KIAA0355	345	298	357	274
KIAA0408	331	291	291	240
KIAA0513	77	79	57	58
KIAA0556	467	421	397	372
KIAA0586	1530	1312	1410	1110
KIAA0753	670	585	518	492
KIAA0825	40	43	43	39
KIAA0895	491	443	441	287
KIAA0895L	66	56	68	73
KIAA0930	523	470	494	382
KIAA1109	3297	2904	2962	2258
KIAA1143	121	119	129	96
KIAA1191	836	796	890	642
KIAA1211	235	222	204	187
KIAA1217	72	36	40	45
KIAA1257	127	93	94	100
KIAA1324L	459	401	423	305
KIAA1328	140	128	123	113
KIAA1522	175	137	106	130
KIAA1549	509	340	306	407
KIAA1549L	116	112	93	141
KIAA1586	973	959	1002	723
KIAA1671	1429	1196	923	1069
KIAA1841	285	249	196	190
KIAA1958	483	374	340	413
KIAA2013	279	254	335	264
KIAA2026	656	578	571	470
KIDINS220	2847	2637	2976	2258
KIF11	4958	4600	4383	3559
KIF13A	1073	963	972	798
KIF13B	340	303	244	247
KIF14	2950	2780	2462	2008
KIF15	1932	1747	1650	1327
KIF16B	738	689	639	492
KIF17	121	135	98	81
KIF18A	1205	1097	1150	849
KIF18B	719	589	695	620
KIF1A	810	696	724	686
KIF1B	2581	2335	2052	1969
KIF1BP	1012	930	798	756
KIF1C	2671	2474	2417	1994
KIF20A	2266	1973	2462	1627
KIF20B	3415	3437	3056	2459
KIF21A	1672	1446	1591	1179
KIF21B	59	52	44	57
KIF22	2454	2233	2459	1932
KIF23	3615	3443	3349	2508
KIF24	640	500	535	500
KIF26A	506	444	405	370
KIF26B	80	69	48	82
KIF27	210	155	178	138
KIF2A	1702	1616	1268	1191
KIF2C	1825	1613	1787	1304
KIF3A	1080	1103	964	792
KIF3B	877	840	799	615
KIF3C	124	93	94	108
KIF4A	2620	2381	2298	1869
KIF5A	169	162	151	179
KIF5B	4629	4472	4386	3447
KIF5C	485	447	420	344
KIF6	41	34	44	34
KIF7	1087	1027	844	838
KIF9	106	105	102	71
KIFAP3	846	867	769	581
KIFC1	1198	1150	1193	979
KIFC2	156	168	146	113
KIFC3	104	92	103	75
KIN	398	397	373	274
KIRREL1	281	256	231	223
KIT	230	210	142	151
KITLG	131	114	152	96
KIZ	513	489	490	376
KLC1	270	286	203	191
KLC2	648	544	507	563
KLC3	179	167	169	138
KLC4	337	301	293	228
KLF10	267	208	359	252
KLF11	168	169	184	130
KLF12	156	159	165	164
KLF15	120	86	97	85
KLF3	140	138	139	113
KLF5	62	53	93	54
KLF6	127	114	110	94
KLF9	93	82	71	52
KLHDC10	437	434	473	337
KLHDC2	1045	995	1021	708
KLHDC3	1572	1461	1659	1103
KLHDC4	739	675	567	519
KLHDC8B	81	71	73	60
KLHL11	1134	1092	1034	800
KLHL12	917	815	806	547
KLHL13	599	528	562	416
KLHL15	1067	998	1204	927
KLHL17	267	224	238	207
KLHL18	567	535	523	432
KLHL2	248	207	227	152
KLHL20	461	408	447	349
KLHL21	335	277	327	267
KLHL22	486	417	411	337
KLHL23	1303	1214	1092	901
KLHL24	356	321	292	233
KLHL25	157	128	143	106
KLHL26	88	71	85	66
KLHL28	264	269	285	190
KLHL29	143	128	112	124
KLHL32	35	32	26	27
KLHL36	179	151	151	116
KLHL42	385	337	389	259
KLHL5	517	452	428	290
KLHL7	668	611	543	406
KLHL8	784	744	619	502
KLHL9	1763	1708	1374	1037
KLRG2	125	83	70	49
KMT2A	3951	3187	2628	3366
KMT2B	870	674	460	668
KMT2C	4329	3582	3199	3664
KMT2D	3824	2755	1871	3452
KMT2E	1227	1118	970	1005
KMT5A	215	207	253	187
KMT5B	640	636	573	524
KMT5C	120	102	102	80
KNL1	3820	3525	3654	2782
KNOP1	1074	1101	1129	789
KNSTRN	892	838	778	642
KNTC1	4159	3724	3677	2952
KPNA1	1492	1368	1225	1159
KPNA2	6471	5379	6949	4871
KPNA3	1142	879	1014	924
KPNA4	1291	1203	1289	1074
KPNA5	843	782	755	561
KPNA6	2277	1911	1949	1709
KPNB1	14307	12999	13006	10659
KPTN	166	136	111	110
KRAS	257	251	231	166
KRBA1	303	277	257	236
KRBOX4	126	118	104	94
KRCC1	129	107	142	104
