	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ERBB4	120	123	143	233
ERBIN	2603	2307	3840	5550
ERC1	1290	1216	1150	1987
ERC2	382	303	427	733
ERCC1	538	493	791	1224
ERCC2	558	470	829	1115
ERCC3	1995	1770	3067	4357
ERCC4	637	659	849	1250
ERCC6	1006	1013	1391	2049
ERCC6L	1841	1585	2724	3908
ERCC6L2	2118	1955	3045	4510
ERCC8	475	509	770	1031
ERF	213	169	293	390
ERFE	52	34	46	94
ERG28	208	142	271	404
ERGIC1	435	344	919	1337
ERGIC2	976	963	1525	2196
ERGIC3	2421	2170	3973	5440
ERH	1356	1435	2767	3457
ERI1	410	374	566	746
ERI2	690	599	1031	1447
ERI3	924	807	1420	2021
ERICH1	257	230	334	471
ERICH5	61	61	77	105
ERLEC1	669	599	987	1415
ERLIN1	480	467	612	885
ERLIN2	586	520	862	1286
ERMAP	109	105	120	205
ERMARD	322	298	527	712
ERMP1	354	296	438	746
ERN1	139	125	179	300
ERO1A	1443	1347	1639	2668
ERO1B	306	299	379	587
ERP29	1031	990	1930	2586
ERP44	808	731	1199	1817
ERRFI1	273	256	514	742
ERV3-1	94	84	106	162
ERVFRD-1	148	132	106	203
ERVK3-1	410	443	612	840
ESCO1	940	875	1294	1896
ESCO2	619	536	911	1417
ESD	2578	2397	4153	5832
ESF1	1539	1650	2318	2807
ESPL1	2442	1946	2403	3945
ESPNL	94	84	149	197
ESRP2	254	201	289	421
ESRRA	227	217	371	485
ESRRG	36	48	46	57
ESS2	748	768	1039	1432
ESYT1	2464	2216	3311	5186
ESYT2	1199	1049	1795	2728
ETAA1	713	702	1135	1645
ETF1	3417	3368	5273	7565
ETFA	3370	3184	5342	7627
ETFB	964	946	1389	1708
ETFDH	892	790	1292	1821
ETFRF1	110	136	178	236
ETHE1	89	87	160	210
ETNK1	1138	972	1486	2082
ETNK2	164	173	241	353
ETS2	372	283	378	629
ETV3	232	224	407	600
ETV6	39	33	37	73
EVC	508	455	371	698
EVI5	1173	1049	1373	2197
EVI5L	181	156	214	327
EVL	397	328	401	643
EWSR1	6724	6601	10643	14381
EXD2	487	450	621	862
EXO1	4194	3981	5872	8539
EXO5	64	71	117	136
EXOC1	1070	1038	1617	2316
EXOC2	1634	1460	2630	3514
EXOC3	716	673	954	1476
EXOC4	1492	1308	2075	3086
EXOC5	1337	1273	1918	2664
EXOC6	1114	1038	1599	2367
EXOC6B	1038	844	1231	1944
EXOC7	1411	1224	2220	3343
EXOC8	1549	1413	1876	2908
EXOG	511	466	500	792
EXOSC1	401	361	644	947
EXOSC10	3386	3035	5091	7484
EXOSC2	1673	1649	2325	3417
EXOSC3	936	856	1211	1817
EXOSC4	549	455	690	977
EXOSC5	484	479	789	1009
EXOSC6	159	196	159	292
EXOSC7	1172	1120	1598	2324
EXOSC8	1385	1322	1910	2734
EXOSC9	2053	2002	3097	4510
EXPH5	693	517	636	1081
EXT1	827	696	1286	1946
EXT2	1575	1486	2489	3567
EXTL2	289	212	382	585
EXTL3	468	430	642	945
EYA1	245	241	391	557
EYA2	67	48	85	152
EYA3	1047	769	1271	2038
EYA4	462	463	880	1180
EYS	111	110	179	295
EZH1	392	352	493	750
EZH2	1811	1679	2566	3508
EZR	2188	2177	3529	4339
F11R	200	202	288	451
F12	41	38	62	85
F2R	157	146	227	382
F2RL1	209	167	272	361
F8	122	108	144	256
FAAP100	690	592	990	1391
FAAP20	126	133	184	261
FAAP24	73	65	93	146
FADD	262	212	361	495
FADS1	514	393	871	1186
FADS2	443	348	720	995
FADS3	81	69	125	211
FAF1	2531	2292	3643	5382
FAF2	1052	999	1942	2543
FAH	463	400	693	993
FAHD1	307	298	411	598
FAHD2A	234	197	332	451
FAHD2B	69	64	97	147
FAIM	933	864	1325	1588
FAM102A	67	58	60	118
FAM102B	281	259	360	516
FAM104A	138	146	204	268
FAM104B	181	154	246	383
FAM107B	130	128	182	283
FAM114A1	57	78	93	118
FAM114A2	501	465	764	1069
FAM117A	161	102	157	223
FAM117B	276	249	317	619
FAM118A	256	227	285	463
FAM118B	508	441	692	1088
FAM120A	2974	2732	3854	5705
FAM120AOS	129	115	179	241
FAM120B	1389	1174	1573	2631
FAM120C	235	182	280	469
FAM122B	540	423	559	934
FAM126A	979	896	1393	2065
FAM126B	463	416	642	924
FAM133B	126	142	213	310
FAM135A	1348	1218	1911	2753
FAM136A	446	388	664	861
FAM13A	795	777	1014	1431
FAM13B	1394	1241	1669	2676
FAM13C	68	53	86	89
FAM149A	75	58	73	118
FAM149B1	370	339	475	691
FAM151B	88	51	88	125
FAM155B	70	64	105	157
FAM160A1	235	183	271	415
FAM160A2	438	386	610	872
FAM160B1	494	435	616	890
FAM160B2	132	101	149	204
FAM161A	329	336	399	497
FAM161B	87	79	142	187
FAM162A	875	893	1258	1877
FAM168A	81	60	143	187
FAM168B	323	246	615	827
FAM169A	980	894	1284	1864
FAM171A1	628	573	792	1168
FAM171A2	112	105	169	212
FAM171B	372	335	590	935
FAM172A	293	311	415	611
FAM174A	89	64	115	142
FAM174C	429	395	659	856
FAM177A1	280	246	401	542
FAM184A	816	773	1019	1507
FAM184B	98	63	85	118
FAM185A	106	98	102	215
FAM186B	127	93	84	125
FAM189B	512	422	408	752
FAM192A	489	487	848	1232
FAM193A	722	636	622	1156
FAM193B	619	464	623	987
FAM199X	1297	1125	2059	2877
FAM200A	266	248	333	517
FAM200B	379	362	483	752
FAM204A	887	920	1188	1692
FAM207A	179	202	204	332
FAM20B	815	752	1007	1508
FAM210A	245	237	354	478
FAM210B	140	130	169	232
FAM214A	279	214	305	537
FAM216A	592	512	1067	1540
FAM217B	452	385	656	972
FAM219A	100	97	135	206
FAM219B	245	242	336	506
FAM221A	62	58	77	107
FAM222B	80	56	74	153
FAM227A	131	126	151	265
FAM229B	155	140	230	289
FAM234A	364	331	453	701
FAM234B	479	445	560	866
FAM241A	114	101	135	163
FAM32A	376	345	436	643
FAM3A	347	317	459	662
FAM3C	26	44	51	72
FAM49B	1158	1108	1877	2698
FAM50A	1393	1513	2235	2797
FAM53B	377	345	547	796
FAM53C	376	346	841	1095
FAM71E1	47	36	59	100
FAM72B	29	41	50	80
FAM76A	341	336	507	808
FAM76B	288	294	577	712
FAM81A	88	42	108	132
FAM83B	122	83	149	232
FAM83D	964	836	1383	2118
FAM83G	334	312	357	612
FAM83H	171	168	206	308
FAM89A	124	121	149	225
FAM89B	66	46	84	114
FAM8A1	338	367	508	732
FAM91A1	1209	1138	1855	2599
FAM92A	451	430	651	876
FAM98A	1283	1213	1674	2195
FAM98B	518	334	441	899
FAM98C	81	70	117	153
FAN1	846	773	1112	1618
FANCA	2337	1821	2389	3983
FANCB	1289	1241	1528	2418
FANCC	429	362	536	789
FANCD2	4364	3949	5651	8497
FANCE	431	333	489	694
FANCG	720	617	943	1367
FANCI	6471	5998	9228	13714
FANCL	910	951	1367	1984
FANCM	1708	1671	2218	3361
FAR1	2075	1944	2982	4137
FAR2	508	466	880	1259
FARP1	560	431	648	1010
FARP2	959	792	1360	1896
FARS2	449	428	701	1029
FARSA	2400	2244	3280	5117
FARSB	2129	1735	3245	4714
FAS	83	73	106	128
FASN	12079	8942	7657	18077
FASTK	871	823	1314	1845
FASTKD1	1117	1041	1819	2530
FASTKD2	1681	1505	2312	3439
FASTKD3	426	412	793	1080
FASTKD5	1106	803	1483	2151
FAT1	5775	5030	7421	11581
FAT2	111	83	68	169
FAT3	422	372	599	890
FAT4	662	598	790	1238
FAU	3427	3059	6247	8562
FAXC	185	183	203	309
FAXDC2	74	60	53	81
FBF1	403	347	481	802
FBH1	1823	1672	2691	3742
FBL	3499	3496	5253	6526
FBLIM1	47	53	61	94
FBLN1	243	205	264	383
FBN1	1055	902	1133	1937
FBN2	3801	3288	4252	6997
FBRS	374	266	299	530
FBRSL1	413	335	303	610
FBXL12	174	147	239	301
FBXL13	94	63	65	99
FBXL14	169	130	285	366
FBXL15	195	166	246	376
FBXL17	179	157	229	342
FBXL18	185	159	233	347
FBXL19	884	715	959	1462
FBXL2	218	178	244	387
FBXL20	237	202	344	504
FBXL3	1193	1085	1591	2336
FBXL4	603	571	846	1193
FBXL5	1293	1145	1601	2461
FBXL6	253	230	344	481
FBXL8	53	48	46	84
FBXO10	474	319	515	814
FBXO11	1316	1072	1118	2088
FBXO16	52	60	87	114
FBXO17	78	54	87	110
FBXO21	1164	1036	1668	2492
FBXO22	1398	1283	1769	2552
FBXO25	218	191	359	543
FBXO28	1234	1051	1785	2661
FBXO3	818	753	1258	1707
FBXO30	1128	944	1284	1923
FBXO31	240	249	311	472
FBXO32	78	70	122	174
FBXO33	412	478	833	1164
FBXO34	724	606	987	1412
FBXO38	876	758	1261	1819
FBXO4	178	176	276	390
FBXO42	619	575	846	1395
FBXO44	106	85	142	176
FBXO45	154	129	261	329
FBXO46	148	140	182	325
FBXO5	1754	1647	2805	3825
FBXO7	1955	1560	2946	4211
FBXO8	225	214	314	438
FBXO9	1724	1491	2219	3244
FBXW11	1263	1256	1788	2690
FBXW2	937	888	1210	1657
FBXW4	266	230	296	521
FBXW5	821	708	1295	1895
FBXW7	630	564	944	1295
FBXW8	310	303	313	547
FBXW9	195	207	364	451
FCF1	487	462	623	831
FCGRT	73	81	137	155
FCHO2	446	422	641	923
FCHSD1	113	95	130	183
FCHSD2	494	434	535	876
FCSK	204	174	259	342
FDFT1	1886	1758	2815	4213
FDPS	2944	2612	4520	6255
FDX1	241	280	332	446
FDX2	105	97	126	189
FDXACB1	93	77	125	196
FDXR	296	298	445	579
FECH	629	523	901	1332
FEM1A	813	778	1396	1911
FEM1B	2104	1826	3117	4523
FEM1C	566	457	660	938
FEN1	2138	2064	3337	4549
FER	596	530	743	1143
FERMT1	55	46	63	116
FERMT2	1122	1055	1840	2626
FEZ1	70	62	97	146
FEZ2	475	492	626	880
FGD1	415	349	378	653
FGD4	109	109	176	277
FGD6	249	202	344	500
FGF2	81	68	80	108
FGFR1	585	453	701	1155
FGFR1OP	1148	1063	1400	2046
FGFR1OP2	555	523	915	1253
FGFR2	603	489	736	1132
FGFR3	656	579	873	1359
FGFR4	223	174	282	409
FGFRL1	196	173	250	406
FGGY	117	106	116	167
FH	2184	1932	3712	5269
FHAD1	49	42	59	98
FHIT	39	37	47	81
FHL1	930	842	1294	1884
FHL2	141	141	191	313
FHOD1	635	584	730	1164
FHOD3	205	208	241	415
FIBP	784	735	1150	1628
FICD	76	72	114	159
FIG4	601	590	936	1340
FIGN	204	168	177	279
FIGNL1	1828	1630	3006	4142
FILIP1L	528	499	518	838
FIP1L1	600	534	1181	1603
FIS1	859	805	1115	1722
FITM2	108	87	94	157
FJX1	135	104	170	236
FKBP10	1088	997	1733	2410
FKBP11	126	104	96	187
FKBP14	313	287	344	534
FKBP15	1090	902	1495	2124
FKBP1A	255	191	250	376
FKBP3	1739	1755	2497	3671
FKBP4	6825	6275	9976	13913
FKBP5	583	583	656	1000
FKBP7	170	140	252	332
FKBP8	1485	1475	1942	2541
FKBP9	219	201	274	375
FKBPL	323	254	417	619
FKRP	120	103	197	233
FKTN	526	497	755	1097
FLAD1	1218	1094	1937	2649
FLCN	744	619	917	1328
FLII	5474	4913	8069	11510
FLNA	11448	9607	13620	22933
FLNB	5488	4912	6779	10837
FLNC	1110	911	1115	1807
FLOT1	568	560	809	1135
FLOT2	459	402	506	803
FLRT3	127	94	195	332
FLT1	151	127	158	294
FLT4	503	463	770	1074
FLVCR1	607	520	821	1290
FLYWCH1	524	502	559	764
FLYWCH2	221	239	372	488
FMC1	131	159	229	320
FMN2	232	226	223	347
FMNL2	1055	979	1294	2180
FMNL3	199	182	191	314
FMO4	43	53	72	103
FMR1	2092	2061	2492	3590
FN1	630	543	664	1175
FN3KRP	330	326	470	632
FNBP1	447	381	505	785
FNBP1L	466	447	709	953
FNBP4	2165	1938	2506	4036
FNDC3A	2370	2042	3218	4662
FNDC3B	536	484	683	1109
FNIP1	1239	1088	1589	2490
FNIP2	816	660	955	1405
FNTA	662	674	969	1422
FOCAD	3173	2763	4622	6703
FOPNL	452	452	625	896
FOXA1	64	41	70	114
FOXC1	672	635	1003	1682
FOXD1	125	120	156	263
FOXF2	85	75	109	196
FOXG1	106	76	147	277
FOXJ2	89	59	94	135
FOXJ3	466	391	619	936
FOXK1	296	217	319	609
FOXK2	1092	912	1477	2164
FOXM1	1463	1148	1709	2780
FOXN2	305	260	343	522
FOXN3	211	201	279	398
FOXO1	286	217	290	474
FOXO3	174	165	203	352
FOXO3B	74	77	50	94
FOXO4	82	81	137	192
FOXP2	242	180	367	541
FOXP4	158	119	83	198
FOXRED1	553	491	827	1095
FOXRED2	1675	1391	1481	2823
FP565260.1	108	85	210	306
FPGS	549	498	846	1130
FPGT	402	363	783	1080
FRA10AC1	491	514	625	817
FRAS1	1264	1042	1231	2208
FRAT2	55	65	84	77
FREM2	1081	900	1331	2049
FRG1	276	329	456	642
FRMD4A	152	157	164	258
FRMD4B	85	62	109	132
FRMD5	129	133	138	207
FRMD6	306	254	513	764
FRMD8	179	170	189	304
FRRS1	374	294	546	742
FRS2	445	365	641	1040
FRY	167	157	183	295
FRYL	1547	1420	2265	3221
FSBP	183	143	191	302
FSCN1	186	157	216	347
FSD1	286	271	431	591
FSD1L	213	173	182	301
FSIP2	758	754	1022	1475
FSTL1	580	522	893	1253
FTH1	753	738	942	1347
FTL	2135	1600	3946	5504
FTO	1078	1008	1345	1994
FTSJ1	499	454	822	1100
FTSJ3	3048	2991	4586	6138
FUBP1	5428	4759	8851	11969
FUBP3	995	921	1805	2375
FUCA1	335	363	651	888
FUCA2	1504	1383	2431	3391
FUNDC1	208	240	301	410
FUNDC2	440	425	725	1037
FUOM	153	162	230	309
FURIN	429	381	494	791
FUS	2930	2319	2441	4398
FUT10	245	195	281	482
FUT11	152	176	199	260
FUT8	598	507	708	1104
FUZ	389	332	653	938
FXN	183	175	227	325
FXR1	2220	2251	3190	4274
FXR2	1093	1080	1732	2420
FXYD5	87	62	159	286
FYCO1	941	784	762	1244
FYN	1112	1085	1648	2387
FYTTD1	548	470	882	1161
FZD1	84	72	115	184
FZD2	63	48	86	121
FZD3	446	406	614	920
FZD4	111	76	116	167
FZD5	77	67	106	163
FZD6	820	707	1170	1728
FZD7	121	110	213	277
FZD8	89	107	112	185
FZD9	80	66	136	157
FZR1	418	365	567	816
G2E3	1448	1299	1843	2695
G3BP1	6907	6449	10396	14567
G3BP2	3322	3427	4952	6759
G6PC3	263	227	344	535
G6PD	586	508	724	1162
GAA	747	629	903	1406
GAB1	225	190	321	485
GAB2	54	30	74	101
GABARAP	466	415	641	944
GABARAPL1	89	103	122	152
GABARAPL2	612	595	933	1253
GABBR1	213	164	115	253
GABBR2	39	39	49	76
GABPA	440	412	667	951
GABPB1	554	452	826	1133
GABPB2	250	226	339	458
GABRB3	240	201	363	518
GAD1	201	143	235	319
GADD45A	65	84	105	159
GADD45B	55	47	162	231
GADD45GIP1	778	847	1282	1622
GAK	1137	1002	1624	2321
GAL	256	210	454	672
GALC	69	45	78	107
GALE	248	221	376	505
GALK1	301	295	539	702
GALK2	346	307	405	677
GALM	298	249	417	588
GALNS	151	157	191	328
GALNT1	1130	1030	1635	2459
GALNT10	120	129	180	261
GALNT11	737	699	1116	1479
GALNT12	90	85	137	207
GALNT13	915	873	1029	1635
GALNT16	90	78	91	165
GALNT18	274	219	378	617
GALNT2	1197	1107	1497	2098
GALNT6	82	68	89	149
GALNT7	739	656	961	1398
GALT	220	198	287	492
GAMT	166	183	307	424
GAN	631	615	712	1101
GANAB	6677	5905	7338	11400
GANC	242	181	292	430
GAPDH	25453	21708	44114	62812
GAPDHS	233	201	260	415
GAPVD1	4048	3627	5322	7985
GAR1	301	317	434	587
GAREM1	138	124	183	246
GAREM2	80	69	99	148
GARNL3	322	296	376	552
GARS	5200	5057	7114	10335
GART	6497	6183	9434	13510
GAS1	103	90	132	167
GAS2L3	333	289	537	717
GAS6	87	80	109	169
GAS8	311	316	349	502
GASK1A	106	103	142	236
GATA2	117	95	139	220
GATA4	66	62	79	117
GATA6	187	126	207	329
GATAD1	261	232	404	583
GATAD2A	1194	1135	1770	2534
GATAD2B	513	447	360	763
GATB	663	573	1025	1482
GATD1	574	497	737	1014
GBA	375	259	620	809
GBA2	1400	1284	1998	2823
GBE1	1012	842	1485	2116
GBF1	2715	2206	2944	5030
GCA	245	252	450	564
GCAT	477	362	809	1061
GCC1	522	515	838	1019
GCC2	1888	1778	2360	3097
GCDH	561	485	789	1069
GCFC2	1458	1359	2374	3306
GCH1	123	131	258	332
GCHFR	55	45	82	123
GCLC	797	732	1186	1629
GCLM	643	602	871	1254
GCN1	7508	6767	8220	13566
GCNA	88	62	106	171
GCNT1	138	118	173	216
GCNT7	63	38	63	88
GDAP1	376	360	509	712
GDAP2	691	588	949	1451
GDE1	843	721	1298	1927
GDF11	82	81	153	213
GDI1	1120	1029	1832	2590
GDI2	4185	3963	6744	9687
GDPD1	146	114	176	264
GDPGP1	32	34	55	110
GEMIN2	647	584	838	1195
GEMIN4	2388	2095	3251	4615
GEMIN5	3689	3349	4718	7182
GEMIN6	657	573	912	1343
GEMIN7	214	193	310	431
GEMIN8	103	90	192	230
GEN1	1173	1058	1556	2338
GET1	96	108	175	230
GET3	870	786	1494	2088
GET4	411	392	598	849
GFER	141	140	241	380
GFI1	51	49	63	92
GFM1	2439	2283	3669	5249
GFM2	1685	1469	2364	3558
GFOD1	95	128	146	207
GFOD2	220	223	291	383
GFPT1	1188	1157	1497	2139
GFPT2	217	185	299	441
GGA1	654	591	905	1344
GGA2	1481	1429	2019	2755
GGA3	517	417	536	915
GGCT	379	329	612	728
GGCX	747	661	995	1367
GGH	756	743	1193	1707
GGNBP2	1191	1047	1342	2003
GGPS1	494	431	699	934
GGT7	244	228	317	523
GHDC	200	160	261	404
GHITM	3661	3420	6182	8483
GHRL	54	46	30	96
GID4	223	215	214	343
GID8	528	535	827	1185
GIGYF1	928	802	1029	1483
GIGYF2	2889	2659	3838	5378
GIN1	157	123	226	345
GINM1	661	621	834	1224
GINS1	498	529	644	959
GINS2	1167	1172	1769	2436
GINS3	392	336	725	942
GINS4	459	466	720	1001
GIPC1	573	503	986	1352
GIT1	327	304	393	579
GIT2	624	553	778	1149
GJA1	427	376	713	942
GJC1	385	406	462	751
GK	83	87	132	184
GK5	451	456	493	720
GKAP1	165	191	194	271
GLA	4135	3564	7135	10597
GLB1	1203	1032	1956	2848
GLB1L	109	74	140	200
GLB1L2	404	369	621	868
GLCCI1	178	146	247	420
GLCE	476	380	668	1024
GLDC	445	383	580	801
GLE1	1288	1171	1920	2723
GLG1	2412	2216	2756	4140
GLI2	53	48	49	120
GLI3	342	267	286	508
GLI4	89	65	103	153
GLIPR1	239	240	387	538
GLIPR2	41	40	72	87
GLMN	1391	1304	2081	2753
GLMP	451	367	804	1129
GLO1	4766	4583	7238	10339
GLOD4	1127	1101	1552	2158
GLRB	117	120	211	304
GLRX2	337	284	454	681
GLRX3	2101	2070	3091	4334
GLRX5	309	298	508	615
GLS	1953	1879	2576	3608
GLS2	233	189	238	428
GLT8D1	834	819	1383	2074
GLT8D2	50	53	85	131
GLTP	233	205	306	453
GLUD1	1364	1217	1951	2821
GLUL	5111	5011	8199	11237
GLYCTK	134	131	176	304
GLYR1	1548	1425	1950	2857
GM2A	215	197	299	392
GMCL1	517	482	596	919
GMDS	475	415	513	820
GMEB1	544	531	690	1061
GMEB2	225	195	326	435
GMFB	526	524	780	1049
GMIP	95	61	73	121
GMNN	2124	2036	3000	4283
GMPPA	543	444	900	1196
GMPPB	593	583	869	1223
GMPR2	1048	1001	1562	2164
GMPS	3453	3167	4722	6876
GNA11	532	484	833	1207
GNA12	218	189	278	394
GNA13	610	562	790	1139
GNAI1	371	347	520	723
GNAI2	557	524	920	1360
GNAI3	1710	1689	3022	4204
GNAL	150	172	204	313
GNAQ	276	238	389	583
GNAS	7724	6857	8769	13839
GNAT2	69	57	67	142
GNAZ	149	133	256	395
GNB1	1635	1505	2411	3187
GNB1L	210	163	288	393
GNB2	1028	858	1406	2217
GNB3	41	40	55	69
GNB4	580	511	829	1143
GNB5	143	146	200	256
GNE	925	907	1275	1895
GNG12	135	101	148	234
GNG5	125	134	233	377
GNL1	801	743	1094	1623
GNL2	4241	3900	6477	8595
GNL3	10694	10213	16094	22171
GNL3L	1999	1835	1829	3133
GNPAT	2461	2156	3437	4970
GNPDA1	653	547	1062	1516
GNPDA2	178	156	259	385
GNPNAT1	554	532	777	1070
GNPTAB	1213	1082	1650	2411
GNPTG	224	207	312	431
GNS	1196	1007	1488	2368
GOLGA1	430	348	464	714
GOLGA2	575	522	682	1012
GOLGA3	1716	1610	2238	3250
GOLGA4	5824	5740	8026	9339
GOLGA5	874	772	1441	2001
GOLGA7	302	265	481	592
GOLGB1	5860	5702	8163	10410
GOLIM4	1384	1301	2004	2655
GOLM1	1253	1323	1846	2494
GOLPH3	543	459	730	1029
GOLPH3L	344	293	431	691
GOLT1B	227	202	329	432
GON4L	2076	1865	2330	3555
GON7	117	108	130	199
GOPC	695	645	890	1287
GORAB	195	164	297	455
GORASP1	367	290	590	811
GORASP2	752	623	1443	1905
GOSR1	353	353	486	709
GOSR2	186	119	202	295
GOT1	964	840	1456	2080
GOT2	2444	2069	3219	4957
GPAA1	816	715	1165	1655
GPALPP1	781	685	1097	1499
GPAM	1048	965	1545	2254
GPANK1	165	161	245	320
GPAT2	45	28	59	85
GPAT3	110	77	169	227
GPAT4	1031	941	1384	2069
GPATCH1	420	401	548	848
GPATCH11	283	284	363	484
GPATCH2	881	794	1137	1618
GPATCH2L	775	752	958	1532
GPATCH3	328	346	432	619
GPATCH4	1817	1700	2767	3102
GPATCH8	1704	1304	1390	2553
GPBP1	1944	1838	2942	4478
GPBP1L1	1273	1172	1857	2647
GPC1	137	117	127	250
GPC3	646	584	624	1133
GPC4	279	273	216	418
GPC6	213	207	241	385
GPCPD1	568	526	749	1090
GPD1L	402	373	561	791
GPD2	1041	1051	1262	1815
GPHN	755	726	881	1522
GPI	5001	4168	7235	11115
GPKOW	678	560	894	1255
GPLD1	150	141	211	281
GPM6A	54	40	57	110
GPM6B	206	159	253	406
GPN1	741	698	1140	1739
GPN2	353	308	528	719
GPN3	763	775	1193	1587
GPR107	578	454	862	1316
GPR108	287	267	554	739
GPR137	170	136	166	267
GPR137B	161	124	199	273
GPR137C	92	81	82	149
GPR155	141	147	203	316
GPR160	185	173	338	512
GPR161	159	140	226	319
GPR176	85	55	118	164
GPR18	88	83	55	135
GPR180	499	436	852	1295
GPR183	79	79	91	136
GPR22	102	119	92	139
GPR27	81	64	89	101
GPR39	68	57	80	102
GPR63	107	92	157	236
GPR75	129	65	125	202
GPRASP1	286	261	238	426
GPRASP2	1478	1302	1977	2839
GPRC5B	52	42	74	93
GPRIN1	722	696	886	1369
GPRIN3	109	100	136	231
GPS1	1790	1501	2592	3859
GPS2	536	447	989	1293
GPSM1	223	173	255	435
GPSM2	935	922	1298	1840
GPT	79	64	71	101
GPT2	552	534	746	1072
GPX1	1282	1171	1997	2743
GPX3	135	101	113	206
GPX4	3085	2878	4963	7191
GPX8	324	294	453	661
GRAMD1A	528	476	563	806
GRAMD1B	88	112	115	178
GRAMD1C	78	86	126	192
GRAMD4	230	238	290	440
GRB10	911	821	1054	1662
GRB14	215	174	254	367
GRB2	778	739	1166	1806
GREB1	208	161	198	324
GREB1L	1035	878	1248	2069
GRHL1	94	81	163	242
GRHPR	1212	1067	1641	2464
GRID1	185	112	174	326
GRINA	557	396	584	968
GRIP1	197	169	288	440
GRIPAP1	768	721	934	1384
GRK2	841	813	1224	1833
GRK3	601	548	798	1213
GRK4	76	76	107	154
GRK5	115	98	185	290
GRK6	1657	1558	2349	3259
GRN	1082	998	1196	1877
GRPEL1	1153	1113	1934	2616
GRPEL2	403	443	549	809
GRSF1	2881	2738	4028	5813
GRTP1	121	108	125	206
GRWD1	1595	1478	2314	3086
GSDME	98	65	91	171
GSE1	779	635	563	1078
GSK3A	259	230	390	583
GSK3B	829	741	959	1558
GSKIP	181	157	296	414
GSN	150	131	215	333
GSPT1	4427	4443	5287	7816
GSR	1455	1397	2111	2936
GSS	991	950	1554	2229
GSTA4	436	415	603	894
GSTCD	913	763	1284	1848
GSTK1	550	521	823	1147
GSTM2	134	105	165	274
GSTM3	747	728	1167	1669
GSTO1	1411	1367	2096	2988
GSTP1	5250	4365	7968	11458
GSTZ1	202	194	348	528
GTDC1	130	101	171	277
GTF2A1	465	452	762	1009
GTF2A2	362	346	633	785
GTF2B	761	761	1352	1958
GTF2E1	306	270	371	481
GTF2E2	465	451	708	1146
GTF2F1	1366	1288	2253	3122
GTF2F2	716	719	1254	1618
GTF2H1	1079	955	1594	2293
GTF2H2	184	149	208	319
GTF2H2C	145	164	198	238
GTF2H3	896	817	1326	1880
GTF2H4	318	227	422	568
GTF2H5	367	332	541	814
GTF2I	2486	2517	2965	4868
GTF2IRD1	372	334	460	711
GTF3A	2102	1863	3459	4778
GTF3C1	6770	6139	8599	13220
GTF3C2	1678	1374	2383	3517
GTF3C3	2278	2118	3344	4780
GTF3C4	1974	1683	2353	3662
GTF3C5	1479	1298	2338	3311
GTF3C6	1266	1315	1787	2463
GTPBP1	1469	1208	1647	2603
GTPBP10	582	620	827	1192
GTPBP2	655	597	780	1271
GTPBP3	979	887	1417	1975
GTPBP4	3770	3753	5964	8106
GTPBP6	748	618	1109	1494
GTPBP8	559	598	936	1280
GTSE1	914	757	1115	1594
GUCD1	408	350	661	918
GUCY1A1	232	210	318	488
GUCY1A2	43	47	70	91
GUCY1B1	214	195	296	447
GUF1	1183	1151	1690	2389
GUK1	1785	1608	2747	3826
GULP1	144	139	276	436
GUSB	746	717	1052	1416
GVQW3	70	53	84	129
GXYLT1	348	337	479	749
GXYLT2	459	398	578	881
GYG1	485	421	783	1172
GYG2	165	143	220	335
GYPC	48	45	87	93
GYS1	952	702	1090	1642
GZF1	413	412	715	968
H1F0	372	317	675	967
H1FX	691	667	1119	1563
H2AFJ	47	47	63	88
H2AFV	600	484	930	1193
H2AFX	1019	780	1896	2605
H2AFY	3667	3414	4870	7038
H2AFY2	1184	1133	1756	2406
H2AFZ	5559	5295	9533	13092
H3F3A	26	32	50	72
H3F3B	2021	2136	3410	4475
H6PD	175	142	169	288
HABP4	290	253	361	466
HACD1	132	129	190	314
HACD2	282	254	526	695
HACD3	2602	2184	4165	5957
HACE1	761	791	985	1513
HACL1	1226	1071	1617	2463
HADH	1003	870	1191	1810
HADHA	3349	3191	4845	6815
HADHB	1749	1546	2645	3911
HAGH	456	382	574	877
HAPLN3	85	70	104	140
HARBI1	54	50	118	124
HARS	1974	1890	2527	3908
HARS2	691	617	952	1314
HAS3	149	98	193	306
HASPIN	826	641	1014	1598
HAT1	2662	2606	4066	5507
HAUS1	738	713	1218	1690
HAUS2	304	325	473	657
HAUS3	1311	1269	1837	2532
HAUS4	295	251	360	596
HAUS5	595	536	828	1107
HAUS6	1909	1696	2694	3955
HAUS7	974	894	1345	1896
HAUS8	341	350	469	703
HAX1	1905	1741	3275	4632
HBP1	336	277	486	663
HBS1L	4125	3854	6383	8786
HCCS	634	580	965	1290
HCFC1	4007	2884	2866	6536
HCFC1R1	38	28	53	71
HCFC2	395	354	520	688
HCLS1	83	84	121	149
HCN2	83	48	63	122
HCN3	78	56	93	134
HDAC1	4408	3904	7409	9775
HDAC10	192	160	197	331
HDAC11	69	50	75	98
HDAC2	6352	6035	8107	11403
HDAC3	1416	1278	2400	3540
HDAC4	182	122	170	289
HDAC5	508	477	787	1110
HDAC6	758	636	1089	1515
HDAC7	142	94	165	252
HDAC8	108	98	124	202
HDDC2	1543	1473	2264	3459
