	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
DLAT	1736	2224	847	1550	2213	1989	3606	5000
DLC1	435	517	200	384	393	254	456	715
DLD	6605	7765	3180	5576	2588	2552	3986	5399
DLG1	595	640	272	551	1340	1232	1900	2820
DLG3	470	433	234	403	409	348	529	771
DLG4	15	7	6	15	48	40	56	110
DLG5	470	642	253	399	1116	1009	1183	1943
DLGAP4	230	233	77	158	134	92	119	183
DLGAP5	2449	2613	1072	2131	3483	3096	5594	7782
DLK2	28	71	20	35	39	46	48	87
DLL1	68	97	32	65	69	65	63	90
DLST	1500	1682	669	1235	1013	940	1302	1919
DLX1	109	127	44	74	105	103	133	187
DLX2	845	1238	387	767	258	194	273	468
DMAC1	450	532	197	327	253	243	385	549
DMAC2	433	644	216	371	293	289	434	598
DMAC2L	290	349	145	284	224	195	269	430
DMAP1	662	950	313	608	456	477	591	794
DMC1	26	18	4	12	235	240	349	439
DMD	293	319	140	267	129	92	194	283
DMKN	1619	1663	569	1178	820	629	1394	1848
DMPK	26	17	20	19	308	239	270	445
DMTF1	231	250	115	243	1893	1668	2820	3978
DMWD	166	221	94	147	360	237	323	556
DMXL1	1478	1553	671	1324	2742	2291	3588	5417
DMXL2	853	961	492	808	2048	1824	2851	4124
DNA2	1157	1227	557	997	1874	1751	2326	3466
DNAAF2	437	463	143	283	724	661	876	1336
DNAAF4	148	144	61	86	83	69	118	129
DNAAF5	1946	2716	897	1589	889	768	923	1614
DNAH1	30	12	42	25	466	366	443	761
DNAH10	2	4	3	4	61	55	78	99
DNAH11	82	54	57	45	600	537	781	1211
DNAH14	750	809	316	612	2879	2700	3625	5471
DNAH17	11	6	4	14	81	79	103	180
DNAH6	46	29	13	42	247	234	292	452
DNAH7	31	28	12	23	109	96	121	190
DNAJA1	3448	4768	1567	2930	5773	5714	9275	11958
DNAJA2	2206	2774	968	1997	2241	2204	3439	4725
DNAJA3	1210	1481	551	980	1584	1461	2285	3151
DNAJB1	955	1298	347	599	777	705	1178	1529
DNAJB11	744	938	411	711	593	551	935	1240
DNAJB12	692	802	303	609	454	441	749	1005
DNAJB14	162	218	87	131	251	263	375	530
DNAJB2	196	250	67	155	52	50	91	125
DNAJB4	127	126	45	100	182	156	259	363
DNAJB5	58	70	21	44	59	42	68	111
DNAJB6	307	449	139	242	406	413	663	940
DNAJB7	10	9	1	4	43	44	75	121
DNAJB9	155	193	69	168	109	94	222	297
DNAJC1	650	757	372	621	652	581	939	1415
DNAJC10	683	727	346	622	3311	3177	4738	6701
DNAJC11	1203	1687	614	1080	1993	1873	2351	3598
DNAJC12	420	443	149	315	223	228	358	503
DNAJC13	904	984	422	724	3150	3008	4042	5839
DNAJC14	198	286	88	200	474	476	823	1132
DNAJC16	334	412	159	274	408	349	508	746
DNAJC17	99	142	42	94	250	243	342	416
DNAJC18	453	494	209	391	245	193	302	443
DNAJC19	89	69	31	67	167	184	251	373
DNAJC2	1206	1304	505	991	2186	2185	3133	4150
DNAJC21	805	946	347	688	1077	1005	1599	2004
DNAJC24	110	102	37	67	218	208	338	468
DNAJC25	35	42	19	28	197	234	296	480
DNAJC27	9	8	1	16	62	56	71	85
DNAJC28	62	54	14	38	51	49	68	98
DNAJC3	536	606	279	468	936	910	1285	1760
DNAJC30	123	184	43	109	48	45	71	91
DNAJC4	47	53	22	29	44	39	84	162
DNAJC5	572	677	265	464	394	358	517	803
DNAJC6	721	738	304	585	359	272	527	766
DNAJC7	2522	2930	1098	2024	3081	2891	4575	6010
DNAJC8	930	998	397	789	2274	2386	3416	4525
DNAJC9	389	482	171	319	690	670	1111	1488
DNAL1	100	157	52	115	182	165	168	289
DNAL4	66	80	32	56	59	62	103	153
DNASE1	7	2	1	1	111	81	121	202
DNASE1L1	58	83	29	67	231	191	330	483
DNASE2	596	713	329	590	219	206	449	542
DND1	1	0	2	8	74	67	90	117
DNHD1	18	14	13	22	616	447	447	846
DNLZ	93	156	53	81	81	89	133	167
DNM1	343	398	156	306	279	214	248	495
DNM1L	2429	2847	1054	2203	2741	2484	4156	6080
DNM2	2652	3469	1258	2321	2570	2208	3566	5198
DNM3	60	54	35	60	198	158	238	331
DNMBP	342	412	162	304	438	351	392	616
DNMT1	5437	7287	2640	4689	6305	5662	7378	11632
DNMT3A	232	321	109	175	263	246	339	474
DNMT3B	265	343	123	259	535	470	736	1185
DNPEP	642	827	308	527	468	383	774	1063
DNPH1	972	1129	455	727	594	517	751	1045
DNTTIP1	1175	1451	531	935	518	501	740	938
DNTTIP2	1384	1348	586	1336	4276	4052	6607	8832
DOCK1	689	801	333	541	2579	2326	3151	4810
DOCK11	607	562	283	480	1068	1024	1563	2243
DOCK3	105	127	82	98	780	632	796	1409
DOCK4	859	930	431	708	906	785	1143	1831
DOCK5	386	402	175	295	701	582	690	1226
DOCK6	201	192	91	136	263	198	193	378
DOCK7	1773	1883	818	1457	3906	3541	5265	8036
DOCK8	117	147	65	114	72	69	75	139
DOCK9	289	302	135	232	835	735	1107	1708
DOHH	221	294	92	171	143	135	222	312
DOK1	24	32	12	13	97	70	107	170
DOK3	4	3	0	3	66	57	73	118
DOK4	51	54	24	43	35	27	68	106
DOLK	381	573	208	366	340	273	616	727
DOLPP1	421	594	204	361	192	158	358	491
DONSON	803	930	343	652	1071	985	1527	2351
DOP1A	716	850	402	635	2332	2056	3193	4734
DOP1B	435	568	242	412	461	413	450	802
DOT1L	388	496	187	297	814	701	672	1222
DPAGT1	549	714	248	445	237	241	434	620
DPCD	611	766	263	535	562	569	713	968
DPF1	234	286	117	216	116	107	164	237
DPF2	750	1077	345	622	609	567	803	1152
DPH1	818	1065	362	690	566	496	936	1242
DPH2	299	426	136	257	856	749	1291	1804
DPH3	207	254	107	173	123	110	169	218
DPH5	726	847	302	559	799	730	1182	1577
DPH6	249	253	111	167	170	143	236	319
DPH7	399	506	183	276	700	635	1035	1456
DPM1	1829	2128	867	1591	959	946	1666	2263
DPM2	212	263	79	153	116	123	236	302
DPM3	485	600	202	430	136	131	208	247
DPP3	767	1099	370	732	770	684	1070	1511
DPP7	19	17	4	11	113	93	149	206
DPP8	538	593	240	476	1146	1010	1365	2165
DPP9	823	944	301	614	776	652	929	1496
DPY19L1	508	549	247	486	646	563	1059	1474
DPY19L3	790	933	420	693	584	608	809	1277
DPY19L4	197	226	103	185	660	539	823	1175
DPY30	310	348	156	240	249	224	474	637
DPYSL2	1827	2284	875	1511	491	389	545	818
DPYSL4	162	297	106	160	223	187	317	425
DPYSL5	895	1013	404	659	734	657	784	1285
DR1	932	992	390	702	910	855	1453	2035
DRAM2	347	298	142	244	337	268	555	885
DRAP1	411	503	211	343	624	729	971	1168
DRC3	18	14	10	3	149	125	179	272
DRG1	1713	2070	759	1406	2315	2191	3827	5216
DRG2	815	959	353	622	1325	1255	2093	2946
DROSHA	1472	1609	652	1110	2836	2355	2673	4730
DSC2	613	672	345	592	358	300	423	647
DSC3	742	1055	457	877	576	516	722	1066
DSCC1	650	765	297	611	830	818	1131	1650
DSE	196	202	80	145	492	397	824	1102
DSG2	2145	2289	1114	1960	1917	1582	2105	3245
DSN1	522	524	204	392	891	845	1313	1843
DSP	5084	6066	2356	4518	7376	6512	8239	12943
DST	1002	1329	727	1101	8557	8219	11381	15804
DSTN	1824	2081	744	1570	769	710	1164	1550
DSTYK	195	270	84	175	724	640	733	1242
DTD1	58	63	25	28	65	70	87	133
DTD2	73	72	27	63	186	169	243	415
DTL	1615	1873	652	1262	2613	2116	3689	5417
DTNA	314	341	139	233	249	208	328	529
DTNB	232	323	105	171	335	294	439	687
DTNBP1	730	908	347	631	352	317	287	532
DTWD1	142	131	49	110	149	143	226	368
DTWD2	225	225	82	141	169	114	278	335
DTX3	144	153	76	102	63	52	119	173
DTX3L	299	313	105	223	135	96	179	273
DTYMK	924	1366	490	792	992	980	1523	2091
DUS1L	478	615	249	345	2689	2402	3890	5521
DUS2	353	448	153	273	421	416	509	795
DUS3L	479	665	242	434	1078	1047	1617	2329
DUS4L	143	152	58	113	183	154	256	387
DUSP1	503	562	275	534	130	87	261	374
DUSP11	500	583	185	378	548	536	861	1254
DUSP12	280	351	158	284	524	532	793	1135
DUSP14	360	445	147	280	180	158	306	460
DUSP16	181	234	83	165	477	369	518	738
DUSP19	88	96	37	71	46	65	72	98
DUSP2	1	0	1	4	48	42	59	98
DUSP22	107	96	35	77	152	138	225	312
DUSP3	569	720	272	469	261	220	413	584
DUSP7	208	243	79	145	162	129	203	287
DUSP9	83	147	56	92	168	155	263	384
DUT	2247	2559	952	1806	1079	1135	1571	2261
DVL1	327	349	138	220	993	912	1734	2264
DVL2	996	1235	414	754	835	685	1229	1811
DVL3	620	804	309	477	435	388	581	844
DXO	425	486	158	301	405	357	548	783
DYM	1039	1072	474	853	705	563	1100	1527
DYNC1H1	7001	8247	3937	6592	25806	23595	29083	46334
DYNC1I2	536	670	250	498	1175	1115	1724	2463
DYNC1LI1	1445	1585	636	1219	2342	2290	3628	4991
DYNC1LI2	1033	1144	483	853	1285	1233	1542	2377
DYNC2H1	2399	2671	1227	2334	11061	10542	14488	19976
DYNC2LI1	431	448	172	345	563	538	836	1114
DYNLL1	1383	1764	509	1063	868	855	1595	2079
DYNLL2	639	628	291	500	166	146	213	329
DYNLRB1	1041	1282	395	830	262	234	473	653
DYNLT1	1178	1306	495	926	564	548	978	1370
DYNLT3	191	193	81	111	165	159	256	343
DYRK1A	600	667	277	495	1175	1026	1790	2734
DYRK1B	348	463	165	263	99	88	156	244
DYRK2	273	357	117	218	804	781	1054	1554
DYRK3	251	279	104	198	458	383	574	929
DYRK4	289	313	120	196	241	231	508	719
DZANK1	56	65	29	55	85	74	89	142
DZIP1	211	163	89	159	2304	2088	2843	4238
DZIP1L	39	50	34	32	303	294	278	405
DZIP3	662	678	301	527	1854	1757	2876	4054
E2F1	197	178	78	137	699	647	1186	1678
E2F2	484	513	190	307	243	229	259	399
E2F3	516	629	205	458	631	574	856	1344
E2F4	447	518	175	340	1165	900	1742	2371
E2F5	280	348	144	234	622	570	829	1221
E2F6	93	95	53	82	223	228	280	410
E2F7	597	780	296	483	667	619	854	1305
E2F8	245	234	95	180	602	517	663	1013
E4F1	341	436	165	271	894	780	1274	1882
EAF1	579	684	231	449	330	280	492	702
EAF2	80	71	23	68	89	71	114	189
EAPP	495	582	261	453	658	574	1055	1402
EARS2	661	810	303	513	729	673	1069	1482
EBAG9	150	169	64	123	189	164	292	429
EBF3	376	467	190	353	216	188	278	385
EBLN2	0	0	0	0	138	131	156	237
EBNA1BP2	2733	3653	1178	2171	2709	2819	4152	5712
EBP	566	797	267	443	348	324	569	816
EBPL	601	710	248	495	317	276	461	686
ECD	2024	2393	817	1766	1074	995	1577	2248
ECE1	931	1190	554	910	464	344	488	848
ECEL1	45	74	24	54	61	45	85	140
ECH1	1737	1746	749	1199	249	238	307	394
ECHDC1	1467	1678	649	1317	1379	1287	2027	2593
ECHDC2	1	0	0	3	85	44	67	111
ECHS1	3063	3732	1521	2385	2192	2077	3006	4281
ECI1	746	912	348	655	751	613	1070	1511
ECI2	1857	1946	729	1300	2074	1964	3096	4493
ECM2	0	1	0	0	109	120	80	171
ECPAS	2498	2820	1181	2125	6307	5902	8601	12627
ECSIT	391	527	164	280	552	516	901	1232
ECT2	2131	2217	1025	1810	3292	2905	5095	6932
EDA2R	68	115	49	87	51	36	54	103
EDARADD	47	77	18	60	44	32	49	68
EDC3	1074	1263	491	891	861	739	799	1464
EDC4	1880	2807	921	1733	2121	1669	2895	4361
EDEM1	142	144	57	109	777	738	976	1396
EDEM2	97	125	66	73	368	312	603	873
EDEM3	335	396	175	337	1343	1282	1842	2742
EDF1	1822	2848	897	1401	1566	1362	2440	3348
EDRF1	1151	1438	457	863	2236	1974	3179	4645
EEA1	1446	1697	718	1329	1358	1179	1655	2190
EED	541	742	226	433	971	889	1280	1850
EEF1A1	1452	3272	752	2208	9067	7945	18949	26772
EEF1A2	2280	2551	1095	1890	226	200	363	541
EEF1AKMT1	205	216	115	149	189	161	272	413
EEF1AKMT2	74	80	28	54	129	140	137	216
EEF1AKMT4	44	52	21	36	61	71	99	125
EEF1AKNMT	853	1118	399	766	1374	1244	1591	2335
EEF1B2	403	602	218	383	1839	1677	2832	3643
EEF1D	960	1599	561	973	3913	3705	6524	8563
EEF1E1	647	590	291	529	539	450	990	1328
EEF1G	2041	2481	1016	1684	9802	9170	15760	22283
EEF2	35482	51003	18717	33774	47867	42064	81180	113022
EEF2K	221	271	90	184	428	391	478	775
EEF2KMT	52	91	26	44	208	143	341	416
EEFSEC	384	530	176	344	304	240	328	499
EEPD1	92	101	26	59	131	130	142	210
EFCAB10	19	30	12	17	47	48	57	107
EFCAB11	139	143	44	97	117	136	182	312
EFCAB13	4	6	3	4	78	61	67	143
EFCAB14	275	260	133	228	546	490	656	966
EFCAB2	24	47	9	28	131	105	141	230
EFCAB6	29	25	13	13	92	76	123	208
EFCAB7	308	307	126	250	455	392	622	959
EFHC1	201	229	112	156	404	408	649	872
EFHD2	406	545	154	294	201	184	291	397
EFL1	350	446	140	291	1225	1101	1685	2506
EFNA4	20	27	11	6	37	31	59	83
EFNA5	418	555	203	441	125	97	120	186
EFNB1	224	378	137	250	165	117	243	377
EFNB2	606	700	292	532	143	106	258	377
EFR3A	213	214	107	160	840	829	1158	1729
EFR3B	244	273	128	197	118	95	128	259
EFTUD2	5204	7188	2723	4498	5900	5490	7770	11499
EGFL7	314	426	138	315	102	77	122	184
EGFL8	9	13	9	7	70	52	69	89
EGFR	260	265	141	250	139	128	138	263
EGLN1	291	405	166	319	378	359	434	681
EGLN2	220	288	97	168	443	422	643	958
EGLN3	155	183	70	140	49	44	59	104
EHBP1	388	371	201	344	1490	1352	1625	2603
EHD1	373	391	163	274	318	305	416	627
EHD3	80	99	44	55	149	145	213	283
EHD4	524	657	232	391	406	423	783	1025
EHHADH	300	281	131	245	176	172	246	349
EHMT1	821	1039	397	690	1354	1248	1710	2551
EHMT2	1000	1348	485	837	1331	1174	1717	2602
EI24	494	579	232	389	2459	2091	3949	5311
EID1	2023	2687	909	1514	1268	1239	1827	2372
EID2	972	1134	370	720	242	253	359	467
EID3	1	5	1	3	102	109	74	125
EIF1	1430	1687	656	1270	1356	1262	1268	2153
EIF1AD	219	210	95	132	285	274	297	539
EIF1AX	329	387	171	308	389	462	674	942
EIF1B	490	604	215	408	397	355	478	764
EIF2A	1415	1566	648	1304	2646	2306	4285	6175
EIF2AK1	1313	1325	535	1008	2356	2108	2782	4286
EIF2AK2	1502	1640	642	1309	1101	992	1348	1964
EIF2AK3	115	125	46	77	477	410	655	1028
EIF2AK4	791	844	381	693	1947	1705	2609	3749
EIF2B1	1553	1900	735	1287	1271	1121	1961	2614
EIF2B2	751	877	343	593	771	681	1158	1629
EIF2B3	1508	1662	699	1177	1394	1366	2152	3016
EIF2B4	660	839	303	568	762	769	1088	1426
EIF2B5	659	978	390	630	968	921	1566	2214
EIF2D	480	519	206	397	1605	1520	2581	3721
EIF2S1	3011	3597	1391	2516	1890	1793	2834	3981
EIF2S2	609	675	288	560	1773	1735	3061	4272
EIF2S3	5031	5078	2093	4135	4122	3628	6875	9182
EIF3A	8202	11109	4256	7839	14235	13981	19524	24268
EIF3B	6797	8221	3093	5591	8719	8497	12887	18288
EIF3C	13	41	3	11	73	67	111	182
EIF3D	7931	9324	3683	6835	7962	7297	12676	18247
EIF3E	5121	5746	2252	4506	7170	6362	12696	17649
EIF3F	752	932	398	708	1451	1387	2172	3362
EIF3G	4065	5196	1757	3344	2686	2524	4844	6843
EIF3H	3180	3871	1490	2896	2626	2459	4099	5675
EIF3I	8669	9502	3847	6755	6872	6182	12301	17277
EIF3J	959	1258	367	838	743	724	1087	1352
EIF3K	7716	8527	3369	6072	3583	3476	5385	7640
EIF3L	3137	4226	1537	2935	6684	5566	12461	17158
EIF3M	5333	6396	2565	4899	6981	6867	10463	14406
EIF4A1	6305	8068	3151	5371	17427	16190	27583	38812
EIF4A2	1232	1442	483	886	2876	2820	4782	6499
EIF4A3	2954	3622	1318	2532	3497	3165	5496	7775
EIF4B	452	690	252	457	3523	3364	5648	7595
EIF4E	108	171	64	88	264	248	449	621
EIF4E2	697	1088	363	672	865	810	1491	1973
EIF4E3	78	78	27	51	89	81	90	156
EIF4EBP1	862	998	371	665	589	615	812	1191
EIF4EBP2	237	354	117	204	157	128	235	352
EIF4ENIF1	512	646	257	421	810	778	925	1420
EIF4G1	13168	16625	6412	11514	16496	14744	19771	31324
EIF4G2	5423	6061	2532	4904	25050	22051	31127	48287
EIF4G3	3811	4614	1823	3305	4573	3990	5425	8384
EIF4H	772	964	332	613	1106	958	2201	2916
EIF5	2176	2292	1011	1866	5112	4771	7139	10433
EIF5A	5710	7855	2528	4577	2764	2720	4096	5679
EIF5A2	101	113	51	102	104	104	116	192
EIF5B	3269	3987	1540	3025	3693	3726	3980	4531
EIF6	1572	2150	689	1314	815	738	1471	2043
EIPR1	274	314	145	259	461	431	646	929
ELAC1	48	80	37	83	79	77	103	188
ELAC2	1649	1987	731	1232	3150	2847	4972	6984
ELAVL1	3607	4172	1440	2600	1477	1259	2050	3049
ELAVL2	282	328	115	255	164	134	266	377
ELF1	700	807	349	645	381	291	467	776
ELF2	338	421	176	328	938	844	1235	1933
ELF4	403	445	186	335	273	224	229	435
ELK1	171	214	74	133	487	374	623	902
ELK3	121	86	36	52	66	71	107	149
ELK4	104	112	40	79	290	287	333	539
ELL	243	325	95	181	157	129	225	347
ELL2	171	166	59	119	226	223	470	616
ELL3	292	248	116	190	71	52	116	175
ELMO2	411	538	227	326	556	479	731	977
ELMO3	6	2	0	3	64	59	83	146
ELMOD1	19	20	9	29	63	49	97	115
ELMOD2	577	708	265	492	561	545	872	1239
ELMOD3	18	25	8	14	204	118	265	391
ELMSAN1	267	321	103	206	394	322	295	548
ELOA	1515	1762	647	1177	2412	2243	3249	4687
ELOB	2578	3060	1158	2165	1847	1672	2942	3889
ELOC	648	1001	349	626	587	552	1121	1513
ELOF1	624	1004	314	540	355	361	669	843
ELOVL1	886	1139	411	699	308	253	561	751
ELOVL2	273	342	137	215	153	133	260	365
ELOVL4	839	964	388	742	282	306	494	711
ELOVL5	2295	2806	1031	2050	932	699	1587	2083
ELOVL6	389	548	197	327	201	151	255	311
ELOVL7	234	249	100	175	124	120	153	235
ELP1	2072	2393	999	1876	4862	4428	6866	9580
ELP2	1434	1660	642	1190	1878	1635	2446	3741
ELP3	1195	1453	536	1080	688	661	1087	1610
ELP4	404	424	147	337	580	450	955	1343
ELP5	811	984	344	622	793	719	1375	1889
ELP6	447	572	196	376	750	741	1208	1774
EMB	227	230	114	234	306	259	546	833
EMC1	2261	2819	1236	2125	1984	1739	2186	3748
EMC10	634	1107	315	621	964	872	1818	2381
EMC2	774	717	357	625	606	631	890	1172
EMC3	1180	1385	599	1135	991	845	1837	2688
EMC4	1008	1300	516	807	603	507	908	1409
EMC6	254	339	105	188	103	116	306	402
EMC7	779	984	453	725	328	309	543	729
EMC8	482	687	228	421	551	494	810	1198
EMC9	111	127	49	87	186	220	290	414
EMD	1340	1713	575	1066	856	756	1374	1794
EME1	254	318	116	225	596	544	857	1160
EME2	26	30	13	18	162	153	186	261
EMG1	891	1192	380	697	1034	945	1597	2178
EMILIN2	165	144	138	237	665	546	716	1076
EMILIN3	349	437	190	376	201	170	239	370
EML1	622	680	331	546	532	567	800	1256
EML2	257	280	107	194	155	148	249	315
EML3	147	150	76	111	220	224	263	412
EML4	1335	1630	639	1234	2211	2038	3298	4771
EML5	130	126	65	116	1136	1111	1340	1889
EML6	22	15	25	17	267	219	289	436
EMP2	195	226	72	159	119	67	192	279
EMP3	300	313	132	217	72	49	159	183
EMSY	271	307	113	232	553	446	693	992
EN2	177	219	49	134	157	117	135	228
ENAH	1917	2151	853	1444	2882	2631	4713	6185
ENC1	406	538	202	377	102	75	127	163
ENDOD1	184	227	78	158	131	116	227	312
ENDOG	479	691	213	390	342	324	561	699
ENDOV	57	65	27	39	117	113	152	223
ENGASE	98	157	68	87	292	300	406	577
ENKD1	62	74	21	51	133	99	179	183
ENO1	46917	59361	21559	38536	41754	38196	71646	98016
ENO2	737	948	401	658	171	147	181	332
ENOPH1	602	813	262	492	837	840	1070	1566
ENOSF1	247	300	114	202	442	405	489	741
ENOX1	69	74	34	64	212	208	268	420
ENOX2	152	159	64	117	546	471	745	980
ENPEP	365	353	172	355	64	68	58	94
ENPP1	450	530	273	461	638	603	876	1359
ENPP4	482	507	245	409	242	228	386	591
ENSA	427	689	244	458	1034	1007	1749	2381
ENTPD4	126	193	85	143	513	497	698	1012
ENTPD5	31	30	18	33	233	157	284	412
ENTPD6	325	420	153	290	513	509	822	1109
ENTPD7	286	313	139	205	718	642	933	1467
ENTR1	264	341	134	236	981	959	1312	1938
ENY2	749	1017	351	693	990	1020	1499	2096
EOGT	173	199	88	154	387	285	528	759
EP300	2132	2526	1022	1905	2917	2235	2180	4260
EP400	1237	1535	700	1158	1759	1291	1052	2406
EPAS1	108	103	29	51	79	57	79	118
EPB41	1736	1970	763	1416	3237	2912	4146	6213
EPB41L1	131	147	66	115	252	213	212	435
EPB41L2	2482	2831	1077	2091	2487	2246	3090	4276
EPB41L3	1577	2070	771	1499	1049	947	1448	2015
EPB41L4A	57	50	24	62	114	86	99	165
EPB41L4B	110	110	52	86	168	162	203	347
EPB41L5	505	518	217	450	570	492	795	1215
EPC1	207	252	156	226	608	536	919	1358
EPC2	247	261	103	264	1047	987	1609	2481
EPG5	433	475	180	331	971	876	999	1714
EPHA2	769	973	404	645	159	138	166	292
EPHA3	244	279	129	232	397	338	590	840
EPHA4	439	620	228	452	641	535	837	1235
EPHA5	174	245	102	167	58	56	67	105
EPHA6	146	184	98	159	527	519	671	927
EPHA7	1442	1992	834	1483	1139	1072	1524	2125
EPHA8	60	58	26	41	65	53	114	150
EPHB1	51	56	21	38	64	46	73	127
EPHB2	254	301	134	220	213	183	341	501
EPHB4	383	561	227	400	1068	981	1511	2016
EPHX1	663	769	296	483	366	307	349	631
EPHX2	191	226	103	186	131	102	149	229
EPHX4	158	185	66	137	65	62	88	130
EPM2A	45	57	24	40	64	48	69	119
EPN1	837	1032	323	627	686	643	584	1149
EPN2	178	232	80	154	436	342	589	827
EPOR	60	68	39	74	51	31	62	80
EPPK1	657	850	370	633	227	196	182	381
EPRS	5489	5957	2705	4910	15223	14357	23604	32767
EPS15	1049	1188	517	887	1645	1416	2052	3038
EPS15L1	1025	1243	489	891	533	499	608	1016
EPS8	895	1017	351	734	469	395	715	1023
ERAL1	1081	1363	507	815	595	534	879	1334
ERAP1	264	293	142	234	133	125	214	293
ERBB2	244	242	138	203	589	543	789	1192
ERBB4	336	327	173	307	120	123	143	233
ERBIN	1045	1161	478	905	2603	2307	3840	5550
ERC1	809	922	417	662	1290	1216	1150	1987
ERC2	30	37	15	25	382	303	427	733
ERCC1	421	631	220	354	538	493	791	1224
ERCC2	745	818	356	554	558	470	829	1115
ERCC3	896	1060	464	769	1995	1770	3067	4357
ERCC4	419	500	180	326	637	659	849	1250
ERCC6	507	627	233	421	1006	1013	1391	2049
ERCC6L	607	762	304	581	1841	1585	2724	3908
ERCC6L2	229	230	133	177	2118	1955	3045	4510
ERCC8	128	113	40	94	475	509	770	1031
ERF	331	417	104	234	213	169	293	390
ERFE	120	177	48	114	52	34	46	94
ERG28	306	444	140	258	208	142	271	404
ERGIC1	556	700	263	486	435	344	919	1337
ERGIC2	611	596	275	545	976	963	1525	2196
ERGIC3	1870	2441	992	1635	2421	2170	3973	5440
ERH	2561	2789	1173	2418	1356	1435	2767	3457
ERI1	535	505	213	391	410	374	566	746
ERI2	269	250	101	244	690	599	1031	1447
ERI3	1454	1638	642	1218	924	807	1420	2021
ERICH1	315	324	112	216	257	230	334	471
ERICH5	101	153	64	100	61	61	77	105
ERLEC1	391	399	211	332	669	599	987	1415
ERLIN1	387	427	164	295	480	467	612	885
ERLIN2	954	1177	478	925	586	520	862	1286
ERMAP	25	22	8	22	109	105	120	205
ERMARD	234	222	105	158	322	298	527	712
ERMP1	717	760	345	541	354	296	438	746
ERN1	54	92	34	62	139	125	179	300
ERO1A	1100	1061	536	896	1443	1347	1639	2668
ERO1B	166	212	85	153	306	299	379	587
ERP29	974	1306	442	805	1031	990	1930	2586
ERP44	1321	1632	617	1202	808	731	1199	1817
ERRFI1	275	330	149	241	273	256	514	742
ERV3-1	2	8	2	4	94	84	106	162
ERVFRD-1	0	0	0	0	148	132	106	203
ERVK3-1	297	457	116	251	410	443	612	840
ESCO1	147	142	61	98	940	875	1294	1896
ESCO2	1161	1337	444	940	619	536	911	1417
ESD	3797	4293	1636	3116	2578	2397	4153	5832
ESF1	796	905	338	614	1539	1650	2318	2807
ESPL1	1779	2379	985	1688	2442	1946	2403	3945
ESPNL	0	0	0	3	94	84	149	197
ESRP2	404	457	218	335	254	201	289	421
ESRRA	108	171	45	101	227	217	371	485
ESRRG	1	1	1	0	36	48	46	57
ESS2	429	597	232	339	748	768	1039	1432
ESYT1	2364	2860	1130	1921	2464	2216	3311	5186
ESYT2	875	1098	474	823	1199	1049	1795	2728
ETAA1	155	150	65	134	713	702	1135	1645
ETF1	2715	2846	1201	2227	3417	3368	5273	7565
ETFA	3714	3957	1691	2836	3370	3184	5342	7627
ETFB	1167	1355	538	857	964	946	1389	1708
ETFDH	411	575	225	439	892	790	1292	1821
ETFRF1	175	154	62	144	110	136	178	236
ETHE1	154	164	66	134	89	87	160	210
ETNK1	1004	1366	397	817	1138	972	1486	2082
ETNK2	62	80	23	48	164	173	241	353
ETS2	464	581	221	448	372	283	378	629
ETV3	348	493	167	277	232	224	407	600
ETV6	81	111	32	49	39	33	37	73
EVC	57	72	36	53	508	455	371	698
EVI5	395	450	182	362	1173	1049	1373	2197
EVI5L	131	147	65	117	181	156	214	327
EVL	130	168	59	114	397	328	401	643
EWSR1	3822	5187	1816	3772	6724	6601	10643	14381
EXD2	258	336	169	267	487	450	621	862
EXO1	801	849	374	684	4194	3981	5872	8539
EXO5	136	180	85	151	64	71	117	136
EXOC1	719	727	341	555	1070	1038	1617	2316
EXOC2	1263	1442	605	1122	1634	1460	2630	3514
EXOC3	654	766	303	534	716	673	954	1476
EXOC4	1502	1615	707	1221	1492	1308	2075	3086
EXOC5	423	461	181	326	1337	1273	1918	2664
EXOC6	1240	1253	567	1039	1114	1038	1599	2367
EXOC6B	535	601	278	457	1038	844	1231	1944
EXOC7	1128	1437	493	1005	1411	1224	2220	3343
EXOC8	722	955	363	605	1549	1413	1876	2908
EXOG	165	252	59	158	511	466	500	792
EXOSC1	731	1000	328	629	401	361	644	947
EXOSC10	2639	3431	1221	2395	3386	3035	5091	7484
EXOSC2	1434	1777	730	1223	1673	1649	2325	3417
EXOSC3	626	811	281	515	936	856	1211	1817
EXOSC4	613	840	258	413	549	455	690	977
EXOSC5	942	1201	451	718	484	479	789	1009
EXOSC6	471	651	217	447	159	196	159	292
EXOSC7	564	702	259	424	1172	1120	1598	2324
EXOSC8	1770	1943	815	1538	1385	1322	1910	2734
EXOSC9	1062	1352	462	912	2053	2002	3097	4510
EXPH5	184	219	100	156	693	517	636	1081
EXT1	256	292	123	252	827	696	1286	1946
EXT2	901	1087	489	891	1575	1486	2489	3567
EXTL2	272	235	125	240	289	212	382	585
EXTL3	299	363	147	287	468	430	642	945
